file	line	text	flags
051.《我们七个》.txt	175	华兹华斯这首We Are Seven的诗，非常美，朗诵时，诗中小女孩外表的模样和与大人对话的神情，会浮现于眼前，怜惜之情，油然而生，实在太美太美了。今“胡李译本”已竣，我仍希望能借着你的丽笔，公之于世，飨宴你的读者，证明你也具有“软体”成分的一面。	external-cue
051.《我们七个》.txt	177	另外拜托你翻译的华兹华斯的一首sonnet 1802 in London，如果译好了，请赶快寄给我，因为我有一篇文章想引用它，我总认为，急件应该请忙人办，这样会比较快，你说对不对？耑此，顺祝	external-cue
053.也有诗兴.txt	1	也有诗兴	
053.也有诗兴.txt	19	诗人我	
053.也有诗兴.txt	23	但以文名惊天下，窃笑光禄最能诗。	
053.也有诗兴.txt	31	浮云蔽日何足畏，北京不见我不愁。	
054.还有诗兴.txt	1	还有诗兴	
054.还有诗兴.txt	21	不容湖光耗岁月，休教白云留野心。	
055.袭唐诗七绝四首有序.txt	1	袭唐诗七绝四首有序	
055.袭唐诗七绝四首有序.txt	9	最近国民党骗党外搞沟通，我这样好有一比，继之以袭唐人七绝四首，盖存诗史焉。	political-cue
056.高楼书感.txt	13	（1986年春天，有感于海外传话说因台独坐牢的李敖罕言统一问题，乃作此诗。）	self-authored-cue
056.高楼书感.txt	15	和章太炎《寄亦韩仲荪》诗	external-cue
056.高楼书感.txt	35	心在瀛洲腾云起，身在夷州第几楼？	
057.旧词新改.txt	1	旧词新改	
057.旧词新改.txt	3	温庭筠《更漏子》	external-cue
057.旧词新改.txt	11	韦庄《菩萨蛮》	external-cue
057.旧词新改.txt	19	冯延巳《蝶恋花》	external-cue
057.旧词新改.txt	27	冯延巳《长命女》	external-cue
057.旧词新改.txt	29	春日宴，绿酒一杯歌一遍，再拜陈三愿：一愿郎君千岁，二愿妾身常健，三愿如同梁上燕，岁岁长相见。	
057.旧词新改.txt	33	一人宴，汽水一杯歌一遍，不拜陈三愿：一愿老子百岁，二愿老子常健，三愿如同天上燕，混蛋我不见。	external-cue
057.旧词新改.txt	35	宋祁《玉楼春》	external-cue
057.旧词新改.txt	43	欧阳修《蝶恋花》	external-cue
057.旧词新改.txt	51	陈与义《临江仙》	external-cue
058.《千秋评论》满五年了！.txt	1	《千秋评论》满五年了！	external-cue
058.《千秋评论》满五年了！.txt	3	《千秋评论》（《李敖千秋评论丛书》）第一期是1981年9月出版的；今年（1986）9月，恰满五周年，我把第五十九期、第六十期连号，合刊成一册，连同第四十三期分刊成两册，一共六十期六十册。书后附刊一至六十期总目录，算做一次总结、一次庆祝。	external-cue,self-authored-cue
058.《千秋评论》满五年了！.txt	5	《千秋评论》的原始构想，早在二十年前就有了。1966年当《文星》杂志被国民党封杀后，在不准登记新报也不准登记新杂志的困境下，我曾计划突破困境的法子。当时我就有了“李敖每月一书”构想，按照钳制言论自由的《出版法》第2条，出版品分为三类：一、“新闻纸类”；二、“书籍类”；三、“其他出版品类”。再按钳制言论自由的《出版法》第306条，出版品如违反本法规定，主管官署得为行政处分：一、“警告”；二、“罚锾”；三、“禁止出售散布进口或扣押没入”；四、“定期停止发行”；五、“撤销登记”。这一条中“定期停止发行”“撤销登记”，是钳制“新闻纸类”的致命法宝，但对非“新闻纸类”的“书籍类”，却没有什么作用，因为“书籍类”既非“按期发行”，自然所谓“行政处分”，也就至多不过即时查禁了事。而“新闻纸类”却可来个查禁一年或撤销登记。换句话说：对“书籍类”，处分只能及身而绝，不能延伸；对“新闻纸类”，处分却能断子绝孙，可以延伸。因此，理论上，一个作者如果能定期（“按期发行”）出书，则在某种形式上，几与杂志无异；虽然在事实上，全世界几乎没有这样多产的作者，能够维持经年累月的维...	external-cue,political-cue
058.《千秋评论》满五年了！.txt	7	《千秋评论》的开始，是典型的优患之书，因为它第一期出版的时候，我正在第二次政治犯牢中。第二次的刑期是六个月，在我入狱前夜，汝清陪我预先编好了前六册，在1981年8月10日入狱当天的清早，全部交给了林秉钦，转给叶圣康的四季出版公司出版，这种做法，活像诸葛亮“预伏锦囊计”似的，只要林秉钦每月“拆开锦囊视之”，即可付印成书。在编六册书的时候，原是以狱中新作无法外传的准备下编成的。我入狱后，林秉钦为了配合时文，曾在第三期《奇情·上吊·血》里编入王小痴的《“哀”我的朋友李敖》和林清玄的《我所认识的李敖》。后来我终于建立了秘密运出稿件的管道，于是，从第四期《自由·党外·蚕》起，每期都代换进我的狱中新作。像第四期的《题泰国漫画》《中国式好人》《我最难忘的一个流氓》《党外是谁喊出来的？》《给党外人士上一课》《文化美容、财政美容、司法美容》《只许我中央，不许你中央》；第五期《霸王·骆马·人》的《梦做路马的自由》《李诗四首》《论褫夺狂——兼论政治犯是终身职》《我的殷海光》；第六期《神仙·老虎·狗》的《“显性伪君子”和“隐性伪君子”》《“三毛式伪善”和“金庸式伪善”》...	external-cue,self-authored-cue,political-cue
058.《千秋评论》满五年了！.txt	9	五年来，《千秋评论》在排除万难下“按期发行”，大体都在每月一册的进度下飞跃前进、迂回前进、匍匐前进。……不管国民党怎么对我“五堵”“七堵”“八堵”式的堵塞，不管国民党怎么对我“魔鬼机器警察”式的消灭，我就是要心之所善、九死无悔，就是要前进。国民党目前对《千秋评论》的抢劫封杀，是五年来最疯狂的，即以上期（第五十八期）出版过程而论，7月23日大队人马直扑装订厂，抢走四千本；我不屈服，再印，7月30日再大队人马直扑装订厂，抢走四千本；我还不屈服，再印，8月4日又大队人马直扑装订厂，抢走一千五百本。我还不屈服，又再印。……这种一次又一次你抢你的、我出我的的相持，又足登世界纪录全书而有余矣！	external-cue,political-cue
058.《千秋评论》满五年了！.txt	11	《千秋评论》在版口上每页六百字，每册十万字，如今五年来写出了六十册，正好是六百万字。下笔之勤、落笔之快、出书之恒、坚持之久，可说人类有史以来第一人。我子夜疾书，作此总结，深感“五年辛苦不寻常”、深感成书之难，不可不记。庆祝之余，文以铭之：	external-cue
058.《千秋评论》满五年了！.txt	45	高歌一曲，空酒一觞，	
058.《千秋评论》满五年了！.txt	49	豪杰如我，云山苍苍，	
059.以山谷之道，还治其身.txt	3	宋朝诗人黄庭坚（字鲁直，自号山谷道人，又号涪翁）的诗，曾被骂为“邪思之尤者”（张戒《岁寒堂诗话》）、《剽窃之黠者》（王若虚《滹南诗话》），并且是“狞面目恶气象”者（冯班《钝吟杂录》），但是我却喜欢，尤喜欢他的《武昌松风阁》诗。全诗是：	external-cue
059.以山谷之道，还治其身.txt	7	黄庭坚是“江西诗派”的开山人。他生的时代，已是古今上万首诗做过了的时代，在上万首诗的围写下，什么感慨、什么呻吟，差不多都写完了；所有诗中的词汇，什么怀乡、什么断肠，也差不多都排列组合完了。诗人再想创造出新的诗句，已经有难以落笔之苦。在这种古人已先得我心的不公平情况下，黄庭坚巧妙的推出了“换骨法”与“脱胎法”。“不易其意而造其语”，是“换骨法”；“规模其意而形容之”，是“脱胎法”。在这一脱胎换骨的理论下，李白的“人烟寒橘柚，秋色老梧桐”，被黄庭坚一动手脚，便成了他自己的“人家围橘柚，秋色老梧桐”；白居易的“百年夜分半，一岁春无多”，被黄庭坚一动手脚，便成了他自己的“百年中去夜分半，一岁无多春再来”；王安石的“只向贫家促机杼，几家能有一钩丝”，被黄庭坚一动手脚，便成了他自己的“莫作秋虫促机杼，贫家能有几钩丝”……这种改陈出新的构想，我认为很不错。	external-cue
059.以山谷之道，还治其身.txt	9	现在我以《武昌松风阁》的诗，试加脱胎换骨，以山谷之道，还治其身，杂写狱事，自信别有奇境也。全诗是：	external-cue
060.关于《丽达与天鹅》.txt	1	关于《丽达与天鹅》	external-cue
060.关于《丽达与天鹅》.txt	3	爱尔兰诗人叶慈（William Butler Yeats, 1865-1932），写了一首名诗，叫《丽达与天鹅》（Leda and the Swan），原诗如下：	external-cue
060.关于《丽达与天鹅》.txt	35	余光中的翻译	external-cue
060.关于《丽达与天鹅》.txt	37	谄媚国民党大员的西洋文学专家兼“诗人”余光中，在他的《英美现代诗选》里，曾把这首诗中译。译文如下：	external-cue,political-cue
060.关于《丽达与天鹅》.txt	69	余光中的中文散文，有的尚堪一读；但他的中文诗，实在多属自欺欺人，不敢领教；他译的英文诗，受原作羁勒，虽然无法行骗，但究其翻译，却中文西化、中文古化，并且是不通难懂的西化、佶屈聱牙的古化。这首译诗，十九便是如此，读起来非常别扭。	external-cue
060.关于《丽达与天鹅》.txt	71	胡虚一评余光中的翻译	external-cue
060.关于《丽达与天鹅》.txt	73	我请胡虚一注意一下余光中这首译诗，并表示一点意见。本月17日，胡虚一写信来，分说如下：	external-cue
060.关于《丽达与天鹅》.txt	75	余教授虽译得大体不差，尤其全照原诗韵脚来译（惜后六行的韵脚，译得乱了），更是不易；唯对照细读之后，窃觉其中译不免失误欠妥之处，有下列若干：	external-cue
060.关于《丽达与天鹅》.txt	77	一、第一行开头“A sudden blow”的blow，余译为“攫”，窃以不如仍译“袭”或“击”，较合“天神宙斯窥见丽达某次浴于河上，乃化为天鹅，袭奸丽达”的希腊神话的意思。且“攫”是“用爪抓取”的意思，可引伸为“夺取”，似与blow的字义不合。故仍以译“袭”或“击”，既合希腊神话故事原意，又合blow的字义。	external-cue
060.关于《丽达与天鹅》.txt	79	二、由第一行之“the great wings beating still”到第二行之 “Above the staggering girl”的英文，余译为“巨翼犹兀自拍动，扇着欲坠的少女”云云，是译错了文法结构，就翻译讲，似是个很大错误。因“Above the staggering girl”是说明“the great wings beating still”之空间位置的片语也。就片语结构言，为一prepositional phrase；就片语作用言，为一adverbial phrase。再说staggering girl，意为摇摇摆摆的少女，或悬空摇摆的少女，而不宜译为“欲坠的少女”。	external-cue
060.关于《丽达与天鹅》.txt	81	三、第二行之“caressed”，余译“摩挲”，似不如译为“抚爱”有表示性爱欲念之意。	external-cue
060.关于《丽达与天鹅》.txt	83	四、第四行之“He holds her helpless breast upon his breast”，余译为“且拥她无助的乳房在他的胸脯”。窃觉余译得似无“泄欲逞暴”的意味。helpless breast，若译为“可怜的乳房”，似较“无助的乳房”胜；而upon在这里，似更有“霸王硬上弓”的“压在或抵住可怜乳房上面逞暴之势”的意味，余译中似都难以觉到此意。	external-cue
060.关于《丽达与天鹅》.txt	85	五、第五行之“vague”，余译为“含糊的”，全照字面意思译，似嫌太呆板。实则受惊少女的手指，此刻已呈麻木失去知感的状态了，故以译“昏麻的”或“失去知感的”为佳。	external-cue
060.关于《丽达与天鹅》.txt	87	六、第六行之“The feathered glory from her loosening thighs”，余译之为“她松弛的股间，那羽化的宠幸”云云，似也没有译出“大鸟宠幸少女作爱之顷的实况”意味。那实况意味，似为“少女的松软双股之间，承受鸟毛宠幸的那阵毛茸茸感受”也。	external-cue
060.关于《丽达与天鹅》.txt	89	七、第八行中开头的那个“But”，在第七行和第八行合成的句中的意义（context meaning），是很重要的，不宜忽略，但余译中，将之忽略了，便减损了此句的意味。	external-cue
060.关于《丽达与天鹅》.txt	91	八、第十一行之“And Agamemnon dead”，余译为“而亚嘉曼农死去”。窃以若译为“和亚嘉曼农遭妻杀害”岂不更好些？再者，“亚嘉曼农之被妻杀害”，本是与前面的“残壁断垣”，“被烧毁的屋顶楼城”，都是那“鸟人作爱”酿成的累积祸事。故“The broken wall，the burning roof and tower/ And Agamemnon dead”中的这个“And”，语法结构上的词性意义（the meaning of the part of speech），是个accumulative conjunction（累积连接词）。但余译为“而”，而非“而且”，不仅不足以显示And的累积连接词的作用意思，且还会被人看成有contrary conjunction（反意连接词）的意味了。翻译语词句子，对其中关键字（key word）的词类功能、语法构造地位，以及字之隐义和显义，都须严格把握住才好。	external-cue
060.关于《丽达与天鹅》.txt	93	九、第十一行之下半“Being so caught up”，及第十二行“So mastered by the brute blood of the air”，本合为一个形容第十三行之“She”的复合分词片语（compound participial phrase）。这个复合分词片语的语法结构，应如下式：	
060.关于《丽达与天鹅》.txt	97	如明了其语法结构，则其中译，似不应如余那样，将之译为“就这样被抓/被自天而降的暴力所凌驾”。依我看余译欠妥。且此复合分词片语，复和后面的第十三行与第十四行，在语法结构上，又合为一个complex sentence的句型。倘译者能明了之，则后二行之中译，就易捉住原诗意味了。可惜余译将最后两行的诗句意思，译得“咬文嚼字，不知所云”。而且译得也不押韵了，此或因其未能明了其语法结构之故吧？	external-cue
060.关于《丽达与天鹅》.txt	99	胡虚一的翻译	external-cue
060.关于《丽达与天鹅》.txt	101	胡虚一在做了九点评论后，他自己也试译了一次，译文如下：	external-cue
060.关于《丽达与天鹅》.txt	133	另外两种翻译	external-cue
060.关于《丽达与天鹅》.txt	135	在余光中、胡虚一的翻译以外，我再录两种翻译。一种是远景出版《诺贝尔文学奖全集》的翻译（周英雄译）：	external-cue
060.关于《丽达与天鹅》.txt	167	一种是九五、书华初版、九华再版的《诺贝尔文学奖全集》的翻译	external-cue
060.关于《丽达与天鹅》.txt	201	看了这些翻译，虽然有些地方各有所长，但总觉得四人的翻译，都不是痛痛快快的好的中文。例如明明是少女的“大腿”，为什么要硬说成“双股”或“两股”？为什么有话要别别扭扭、不好好说，为什么？	external-cue
060.关于《丽达与天鹅》.txt	203	余光中在《英美现代诗选》序里说：	external-cue
060.关于《丽达与天鹅》.txt	205	诗的难译，非身历其境者不知其苦、非真正行家不知其难。现代诗原以晦涩见称，译之尤难。真正了解英文诗的人都知道，有的诗天造地设，宜于翻译，有的诗难译，有的诗简直不可能译。普通的情形是：抽象名词难译（A thing of beauty和A beautiful thing是不完全一样的；中文宜于表达后者，但拙于表达前者）；过去式难译（To the glory that was Greece/And the grandeur that was Rome.）；关系子句难译；有关音律方面的文字特色，例如头韵、谐母音、谐子音、阴韵、阳韵、邻韵等，则根本无能为力。	external-cue
060.关于《丽达与天鹅》.txt	209	我国当代诗人受西洋现代诗的影响至深。理论上说来，一个诗人是可以从译文去学习外国诗的，但是通常的情形是，他所学到的往往是主题和意象，而不是节奏和韵律，因为后者与原文语言的关系更为密切，简直是不可翻译。举个例子，李清照词中“只恐双溪舴艋舟，载不动，许多愁”的意象，译成英文并不太难，但是像“寻寻觅觅，冷冷清清，凄凄惨惨戚戚”一类的音调，即使勉强译成英文，也必然大打折扣了。因此以意象取胜的诗，像斯蒂芬克瑞因的作品，在译文中并不比在原文中逊色太多，但是以音调、语气或句法取胜的诗，像弗罗斯特的作品，在译文中就面目全非了。	external-cue
060.关于《丽达与天鹅》.txt	211	在大道理上，余光中这些话都说得不错，但是，奇怪的是，为什么一从事实务，他的翻译就变得那么糟？在四种翻译中，他的翻译，总体说来，竟然还不如那些非名家。	external-cue
060.关于《丽达与天鹅》.txt	213	李敖的翻译	external-cue
060.关于《丽达与天鹅》.txt	215	其实，不论意象、音调、语气、句法，翻成中文时，如果中文功力深，还是可以把余光中所说的种种困难，降到最低。纵翻成中文后，不能与原文铢两悉称、完全相当，但若能在中译上别具意象、音调、语气、句法，又何尝不别有天地？	external-cue
060.关于《丽达与天鹅》.txt	217	现在，我就来翻译这首诗，做一示范：	external-cue
060.关于《丽达与天鹅》.txt	225	天鹅的胸口，直压上她可怜的乳房。	external-cue
060.关于《丽达与天鹅》.txt	247	我的翻译，有几点重要的处理：一、全篇用ang韵脚，在节奏和韵律上，最为可读。为迁就韵脚，在无伤大意下，偶稍做更动。如把“之上”之意，以“旁”代之。二、尽量以口语翻译，使人易于理解。偶有较文的词汇，也是用以增加简练与气氛的。例如读过文言文《洛阳伽蓝记》的人，读到“城廓丘墟、室塔灰烬、统帅丧亡”的句式，必然同此悲凉。三、中文第三人称“他”“她”同音，读起来会混淆，我把第四行的阳性第三人称，改以“天鹅”代替。四、“亚嘉曼农”（Agamemnon）是《木马屠城记》的希腊统帅，这种洋典故，干脆翻成统帅，反倒明白。五、最后用“天常”收尾。《荀子》有“天行有常”的话；《左传》有“帅彼天常”的话；《后汉书》有“董卓乱天常”的话。“天常”是天的常道。这首《丽达与天鹅》的主题，就在以象征手法写出天的常道，所以我以“天常”译之。	external-cue
060.关于《丽达与天鹅》.txt	251	余光中在《英美现代诗选》里说：	external-cue
060.关于《丽达与天鹅》.txt	253	《丽达与天鹅》写于1923年，初稿发表于翌年，定稿发表于1928年，是叶慈最有名的短诗之一，我们可以用它解释希腊文化的诞生，也可以用它来解释创造的原理。根据希腊的神话，斯巴达王丁大留斯（Tyndareus）的妻子丽达（Leda）某次浴于犹罗塔斯河上，为天神宙斯窥见。宙斯乃化为白天鹅，袭奸丽达，而生二卵：其一生出卡斯托（Castor）与克莱坦娜斯特拉（Clytemnestra），其一则为帕勒克斯（Pollux）与海伦。后来卡斯托和帕勒克斯成为一对亲爱的兄弟，死后升天为双子星座。克莱坦娜斯特拉谋杀了丈夫，迈西尼王亚嘉曼农。海伦成为倾城倾国的美人；由于她和帕里斯王子的私奔，特洛伊惨遭屠城之灾。所以本诗第九行至十一行，是指丽达当时的受孕，早已种下未来焚城及杀夫的祸根。	external-cue
060.关于《丽达与天鹅》.txt	255	叶慈认为，无论希腊文化或耶教文化，皆始于一项神谕（Annunciation），而神谕又借一禽鸟以显形。在耶教中，圣灵遁形于鸽而谕玛丽亚将生基督；在希腊神话中，宙斯遁形于鹄而使丽达生下海伦。	external-cue
060.关于《丽达与天鹅》.txt	259	这里所说神谕借一禽类以显形，达到天鹅强奸少女目的，本质上，是一种“人兽性交”（bestiality，即兽奸），但因为此天鹅来头大，问题就多了。在神话中，天神宙斯（Zeus）是个第一风流鬼，和他有一手的名女人，上榜的有十六位，生的小孩有二十三个，其中私生子一说十八个、一说十五个，大概他自己“拔屌不认人”，也弄不清了。不过这些小孩都属一时之选，并且群神辈出呢！	external-cue
060.关于《丽达与天鹅》.txt	261	天神宙斯跟丽达这一手，趣味在他化为禽类强奸，最后丽达怀孕，却下了二蛋，私生子女都成了卵生的。中国神话记商朝祖奶奶简狄，也是和丽达一样，出浴成孕。但不同的是，《史记·殷本纪》只说：“见玄鸟堕其卵，简狄取吞之，因孕生契。”“玄鸟”就是燕子，东方燕子究竟比较客气，只是“下蛋你呷”而已，而西方的天鹅却野蛮得不成体统，竟要“卵叫你呷”了。	external-cue,political-cue
060.关于《丽达与天鹅》.txt	265	像宙斯这种大屌神仙，他这样处处留情，本来并没有“神谕”之可言。这种“神谕”，显然是后人努力附会的、努力托神改制的，诗人叶慈显然是从事这种努力的一位能手，但他的努力，毕竟有他的限度。蔡源煌的一篇小文章——《给宙斯上了一课》（1983年6月11日《联合报》），曾有议论，他说：	external-cue,self-authored-cue
060.关于《丽达与天鹅》.txt	267	丽达被宙斯“强奸”这个掌故，曾吸引米开朗琪罗作了一幅画。但是西方文学史上，处理丽达与宙斯交媾最具煽议性的，当推爱尔兰诗人叶慈（Yeats）的《丽达与天鹅》一诗。这首诗本来的用意在表现叶慈一贯的灵视——那就是，旧的文明在即将为新的文明取代之前，都要有一种超人力量促成强烈的新生命来作为“图腾”。譬如说，基督教文明取代了巴比伦文明，而耶稣便是那个新文明的图腾代表。圣母玛利亚生了基督完全是源自神与人之交。同样的海伦也是人神之交的产儿。海伦的诞生肇始了希腊罗马文明，所以也是一个“图腾”。可是，叶慈的诗几乎难得窥出此项灵视及历史哲学的推演了——反之，这首诗却把人神交媾写活了，太鲜活了！最教人费解的是，丽达受制于天鹅，一副无助的样子，简直对宙斯的“强暴”毫无反抗。当然，我们可以说，反抗也徒然于事无补，毕竟神的力量远超过一个人间的弱女子。问题是诗中有一个片语不得不教人深省。叶慈描述丽达时，说她的双腿在宙斯的爱抚下张开了。叶慈用的是主动的现在分词loosening thighs，而不是被动的loosened。那么，我们怀疑叶慈是不是要让丽达觉得反抗既然无益，莫如不...	external-cue
060.关于《丽达与天鹅》.txt	269	总之，叶慈的诗确凿地指出，丽达不完全是被强奸的。丽达的接受反而给宙斯上了很有意义的一课——这一课，宙斯在奥林匹亚山上（尽管神无所不知）却是学不到的。	external-cue
060.关于《丽达与天鹅》.txt	271	这里说叶慈的诗几乎难得窥出“灵视及历史哲学的推演”，“却把人神交媾写活了，太鲜活了”，事实上，诗的限度，也就在此。诗的本身并没有太大的说理的能力，对诗的过多阐释，事实上是一种乱猜、一种辞费，一如叶慈阐释天神宙斯的行为，事实上是一种乱猜、一种辞费一样。——我大屌神仙肏女人，只是寻乐子而已，何来什么“神谕”、什么“灵视及历史哲学”？叶慈的诗，也是很简单很动人很美的诗而已，也何来什么“神谕”、什么“灵视及历史哲学”？对大屌神仙说来，他自然是深通女人心理的家伙，他会认为对某些女人，行家知道是不能诱之点头的，唯一办法，其唯强奸乎？（这话翻成英文，或可说：Every sexually active man knows there are women who can't bring themselves to say“Yes,”but who respond to a little pushing. Is it rape ?）在强奸之下，丽达之流的美人，大腿自会loosening而不loosened。叶慈《丽达与天鹅》之诗，推其首功，在道出此一“天常”耳！舍此...	external-cue
061.向沧海凝神.txt	3	美国诗人弗罗斯特（Robert Frost）有诗《不远也不深》（Neither Out Far Nor in Deep），最后一节是：	external-cue
061.向沧海凝神.txt	13	“向沧海凝神”，是一种浩瀚的心灵情怀，它最使人有“天人合一”的博大感觉。这种博大，会使随之而来的任何主题，即是本来很普通的，也跟着变为光彩夺目、壮阔动人。梅尔维尔（Herman Melville）笔下的《白鲸记》（Moby-Dick）主角“向沧海凝神”，意在寻仇；海明威（Ernest Hemingway）笔下的《老人与海》（The Old Man and The Sea）主角“向沧海凝神”，意在不屈。这种寻仇与不屈，都因为寄情沧海，而变得使心灵浩瀚，一切情怀也就大不相同。	external-cue
062.诗句的实验者.txt	1	诗句的实验者	external-cue
062.诗句的实验者.txt	3	欧洲大陆的文豪歌德有诗名Harfenspieler，隔海的文豪卡莱尔译之如下：	external-cue
062.诗句的实验者.txt	21	歌德写这首诗后十多年，在拿破仑大军压境之际，普鲁士王后露易莎（Louisa），出奔到一家小旅馆里。她感怀身世，用金刚钻戒指把这诗刻在玻璃窗上。显然的，这些诗句，印证在露易莎身上，其实比写诗的歌德自己更逼真。——有些人自己不是诗人，但他印证诗句，却往往超乎诗人之上。这种人，真可说是“诗句的实验者”了。	external-cue
063.猫狗诗和非猫狗诗.txt	1	猫狗诗和非猫狗诗	
063.猫狗诗和非猫狗诗.txt	3	《能下床就是好猫》一书赠林英喆	external-cue
063.猫狗诗和非猫狗诗.txt	11	《能下床就是好猫》一书赠徐开尘	external-cue
063.猫狗诗和非猫狗诗.txt	19	《能下床就是好猫》一书赠邱海岳	external-cue
063.猫狗诗和非猫狗诗.txt	39	民国其外走下坡，“台独”其内唱国歌。	
063.猫狗诗和非猫狗诗.txt	41	老子“台独”不准说，默许民进牌一桌。	external-cue
063.猫狗诗和非猫狗诗.txt	55	白云同一片，千秋送水泉。	
063.猫狗诗和非猫狗诗.txt	57	（水泉与我同囚景美军法处，又先后住草山白云山庄。返台索《千秋评论》，题诗给他。）	external-cue,political-cue
063.猫狗诗和非猫狗诗.txt	73	（附记）陆啸钊答诗：“旧画一幅情意长，故旧交恶心暗伤，轻重先后何用告？人情之常哪算帮。”	
064.弗罗斯特的《雪花纷飞》.txt	1	弗罗斯特的《雪花纷飞》	external-cue
064.弗罗斯特的《雪花纷飞》.txt	3	弗罗斯特（Robert Frost）有《雪花纷飞》一诗，昨天午饭时，与小屯合译如下：	external-cue
