risk	quoteSignal	attributionSignal	file	line	text
false	true	true	005.给黄少谷先生的公开信.txt	129	可见真相所在。魏锦水存证信最后明示“本件副本送达贷款银行”，魏锦水欠银行债务，并非五十五万，而是八十万（附证二十二），若如高院三推事所说“无受拍卖之虞”，或如萧孟能所说“倘遭银行拍卖，一切损失应由魏锦水负责”，是不了解实际情况与善良管理人之注意。以上证据高院三推事都“漏未审酌”，这叫公正吗？
false	true	true	005.给黄少谷先生的公开信.txt	133	高院三推事说：“原不发生移转所有权以保产权之问题。”但魏锦水来信如此，他和银行关系如彼，他在庭证中又说明“必须还了银行的钱，才可以办过户”，因为权状在银行手中，不“移转所有权”，试问如何解决问题？不解决吗？那李敖是否有背信之虞？因为萧孟能已授权李敖卖掉这房子，但不“移转所有权”（即所有权仍在魏錦水名下），能够卖吗？设定在银行手中，房子在魏锦水手中，土地在王剑芬手中，使用在房客手中，试问这种房子，能够卖吗？除了暂由胡因子出面先行过户，试问还有什么别的办法？所以原审判决说：
false	true	true	005.给黄少谷先生的公开信.txt	137	地院判决书只说“胡因子”，是对的，高院三推事却说“将其移转登记与其配偶胡因子”，是大错特错的：“移转登记”是1980年1月10日，胡因子成为“配偶”是1980年5月6日，李敖实在不明白为什么高院三推事硬使她提前近四个月结婚！高院三推事这种判决书上的措词，未免太不负责任！不但与事实不符，并且造成“李敖把房子给了老婆”的印象，这种伏笔，才引伸出采信胡因子致王剑芬函，而作出所谓“李敖本欲赠与该屋为其所拒，始以其名义登记以据为己有”的判决词！这些错误，都基于：
false	true	true	005.给黄少谷先生的公开信.txt	153	高院三推事说：“处理委托事务。不仅违背自诉人将房地一并出售一百二十万元之指示而竟意图据为己有拟赠与胡因子。”
false	true	true	005.给黄少谷先生的公开信.txt	159	高院三推事所谓“出售一百二十万之指示”，根据该是有此授权才能成立，但是遍查授权书十五件、协议书一件、全部信托二十三项，从来没有什么“出售一百二十万”的话，高院三推事凭什么说有此“指示”？
false	true	true	005.给黄少谷先生的公开信.txt	161	原来高院三推事抛开了萧孟能亲签亲笔的授权书协议书（这些都是经过李敖认同的文件），另外采信了萧孟能提出所谓“证物五十二：自诉人于出国前交付被告之亲笔‘备忘录’”，这一“备忘录”，其实并没给李敖。所谓“备忘录”，是他捏造的证据。既然没给李敖，李敖自不认同，但对萧孟能说来，他却必得对“备忘录”的内容负责。所以可据“备忘录”要求写它的人，而不能据“备忘录”要求根本没收到它的人。因为“备忘录”是事后捏造的，所以常因不小心，与“协议书”等抵触。例如汽车方面，“协议书”是请李敖“处理所得扣除一切开支”后，半数汇国外，但在“备忘录”中却是“汽车：留交敖之使用”！又如静庐方面，“协议书”是委由“李敖全权处理”，但在“备忘录”中却是不得低于一百二十万元！栽证粗心，以致纰漏如此！
false	true	true	005.给黄少谷先生的公开信.txt	163	高院三推事为什么不查查，其实栽证还不止于“备忘录”呢！还不止于“一百二十万之指示”呢！还有个一百三十万呢！萧孟能在“言词辩论意旨状”中说：“自诉人于备忘录中曾向被告交代天母静庐房屋之售价，不得低于一百二十万元，复于六十八年（1979）12月18日以信函一纸，向被告表示售价不得低于一百三十万元。”这封南美寄的信，同样是他捏造的证据，并没寄给李敖。这封捏造的信，他在1980年度诉字第13956民事庭上提出过，经细看结果，其中根本没有“不得低于一百三十万”的话（附证二十七）！栽证作伪手法拙劣，竟一至于此！
false	true	true	005.给黄少谷先生的公开信.txt	169	高院三推事说“处理委托事务”，自然不能“漏未审酌”“委托事务”的相关文件：
false	true	true	005.给黄少谷先生的公开信.txt	177	可见重点是“出卖”。若照高院三推事所说，则李敖不必过户，但不必过户又如何卖？高院三推事“漏未审酌”。
false	true	true	005.给黄少谷先生的公开信.txt	181	三、地院民庭判决李敖胜诉，对“全权出售”说明如下：“既为‘全权出售’之委任，未为特别指定其委任之事务，足见被告王剑芬系就一切事务而为概括委任，因此返请银行贷款取回证件以便涂销抵押销权登记，自亦属于处理委任事务之范围。”（见附证二十一）高院三推事对这一证据“漏未审酌”。
false	true	true	005.给黄少谷先生的公开信.txt	183	四、王剑芬亲笔授权书，她自己居然在庭证中赖掉，笔录中竟有：“被告所持有我的授权书，是没有经过我‘驻外领事馆’的签证，不发生法律效力。”足见萧孟能王剑芬故意把假的授权给李敖，陷李敖入罪！1980年10月7日刑事状中，萧孟能还说出“仅该授权书尚不足以证明系由王剑芬委托被告”的话，其离奇可想！这种离奇，自然属于栽证的另一变形。高院三推事可曾设想：这一对并无婚姻关系的男女竟把可赖掉的授权书给李敖，李敖幸亏没卖，李敖若真的替他们卖了“天母一路房屋”，李敖岂不要一路被害下去？——对买方又如何交代？对卖方又如何交代？高院三推事对这一对男女的离奇授权证据，显然“漏未审酌”。
false	true	true	005.给黄少谷先生的公开信.txt	185	五、萧孟能为取得静庐土地，只将一份王剑芬的印鉴证明交给他的代书何因，是一份1979年6月的旧证明，但却告诉代书李敖手中有印鉴证明，其实并没给李敖。萧孟能在本案中说李敖可用留下的王剑芬印到侨务委员会去领，不去领，是背信是侵占云云。事实上，到侨委会去领是不可能的：因为与侨委会规定不合（附证三十）。萧孟能既然要李敖“全权出售”，试问没有王剑芬在侨委会的证明又如何买卖？高院三推事和这一对男女都说李敖过户给胡因子是错误，但无此过户，没有侨委会证明，根本无法买卖。对侨委会复件和因果关系，高院三推事又“漏未审酌”。
false	true	true	005.给黄少谷先生的公开信.txt	187	六、1980年10月7日，萧孟能在诉状声明说：“于自诉人亲笔书写交付被告之备忘栏静庐项载称：‘1.房屋还未办好过户手续，2.如果能早日卖出，即可由何代书办理直接过户，还可省一笔契税……’”足见“直接过户”，早为他自己所要求、所同意，虽然所谓“自诉人亲笔书写交付被告的”备忘录并没给李敖，但是“直接过户”给买主，则是他离台前与李敖的口头约定，并且有协议书和寄来的王剑芬授权书可以印证李敖有“全权”，既有这些，李敖自然可以“直接过户”（附证三十一）。奇怪的是，高院三推事为了证明李敖有罪，连他们单单采信的“备忘录”中对李敖有利的证据，都“漏未审酌”了！
false	true	true	005.给黄少谷先生的公开信.txt	193	以上所举“天母一路房屋”部分的种种奇判，是高院三推事“漏未审酌”魏锦水存证信中的“就要拍卖说”，而顺着萧孟能的“听任拍卖说”（“倘遭银行拍卖，一切损失乃由魏锦水负责”），衍生出一种“不会拍卖说”（“抵押债权尚未列清偿期，无受拍卖之虞”），这真是石破天惊的高论！
false	true	true	005.给黄少谷先生的公开信.txt	195	查银行作业，设定的清偿期都不妨长，华南银行与魏锦水就长达三十年，但这绝非说三十年内，因“尚未到清偿期”，就“无受拍卖之虞”！那样的话，银行岂不赔光？所以，银行作业，一定在设定时间内，另订单项清偿日期，叫借方开立票据或借据，以票据或借据上日期为清偿日期，届时追回或转期。华南银行与魏锦水的作业，也不例外。设定虽为三十年，魏锦水的另立借据上清偿日却是1979年6月16日！魏锦水是在这一到期日之后二十八天（7月14日）卖房子给王剑芬的，他的财务状况已经困难。他拖了四个半月（12月1日），看到王剑芬还不遵守“口头协议”，才忍无可忍，发了存证信，信中谈到银行拍卖的事，最后“副本送达贷款银行”，显然也在向银行证明他努力阻止拍卖的诚意。因为这时候，他在贷款银行的户头——伟吉企业股份有限公司（华银新生甲存2692账号）已经退票了！
false	true	true	005.给黄少谷先生的公开信.txt	199	总结所谓“天母一路房屋”侵占案，李敖并不构成“意图为自己或第三人不法之所有，而侵占自己持有他人之物”的要件。李敖要侵占，为什么给王剑芬存证信请她选（附证三十二）？地院判决说得好：“自诉人既不表示对其有利之选择，何能责被告违背处理事务之行为。”正是指此。高院三推事明明看到“天母一路房屋”至今尚在萧孟能王剑芬名下、使用下、占有下、支配下……却反过头来，不顾念李敖为朋友努力保全的苦心，判李敖“吃”人的罪，天下有这种怪判吗？试问如萧孟能所说属实，他既把王剑芬印鉴证明给了李敖，李敖既然“吃”他，为何不用该证明把静庐“土地”部分过户给胡因子呢？既用胡因子名义“吃”了“建物”，为什么保留王剑芬名下的“土地”不“吃”呢？高院三推事为什么“漏未审酌”这些有利李敖的证据呢？
false	true	true	005.给黄少谷先生的公开信.txt	205	高院三推事说字画、古玩、书籍等物李敖“虽以抵债为辩，并提出抵债之账单及字据各一件为证。唯依该账单之记载，应有借据证明其有债权二百五十万元及其母张桂贞有债权一百八十万元”。
false	true	true	005.给黄少谷先生的公开信.txt	207	高院三推事这种推理是错误的。李敖提出的“抵债之账单”是萧孟能亲迹（附证三十三），上有亲笔“债权人”名单，包括潘有光、张桂贞、陈子和、陈万枝、罗老传、钱翊平、沈善庆、张陈秋子、徐敬业、叶北泉、李敖、黄盛桐、高家齐、黄觉、朱婉馨、许家骥、陈锡敏、袁应环、胡汝森、其他等二十一人，其中有建筑家、艺术家、出版家等知名之士，有的也没借据，是否也都要如高院三推事所说：“应有借据证明其有债权”？其中袁应环项下，萧孟能亲笔无任何凭据，但高院三推事为什么不传袁应环来问呢？为什么不查所谓“备忘录”中有关“袁应环”的债权呢（附证三十四）？可见没有借据原来也是有债权的！此其一。
false	true	true	005.给黄少谷先生的公开信.txt	209	高院三推事说“应有借据证明其有债权”，但是萧孟能既然最后以字画、古玩、书籍抵债，原来的借据自然就已返还债务人，高院三推事责怪李敖提不出，试问李敖若提得出，岂不变成了一债两还了？难道高院三推事要李敖同意字画等抵债、又要扣留债务凭证吗？此其二。
false	true	true	005.给黄少谷先生的公开信.txt	215	文星时期李敖为萧孟能卖命，萧孟能欠李敖实多，最后同意送李敖水晶大厦八楼房子，不料房未落成李敖就入狱，萧孟能遂食言，不送了，说“便宜”卖给李敖，作价壹佰贰拾万伍仟，有公证书可按（附证三十五）。事后查出售价表，一块钱也没“便宜”（附证三十六）。
false	true	true	005.给黄少谷先生的公开信.txt	243	不料萧孟能告李敖，竟说“于被告坐牢期间，自诉人亦常惦念，并赠送水晶大厦八楼之房子，供被告收益”（上诉理由状），公然抹杀公证书的“买卖”行为！高院三推事公然也连公证书都“漏未审酌”，连上述“区公所监证申报书”“同意书”“税捐稽征处通知书”等都“漏未审酌”，竟说“李敖之债权业经清偿”，有“账册影本可凭”！高院三推事究竟根据什么，硬定萧孟能对李敖的债务，只有“账册影本”上那一笔？硬定除此之外，水晶大厦八楼IJ户等的欠李敖不算欠？这叫公正吗？
true	true	true	005.给黄少谷先生的公开信.txt	247	高院三推事又说张桂贞的庭证“已难置信”，因为张桂贞“或谓借自诉人之款系伊所有，或谓系其子李敖之钱以其名义借与自诉人故其不知等语”。但查笔录，张桂贞并没有“款系伊所有”的话，而是说“钱是我女儿给我的”“钱是李敖的”。张桂贞有子女八人，受子女奉养，钱的来源不自一处，自属事理之常，有何“已难置信”？张桂贞古稀之年，生平怕法院，当庭高院推事要李敖出庭，要隔离问，并违反“刑诉”第190条规定，不但不准张桂贞“连续陈述”，还当庭发脾气骂她。张桂贞当庭提出签名的三点陈述，其中说：
false	true	true	005.给黄少谷先生的公开信.txt	251	萧先生亲笔欠债表欠本人一百八十万，并非直接欠本人，但为欠李敖的“张桂贞”名下，自然不能说不是欠。萧先生欠李敖，本人在李敖为文星坐牢前，就听说萧先生答应送水晶大厦七十五坪房子，李敖入狱后，萧先生失信。
false	true	true	005.给黄少谷先生的公开信.txt	253	据本人所知，萧先生并未做上项赠送。当李敖坐牢期间，萧先生并未对本人及李敖的女儿有任何资助，萧先生说他并非“无情无信”，但有情有信的人，似乎不该这样（附证三十九）。
false	true	true	005.给黄少谷先生的公开信.txt	259	高院三推事说：“尤以被告主张抵偿之字画中，有自诉人之亡父萧同兹做寿时他人所送之条幅等如附表所列，依之情理，殊无用以抵债者，可证其所辩抵债之不实。”高院三推事这段判决冠以“尤以”二字，自然强调这一判决在经验法则上与论理法则上的完美，但是高院三推事为什么不查查卷？在卷中，就有李敖“第四次答辩——所谓‘字画、书籍、古董及家具’疑义部分”，其中说“萧孟能有‘以画抵债’的习惯”，并且说：
false	true	true	005.给黄少谷先生的公开信.txt	269	笔录俱在，可见“拿去抵债”属实。试问齐白石的画，画上有黄少谷题字“萧同兹吾兄主持中央社十五周年纪念”字样的，不叫纪念性条幅吗？怎么对林紫耀可以抵偿，对李敖就不可以了呢？高院三推事说：“依之情理，殊无用以抵债者”，殊不知“依之情理”，世界上并无“纪念性书画不可抵债说”；依之事实，“孝子萧孟能”也早已将“亡父萧同兹”的纪念条幅抵了又抵了。事证明确如此，高院三推事竟“漏未审酌”，反倒不讲证据而来推测，这叫公正吗？
true	true	true	005.给黄少谷先生的公开信.txt	275	电话乃李敖所有，借给萧孟能在水晶大厦十二楼用，萧孟能竟说是他的。在“上诉理由状”中，又一再强调这具电话的申请书，是他“亲笔填写”，要求向电信局查卷。但法院向电信局调来原始申请书，却证明并非萧孟能亲笔填写，乃李敖弟弟李放所填写。萧孟能理屈，再主张李放是为他办事，电话是代他申请的，当时曾一次申请几个电话，又请法院向电信局调次一号电话即7085129号的申请书，如是李放写的，此李敖名下的电话就是他的。经法院再调卷，并且送请刑事警察局鉴定结果，两具电话申请书，“非一人所书写”，有鉴验通知书附卷可稽（附证四十二）。由此可见，萧孟能所说全部不实在。——是李放的字，却说是他的字；不是李放的字，却说是李放的字。这样的反复不诚实，高院三推事却任他予取予求、查来查去，最后竟在判决书中对这些铁证与反证“漏未审酌”，反判以“该电话机虽以李敖为申请装设者，收据亦是李敖名义，申请书亦非自诉人所书，然此乃以其名义申请之当然结果，不足为被告有利之认定”。可疑的是：高院三推事说这是“以其名义申请之当然结果”，当然结果必须有以下当然现象：
false	true	true	005.给黄少谷先生的公开信.txt	289	高院三推事说：“该电话既非装于被告住所，且与叶肇模名义申请装设之电话并载于李敖所记之自诉人账册上”，而认为“该电话使用权之属于自诉人至为明确”，全属错误：
false	false	true	005.给黄少谷先生的公开信.txt	293	二、当时萧孟能曾想借用李敖名义装电话，但李敖说我买一个借给你好了，所以账册上有这事项，但却没有支出（附证四十四）。账上没有支出，又别无其他证明电话钱是萧孟能出的，高院三推事却判定李敖侵占，这又根据什么？
false	true	true	005.给黄少谷先生的公开信.txt	301	高院三推事说：“复据叶肇模于本院结证伊名义之电话属于自诉人属实。”所谓“伊名义”，自是“叶肇模”的名义。试问叶肇模说他名下的电话“属于自诉人”，这又证明了什么？这跟判李敖有罪有什么相干？高院三推事根据什么逻辑，就可把“李敖”代换成“叶肇模”？代换之后，就说李敖的电话也属于自诉人？高院三推事为什么不查查叶肇模与萧孟能的关系，是否相当于李敖与萧孟能的关系，就如此“李代叶僵”起来？
false	false	true	005.给黄少谷先生的公开信.txt	303	叶肇模同萧孟能远在四十三年前（1938年）就是岭南大学附中同学，1957年返台后，一直住在萧孟能家，住到1975年，前后长达十八年之久，他在1960年因麻痹症残废，穷困不堪。1981年2月17日庭证时，破帽破衣，承认生活要靠萧孟能，有笔录为证。这一事实，说明了为什么叶肇模这么穷，却在名下有大量的房产、债权和电话，附卷萧孟能委托事项中，一再出现叶肇模的名字；附卷萧孟能抵债给李敖的房子中，两次都是叶肇模名下的（见附证三十七），凡此种种，都说明了萧叶两人的关系，岂比寻常？
false	true	true	005.给黄少谷先生的公开信.txt	305	高院三推事就一个住在萧家十八年的可怜残障者名下装萧孟能电话的证词，推测李敖名下装的，也是萧孟能的电话，而“漏未审酌”有利李敖的一切证据，这叫公正吗？
true	true	true	006.殷海光·呆·鸟.txt	7	我写完了一篇两万多字的长文——《我的殷海光》，透露了很多内幕，你不妨看一遍。《政治家》第十五期（1981年10月1日）李宁写《台湾大学何去何从？》其中记有台大数学系教授杨维哲的谈话说：
false	false	true	006.殷海光·呆·鸟.txt	11	在那样自由的风气下，台大出了很多具有特色的人，像李敖。比起二十多年前，台大现在可以说是死气沉沉，虽然你到台大校园走一遭，还是见得到五颜六色的海报活动，但你不能说有这些，就表示热闹。
false	true	true	006.殷海光·呆·鸟.txt	15	殷海光爱书成癖。有一次他看一本Aristotle的著作，他女儿殷文丽过来，他就教文丽念Aristotle这个字，没想到文丽正在换牙，没有门牙，念到totle, 口水应声而出，喷到书上，殷海光大叫：“哎哟！哎哟！”急忙掏手帕擦口水。你说多好笑呀！Aristotle是希腊的“荒谬”哲学家，他硬说女人的牙比男人少，殷海光至少这次该相信Aristotle，殷文丽也是女人呀！
false	false	true	006.殷海光·呆·鸟.txt	19	再谈书呆子殷海光。他一辈子只打过四次电话（至多四次），有一次他太太教他如何打，把他带到公用电话旁，替他把号码拨好，对方说话，才递给他。殷海光紧握听筒，满头大汗，打完了，要昏倒的样子。他太太赶忙抓住他，发现两手冰冷，两眼发直，好一阵子才恢复正常。
false	true	true	006.殷海光·呆·鸟.txt	21	再谈他的鲜事。有一天，他和政大的另一书呆夏道平教授，忽然要开洋荤，跑进观光饭店喝咖啡，咖啡厅在十二楼，他们就进入电梯，可是很久很久还不到，空气闷得难过。殷海光说：“这么久了，即使一百二十层也该到了。”于是紧张起来，还是夏道平聪明，他看电梯墙上有许多阿拉伯数字，就乱按了一个，门突然开了，原来还在一楼！两人得庆重生，吓得不敢再坐电梯，决定走楼梯上去。走到二楼，就发现没有上三楼的楼梯了，只好又下一楼。殷海光说：“我们到别家去，何必一定要在这里。”夏道平说：“不行，既来了，一定要找到。”于是两人四处去找，找到一座有人开的电梯，总算到了咖啡厅，不巧那天咖啡厅休息。两人只好再摸索到另一较暗的房子，一进去，发现都是一对对情侣，两个老头也顾不得了，挤进坐下。看到一位歌手正在边弹边唱，夏道平碰碰殷海光，大声说：“你看，是真的人在唱歌呢！”
false	true	true	006.殷海光·呆·鸟.txt	23	殷海光死后，我和王晓波、王小明、孟绝子一起去看解剖，出来老孟对我说：“你看到老殷那个鸟了吗？那么小！”我想，殷海光可能在这方面不行，他的婚姻情况，他的教棍太太，都该从这一不行上来观察。他服膺罗素，但罗素写的Marriage and Morals他绝口不提，这可真怪。写到这里，我忽然收到一封托我转给你的信，我把它贴在上面。圆环大流氓张武修，绰号梧州，因杀人被判无期。跑来托我写状子，改判下来，变成五年，昨晚送来一大水桶特制的粥，我不吃消夜，结果都给附近的杀人犯们吃了。
false	true	true	007.环游·还原·抢.txt	7	早上在篮球场运动的时候，这边的“制服”跑来，说：“所长紧急通知，法务部次长到所里来了，想见见李先生。”我说：“可是，我不想见他啊！”我拒绝见这些讨厌鬼。我的架子大得要死。
false	true	true	007.环游·还原·抢.txt	9	收到你19号的平信，我一直窃笑——有一点恶作剧那样的笑。你说：“还以为你记忆力惊人呢！”难道不是吗？把明明记得住的故意装记不住，这种记忆力，难道不惊人吗？世间喜欢frame别人的，一旦被别人frame一下，就气起来了，就怪人家的记忆力了。我记得你不但哭过，并且还非常爱哭，是台湾话的爱哭妹（爱哭面），看到这里，你又怪我记错了吧？你看，说不哭也不行，说爱哭也不行。你19号信上说：“一点也不赞成人哭得太凶，看看月亮，流两滴泪，也就够了。”好吧！（我也说好吧！）就记得你哭过流两滴泪式的吧，你知道有人多喜欢、多珍惜吗？
false	true	true	007.环游·还原·抢.txt	13	希腊天文家说：世界经过一万六千年后必还原一次。所以，在环游世界一万六千年后，我们虽已归入尘土，仍可卷土重来，旧地重游。不过，这一定得先井然有序，搞不好的话，我们变成了Tutankhamen或秦始皇，而他们却变成了我们，如果那样，我们就该把图坦卡蒙关入土城看守所、把秦始皇关入秦城监狱，使他们不能进入时光隧道，这样的话，自然就是我们“审视”他们，而不是他们“审视”我们了。总之，这个一万六千年还原论的确很好玩，尤其可以在白头偕老后又可青梅竹马，该多有趣。不过，那时候，我该自台中一中转学到建中来，那样离中山女高才近一些。并且我一定参加她指挥的音乐会，我还要参加“中国女兵”、官拜“中校”。（1981年11月23日）
false	false	true	007.环游·还原·抢.txt	15	我去做中校剧务吧！那样就可以确实发薪给场记，你说好不好？
false	true	true	007.环游·还原·抢.txt	17	云贵高原的狼，夜里在山路上吃行人方法是：从后面用它前脚搭在行人肩上，行人一回头，他就乘机从后面咬住脖子，所以行人都相告以在那种场合，不要回头，要先用匕首向后刺去。一般说来，一个人的双肩，如在背后被人按住，这时抵抗力最弱，台湾一个文人周弃子，专门向人借钱，方法就是先到你家，绝口不提钱，可是你一到厨房给他倒茶，他就乘机从后按你双肩，然后开口借钱，如此高段，人人无法抵抗。聂华苓跟我说：“你不借钱给他，你会觉得不好意思，他就能造成那种气氛。”有一次他向殷海光借钱，殷海光不说任何世俗的 话来同意或推托，干脆答道：“不借！”使周弃子吃瘪而去。周弃子也没能向我借得到钱，因为我一见他就先发制人，先向他借。周弃子是A person when we know well enough to borrow from, but not well enough to lend to，人间就是有很多这种人，你说多可悲。
false	true	true	007.环游·还原·抢.txt	19	世界各地强盗抢钱，都抢钱就完了，不嗜杀人，但云贵地区，强盗却是先杀后抢。原因是这地区人太穷（“天无三日晴，地无三里平，人无三两银”），你抢他钱，他就跟你拼命，所以强盗都相告以干脆先杀了再说，免得麻烦。如果将来我们去做雌雄大盗，最好不要去云贵地区。结论是：不要在云贵地区作案，也不要做狼。
false	true	true	008.“既联合，又斗争”？.txt	7	关于台北看守所的黑幕，今天贵报登出我昨天出狱谈话的一部分，也登出看守所所长朱光军反驳我的谈话，说：“李敖是写文章的人，特别喜欢幻想，他所说的一切都是想象出来的。”既然朱光军这样精于心理分析，我只好公布我掌握的证据如下：
false	true	true	008.“既联合，又斗争”？.txt	9	一、“绑担架”酷刑问题。朱光军说李敖所说，“是小说中的情节”，坚决否认有这种酷刑。但我可举出一些被绑人犯的名字，像李文荣、古永城、杨英龙、黄金重等等。杨英龙被绑担架，且在地检处有徐开喜、黄祥华、谭坤泉等证词在卷；黄金重被绑担架，且是最新拷贝，他从本月1日绑起，直到我昨天出狱，还被绑在忠二舍第四十四房的担架上！人在担架上，朱光军居然还说“是小说中的情节”，这种有生于无，算不算幻想或想象呢？
false	true	true	008.“既联合，又斗争”？.txt	11	二、其他凌虐人犯问题。朱光军说李聪明被打死“只是一个个案”，但事发之日，朱光军曾发表谈话坚决否认有被打死的可能，直到检察官收押了行凶的管理员，朱光军才哑口无言。如今他又说“一个个案”，但我试举一两天的打人记录，来证明朱光军的谈话又一次不可靠：去年10月1日一天内，他们就打了和二舍十一名人犯，名字是廖明胤、周扬传、郭进坪、苏照男、洪茂阳、刘耀雄、吴进清、萧阿成、翁正良、王玉栋、吴水德。10月2日，他们又打了爱二舍十三名人犯，名字是张汉旗、江林成、彭锡龙、赖鼎明、周太元、詹存贤、钟春雄、冒守康、李芳山、江荣仓、高政雄、吴宜铭、陈金皇。光在短短两天之内，他们就打了二十四名人犯（用皮鞭打手心或脚心），难道这二十四个，也是“一个个案”吗？
false	true	true	008.“既联合，又斗争”？.txt	13	三、病舍与医疗问题。朱光军说病舍并非只给有来头的人住，“住在病房中的受刑人，都有慢性病历可查。”但是李聪明暴毙后，去年9月28日死了毛松枫，今年1月14日死了张权，19日死了林志新。这些人都不住在病舍内，都在几小时内突然死了，这又怎样说呢？若说“有慢性病历可查”就能住病舍，林志新的肝病病历赫然在卷，这又怎样说呢？他六十一岁了，却不给住病舍而要他在福利社煎蛋，不但漠视传染肝炎的危险，也漠视病人健康。这种漠视病人健康的情形，在给病舍以外人犯打针时，就更明显：一排人犯站好，脱掉裤子，由打针者（不是医生也不是护士）只用一根针管和一根针，吸了药水，就一个个打下去，“只换屁股不换针”，这种场面，又怎么说呢？
false	false	true	008.“既联合，又斗争”？.txt	17	以上所说，只是抽样而已。详细黑幕，我写了三万五千字，随信附上，请贵报看看。
false	true	true	008.“既联合，又斗争”？.txt	19	因为朱光军说我“特别喜欢幻想”，“所说的一切都是想象出来的”，我怕我第三次坐牢时会被送入精神病患监狱，只好写这封信澄清，敬请惠予发表。
false	true	true	008.“既联合，又斗争”？.txt	29	对我揭发台北看守所黑幕，贵报今天登出来朱光军《又不能不加以说明的话》，我只好又不能不再写一封信。
false	true	true	008.“既联合，又斗争”？.txt	31	（一）关于朱光军办公厅有套房、有彩色电视、有冰箱，每天有人犯到他公馆除草、整理花园，冬天二十个小时没有热水喝，不准用热水瓶，大门加盖岗亭拦家属，多方刁难送物，甚至橘子都要把皮剥掉，以及增设闭路电视以隔绝面对面会面法等等，朱光军都不再争执，证明了我所说属实；也证明了他所说李敖“特别喜欢幻想”“所说一切都是想象出来”的谈话，已被他自行否定。
false	true	true	008.“既联合，又斗争”？.txt	33	（二）关于被打人犯的名单，朱光军也不争执，因为名单中都确有其人，不是“幻想”“想象”的，但他要我提出“他们是被哪一个管理员打的，他一定依法办理”。这是他明知故问。因为我明明举出日期与舍房编号，按照值勤表一查便知。为了帮他查证，我可举出10月1日打人事件发生，是课员黄铭强引起的。黄铭强在10月8日又引起打人事件，被打人犯是林荣宗，因为正值中午出庭回来，以致引起人犯轰动。朱光军说：“是否挨了打？是一个问题。挨谁的打？又是一个问题。”其实我既提出了名单，何不就名单来个公开听证？朱光军敢公开听证吗？
false	true	true	008.“既联合，又斗争”？.txt	35	（三）关于“绑担架”酷刑，我提出名单后，被绑人犯李文荣、古永城、杨英龙部分，朱光军也都默认，这是他聪明的地方，他没逼我指出他们是被谁绑的，因为我一指，被指的不是别人，就是朱光军——朱光军还没依法办人就得先依法办了自己！李文荣是朱光军开了三枪催泪瓦斯后，亲自拿把椅子，把李文荣抵在墙上，然后“绑担架”的。朱光军对我开的名单，四分之三都不争执，却争执四分之一——黄金重部分，他“承认黄被绳子绑住限制行动，但绝非‘绑担架’”，但我可举出是2月1日被“绑担架”的，绑在忠二舍四十四房，主持人是二教区课员刘雅轩。黄金重被绑前，还先“具五刑”式的打了手心和脚心。朱光军说依法可施用戒具，但纵使施用，也跟法务部法（1981）监字第12851号规定不合。其实我既提出了名单，何不就名单也来个公开听证？朱光军敢公开听证吗？
false	true	true	008.“既联合，又斗争”？.txt	37	（四）关于病舍与医疗，朱光军对我举出的许多人犯“突然死了”，不再争执，只说人犯“不说他自己有病，看守所就无法送他们到病舍就医”。这叫什么话？《羁押法施行细则》第7条明定入所时应实施健康检查，但该所医生金亚平从不检查，而是叫药剂生阙壮士和医务行政管理员尤大时负责，只是要人犯自报有无纹身和病历而已。但是自报病历后，若要住入病舍，没有来头，是很难的。这就说明了为什么许多人犯死在押房里而非死在病舍里。有的押房人犯看病，甚至限制人数，每房十二人，只准三人出来看——看病竟也派代表的！李聪明被管理员踢死后，据出狱的崔瑞洲、李绍成、张华盛对检察官说，当时他们报告说李聪明病了，竟被警告，然后踢李聪明，说他装病。试问这样凌虐人犯，谁还敢看病？有病不耽误，又岂可得乎？至于“只换屁股不换针”，我已明写是“在给病舍以外人犯打针时”，这些人犯，因为不准去病舍打针，就在押房通道上如此这般了。朱光军说医生不会做这种事，但医生根本不来，护士也不来，来的就是一针到底的，这种情形，请问朱光军谁该负责？
false	true	true	008.“既联合，又斗争”？.txt	39	（五）关于朱光军否认他公馆有高尔夫球试杆场设备，他说不会有，“这是一个常识问题”，但我请问，你朱光军月入两万元，你可以一小时两百元为子女请钢琴老师，你可以在一年以内，在景美、土城买两栋房子，这都是“常识问题”，你又怎么说？
false	true	true	008.“既联合，又斗争”？.txt	41	（六）关于拆二、三楼地板，朱光军说是为了修地板，但明明拆除后，改铺和水泥地一样凉的塑胶地砖了，难道铺上塑胶砖后，再加做地板吗？天下有这样的地板施工法吗？朱光军说：“希望李敖易地而处，多为他人设想。”他的指教，我很感谢，虽然我已领教了他的“易地而处”是什么了——原来是易地板而处水泥地啊！
false	true	true	009.揭发黑幕以后.txt	5	出来后一直想写封长信给你，不料一出狱门即被记者们缠住、被党外人士缠住、被黑狱风云缠住，最后被“龙体违和”缠住，又人事甚繁（以昨天为例，早起写完“每日一文”，然后秉钦来、祥柯来。午周渝、治芬请吃越南菜。下午散步于台大，晤梁荣茂、晤黄武雄夫妇。傍晚起造时来、小痴来、清玄、彩銮来、信疆、元馨来、维贤、锡福来），所以长信一拖再拖，虽知道你不见怪，但总是自己怪自己。如果不决定写长信，短信早可写好多封了。真该打。
