risk	quoteSignal	attributionSignal	file	line	text
false	true	true	011.我们要像清除恶人一样的清除烂好人.txt	13	这十多年来的大学教授，都变成了“空口说白话”的人，都不是man of action，你这次“下海”执行律师业务，盼能做一个行动方面的示范。 宋朝的诗人说：
false	false	true	011.我们要像清除恶人一样的清除烂好人.txt	25	你说好不好？
false	true	true	012.家报之一.txt	5	你的限时信都收到，多谢你的关切。台中的官司我有办法处理，我要一一对付这些“老疯狗”，直到他们死掉。许以祺（张立豫的同学，美国硕士）星期一返美，临走前一夜跟我说：“李敖呵！你是在台湾唯一表现与老家伙们‘斗’的一个人。不管你所斗的对象是谁，不管你所斗的事件大小或有无意义，可是你表现斗的精神，实在可佩服！”
false	true	true	014.有关“李敖告别文坛十书”的一封信.txt	51	二、有些小毛头读者抱怨，说1966年他们还小，小得无法参加当时的预约，如今失掉被“终身赠送”的机会，太不公平。抱怨得也蛮有道理。解决的方法是：请小毛头的双亲大人合资买李敖的书转送小毛头，为了由于他们的耽误，竟使小毛头同李敖相见恨晚。
false	true	true	014.有关“李敖告别文坛十书”的一封信.txt	53	三、有太多的读者想买或想要过去出版的《传统下的独白》等书，实在无法应命，因为这些都是禁书。听说市面上有地下翻印本多种，不知道是不是真的。（1979年7月6日）
false	true	true	015.买书会不会上当.txt	7	你说你是“一名工人”，想分期付款，我特别转请远流的王荣文先生给你特别折扣——如果你不怕上当的话。
false	false	true	017.手淫否答胜英.txt	13	你说某大学教授（教会的）同性恋例子，我很感兴趣，我不知道你可否告诉我这位教授的名字，我答应守密。
false	false	true	018.回林枕客论中国手淫材料及其他.txt	5	医学会约啸钊和我各做三十分钟演说事，皆无问题，多谢好意，并请转达此意给吴先生。
false	true	true	019.为自来水而战.txt	27	二、本户曾向抄表员及收费员分别要求复查，皆蒙同意。1月间，贵厂曾派一职员至本户，本户详予说明，并请他参观本户所藏之《自来水法草案》、《1945年英国给水法》（Water Act 1945）、《1948年英国给水法》（Water Act 1948）及《日本自来水法》（日本法律第177号）等文件，和本户拟控告贵厂之卷宗。该职员态度良好，自言此事必为水厂方面错误，当派人复勘。
false	true	true	019.为自来水而战.txt	31	四、更可怪者，本月4号下午，突有贵厂三位职员驾到。气势汹汹，声称本户如不将“旧欠”水费缴清，就要“处分”停水，并把水表拆去云云，态度之恶劣，无以复加。此种态度，除了证明贵厂包办自来水外，还包办知过不改和满脸凶相。
false	true	true	019.为自来水而战.txt	33	五、本户即当面告诉他们：所谓“旧欠”，不知“欠”的是什么？1965年11月份，本户一滴水都没用，至多我们只能付“计费说明”中——
false	true	true	019.为自来水而战.txt	39	此二项费用，共为五十六元三角（即第一户第二户用过三度及十六度后所付之费用），而不当付六十三元九角。换句话说，本户即用过三度或十六度，都不该多付七元六角，何况用的是零度！故本户深信，本户并未“欠”贵厂什么，如需本户付五十六元三角，本户随时照付不误，11月份以后各月，如未计算错误，本户亦乐为照付。但是我们这种合理的要求，却得到如下的答复：“要缴水费，就得连11月份的‘旧欠’一起缴，否则，不准你们缴——我们要停水拆表！”
true	true	true	020.又是情书.txt	7	去年7月7号说好看电影《不犯法》以后，我一直被杂事缠住，整天搅得天昏地暗，日月无光。杂事中最主要的当然是当权者给我的困扰，直到最后大家在《文星》上白刃相见，《文星》被按住脖子停刊一年，才算告一段落。余波是我的第九本书——《孙逸仙和中国西化医学》，被警备总司令部查禁并扣押，罪状是“将国父遗教，断章取义故为曲解，足以混淆视听，影响民心士气”！乖乖，真吓人！其实说坦白点，我怎么当得起这种“罪名”？所谓“影响民心士气”，这话又从哪儿说起？老百姓早麻木得没有“心”了，而我的书，军队又不准看，又何从影响“士”之“气”呢？
false	true	true	020.又是情书.txt	13	去年5月16号，在那个婚礼上看到你，我几乎认不出来了。我对我自己说：“CL真的长大了！ ”回到家来，我找出我保存了十三年的你写的八张考卷，看到那些“春秋战国”“兼爱非攻”等答案，我忍不住有一种失落的感觉，我已经太久太久，没有这种感觉——因为我“老”了！
false	true	true	020.又是情书.txt	17	孤独尽管孤独，我并没失掉勇气与口味，我是一个很少休息的妖怪，半夜三更，活得比谁都起劲。我感到十三年前的朋友们，他们活得好像赶不上我起劲，“他们都不知道活到哪儿去了？”我常常这样想。见到你，我有一种“如见故人”的感觉，并且根据我的武断，十三年来，你的生活“很失败”，这使我很关切。这种关切，在我知道你有那位“凶婆婆”以后，日益加深。当然，我不会多说什么，因为你还是那个任性的、被男孩子们惯坏的CL！这种任性，会使你将错就错，嘴硬到底。十三年的预言似乎还太短，三十年后，你会记得我的话。
false	true	true	020.又是情书.txt	31	我真希望她是如你所说的“算得上是好婆婆”，我真希望我对她的了解——自以为很多了的了解——是错误的。
false	true	true	020.又是情书.txt	35	A型（“母子恋”型）——“母子恋”的倾向，早已是psycho-analysis的定说，很多中国人以为的“母慈子孝”，骨子里大都是“母子恋”的现象，并且母愈“慈”子愈“孝”的，“母子恋”的毛病愈厉害。（尤其是少寡的女人，尤其她有独子的时候，这种倾向最明显。母子相依为命久了，儿子大了，讨了媳妇，母亲总是从中插一脚。那时候，母亲干涉小两口，干涉得太多，有时不近人情；而做儿子的，却买母亲的账甚于买老婆的账，结果做媳妇的最痛苦，最难相处。这种例子太多了，太多了。你一定记得南宋诗人陆放翁《钗头凤》的故事，我认为那是十足“母子恋”的现象！当然你可以说：陆游的妈妈“算得上是好婆婆”！）这种因“母子恋”而导致的儿子婚姻上的难题，可能婆、子、媳三方面都不自觉，终生探索不出真正的症结到底何在。按说这不能怪他们，他们没读过弗洛伊德（Sigmund Freud）“大逆不道”的科学学说，他们只是在“母慈子孝”“谨事舅（公公）姑（婆婆）”的旧传统下打滚，他们绝不会想到，这可能是一场三角恋；他们也绝不愿想到：这可能是婆婆在嫉妒媳妇，在吃媳妇的醋！
false	true	true	020.又是情书.txt	37	B型（报复型）——你还记得汉朝乐府中那首《孔雀东南飞》的长诗吗？你还记得那个“凶婆婆”对媳妇所说的“吾意久怀忿，汝岂得自由！”的气话吗？那种气话的基础，正基于一个事实，就是：“老娘当年也做过媳妇，也受过气。如今媳妇熬成了婆，怎么能不以其人之道行行呢？难道便宜了你这把我宝贝儿子抢去的小妖精不成？”于是，在报复或补偿心理的鼓动下，做婆婆的虐待媳妇的十八般武艺，便一件件全部使出来。这些武艺，有的是因袭固有文化的、有的是取法欧美的、有的是自己发明的。表达的方法，亦自宽猛有别，并不完全是手拿扫把另一端，面露凶相。相反的，倒可能是一派慈祥之态，如教育家模样，表面上是爱之以正道，骨子里却是凶来兮，使做媳妇的，碍于“情面”，凜于“大义”，本于“亲恩”，最后达到变相被“虐待”的结果。这种婆婆的手法，真是棋高一着。看到这种高段数的婆婆和还不自觉的媳妇，使我想起那被养在笼中的美丽的金丝雀，她被“照顾”得很好很好，好到最后忘掉了自由的价值和外界的机会，反倒称道起限制她自由的“施主”来！左拉（Zola）笔下那头被养在家中的猫，也是如此，她被养得完全失掉了自己，有朝一日即使能“奔向自由”，她也不能适应了，她只好又回来！（改写陶渊明的一句诗，这叫做“久在樊笼里，不能返自然”！）
false	true	true	020.又是情书.txt	39	C型（“望孙”型）——这该算是三类“凶婆婆”中，最“爱好和平”的一种。这种型的婆婆对媳妇，表面上优容备至，爱护媳妇，像爱护一个兵工厂。其目的与动机，说破了，无非在期待媳妇有生产，“为奶奶，生娃娃！”这种婆婆，她会很耐心的等待，等待她的“工厂”有产品出来。正字标记的产品当然是小男孩，如果不是男孩而最后“是个丫头”，做婆婆的当然很失望，但并不绝望，“生个孙女总比没有好！”有了孙女以后，她绝不满足，她要再加紧督促，翘起小脚的足跟，朝产房里头硬望。“罚令重生”的结果，一定泡到最后“弄璋之喜”才算暂告一段落。这种锲而不舍的精神，也许我李敖该感谢，因为我不是别人，正是——我奶奶（我妈妈的婆婆）第五次迫切要求的产物！
false	true	true	020.又是情书.txt	41	像最后一型的婆婆，她对媳妇的喜怒哀乐，完全系于孙子的有无多少，换句话说，她对媳妇的态度，是以孙子为“函数”，是f（孙子）。一朝她的等待终于绝望或迹近绝望，她再“算得上是好婆婆”，也要摆下不怿的脸色，起码要为自己的儿子，争取一个“讨小老婆”或“重婚”的自由了！
false	true	true	020.又是情书.txt	43	看了我上面这些“婆婆妈妈”的论调，你一定觉得李敖十三年前写信给你时的老毛病还没变！他的缺点，还是那样把一件朦胧的事实说得太清楚，清楚得不留余地，甚至近乎挖苦和讽刺。但我知道你至少不会怪我有恶意，你会怪我“多管闲事”！或怪我“乱做可怕的分析”，或者你仍旧“看后觉得很有趣”。如果那样，你会把我看做一个故意制造“婆婆恐怖”的希区柯克！
false	true	true	020.又是情书.txt	53	昨天接到你19号的信后，便托一位朋友照你的条件找房子。“离台大不远”而又使你上班方便的地区，似乎金门街一带较为合适。你说最好是月租千元而又“光线充足”的，据我所知，月租千元的公寓式房屋大都是“长方型”前后有窗左右无窗式，寻求“光明”，实在困难。（我在1962年到1964年间，曾在安东街住过这一类的公寓，那正是你“最怕”的“阴暗潮湿的房子”！）我的意思为了“光线充足”并且舒服一点，精神开朗一点，不如考虑再多花三四百元，租个大一点的四面或三面有窗的公寓，如果是“方型”的公寓（如我现住者），虽然也只是两面有窗，可是因为纵深很浅，仍可光明在望。我这些话，都是经验之谈（对公寓，我有过孟夫子妈妈的搬家次数），希望你考虑考虑。
false	true	true	020.又是情书.txt	61	这两段话，十足描绘出一个进步的CL！我真心向你道贺。我认为这两段话，最能显示出你对人生的进一步了解，虽然对你说来，这种了解的获得代价未免稍大，但总是值得的。参悟人生，本不是一件容易的事，分别人生真的部分和幻的部分，是困难的焦点。有人一辈子疑幻疑真，或把真当幻，或将幻作真，结果常常是扑空一场。古往今来，在“专情”“守贞”“忠烈”“荣誉”“尚义”“求全”“不贰”“公论”“自我牺牲”等等名目之下，也不知有了多少“殉道者”。由于对这些名目的过度误信或误用，未免使头脑新一点的人，敢于大胆怀疑：这些“道”，到底“殉”得值不值得？在我看来，愈早发现真幻的分际，而能弃幻求真的人，将是最智慧的人。对真幻的分辨，当然不可能与生俱来，所以要用令人“感慨”或“悔恨”的“代价”去换取，也是莫可奈何之事。最教人叹息的，该是那种“蘧伯玉类型”的人，他行年五十，才知四十九年之非！真未免太晚了！太晚了！这种人，可算是“朝闻‘道’，夕死可矣！”的傻瓜瓜，他们之终能颖悟，是令人佩服的，可是颖悟之迟，也是令人“佩服”的。看了他们，我甚至这样想：“还不如糊里糊涂过一辈子吧！垂暮之年，再‘觉今是而昨非’，有时候是很残忍的。”
false	true	true	020.又是情书.txt	63	从十三年前我写第一封信给你。到十三年后我写这封信，套一句俗话，我已经“饱更忧患”，已经综观古今人世兴亡。有一次梁实秋先生说我的智慧成熟过早，我颇不谦虚地认为他这看法不错。再过三天，我就是三十一岁的人，我自认在三十一岁的“男孩子”中，我是一名“老狐狸”，而为那些傻小子们所不及。但是做了“老狐狸”，并不值得得意，因为那很孤独。——当你把人生看破，把许多误认为有价值的价值摧毁，你难免会有一种“无可无不可”的虚无情绪，对人间，在许多方面，你不再是一名熟客而是加缪笔下的“异乡人”。
false	true	true	020.又是情书.txt	65	鸡声又报人们的晓了，可是对我说来，它们报的，却是要开始的睡眠和“深夜”。今天如果我能控制梦，我一定不要梦到你，不要梦到你这十三年的日子和变化。“时光倒流”，对那些记忆力好的人说来，将是一种折磨，但也是一种美丽。对我说来，十三年中，如果有一种美丽的折磨，也许我会相当自然的想到你。十三年来我没有编织梦，我只是一一打破它，但我想到朱自清先生那首小诗——《仅存的》，我竟忍不住怀疑：“我是不是还‘仅存’了一个？”
false	false	true	020.又是情书.txt	77	从认识你，到我听到的你，到我想象到的你，直到今天晚上你口中的你，我的感触是一连串的我记忆中的一行诗句（George Santayana的），也许最能写出我的心情，那是——
false	true	true	020.又是情书.txt	81	我所不能知道的，也是这句诗后面所点出的——是I keep of you的部分多，还是you rob from me的部分多。也许它们一样多，如果是真的，那么就很“公平”了！
false	false	true	020.又是情书.txt	93	桑塔耶那（George Santayana）原诗和李敖译文
false	true	true	020.又是情书.txt	149	以下为余光中译文，请看是不是“西化的中文”：
true	true	true	021.论打官司的必要.txt	13	我要写一两部“刁民传”“好讼学大纲”“打官司典范”“司法黑暗史”等类的小书，用做普遍的宣传。我要使人知道传统中“戒讼”的言论乃是真“法治”的大敌，是敷衍不求真的民族病，是不讲求是非的混哲学。中国人要有进步，必须从“认真”“不干休”“争个明白”“不让人”等类型的进取观念开始。换句话说，中国人必须练习放弃退缩的观念，如“得过且过”、如“让人三分”、如“讼则终凶”、如“相忍为安”等等等等，因为有这类观念并且成为习惯的人，绝不是工业社会里的人，他们该退到用牛耕作的农村去，去做任人宰割的“顺民”！
false	true	true	022.论扒粪精神.txt	9	你说香港“环球出版社”主人托你向我拉稿印书事，我很有兴趣，你有空时，不妨去信问问细节。
false	true	true	022.论扒粪精神.txt	11	你的书名，我想了一下，似乎“香港内幕”一类的名字也不错，不知你以为如何？名记者John Gunther最善用此“内幕”（inside）之名，可惜这一好词儿，竟被中国的“《内幕》杂志”所毁，真希望你能“昭雪”它！
false	true	true	023.论正视.txt	7	你说“我们青年都拥护您”，我倒想举行一次“投票”呢！
false	true	true	023.论正视.txt	9	你又说：“我曾怨恨那批假卫道的学者，满口仁义道德，底下像×××那样窝囊非常。”我劝你不要把“他们”看得很重，——他们还不值得“怨恨”。“他们”是一群可怜人，集体是失败者、靠祖宗牌位者、靠胡子与棒子者，乃至是要吃“人参补肾固精丸”者。他们去的最多的地方是飞机场和殡仪馆，不是两眼望天就是双眉垂地——他们从不正视人间！
false	true	true	023.论正视.txt	11	他们不正视，我们却要正视，你信中要我“请指导学生怎样走路”，“指导”不敢当。以我个人的认识，我认为“正视”人间为最重要。顾亭林曾有段话说：“置四海穷困而不言，终日讲危微精一，我勿敢知也！”这是“正视”人间的正确论调。我认为我们目前社会的大病，乃在于大家整天“置四海穷困而不言”，整天逃避现实，搞“新危微精一”式的虚玄把戏。口号、标语、八股、传教、名流谈话、报章社论、影剧春秋、女作家小说……眼睛所看到的、耳朵所听到的，无一不是虚而又虚、玄之又玄，这都是我所说的“新危微精一”，都该去他妈的蛋！
false	true	true	023.论正视.txt	13	在我那篇《没有窗，哪有“窗外”？》里（《文星》第九十三号），我曾劝琼瑶“重新努力去做一个小世界的写作者”，很可表示出我个人这种“正视”人间的观点。我觉得作为一个“知识人”的最大耻辱，乃是漫无心肝，在自己的小世界里自我陶醉，或是在“许多同样的他”里相与俯仰，对捧一通。至于做“文字警察”、做“御用文人”，整天拍马屁、抱屁股者，则更等而下之，不足多说矣！
true	true	true	024.刁民万岁.txt	5	3月19号先生写给我的信早已收到，谢谢你。你说你有关于“曾受司法不法的戕害”的“真实资料”，并“用抄本或正本寄上”，可是我等到快一个月了，还没收到，不知是否寄丢了？还是尚未寄出来？（如果还没寄出来，我盼望你能挂号寄下正本或正本的影印本或照相本。）
true	true	true	024.刁民万岁.txt	7	你说你“曾遭受司法不法的戕害”，而“愿意提供一切真实资料”，以便“不白之冤，能够平反”。你这种对恶势力、坏遭遇的不甘心不屈服的精神，很令人敬佩！中国能够进步、能够走上法治，必须有赖你这种锲而不舍的认真精神，去追究、去抵抗、去弄个清楚明白、去搞个水落石出。换句话说，中国一定要有一些“刁民”出来，去“以身试法”，不畏强暴不怕麻烦地硬要得到满意的结论才成。中国非蔚成这样的风气，不能走上真正的法治；非蔚成这样的风气，不能养成信任法律的习惯。
false	true	true	025.铭传商专与铭传殡仪馆.txt	7	你说：“我曾经想办法使您愿意给读者回信，但我自认没有把握，您好像怪得一塌糊涂，也狂得一塌糊涂。”
false	true	true	026.“特别座”和“普通座”.txt	7	出来后，你对我这篇《高等教育的一面怪现状》的建议和劝告，我非常感谢。你还提到虞君质先生对我这篇文章的批评，我也感谢他，对他用感谢一词是一个pun，你不知道他曾在六年前帮过我大忙——他介绍一份家教给我，使我能够完成大四的学业，使我没有完全卖光我从北平、从上海带来的藏书。你在《迎七年之痒》里说：
false	true	true	026.“特别座”和“普通座”.txt	9	今日中国的文化界，痒得很像一只资深的香港脚，可惜大半的文化人，误把厚皮靴子当成了那只脚。结果搔者自搔，痒者自痒。真要搔到痒处，必须把那只不痛不痒的厚皮靴子直截了当当众脱下来，然后直抓那皮肤。“杜诗韩笔愁来读，似倩麻姑痒处抓。”《文星》做了六年，将来仍要加强做的，正是高力士加上麻姑的这种工作。
false	true	true	026.“特别座”和“普通座”.txt	15	我们目前的所作所为，我估计，只能使大人先生们“讨厌”而已。什么时候他们由“讨厌”变成“恨”，或从“横眉冷对”变成“咬牙切齿”的时候，或者说：从鼻子以上的脸部动作，摇滚到鼻子以下的时候，那时候，咱们这些“小孩子”就完蛋了。我想，大人先生们的“雅量”跟咱们“小孩子”的“懦弱”，总该配合得很好，这是孽缘艺术，也是欢喜冤家。但愿上帝祝福他们，也别降祸我们，使千百年后的历史家，永远不把“读书种子绝矣！”的感叹，来结束我们这一出小心翼翼的文星歌舞班。
false	true	true	026.“特别座”和“普通座”.txt	17	我上面用的文星歌舞班五个字，你不会说我又开玩笑吧？唉，光中，亲爱的，你想想看，我们不是歌舞班是什么？我们配说是“集团”么？配说是“《自由中国》班底”的复活么？配说是“干杀头生意”的好汉么？
false	true	true	026.“特别座”和“普通座”.txt	19	不，不，咱们都不配，咱们压根儿在心眼儿里都不敢起这些念。所以，即使古人复出，他也没法绳我们以“腹非”罪。以他们的“明智”，他们会高枕无忧地改写莎士比亚的名句——
false	true	true	026.“特别座”和“普通座”.txt	27	所以我说，咱们是歌舞班，是歌舞班中的舞女、戏子（你还比较正派，不出卖色相，我呢，有时要跳脱衣舞，所以，如果要进，一定比你早进第×分局）。在中国传统中，文人本来就是属于“倡优”所畜的一群，倡是窑子，优是戏子。前者，林语堂早已有过“文妓说”，喻文人是妓女；我现在将后者特予阐扬，可谓之“文戏说”。约言之，文人者，戏子也！
false	true	true	026.“特别座”和“普通座”.txt	35	“特别座”里的观众说：“你们要识相点呀！不要得寸进尺呀！不要乱来呀！不要破坏戏院里的团结呀！不要在太岁头上动土呀！不要提老子们的丢人历史呀！不要讽刺老子们呀！”
false	true	true	026.“特别座”和“普通座”.txt	37	“普通座”里的观众说：“跳呀！脱呀！别害臊呀！没关系呀！我们支持你呀！第×分局局长正在‘爱困’呀！别假惺惺呀！要有种呀！”
false	false	true	026.“特别座”和“普通座”.txt	39	对观众们的过敏与热心，我很想说几句话。
false	true	true	026.“特别座”和“普通座”.txt	41	十九个月前，在我写《修改<医师法>与废止中医》的时候，我就说：
false	true	true	027.文化基金·别人·我们.txt	23	这两种给予方式，前一种已流变为“学术分赃”（“分赃”情形可看《中国东亚学术研究计划委员会年报》，乃至《国家长期发展科学委员会年报》，国家长期发展科学委员会中工作纲领“国立研究讲座教授”一项和“研究补助费”一项，可说是“雪中送炭式”的变形），效果之坏，已无以复加，其失败的最大原因：一、没资格决定把钱给谁的人，做了决定；二、没资格拿钱的人，拿到了钱；三、有资格决定的人或拿钱的人，被学阀挤出门外。至于后一种锦上添花的方式，照第一届“嘉新特殊贡献奖金”看来，得奖人吴健雄已把奖金捐了出去，锦上添了花，可是对“锦”并没有什么积极的助力。至于教育部学术审议委员会每年通过的“学术文艺奖金”，也可说都属于此类，每名二万元，像天女散花式的分送一阵，就算完毕，除了有点“中彩”“外快”的快感外，我看不出对真正的“学术研究”的“促进”有什么助力。
false	true	true	027.文化基金·别人·我们.txt	25	以上两种奖金的给予方式，如果给予者（包括审议者和执行人）只是给别人，即使不能恰如其分，也还算说得过去。最令人不能忍耐的是，此地竟发生“内举不避‘己’”的现象。例如1964年的“嘉新讲座”，本由王云五总其事，可是他竟在三名讲座中（每月每名六千元），自己独占第一名，这种现象，不能不说是腾笑中外吧？
false	true	true	027.文化基金·别人·我们.txt	27	所以我说，“设置学术奖金”也好、“设置特别讲座”也罢，任何良法美意，在这个地区，都有被变成逾淮之枳的危险，都有被“学术代理商”包办或围标的可能。你过去代徐先生洽办的“科学促进会”，请的学界名流，结果如何，不是清清楚楚吗？又如“长期发展科学委员会”，原来的构想一何好！可是后来的演变一何糟！“研究补助”变成了“生活津贴”，这岂是胡适之所能预料的吗？
false	true	true	027.文化基金·别人·我们.txt	31	一、在“设置学术奖金”方面，须知此种善举，只不过是聊备一格的奖金通例，究竟难脱不太有必要的“锦上添花”之嫌。所以我提议：此项支出应尽量缩减。办法中“每年举办一次”已嫌太多；又分甲乙丙三种，更易使财力分散。在这项名目下的奖金开支，实在应采“精”“缩”方式，名额减少，奖金不妨提高，甚至一名即可（如嘉新给吴健雄），如此把最多的钱，给最有成就的人，对群众的鼓励性与激发性，必然更大；对促进中国人民注目科学，也必然深具影响。（此类奖金的终极目标该是朝“中国诺贝尔奖金”方向走。“诺贝尔奖金”在性质上是属于我所说的“锦上添花式”，但是它对人的鼓舞作用，号召作用，该多么大！）
false	true	true	027.文化基金·别人·我们.txt	33	二、在“设置特别讲座方面”，在办法第四条中“特聘国内外知名学者设置讲座”一点上，也该采取“重金精选”的方式。你9号跟我提到的谋聘国外诺贝尔奖金得主来讲学的办法极好，如此最有鼓舞群众的作用。而此似非“重金精选”不足为功。提到“重金精选”，你记得1891年洛氏基金会创办芝加哥大学的事吗？这个基金会拿出两千万美金给第一任校长哈伯（W. R. Harper），哈伯周游美国和欧洲，用当时全世界最高的教授年薪（U. S. $ 7500.00），到处“挖”人，结果芝加哥大学一开办，立刻就是全世界第一流的大学，此皆“重金精选”之效也！中华民国10至20年代的洋人讲学风（如杜威、罗素等等），鼓荡风潮，亦为效奇大。当时主其事者主要是蔡元培，他的办法是先“精选”，后筹“重金”（爱因斯坦去日本讲学那一次，蔡元培计划请这老犹太顺便到中国来一趟，可是因为“重金”不足，竟未成事实，此事曾令蔡元培极度不快，颇不满意于爱氏）。以上诸往例，很可效法，其基本施行诀窍，就是精重于多、质重于量。因此之故，徐氏学术讲座办法中倒也不必硬性规定“聘期初次为二年”等字样，只要高手肯来亮相，即使只来二个月，我们也可满足，也可不虚此计划了！
false	false	true	027.文化基金·别人·我们.txt	43	二、9号以后，一连三次谈话，每次我都说我就要把这封长信写完，可是一直迟迟未能完成。今晚从府上回家后，就伏案立意续成，现在粗涂首尾，尚以未能尽意为憾，乞恕之。
false	false	true	028.《烟锁重楼》之外.txt	59	你说好玩不好玩？
false	true	true	028.《烟锁重楼》之外.txt	61	请转告平鑫涛，说最近一连两期被“皇冠”骂的人说：印《烟锁重楼》新版的时候，别再忘了把出版年月日印上去，缺少时间观念，在我们玩历史的人眼中看来，已是无法容忍的沙粒；对玩新闻的人来说，应该更是如此。
false	true	true	028.《烟锁重楼》之外.txt	83	外人看来，定会哑然失笑，李敖，那专打笔墨官司的人，也配作南丁格尔？正如人人说你狠，我却讲你“诚”一样。
false	false	true	028.《烟锁重楼》之外.txt	87	舌底翻花的人有得是，但像你这样打一棒哄一哄的还不多见，人是蜡烛做的，倒宁愿尝这种痛痒兼备的友情哩！你说这怪不怪？
false	true	true	029.致王兆民先生.txt	9	二姐夫为我的努力失败以后，我自己也设法找个中学教员干，有两次机会，都是由朋友把他占着位子的实缺让给我，可是竟都遭阻力，未成事实。环境似乎一定要逼我走向“工部”所谓“本为卖文活，翻令石倒悬”的“诗境”。六年下来，我在文字海里兴风作浪，为“祸”不可谓不深，究其动机，“三谋中学教员而不得”实为“隐痛”，环境负我，抑我负环境，岂易说哉？
true	true	true	029.致王兆民先生.txt	11	去年12月1号，我在《文星》写文章攻击“国法党限”混乱的现象，算是正式突破“拿武士刀者”容忍我的极限，从《文星》杂志停刊、查禁，到我的一本书被查禁，再到文星书店的被迫改组。余波之大，迥非壁上观者所能想象。我在今年4月1号，正式辞去文星书店的编务，在我心中，文星时代（萧孟能李敖合作时代）已属过去，正如今年5月5号纽约《联合日报》社论《开倒车的文化事业接管》中所说的：“……一旦因被收买或接管而丧失这立场，再也不能发生任何作用。因此，党官接管《文星》，欲加以利用，实在枉费心机。”
false	false	true	029.致王兆民先生.txt	15	当然，对我这种小有理想的人说来，环境的险恶，并不构成心灰意懒的理由，我仍要有限度的做做看。
false	false	true	029.致王兆民先生.txt	25	1.请记得我前面说的八原则，我说话算话；
false	true	true	029.致王兆民先生.txt	31	4.登记后，由“王兆民”转让给“李敖”，这是对外说来的纯赠与或纯商业行为，没有“思想纠纷”；
false	true	true	029.致王兆民先生.txt	33	5.当然我热烈盼望您不要“转让”，不要“变更登记”，换句话说，我热烈盼望您能“勉为其难”一阵或永久。
false	false	true	029.致王兆民先生.txt	35	关于第五项，我想进一步多说几句：我记起王荆公的一首小诗——
true	true	true	029.致王兆民先生.txt	45	这首小诗的前两句，我觉得十足写出一位张九如先生口中“我们立法院的圣人王兆民”。您大概相信我对这位“圣人”小有了解，在佩服中也有对他“似嫌消极”的批评。我早知道您是“无所求心普空寂”的人。——十七年的陋巷生涯，岂不是“普空寂”的最好说明吗？连给老同学的儿子找个中学教员都找不到，这岂不是“普空寂”的另一说明吗？
false	true	true	029.致王兆民先生.txt	47	作为一个在“陋巷”中“不扰人”也“不改其乐”的立法委员，您洁身自好，不巧取“立委律师”，不参加“立委企业”，只是淡泊自甘，静观万象。近二十年立法委员下来，我知道任何人都很难“游说”您多做点什么。所以我对我这个提议——跟李敖合作点小本经营的“文化生意”，也不敢冀存多大的希望。阳明的诗说：
false	true	true	029.致王兆民先生.txt	53	您大概也不愿用“晚节”，来跟李敖“冒风险”吧？或者说，来跟李敖多少扯在一起吧？
true	true	true	029.致王兆民先生.txt	55	但是，我又想起前面王荆公诗中的后两句，我忍不住总想兜王二叔，劝他何妨行行他的本家荆公的诗句，而在晚年之时，“还似梦中随梦境，成就河沙梦功德”一番呢？您已把青丝断送给“政治”，为什么不留点白发，捐助给“文化”呢？也许今天已是“求三年之艾”的时候了。并且三年之艾，要治七年十七年七十年之病。亲爱的二叔，您可愿以垂暮之年，做一点蓄艾的“功德”吗？
false	true	true	030.文学院黑暗的又一例.txt	5	8号来信收到。你说：“何日开张大吉？本人愿往打杂洗碗，有志一同，共做贩夫走卒，不亦一乐乎？”多谢多谢。待我把这一阵子出书事情忙过，筹组牛肉班的时候，像你这种“与李敖小子有十年以上交情”的元老，自当“从优录取”。我这一阵子收到的读者来信也不知有多少，几乎封封都提到牛肉面如何如何，几乎投资或帮忙我卖面的人，比要买我的书的人还多。真令人啼笑皆非、惊喜交集也！
false	true	true	030.文学院黑暗的又一例.txt	9	17号中午12-2点你来一趟如何？我有消息相告。可顺便来吃午饭。我现存五加皮半瓶（周素子赠），及金门马祖高粱各一瓶（老孟赠），喝喝吧！“人生如美酒，易醒复易醉。微醉亦难醒，醒来都是泪。”——我忽然记起十八年前背的这么一首小诗，随手寄奉
false	true	true	032.论婚变答汪中磊.txt	5	你12月25日的信收到，老同学多年不见，甚为想念。忽接“有朋〔有信〕自远方来，不亦说乎！”
false	true	true	032.论婚变答汪中磊.txt	7	你这次遭遇的所谓“婚变案”，我在报上已看到许多，今承你来信指出有“地痞无赖之徒造谣生事”、有“对方继续敲诈造谣”等内情，我才知道颇不简单。你需要我支持的地方，只要我力之所能及，我一定站在道义立场给你任何支持。因为这也正如你所说，不是你“个人的事”，“若让恶势力得逞，则后患无穷”，所以你要“并为后继者为借镜”。这是很必要的态度。我们知识分子不单为“个人的事”奋斗，这是一个必要的态度，也是目前“人心已死”的状态下最难能的态度。
