id	source_file	line	quote_text	category	source_or_origin	reasons	context
LAFCR-091	014.林治平先生来信书后.txt	13-13	口口声声	成语	题辞	political-context;short-common-phrase;low-source-specificity	7月4日，林治平先生又有一封信给我，信中提到柏杨“这个丑陋的中国人，不是正好也是您、大风等诸先生大力抨击的对象，即使以前他颇得文名，但攻击的对象也很有限，真正该攻击的对象却又显得那么懦弱、肉麻。在看完您的文章之后，如何再看得下去那种所谓‘糟老头赌一块钱’啦、‘三作牌’啦等文章。其实他的文章我也全部看过了，在入狱以前的文章或许在那个时代有其上限，但自从他出狱之后的文章表现，我认为最不可忍受的，就是他东道谢、西感激，就是绝口不提您这位李先生，而且避之唯恐不及。还有就是孙观汉博士，也是有意无意的避着您，令人觉得他们两个互相捧来捧去，却捧出他们两人的虚伪、做作，与他们文章口口声声提到的‘正义’、‘爱心’、‘温情’、‘人际关系’等一大堆感性文字，如此的不吻合、如此的不搭调、如此的绝情。……我总是觉得文章与做人必须一致才行，因此即使文章再好，但不能以行为、品德来配合、印证，那都是多余的，只是显得无聊、无耻、虚伪……。”
LAFCR-092	014.林治平先生来信书后.txt	15-15	忘恩负义	成语	题辞	political-context;short-common-phrase;low-source-specificity	林治平先生提到柏杨和孙观汉的事，的确是检验一种人人格与文格的最佳范例。柏杨写油腔滑调之文、做忘恩负义之行，这种人竟能浪得文名，真是无水准读者之悲！而孙观汉整天谈老昏病，他自己却是此病之尤，没有是非与正义感，反为忘恩负义者隐恶护短，这种文化乡愿，实在是士林之耻。关于他们这种人的真面目，我将在即行出版的《丑陋的中国人研究》一书中，详加存证，这里不再多写了。
LAFCR-093	014.林治平先生来信书后.txt	15-15	隐恶护短	成语	题辞	political-context;short-common-phrase;low-source-specificity	林治平先生提到柏杨和孙观汉的事，的确是检验一种人人格与文格的最佳范例。柏杨写油腔滑调之文、做忘恩负义之行，这种人竟能浪得文名，真是无水准读者之悲！而孙观汉整天谈老昏病，他自己却是此病之尤，没有是非与正义感，反为忘恩负义者隐恶护短，这种文化乡愿，实在是士林之耻。关于他们这种人的真面目，我将在即行出版的《丑陋的中国人研究》一书中，详加存证，这里不再多写了。
LAFCR-094	014.林治平先生来信书后.txt	15-15	士林之耻	成语	题辞	political-context;short-common-phrase;low-source-specificity	林治平先生提到柏杨和孙观汉的事，的确是检验一种人人格与文格的最佳范例。柏杨写油腔滑调之文、做忘恩负义之行，这种人竟能浪得文名，真是无水准读者之悲！而孙观汉整天谈老昏病，他自己却是此病之尤，没有是非与正义感，反为忘恩负义者隐恶护短，这种文化乡愿，实在是士林之耻。关于他们这种人的真面目，我将在即行出版的《丑陋的中国人研究》一书中，详加存证，这里不再多写了。
LAFCR-095	015.年终自述.txt	7-7	博学多闻	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，人生的转捩点是跟着一个主轴转的，那个主轴就是我要做一个伟大的知识分子，博学多闻、特立独行，并且要经世致用，有利国家和人民。我从小学时候，就受了左派书刊的鼓舞，加深了这一怀抱。但我因为好学深思，思想上并不像左派那样褊狭。十四岁到台湾，我脱离了大陆的狂飙，却坐困在海岛的高压，从中学而大学，我一直在这一主轴上锻炼我自己、期勉我自己。我遭遇了许多困难的经验，其中最大的，是我缺乏真正使我五体投地的师承与榜样；而在同辈中，我又因自己过分超群而变得难以向朋友学到什么；而与我同行的女朋友们，也都“中道崩殂”、劳燕分飞；再加上早年的穷困，使我在这一主轴上，做得非常孤独而吃力。直到我历经军队、监狱等鲜明的转捩点以后，我才慢慢更能熟练的应付打击或挫折，而变得接近得心应手的程度。虽然时至今日，我已不再年轻，但在我一生中，这种年纪，却是从求学以来最炉火纯青的岁月。几十年自己摸索出来的境界，已经成熟。我已深知自处之道，并且知道为这一主轴所必须付的代价。没有白发前辈、没有黑头朋友、没有红颜知己，我都不以为异，在这一主轴上，我清楚知道只有靠自己，也只有自己一个人走下去。
LAFCR-096	015.年终自述.txt	7-7	特立独行	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，人生的转捩点是跟着一个主轴转的，那个主轴就是我要做一个伟大的知识分子，博学多闻、特立独行，并且要经世致用，有利国家和人民。我从小学时候，就受了左派书刊的鼓舞，加深了这一怀抱。但我因为好学深思，思想上并不像左派那样褊狭。十四岁到台湾，我脱离了大陆的狂飙，却坐困在海岛的高压，从中学而大学，我一直在这一主轴上锻炼我自己、期勉我自己。我遭遇了许多困难的经验，其中最大的，是我缺乏真正使我五体投地的师承与榜样；而在同辈中，我又因自己过分超群而变得难以向朋友学到什么；而与我同行的女朋友们，也都“中道崩殂”、劳燕分飞；再加上早年的穷困，使我在这一主轴上，做得非常孤独而吃力。直到我历经军队、监狱等鲜明的转捩点以后，我才慢慢更能熟练的应付打击或挫折，而变得接近得心应手的程度。虽然时至今日，我已不再年轻，但在我一生中，这种年纪，却是从求学以来最炉火纯青的岁月。几十年自己摸索出来的境界，已经成熟。我已深知自处之道，并且知道为这一主轴所必须付的代价。没有白发前辈、没有黑头朋友、没有红颜知己，我都不以为异，在这一主轴上，我清楚知道只有靠自己，也只有自己一个人走下去。
LAFCR-097	015.年终自述.txt	7-7	经世致用	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，人生的转捩点是跟着一个主轴转的，那个主轴就是我要做一个伟大的知识分子，博学多闻、特立独行，并且要经世致用，有利国家和人民。我从小学时候，就受了左派书刊的鼓舞，加深了这一怀抱。但我因为好学深思，思想上并不像左派那样褊狭。十四岁到台湾，我脱离了大陆的狂飙，却坐困在海岛的高压，从中学而大学，我一直在这一主轴上锻炼我自己、期勉我自己。我遭遇了许多困难的经验，其中最大的，是我缺乏真正使我五体投地的师承与榜样；而在同辈中，我又因自己过分超群而变得难以向朋友学到什么；而与我同行的女朋友们，也都“中道崩殂”、劳燕分飞；再加上早年的穷困，使我在这一主轴上，做得非常孤独而吃力。直到我历经军队、监狱等鲜明的转捩点以后，我才慢慢更能熟练的应付打击或挫折，而变得接近得心应手的程度。虽然时至今日，我已不再年轻，但在我一生中，这种年纪，却是从求学以来最炉火纯青的岁月。几十年自己摸索出来的境界，已经成熟。我已深知自处之道，并且知道为这一主轴所必须付的代价。没有白发前辈、没有黑头朋友、没有红颜知己，我都不以为异，在这一主轴上，我清楚知道只有靠自己，也只有自己一个人走下去。
LAFCR-098	015.年终自述.txt	7-7	好学深思	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，人生的转捩点是跟着一个主轴转的，那个主轴就是我要做一个伟大的知识分子，博学多闻、特立独行，并且要经世致用，有利国家和人民。我从小学时候，就受了左派书刊的鼓舞，加深了这一怀抱。但我因为好学深思，思想上并不像左派那样褊狭。十四岁到台湾，我脱离了大陆的狂飙，却坐困在海岛的高压，从中学而大学，我一直在这一主轴上锻炼我自己、期勉我自己。我遭遇了许多困难的经验，其中最大的，是我缺乏真正使我五体投地的师承与榜样；而在同辈中，我又因自己过分超群而变得难以向朋友学到什么；而与我同行的女朋友们，也都“中道崩殂”、劳燕分飞；再加上早年的穷困，使我在这一主轴上，做得非常孤独而吃力。直到我历经军队、监狱等鲜明的转捩点以后，我才慢慢更能熟练的应付打击或挫折，而变得接近得心应手的程度。虽然时至今日，我已不再年轻，但在我一生中，这种年纪，却是从求学以来最炉火纯青的岁月。几十年自己摸索出来的境界，已经成熟。我已深知自处之道，并且知道为这一主轴所必须付的代价。没有白发前辈、没有黑头朋友、没有红颜知己，我都不以为异，在这一主轴上，我清楚知道只有靠自己，也只有自己一个人走下去。
LAFCR-099	015.年终自述.txt	7-7	五体投地	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，人生的转捩点是跟着一个主轴转的，那个主轴就是我要做一个伟大的知识分子，博学多闻、特立独行，并且要经世致用，有利国家和人民。我从小学时候，就受了左派书刊的鼓舞，加深了这一怀抱。但我因为好学深思，思想上并不像左派那样褊狭。十四岁到台湾，我脱离了大陆的狂飙，却坐困在海岛的高压，从中学而大学，我一直在这一主轴上锻炼我自己、期勉我自己。我遭遇了许多困难的经验，其中最大的，是我缺乏真正使我五体投地的师承与榜样；而在同辈中，我又因自己过分超群而变得难以向朋友学到什么；而与我同行的女朋友们，也都“中道崩殂”、劳燕分飞；再加上早年的穷困，使我在这一主轴上，做得非常孤独而吃力。直到我历经军队、监狱等鲜明的转捩点以后，我才慢慢更能熟练的应付打击或挫折，而变得接近得心应手的程度。虽然时至今日，我已不再年轻，但在我一生中，这种年纪，却是从求学以来最炉火纯青的岁月。几十年自己摸索出来的境界，已经成熟。我已深知自处之道，并且知道为这一主轴所必须付的代价。没有白发前辈、没有黑头朋友、没有红颜知己，我都不以为异，在这一主轴上，我清楚知道只有靠自己，也只有自己一个人走下去。
LAFCR-100	015.年终自述.txt	7-7	中道崩殂	古文成句	诸葛亮	political-context	我从求学时期到如今，人生的转捩点是跟着一个主轴转的，那个主轴就是我要做一个伟大的知识分子，博学多闻、特立独行，并且要经世致用，有利国家和人民。我从小学时候，就受了左派书刊的鼓舞，加深了这一怀抱。但我因为好学深思，思想上并不像左派那样褊狭。十四岁到台湾，我脱离了大陆的狂飙，却坐困在海岛的高压，从中学而大学，我一直在这一主轴上锻炼我自己、期勉我自己。我遭遇了许多困难的经验，其中最大的，是我缺乏真正使我五体投地的师承与榜样；而在同辈中，我又因自己过分超群而变得难以向朋友学到什么；而与我同行的女朋友们，也都“中道崩殂”、劳燕分飞；再加上早年的穷困，使我在这一主轴上，做得非常孤独而吃力。直到我历经军队、监狱等鲜明的转捩点以后，我才慢慢更能熟练的应付打击或挫折，而变得接近得心应手的程度。虽然时至今日，我已不再年轻，但在我一生中，这种年纪，却是从求学以来最炉火纯青的岁月。几十年自己摸索出来的境界，已经成熟。我已深知自处之道，并且知道为这一主轴所必须付的代价。没有白发前辈、没有黑头朋友、没有红颜知己，我都不以为异，在这一主轴上，我清楚知道只有靠自己，也只有自己一个人走下去。
LAFCR-101	015.年终自述.txt	7-7	劳燕分飞	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，人生的转捩点是跟着一个主轴转的，那个主轴就是我要做一个伟大的知识分子，博学多闻、特立独行，并且要经世致用，有利国家和人民。我从小学时候，就受了左派书刊的鼓舞，加深了这一怀抱。但我因为好学深思，思想上并不像左派那样褊狭。十四岁到台湾，我脱离了大陆的狂飙，却坐困在海岛的高压，从中学而大学，我一直在这一主轴上锻炼我自己、期勉我自己。我遭遇了许多困难的经验，其中最大的，是我缺乏真正使我五体投地的师承与榜样；而在同辈中，我又因自己过分超群而变得难以向朋友学到什么；而与我同行的女朋友们，也都“中道崩殂”、劳燕分飞；再加上早年的穷困，使我在这一主轴上，做得非常孤独而吃力。直到我历经军队、监狱等鲜明的转捩点以后，我才慢慢更能熟练的应付打击或挫折，而变得接近得心应手的程度。虽然时至今日，我已不再年轻，但在我一生中，这种年纪，却是从求学以来最炉火纯青的岁月。几十年自己摸索出来的境界，已经成熟。我已深知自处之道，并且知道为这一主轴所必须付的代价。没有白发前辈、没有黑头朋友、没有红颜知己，我都不以为异，在这一主轴上，我清楚知道只有靠自己，也只有自己一个人走下去。
LAFCR-102	015.年终自述.txt	7-7	炉火纯青	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，人生的转捩点是跟着一个主轴转的，那个主轴就是我要做一个伟大的知识分子，博学多闻、特立独行，并且要经世致用，有利国家和人民。我从小学时候，就受了左派书刊的鼓舞，加深了这一怀抱。但我因为好学深思，思想上并不像左派那样褊狭。十四岁到台湾，我脱离了大陆的狂飙，却坐困在海岛的高压，从中学而大学，我一直在这一主轴上锻炼我自己、期勉我自己。我遭遇了许多困难的经验，其中最大的，是我缺乏真正使我五体投地的师承与榜样；而在同辈中，我又因自己过分超群而变得难以向朋友学到什么；而与我同行的女朋友们，也都“中道崩殂”、劳燕分飞；再加上早年的穷困，使我在这一主轴上，做得非常孤独而吃力。直到我历经军队、监狱等鲜明的转捩点以后，我才慢慢更能熟练的应付打击或挫折，而变得接近得心应手的程度。虽然时至今日，我已不再年轻，但在我一生中，这种年纪，却是从求学以来最炉火纯青的岁月。几十年自己摸索出来的境界，已经成熟。我已深知自处之道，并且知道为这一主轴所必须付的代价。没有白发前辈、没有黑头朋友、没有红颜知己，我都不以为异，在这一主轴上，我清楚知道只有靠自己，也只有自己一个人走下去。
LAFCR-103	015.年终自述.txt	9-9	读书得间	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，除了短暂的军队入伍训练和监狱刑求审问的时间外，没有一天不读书。我的人生经历不算多，并且还很少。但我能读书得间、能够活用书本以补充我经历的不足，这种本领，可算异数。因为一般人读了我读过的十分之一的书，早已是书呆子了，可是我却非常渊博而灵活。由于我能从书本上不断给自己带来补给和充实，因此在人生方向和思想上，我能把握得一直都很正确。这种明智，使我对这一主轴有着坚强的信仰，产生近乎宗教性的力量。任何打击或挫折，我都以奋斗不懈面对，而没有心灰意懒怀忧丧志的情绪。这种境界，是我几十年来困学知变而来，我颇为自豪。
LAFCR-104	015.年终自述.txt	9-9	心灰意懒	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，除了短暂的军队入伍训练和监狱刑求审问的时间外，没有一天不读书。我的人生经历不算多，并且还很少。但我能读书得间、能够活用书本以补充我经历的不足，这种本领，可算异数。因为一般人读了我读过的十分之一的书，早已是书呆子了，可是我却非常渊博而灵活。由于我能从书本上不断给自己带来补给和充实，因此在人生方向和思想上，我能把握得一直都很正确。这种明智，使我对这一主轴有着坚强的信仰，产生近乎宗教性的力量。任何打击或挫折，我都以奋斗不懈面对，而没有心灰意懒怀忧丧志的情绪。这种境界，是我几十年来困学知变而来，我颇为自豪。
LAFCR-105	015.年终自述.txt	9-9	怀忧丧志	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，除了短暂的军队入伍训练和监狱刑求审问的时间外，没有一天不读书。我的人生经历不算多，并且还很少。但我能读书得间、能够活用书本以补充我经历的不足，这种本领，可算异数。因为一般人读了我读过的十分之一的书，早已是书呆子了，可是我却非常渊博而灵活。由于我能从书本上不断给自己带来补给和充实，因此在人生方向和思想上，我能把握得一直都很正确。这种明智，使我对这一主轴有着坚强的信仰，产生近乎宗教性的力量。任何打击或挫折，我都以奋斗不懈面对，而没有心灰意懒怀忧丧志的情绪。这种境界，是我几十年来困学知变而来，我颇为自豪。
LAFCR-106	015.年终自述.txt	9-9	困学知变	成语	题辞	political-context;short-common-phrase;low-source-specificity	我从求学时期到如今，除了短暂的军队入伍训练和监狱刑求审问的时间外，没有一天不读书。我的人生经历不算多，并且还很少。但我能读书得间、能够活用书本以补充我经历的不足，这种本领，可算异数。因为一般人读了我读过的十分之一的书，早已是书呆子了，可是我却非常渊博而灵活。由于我能从书本上不断给自己带来补给和充实，因此在人生方向和思想上，我能把握得一直都很正确。这种明智，使我对这一主轴有着坚强的信仰，产生近乎宗教性的力量。任何打击或挫折，我都以奋斗不懈面对，而没有心灰意懒怀忧丧志的情绪。这种境界，是我几十年来困学知变而来，我颇为自豪。
LAFCR-108	016.来两下子.txt	9-9	两虎相与斗而驽犬受其弊	古文成句	史记	political-context	四、两狗相斗——《史记》（春申君转）记“两虎相与斗而驽犬受其弊”，意指两虎相斗，驽犬得到好处。可是今天呢？国民党与民进党是两狗相斗，没有好处留给别人了。
LAFCR-117	017.鹰扬.txt	25-25	牧野鹰扬	成语	题辞	short-common-phrase;low-source-specificity	在陈胜做奴隶的时候，他就睥睨同道，说他们“燕雀安知鸿鹄之志”。燕雀是实在不知鸿鹄之志的，与燕雀为伍的人，当然更等而下之。能知什么是鸿鹄之志，是一种水平、一种境界，不过知道以后，你自己只能单独去做鸿鹄。——有着牧野鹰扬大志的人，毕竟是不会追随别人的。
LAFCR-118	018.人生拾零.txt	7-7	自欺欺人	成语	题辞	short-common-phrase;low-source-specificity	书呆子不如呆子，呆子至少没有理论自欺欺人或讨人厌。知识如果使人变成了没有实效的空架子，那就好像纸上学开车，一临到实际，用处很小。书呆子的大病在以为有些知识与开车不同，其实不能见诸行事的，大都徒托空言，无异文字把式，在实际的“行以求知”的人眼中看来，是最无聊的业障。（1971年10月19日）
LAFCR-119	018.人生拾零.txt	7-7	见诸行事	成语	题辞	short-common-phrase;low-source-specificity	书呆子不如呆子，呆子至少没有理论自欺欺人或讨人厌。知识如果使人变成了没有实效的空架子，那就好像纸上学开车，一临到实际，用处很小。书呆子的大病在以为有些知识与开车不同，其实不能见诸行事的，大都徒托空言，无异文字把式，在实际的“行以求知”的人眼中看来，是最无聊的业障。（1971年10月19日）
LAFCR-120	018.人生拾零.txt	7-7	行以求知	成语	题辞	short-common-phrase;low-source-specificity	书呆子不如呆子，呆子至少没有理论自欺欺人或讨人厌。知识如果使人变成了没有实效的空架子，那就好像纸上学开车，一临到实际，用处很小。书呆子的大病在以为有些知识与开车不同，其实不能见诸行事的，大都徒托空言，无异文字把式，在实际的“行以求知”的人眼中看来，是最无聊的业障。（1971年10月19日）
LAFCR-121	018.人生拾零.txt	7-7	徒托空言	成语	题辞	short-common-phrase;low-source-specificity	书呆子不如呆子，呆子至少没有理论自欺欺人或讨人厌。知识如果使人变成了没有实效的空架子，那就好像纸上学开车，一临到实际，用处很小。书呆子的大病在以为有些知识与开车不同，其实不能见诸行事的，大都徒托空言，无异文字把式，在实际的“行以求知”的人眼中看来，是最无聊的业障。（1971年10月19日）
LAFCR-122	018.人生拾零.txt	11-11	不学有术	成语	题辞	short-common-phrase;low-source-specificity	我过去看不起不学有术者，但他们有他们的大长处，就是实际。他们的“术”，根基在许多人的人性弱点上，故也有许多立竿见影的实际效果，“先欺许多人于一时”，再设法从一时拖长时间，也不能否认不是自成一说。在外表上，他们虽然也有一些讨人厌的八股，但他们自己很少信，他们是实际到只相信naked power，对许多人说来，他们并没错。（1971年10月19日）
LAFCR-123	018.人生拾零.txt	11-11	立竿见影	成语	题辞	short-common-phrase;low-source-specificity	我过去看不起不学有术者，但他们有他们的大长处，就是实际。他们的“术”，根基在许多人的人性弱点上，故也有许多立竿见影的实际效果，“先欺许多人于一时”，再设法从一时拖长时间，也不能否认不是自成一说。在外表上，他们虽然也有一些讨人厌的八股，但他们自己很少信，他们是实际到只相信naked power，对许多人说来，他们并没错。（1971年10月19日）
LAFCR-124	018.人生拾零.txt	23-23	怀才不遇	成语	题辞	short-common-phrase;low-source-specificity	“怀才不遇”被用作叹息的口实，是不对的。为什么光怀才就该“遇”？构成遇的条件很多很多，学识、才能、健康、出身、机缘、厚颜、忍耐、凶狠，……等等或好或坏的品质与机会，都很重要，只有一个“才”的条件，是不够的；既不够却空叹息，岂不笨么？（1971年10月20日）
LAFCR-125	018.人生拾零.txt	29-29	一通百通	成语	题辞	short-common-phrase;low-source-specificity	学理路，一通百通
LAFCR-126	018.人生拾零.txt	31-31	牛溲马勃	成语	题辞	short-common-phrase;low-source-specificity	麦纳玛拉不会中文，但他的理路不来自东方，可来自别处，一点都不缺，所以少会一国文字，不读一些书，并不重要，重要的是学到理路，则牛溲马勃，都可做为来源，积累既多，分类既细，即可构成恢恢理路之网，为人处世，即可拈之即来、得心应手了。（1971年10月22日）
LAFCR-127	018.人生拾零.txt	31-31	拈之即来	成语	题辞	short-common-phrase;low-source-specificity	麦纳玛拉不会中文，但他的理路不来自东方，可来自别处，一点都不缺，所以少会一国文字，不读一些书，并不重要，重要的是学到理路，则牛溲马勃，都可做为来源，积累既多，分类既细，即可构成恢恢理路之网，为人处世，即可拈之即来、得心应手了。（1971年10月22日）
LAFCR-128	018.人生拾零.txt	31-31	得心应手	成语	题辞	short-common-phrase;low-source-specificity	麦纳玛拉不会中文，但他的理路不来自东方，可来自别处，一点都不缺，所以少会一国文字，不读一些书，并不重要，重要的是学到理路，则牛溲马勃，都可做为来源，积累既多，分类既细，即可构成恢恢理路之网，为人处世，即可拈之即来、得心应手了。（1971年10月22日）
LAFCR-129	018.人生拾零.txt	35-35	无中生有	成语	题辞	short-common-phrase;low-source-specificity	世人重的是果实，不是结果的过程。例如“博士”，重在得其名，如何得来，乃至其中有否弊端，则非所问。“有钱”、“教授”、“伯里玺天德”等等，无非如此。故名器得之先手，最占便宜，自可无中生有，化邪为正、化专知为博学、化乱法为执法，……故实学以外，虚名（外在之名器）亦未可忽视。
LAFCR-134	019.其实没有什么不同.txt	3-3	朋友们不需要惦挂着我。我觉得自己像一只快乐的小鸟，在这儿所能做的并不比外间少。	外国人物语录	Gandhi	political-context	甘地坐牢时写道：“……朋友们不需要惦挂着我。我觉得自己像一只快乐的小鸟，在这儿所能做的并不比外间少。”坐牢的确可以达到这种境界，这是一般俗人浅人所不能想象的。
LAFCR-136	019.其实没有什么不同.txt	17-17	志士仁人	成语	论语	short-common-phrase	由此可见，志士仁人不以坐牢为苦，只把坐牢看成一点不方便而已。对监狱恐惧的人，显然对人生的荣枯浮沉与遭际，不敢实际与面对，这样的人生，是错误的、逃避的、缺少磨练的。有实验与面对精神的人，他不以小的不方便为苦，他有内发的至大至刚的充沛力量，去生活、去唱歌。小鸟在林间，它歌唱；在笼中，它也歌唱。快乐的小鸟在哪里都是快乐的小鸟。
LAFCR-137	019.其实没有什么不同.txt	17-17	至大至刚	成语	孟子	short-common-phrase	由此可见，志士仁人不以坐牢为苦，只把坐牢看成一点不方便而已。对监狱恐惧的人，显然对人生的荣枯浮沉与遭际，不敢实际与面对，这样的人生，是错误的、逃避的、缺少磨练的。有实验与面对精神的人，他不以小的不方便为苦，他有内发的至大至刚的充沛力量，去生活、去唱歌。小鸟在林间，它歌唱；在笼中，它也歌唱。快乐的小鸟在哪里都是快乐的小鸟。
LAFCR-139	020.听好听的，写自己的，朝世界搞.txt	3-3	单刀直入	成语	题辞	short-common-phrase;low-source-specificity	关于歌的定义有一百个，我却只相信一个，就是：歌只有两类，一类是好听的，一类是难听的，不论是民谣歌曲也好、艺术歌曲也罢、现代歌曲也行，单刀直入，从好听难听一分，立刻免掉多少唇舌。
LAFCR-140	020.听好听的，写自己的，朝世界搞.txt	13-13	人的音乐	格言	题辞	political-context	一些混人在争执什么音乐是哪国的，都是扯淡。真正的音乐是天下苍生的歌声，是“人的音乐”（musica humana），什么中国不中国、外国不外国？在错综复杂的人类文化交通史上，哪里还有纯哪国的音乐？
LAFCR-141	020.听好听的，写自己的，朝世界搞.txt	15-15	耳有同嗜	古文成句	孟子	political-context	从现代西方摇滚而来的主流，基础又黑又黄，黑的是黑种人的蓝调；黄的是印第安人的烛影斧声。但黑人来自非洲，印第安人来自亚洲，与我们中国人同源，他们的粗犷就是我们的粗犷，他们的远流就是我们的远流。加上现代歌手的导引与修饰、现代科学的电子效果，正好交汇成伟大的现代音乐，这是人类最耳有同嗜的交流、最心有灵犀的相通、最自愿的串联、最和平的同唱，我们哪能不参加？
LAFCR-142	020.听好听的，写自己的，朝世界搞.txt	15-15	心有灵犀	成语	题辞	political-context;short-common-phrase;low-source-specificity	从现代西方摇滚而来的主流，基础又黑又黄，黑的是黑种人的蓝调；黄的是印第安人的烛影斧声。但黑人来自非洲，印第安人来自亚洲，与我们中国人同源，他们的粗犷就是我们的粗犷，他们的远流就是我们的远流。加上现代歌手的导引与修饰、现代科学的电子效果，正好交汇成伟大的现代音乐，这是人类最耳有同嗜的交流、最心有灵犀的相通、最自愿的串联、最和平的同唱，我们哪能不参加？
LAFCR-148	023.万世生表.txt	5-5	万世师表	成语	题辞	short-common-phrase;low-source-specificity	“万世师表”是称赞孔夫子是伟大的老师，是从“作之师”观点看这个人物，不错，孔夫子有三千弟子，且有七十二人最棒，私办学店，终生不受取缔而大行其道的，古今只他一家，孔夫子自然是老师之尤。我读《史记》孔子世家，读仲尼弟子列传，都可感到这一点，并不否认他老师地位。
LAFCR-150	023.万世生表.txt	7-7	不耻下问	成语	论语	short-common-phrase	令我感到奇怪的是：孔夫子不但是一个伟大的老师，同时也是一个伟大的学生，这一事实，却没被人注意到。孔夫子是个以向别人学点什么为荣的人，他“不耻下问”，“入太庙，每事问”，都表示出他有好学生的气质。他对老师的标准，也从宽录取，“三人行，必有我师”，标准之宽，足令路人侧目。司马迁记录“孔子之所严事”的师承，“于周则老子；于卫，蘧伯玉；于齐，晏平仲；于楚，老莱子；于郑，子产；于鲁，孟公绰。”这些和他同时的人物，都是他学习的对象。孔夫子是好学生，自毫无疑问。
LAFCR-154	023.万世生表.txt	11-11	以德报怨	成语	论语	short-common-phrase	孔夫子不但这样说，真的这样做了。他的老师老子李耳，主张“以德报怨”，孔夫子就大加抨击，他质问：若不辨是非的对有怨于你的以德相报，那么对有德于你的，又该怎么办？又“何以报德”？
LAFCR-157	023.万世生表.txt	15-15	义无反顾	成语	题辞	short-common-phrase;low-source-specificity	古今中外，热爱真理的人，无不在真理面前，对老师痛苦的义无反顾：孔夫子热爱真理，他“背弃”了老子；亚里士多德热爱真理，他“背弃”了柏拉图；梁启超“背弃”了康有为；卡尔·容（Carl Jung）“背弃”了弗洛伊德；章太炎“背弃”了俞樾；周作人又“背弃”了章太炎；周作人的学生又继续“背弃”，当真理跑得比老师快的时候，又怎能不做清楚的选择、清楚的“背弃”呢？
LAFCR-158	023.万世生表.txt	17-17	莫我知也夫！	古文成句	论语	political-context	孔夫子感叹：“莫我知也夫！”（没人了解俺呀！）“知我者，其天乎！”（只有老天爷了解俺呀！）他的许多心事，我认为一定有曲高和寡的埋没。“万世师表”的崇拜，不幸窄化了孔夫子，孔夫子其实是伟大的学生，他在真理面前“当仁不让于师”，这种固执、这种勇气，才真教我们叫好：他是师生关系的革命家，他是“万世生表”！
LAFCR-159	023.万世生表.txt	17-17	知我者，其天乎！	古文成句	论语	political-context	孔夫子感叹：“莫我知也夫！”（没人了解俺呀！）“知我者，其天乎！”（只有老天爷了解俺呀！）他的许多心事，我认为一定有曲高和寡的埋没。“万世师表”的崇拜，不幸窄化了孔夫子，孔夫子其实是伟大的学生，他在真理面前“当仁不让于师”，这种固执、这种勇气，才真教我们叫好：他是师生关系的革命家，他是“万世生表”！
LAFCR-160	023.万世生表.txt	17-17	曲高和寡	成语	题辞	political-context;short-common-phrase;low-source-specificity	孔夫子感叹：“莫我知也夫！”（没人了解俺呀！）“知我者，其天乎！”（只有老天爷了解俺呀！）他的许多心事，我认为一定有曲高和寡的埋没。“万世师表”的崇拜，不幸窄化了孔夫子，孔夫子其实是伟大的学生，他在真理面前“当仁不让于师”，这种固执、这种勇气，才真教我们叫好：他是师生关系的革命家，他是“万世生表”！
LAFCR-161	023.万世生表.txt	17-17	万世生表	格言	李敖	political-context	孔夫子感叹：“莫我知也夫！”（没人了解俺呀！）“知我者，其天乎！”（只有老天爷了解俺呀！）他的许多心事，我认为一定有曲高和寡的埋没。“万世师表”的崇拜，不幸窄化了孔夫子，孔夫子其实是伟大的学生，他在真理面前“当仁不让于师”，这种固执、这种勇气，才真教我们叫好：他是师生关系的革命家，他是“万世生表”！
