file	line	terms	context
016.青天白日的贬值.txt	15	弄假成真	其实，这种勋章贬值的名器大乱，早从烈士贬值，就已发其端。按照国民革命忠烈祠入祀条件，严格限于“作战阵亡”与“被俘不屈殉难”二者。凡合乎此要件，虽军阶再低，如二等兵，亦得入祀；不合此要件，虽贵为一级上将，亦不得入祀。有了这样严格的标准，我们再看看国民党大特务戴笠入祀，合标准吗？据一九四六年六月十一日的“国民政府令”，戴笠之死，是“航机失事，竟以身殉”的。飞机之飞也，既未“作战”，自不属“作战阵亡”；人既未“被俘”，自亦不属“不屈殉难”，自然不能入祀，可是戴笠却公然进了忠烈祠！连堂堂烈士，蒋介石都可弄假成真，派赝品凑数；李登辉发个把勋章，又算得了什么呢！
017.从中央到中山.txt	15	处心积虑	其实，所谓㊣字标记，又岂限于“产品及方法”吗？又岂限于“经济部中央标准局”的作业吗？非也。整个中央的作业，其实都是处心积虑的在“加㊣字标记，以资识别”同志或同路人。而被中央加㊣的，自然是同志，是同路人了。
017.从中央到中山.txt	17	读书万卷不知律	宋朝的苏东坡，说他“读书万卷不知律”，由于知识分子只会死读书、不懂法律，所以写的东西太虚，不能落实。我是读书万卷颇知律的，所以要研究研究《标准法》、《商标法》，再从《标准法》《商标法》里，蓦然回首来看问题。看的结果，发现国民党的立法精神竟与它的政治独占这样一脉相承，相承得纵使别人要以“中央”“中山”向它认同，它都严加设限不已。国民党心态之奇异，真是匪夷所思矣！
018.我说你是你就是.txt	5	孤陋寡闻	我看了这则报导，为之失笑。笑钱伟长身陷大陆，毕竟孤陋寡闻，完全不知道台湾国民党的厉害。
018.我说你是你就是.txt	19	怙恶不悛 | 老当益壮	以上不良纪录，是国民党“中华民国五十五年”掌握的黑资料，如今虽已过了近四分之一世纪，但是钱伟长迷途不返，居然今天还当“民盟”的副主席和“政协”的副主席，其怙恶不悛，可谓老当益壮。在国民党官方文书中，连“第三势力”都“与朱毛匪帮无异”，又何况“民盟”与“政协”？所以说钱伟长是匪类，我伟大的国民党一点也没冤枉他！
020.“马上代”与“马屁代”.txt	3	居马上得之，宁可以马上治之乎？ | 马上得天下 | 马上治天下 | 安事诗书	《史记》陆贾传：“陆生时时前说称诗书。高帝骂之曰：‘迺公居马上而得之，安事诗书！’陆生曰：‘居马上得之，宁可以马上治之乎？’”这真是中国政治结构上的精彩对话。陆贾是知识分子，跟着流氓刘邦打天下，得到天下后，常常在刘邦面前说以诗书。刘邦火了，大骂说你老子的天下是骑在马上打来的，他妈的谁要搞什么诗什么书！可是陆贾却告诉流氓皇帝，你马上得天下，却不能马上治天下。意思是说，打天下和治天下是两回事，要治天下，还得下马尊重知识才成，这样才“逆取而顺守之，文武并用，长久之术也”！
020.“马上代”与“马屁代”.txt	5	马上得天下	在政治上，马上得天下的一代都是搞革命的第一代，这批人抛头颅、洒热血，九死一生之中，得到天下，是属于强悍的一代。得到天下后，立刻面临“以马上治之”的困难。在许多困难中，第二代的问题，就是一个。
020.“马上代”与“马屁代”.txt	7	半斤八两 | 空穴来风 | 一塌糊涂	搞政治的人，有两类，一类是有鸡巴的人搞的，一类是没鸡巴的人搞的。后者又分两类，一类是宦官、一类是女人。宦官由于无知和变态，搞政治，向来是一塌糊涂。——不能搞女人而能搞政治者，亦难矣哉！至于女人，由于身无长物而又空穴来风，搞政治，虽不一塌糊涂，但会一榻横陈，故其结果，与宦官搞政治者半斤八两，还是上不了枱面。由此看来，搞政治的人，还是以有鸡可趁者为宜。
020.“马上代”与“马屁代”.txt	9	希旨承风 | 坐享其成	不过，有鸡也有有鸡的坏处，就是它会制造出第二代——“小衙内”式的第二代。第一代是革命的，其为人也，纵乾没忮戾、狗屁倒灶之事亦多，但总算是在马上的、是亲自参加过打天下的；但是他们的第二代就不同了，这批人不是马上的而是床上的、不是打天下的参与者而是打天下的坐享其成者。这批政治小开，高层而直系者为太子、太孙、小衙内；旁系者为皇亲国戚驸马爷，低层杂牌者为各路希旨承风、攀龙附凤之徒，或师生、或同乡、或远亲、或侪辈，跟在一起、合在一起，成为“党”字号的集团，大体上说，他们不是“马上代”而是“马屁代”，是靠生殖器关系和马屁起家的。在政治上，国民党的一部党史，就是一部从“马上代”到“马屁代”的兴亡史。国民党从血淋淋开始，到湿淋淋结束，它的历史轨迹，
020.“马上代”与“马屁代”.txt	11	马革裹尸	至于共产党，则以其创党较迟，它的“马上代”，还在台上。邓小平也、杨尚昆也，等等等等，无一不是“二万五千里”一步一步走过的英雄好汉。他们的悲剧在于打天下时甚至艰苦得无马可上；而得天下后又不能好好下马，不是被拉下马就是被弄得人仰马翻。结果呢，人家国民党都抱住马英九了，共产党还遗弃不掉马克思，双方同样马首是瞻，但是因“马屁代”与“马上代”代沟关系，清浊分清，此马非彼马，一望便知。共产党尚余“马革裹尸”气派，而国民党只是日本话中的“马路野郎”（八格牙路）而已！
021.老贼小贼皆贼也！.txt	5	绝无仅有	民进党的张俊雄说：“记得当初我们在审查退职条例时，国民党曾表示要分批劝退，然而该条例实施至今，有几个老委员退职？本席认为退职条例的订定，只是在欺骗人民，执政党要从政治改革，它所扮演的是金光党的角色，根本是民主政治改革中最大的骗局。”国民党的梁肃戎说：“由于国家遭逢历史上空前的，且是世界各国绝无仅有的变局，致把大陆广大国土与众多民众丢掉，撤退至台湾。……不错，按照宪法规定，中央民意代表每隔三年应选举一次，但在当时环境不许可的情况下，执政党特别请求大法官解释后，基于维护民主宪政体制的需要，第一届由大陆选出的中央民意代表只好继续，行使职权直到现在。”
021.老贼小贼皆贼也！.txt	11	绝无仅有 | 口口声声 | 自欺欺人	为什么？因为老贼们成为立法委员，都得力于当年的非法当选。非法当选后，再以御用大法官解释及临时条款等恶法，非法行使职权至今。所以，把话说破，老贼们从当选到一干四十年，统统都是非法的，最后所谓退职，也无所谓合法性。老贼们口口声声自欺欺人的理由是“国家遭逢历史上空前的，且是世界各国绝无仅有的变局”、遭逢“历史所造成的特殊现象”，所以从权达变，无法遵守宪法中每隔三年应选举一次的规定。对国民党这种时值非常、就要延长的公然违宪干法，其实小贼们自己，也未尝不“小弟向大哥看齐”。
022.我们是带黄金来的！.txt	7	不以人废言 | 以人废言	王学超这一段话，我看了感触颇多。首先，若不以人废言，必须承认她所说大陆四亿人口的国库黄金运来台湾、台湾银行才能印钞票的事，是真的。因为台湾在日本统治时期，台湾银行发行的纸币，是与日圆联系的台币。在1937年6月中日战争以前，台币的发行额为七千五百四十九万元，一场仗打下来，到1945年底，已增加到二十三亿一千一百七十五万元，共计膨胀了三十倍。在民穷财尽之下，台湾银行的库存黄金已不足道，换句话说，日本人并未为台湾留下什么黄金，台湾之有黄金，是国民党政府从大陆罗掘抢运来的。1949年6月发行新台币的基金黄金八十万两，以及进口贸易运用资金美金一千万元，也都取之于此。说国民党政府政治腐败、信用扫地、导致金融崩溃、不能维护在大陆的币值，是绝对对
023.黄金也有省籍吗？.txt	7	别有用心	我上面这种肯定大陆同胞黄金、却否定国民党的立论，是很清楚明显的，除非看不懂文章的人，或别有用心的人，全无曲解的余地。可是妙就妙在台湾竟有这种兼而有之的人，既看不懂我的文章、又乱加曲解，起承转合之间，还洋溢着一股地区性的无情和小家子气，这就未免失态了。
023.黄金也有省籍吗？.txt	9	恍然大悟	这种失态的文章，登在今年1月7日和9日的自由时报上，标题《请教李大师》和《“债务”何时了》。其中说：“某资深立委首开‘黄’腔提出此论，迅即引起‘怪老子’热烈叫好，而知识分子则被唬得傻愣愣；有若李敖者，甚至大表赞同说那是台湾的‘繁荣基金’。哀哉李敖，如此自外于台湾住民，难怪要‘跌停板’！”又说：“除了感慨这些‘省籍情结’真真不容易消除，并恍然大悟执政的国民党四十年来竟是以这么一副‘索债团’的心态‘经营’台湾的，而现在加上李大师这么一位把‘债权’记得特别清楚的‘军师’，当然更有理由摆出‘债权人’的高姿态了。”看了这些话，再对照一下我的原文，就立刻看出怎样在动李敖手脚了。
024.金从哪里来？.txt	9	一不做二不休	据黄元彬《金圆券的发行和它的崩溃》中回忆，说上海银行董事长陈先甫告诉他：“明知金圆券就要崩溃，上海银行所存黄金也要送往中央银行。”“吴铁成也说黄金送到中央银行就等于没收，可是不送恐怕要受徒刑。”可见大陆同胞的黄金，纵使在金圆券崩溃之日，也要被国民党政府硬吃到底，国民党是一不做二不休的！
025.我去做李王爷啦！.txt	9	节外生枝 | 仗义执言	这种文人不但有这种无情和狡辩，还节外生枝，转而栽诬起李敖的“魔性”成分，他说他“委实不愿意在李敖身上也隐约看出了这种‘魔性反扑’”，“因为在情感上”，李敖是他“心目中的‘大师’”，“是一个公理与正义的代言人，‘魔性’倘若不能及身而撤退，这公理与正义未免太孤独无依了吧”！我可以正告这种文人，我文章的主题是：台湾的实利，有赖于大陆国库的空虚，才有今日，台湾人尽可以恨国民党，但是必须感念大陆同胞，由于他们的一穷二白，你们才能腰缠万贯！我的主题一清二楚，不容把国民党的“魔性”，朝我身上摆。正因为我“是一个公理与正义的代言人”，所以我从来不会为违反真理去讨好国民党或共产党、外省人或台湾人，在真理面前，我不会“撤退”，纵使“未免太孤独无依”，我
026.为国民党的无知抽样.txt	9	无知妄作	又如《刘汝明回忆录》中说：“诚如麦帅所云：‘老兵不死，只是慢慢衰退。’”《国军退除役官兵辅导制度史》中说：“美国麦克阿瑟元帅，曾有‘老兵不死’之名言。”1987年11月10日联合报黑白集中说：“诚如麦克阿瑟元帅的壮语：‘老兵不死。’”事实上，这不是麦克阿瑟（Douglas MacArthur）的话，而是他1951年4月19日在美国国会演说时的引证。原文是“But I still remember the refrain of one of the most popular barrack ballads of that day which proclaimed most proudly that:‘Old soldiers neve
027.《首都早报》的无知.txt	5	数典忘祖 | 贪天之功	四十年来，像我李敖这种革命先烈先进型的人物，在争取“知之权利和新闻自由”时，康宁祥和它的有志之士还不知道人在哪儿、志在哪儿，如今他们竟以“重拾失落了四十年”的口气说话，真是没心肝的数典忘祖、也真是厚脸皮的抹杀前人。介之推讽刺晋文公的左右，说“窃人之财，犹谓之盗。况贪天之功，以为己力乎？”康宁祥和他的有志之士尚不足以语天道，他们所贪的，乃是人之功而已。贪了以后全不认账，把自己推在“历史前面”，如此自我膨胀，我们都要替他们脸红了。
027.《首都早报》的无知.txt	7	贪人之功	不过，贪人之功以后，“永远走在历史前面”，我看还得逆取顺守才成，否则洋相一出，在历史与新闻之间，势将背腹受敌，反倒大势不妙矣！
029.《中时晚报》有所不知.txt	3	运用之妙，存乎一心 | 胸有成竹	中时晚报《时论》栏刊出《张群的故事》，提到1966年3月改选第四任正副总统时，“坊间对蒋介石先生究竟要挑谁竞选副总统，颇多揣测，当时几位政界大佬如张群、何应钦、古正纲、孙科等人，都被认为极有可能雀屏中选，尤以张群追随蒋先生最久，又担任总统府秘书长，公忠体国，最被看好，而蒋先生也确实曾向张群征询其出任副总统的意愿，张群初则极感讶异，沉思片刻，随即答称：‘我年纪大了，请另择年轻俊彦之士吧！’于是蒋先生最后选择小他近二十岁的严家淦为竞选伙伴。当时的总统府副秘书长黄伯度知悉此事，不解的问：‘岳公，这是您报效党国的大好机会，何以竟拂逆老先生好意？’张群笑着说：‘伯老，这你就不知道了，我跟蒋先生五、六十年，难道还不知道他内心想些什么？从前他要我
031.马克·吐温与马克台湾.txt	5	实事求是	台湾过去被称为“文化沙漠”，这些年来，朝野无知而有臭钱，结果出来漫山遍野的“文化垃圾”，比沙漠还讨人厌。报纸打开一看，全是“政治挂帅”，不知真正思想文化为何物。求是报特以实事求是精神，每有思想文化新闻线索，即予特加论述，矫正时弊，并益读者。这次马克·吐温手稿出土，我们触类旁申，即以社论发挥之。
031.马克·吐温与马克台湾.txt	33	惟妙惟肖	此又国民党内心之言也！国民党发现民进党惟妙惟肖的模仿成国民党第二，固然喜极而泣，却又未免笨从中来也。
031.马克·吐温与马克台湾.txt	53	也无风雨也无晴	台湾人银行家却是“也无风雨也无晴”。
032.恶心到教育去了.txt	5	无为而治	满清虽然是王朝，但对教育是近乎无为而治的，从皇帝以下、无不尊师，尊师即所以尊重教育。虽然皇帝中跋扈者也颁《圣谕广训》等小册子泽被群黎，但那是对一般人的，不敢对老师们来的。大体上，满清不怎么碰教育。至于军阀，更是循规蹈矩。军阀们在知识上是谦虚的，自己承认是老粗，对教育，总是敬而远之。东北军阀张作霖平时戎装，可是一到孔子生日，就长袍马褂、整顿仪容，跑到各学校打躬作揖，向老师们致敬，感谢他们辛苦教育下一代。——军阀们对老师们，只是致敬而已，其他是不敢造次的。张作霖绝对不敢像蒋介石那样，在教师节集合大学教授来训话、来赐宴，也不敢发行“执政训词”之类，要老师们写读后心得，更不敢在自己生日时要老师们群向祝寿。……军阀们再坏，这种罪过他们是不敢犯
032.恶心到教育去了.txt	7	面目全非	但是，国民党就不同了，国民党一抢到政权就一把抓，其中教育自在被抓之列。在有计划、有组织的渗透与污染下，中国的教育，就被国民党给搅得面目全非了。
032.恶心到教育去了.txt	15	焚琴煮鹤	当年在大陆，教育界中是有大儒不甘沉默的，安徽大学的刘文典就当面斥责过蒋介石。蒋介石虽然非法下令关他，但却无法杀大儒之威。一九四九年后在台湾则不然，国民党在台湾，公然以文化党棍办教育，结果天下定于一，连小儒都难得苟活矣！例如一九四九年中央训练团出身的刘真出来做师范学院（今天的师范大学）校长，一到任就来个“学风整顿委员会”，杀气腾腾，最后首开先河，每天升旗唱国歌都来了。据刘真回忆：“当时无论大陆各省及台湾的大专学校，均对学生从无升旗早操的规定”，而他却悍然行之。由此可见，文化党棍恶心教育之功，已经到了何等火候。降至今日，连警察师表梅可望、谢瑞智之流都可做大学校长、训导长了，天下焚琴煮鹤之事，有逾此乎？
034.不能耙粪，报章之耻.txt	9	无事忙	在官化俗化的世风下，台湾的新闻工作者，絶大多数都变成了毛遂所谓“因人成事”的好事之徒，他们一方面替报老板好事，一方面自己也好事，无识无品，却又“无事忙”（贾宝玉语）个不停。他们的行径，实在可耻；而跟着他们时时刻刻“追新闻屁”的读者们，也实在可悲。
034.不能耙粪，报章之耻.txt	11	随波逐流	一个本世纪初期的美国新闻工作者的前例，也许可以施教於台湾的新闻工作者。施德芬斯(Lincoln Steffens) 是美国当年最勇敢又最细腻的新闻记者，他不以做为一个随波逐流的好事之徒为已足，他在《麦克鲁尔杂志》(McClure’s Magazine) 上，个案详追，把美国政治的贪污内幕，一一掲发得鸡飞狗跳，对企业家为谋取特权而收买政客的证据，所得尤多。这些有影响力的文章，他在一九零六年，编成《城市的耻辱》(The Shame of the Cities)一书。他这些掲发各种形式的贪污运动，就是史称的“粑粪运动”。美国第二十六任总统老罗斯福(Theodore Roosevelt)给他起了一个外号，叫“粑粪者”(muckracker)
035.多揭发黑暗，少追踪黑屁.txt	7	一丘之貉	为什么杜勒斯不喜欢看报纸呢？为什么我在监狱只草草看过报纸合订本就可以了呢？最大的原因，是报纸上有太多太多“追踪黑屁”的毛病。所谓“追踪黑屁”，就是“追新闻屁”，就是当政者制造新闻，让大家去追、去挖、去猜、去透视权力核心、去探讨接班动向。……结果把那么多的时力与贯注，都放在当政者那些宫廷内斗上、家族政治上、你来我往上，这多不值得！其实当政者是一丘之貉，谁得宠上台、谁失宠下台，还不他妈的一样？从这方面看，根本早就有了结论，那个结论就是屁。对结论明知是屁，大家又跟着费什么神？做什么跟屁虫？至于当政者以外的社会新闻、花边新闻，更是庸俗得无聊之至，更不值得浪费时间了。
035.多揭发黑暗，少追踪黑屁.txt	11	明日黄花	李普曼（Walter Lippmann）在《舆论》（Public Opinion）一书里提到一个故事，说1914年的一个远洋小岛，住有英、法、德等国的人，由于岛上没有新闻媒体，只有六十天才来一次的定期游轮，所以往往新闻来时，对他们已是明日黄花。其实，依我看来，这种迟来的新闻，未尝不是一件令人清心的好事。追求太多的新闻，其实是一种坏习惯，一种施者与受者之间永无止境的精力浪费，实在可说是“柏金森定律”（Parkinson’s Law）在新闻学上的应验，这是很糟糕的。
035.多揭发黑暗，少追踪黑屁.txt	13	席不暇暖	新闻并非不可报导，重要的是，一定要在报导的同时，评论随之，以给群众“机会教育”，用新闻事件，启发他们，使他们“因新闻就导”。在这种悬格下，绝大部分的新闻，其实只是对黑暗的揭发而已。揭发黑暗的时事、揭发黑暗的观念、揭发黑暗的传统与背景、揭发黑暗的党团与个人，都是真正新闻报导的方向。相反的，不此之图，整天追踪达官贵人明星戏子的动态浮沉，今天李焕，明天王昇，又有什么意义？只是给他们整天写起居注而已、只是因他们整天做猜谜游戏而已、只是席不暇暖、整天追他们的黑屁而已。这样子的新闻工作者，岂不太可耻了吗？
036.雷震回忆录被焚志感.txt	3	打太极拳	1960年9月4日，雷震被捕；1970年9月4日，雷震出狱。雷震出狱那天早上，我和魏廷朝约了美联社记者、纽约时报记者，一起到安坑新店军人监狱接他，当时军警便衣云集，讲话不便，雷震私下要他女儿雷美琳偷偷告诉我，另订时间详谈。后来我们在他家会面，谈了很多。雷震提到他在狱中写的四百万字回忆录，在他出狱前一个月的某一天，在接见家属返室时，“全部给偷走了。”。当时他大发脾气，还打了政工官一拳。后经狱方婉言相告，说他们做不了主，要拿给上面看看，看看要花点时间，所以在他出狱前一个月取去，等上面看过了，自然还他，一个月后他出狱时，也可以一起带回家了。不料一个月过去了，雷震出狱时，狱方又大打太极拳，回忆录也一直没还给他，看来是凶多吉少了。雷震提到这些
036.雷震回忆录被焚志感.txt	11	乌托邦	不过，按照《监狱行刑法》，监狱并没有审查言论的权力，不但今天没有，古今中外都没有。正因为历来有此仁政，所以马可波罗（Marco Polo）可带出游记、摩尔（Thomas more）可传出乌托邦、卡萨诺瓦（Jacques Casanova）可携出情史、希特勒（Adolf Hitler）可印出他的奋斗。如今雷震回忆录下场竟破古今中外之格有如是者，历史家写“台湾第一”，真不愁没题材矣！
037.发还了，又怎样？.txt	7	求之不得	1960年9月4日雷震被捕，《自由中国》杂志也伴随阵亡。杂志最后正连载雷震写的《我的母亲》，也因而腰斩。当时青年党办的《民主潮》杂志有所不平，特把《我的母亲》加以连载，以向官方抗议，不料宋英竟出面，配合官方，要《民主潮》下档。《民主潮》无法，遂在1961年2月16日登出《本刊启事》，说“雷震先生所撰《我的母亲》一文，因官方认为尚须审查，雷夫人宋英女士不得已将原稿取去，本刊一时不能继续刊载，特此向读者致歉。”于是，《我的母亲》自此胎死腹中。按照宪法也好。违宪的出版法也罢，都没有“预审”的规定，但官方竟要预审《我的母亲》，而宋英职任监察委员，不思公开纠弹官方，竟还私下屈从官方，把自己丈夫的著作，配合予以封杀，这叫什么作风？况且那时雷震正
037.发还了，又怎样？.txt	9	万岁	雷震1970年出狱后，年事渐高，对个人稿本整理，已力不从心。他的家人，从宋英以下，多是麻将高手，既不悦学，也对文件不感兴趣。那时正值《自由中国》老作者胡虚一（学古）出狱，雷震乃约他整理文件、校阅文稿。据胡虚一说，雷震有“珍贵日记十余册”，“他以其老伴年高，对之无甚兴趣，而其子女，又皆散居海外，致他恐其百年之后，其家人无法妥为保存而失落，乃亦嘱我将其日记，影印一份保存，将来有机会为之流传后世。只是本人当时在世新教书，收入微薄，经济上无此财力，将其十余册日记，全部影印保存，故只将认其颇有民国史料价值之珍贵大陆日记，择要影印了百余日者保存之。”1983年我办《万岁评论》，胡虚一把整理好的稿本拿来发表，据他回忆：“今夏起，得李敖先生热心支援
037.发还了，又怎样？.txt	11	耐人寻味	如今在宋英手中的雷震“珍贵日记十余册”，已在麻将声中，不知去向；军方纵如宋英所请，发还雷震回忆录，发还了，又怎样？她敢为丈夫流传文稿吗？我看她不敢！最后被谁烧掉，还颇耐人寻味呢！
038.是谁藐视了监察权？.txt	7	不以人废言 | 变本加厉 | 一丘之貉 | 以人废言	即以监察院中宋英委员为例。宋英当年竞选监察委员前，自言“根本不知道监察委员做什么的”，只因为她的丈夫雷震是国民党大员，所以她借了光，自然当选。但是，实际上，她做监察委员，却一直怕事偷懒。从1960年雷震被捕后，她更变本加厉，一连二十四年，不讲一句话，整年整月领干薪、整天整夜打麻将，这叫什么监察委员？最妙的，她在沉默二十四年后，1983年12月19日的监院年终检讨会上，忽然讲了话，而讲的内容，却是指摘别的监察委员！气得另一个监察委员张一中反驳说：“她自己当了三十几年监察委员不好好做事，还要责备别人，自己不做事还说监察权无法发挥，大家都这样的话，国家还要不要救啊！”如不以人废言，张一中的反驳，全属事实。虽然张一中自己，也是一丘之貉，他们
038.是谁藐视了监察权？.txt	9	马后炮	同样货色的监察委员金越光，今天已承认当年陶百川与他调查雷案“认真说来，并未完成”了，为什么未完成？因为他们身为监委，却不敢打老虎；如今同样货色的监察委员谢昆山更明白表示，宋英的要求他不一定要照办，因为宋英也是监委，言外之意你宋英不敢打老虎，又何能逼我去打？可见今天老虎伤人的局面，又何尝不是他们有虎不敢打的结果？他们如尽职，何至于十八年后才放马后炮？十八年间，他们干的是什么啊？
039.弹劾了，又怎样？.txt	3	替死鬼	8月8日，监察院针对新店军人监狱典狱长王禄生滥用职权，将待查之雷震回忆录文稿销毁，严重妨碍该院调查权行使，并损害当事人权益；国防部军法局长吴松长，未能明确指示回忆录处理原则，难辞疏失之咎，依法将两人弹劾。弹劾通过后，雷震案同案人傅正表示，很遗憾监察院只找出几个替死鬼而已，他认为责任应该在国防部长以上，因为“小小军法局长哪有那个胆决定？”
039.弹劾了，又怎样？.txt	5	斤斤计较	看了这些消息，我笑着想：傅正之流真是头脑像浆糊一样的人，这种人斤斤计较弹劾对象层次不升高，其实升高了，又怎样？监察院又能奈“国防部长以上”的人何？弹劾、弹劾，弹劾到头来，还不是空忙一场！
039.弹劾了，又怎样？.txt	9	单干户	为什么？因为监察院的绝活是弹劾，而弹劾权，不论中国外国，事实上已经沦为一种落伍的、不切实际的权力。在中国，弹劾权的主要执行人是御史，御史为“天子耳目风纪”、“风闻奏事”，本质上，无异是“单干户”“个体户”的高级特务。从御史身份演变成监察委员身份后，它的作用，仍不出告发举发的范围，但实际运作起来，还不如御史，因为御史可以“单独言事”，监察委员却要多人审议。审议结果，也不过移送行政院及其有关部会、或移送法院而已，监察院本身是不能处分人的。不能处分人，自己就是纸老虎，谁怕你啊？在外国，以英国为例，本来议员可行使弹劾权，但是此权的行使，乃为了对付皇帝卵翼下的权臣和法院，并且行使的次数也不算多。从1621年弹劾毛普森（Sir Giles Mo
040.周荃哭，劭玉铭应该和她对哭.txt	3	恍然大悟	我常说女人不宜搞政治，原因之一就是她们不懂事，遇事先哭了再说。当然男人搞政治也有以善哭为诉求的，以前民进党的林正杰即为此中之尤。林正杰出道时，最拿手的绝活之一，就是站在台上哭。哭呀哭的，哭得满伤心似的。不过哭也白哭，大家对他的花招心里有数。但女人就看不过去了，于是就有跑上来陪他哭的笑话出现。陪哭者，周清玉是也。曾几何时，林正杰讨好黄信介，在民进党里搞内斗，斗到周清玉的老公姚嘉文。于是，周清玉恍然大悟，知道陪哭非计，林正杰原来是这种心术的小政客！气得周清玉拿起茶杯泼水了。——虽然仍是液体发出，毕竟进步到不是眼泪了。
040.周荃哭，劭玉铭应该和她对哭.txt	79	胡扯八扯 | 面红耳赤	笨蛋劭玉铭跟周荃面红耳赤了半天，其实又有什么好争的？周荃的草案和劭玉铭的原案，其实大同小异。劭玉铭只要照周荃的草案通过，技术上，照样可以十足掌握中央社、控制中央社，这还用说吗？给周荃面子，自己要里子，岂不两全其美，何必一头栽进自己的原案里，胡扯八扯呢？
040.周荃哭，劭玉铭应该和她对哭.txt	85	白里透红 | 皆大欢喜	这样一来，才是为政之道、才会皆大欢喜。他妈的劭玉铭太笨了，有机会抱白里透红漂亮女人，他都不会呀！
041.施启扬、马英九岂能主持大陆政策！.txt	7	荒腔走板	施启扬在德国念书，但是头脑生硬；马英九在美国念书，但是读书不化，结果判断起事情来，总是宝一对，荒腔走板。
041.施启扬、马英九岂能主持大陆政策！.txt	13	言犹在耳	以上的两个笨蛋的谈话，言犹在耳，波斯湾战争，已经胜败分明了。
041.施启扬、马英九岂能主持大陆政策！.txt	15	若无其事	当然，两个笨蛋继续做他们的官，健忘的台湾同胞照样若无其事的等待他们进一步的乱盖。
042.自取其辱，才遭开除.txt	3	杠上开花	最近报上一再有郭良惠《心锁》一书争取解禁的事。二十五年前，台湾省政府新闻处以（52）公新一字第0319号函，查禁了这本书。禁书事小，中国文艺协会拦腰做上一票，趁机把郭良惠开除了会籍，这倒是杠上开花的趣事。中国文艺协会在事后，声明如下：“前因本会会员郭良惠女士，其所著《心锁》一书，意识极尽诲淫，内容尤多乱伦与性行为之描写，对于社会道德、善良风气及青年心身健康，均有不良影响。该书出版后，本会会员曾向本会迭次表示意见，咸认应对该书作者予以适切之警惩，以维会誉，而正文风；爰经本会第十三届第七次理监事联席会议决议，根据本会会章第八条之规定，依例注销郭良惠女士之会籍。”
042.自取其辱，才遭开除.txt	11	断烂朝报	当然，站在一个自由人的立场、站在“君子不党”的超然立场、站在根本看不起国民党的立场，我们可以视这些党纪为断烂朝报、为政治垃圾、为废纸，但是，站在国民党党员立场，就不这么简单。因为他在入党之初，是经过宣誓程序的。国民党重视宣誓程序，该党总裁曾在一九五二年四月二十一日讲《党员宣誓的意义》，三令五申。宣誓虽然是一种落伍的行为，但它所象征的个人信用，却是一种道德规范。换句话说，你可以不做国民党，但是既然做了，就得在未退出前，对你所承诺的条款守誓，这不是什么党不党的问题，而是个人道德行为的表现，是大丈夫对自己的承诺负责认账，不是别的。
043.迟来的母亲、迟来的光荣、迟来的儿子.txt	15	十年前，	我们从来没见到过母亲的判决书，也不知道母亲是怎么遇害的。直到我台大研究所毕业后，那年料理母亲后事的表兄也来家过年，而拉着我到户外去，跟我说：“你已经学成毕业了，应该知道你妈是怎么死的。”他才把将近二十年前，他在宪兵部队里四处打听母亲逝世的经过告诉了我。
043.迟来的母亲、迟来的光荣、迟来的儿子.txt	27	忍气吞声	令我们感到遗憾的，是王晓波既然早在研究所毕业时就知道了真相，为何二十多年来，却一直不敢公开表扬这么伟大的一位母亲？反倒忍气吞声讳莫如深直到今日？直到今日才敢“大声的告诉大家，我的母亲叫‘章丽曼’，我就是章丽曼的儿子，我以母亲的誓死不屈而感到光荣！”我们奇怪王晓波的光荣，为什么不赶早一点？
043.迟来的母亲、迟来的光荣、迟来的儿子.txt	33	仗义执言	在他（李敖）第一次入狱时，我没能为他仗义执言，也没能去看他，和写信给他，这是我应感到惭愧的。至于他被捕后，我以一个研究生的力量做了些什么，有些他已间接知道，至于他不知道的，我也绝不会说。
043.迟来的母亲、迟来的光荣、迟来的儿子.txt	37	宁鸣而死，不默而生	但是，如果李敖再度因言论而受政治迫害，你们《纵横》还继续办、还能给我讲话的机会，届时我一定为李敖公开讲话。不过，我希望随着时代的进步，永远别让我有这样的机会，并且，李敖的身体恐怕也经不起再度的折磨了。我愿为李敖讲话，除了“道义之交”外，还因为这个社会如果缺乏李敖未免显得太寂静，无论如何，他是一个“宁鸣而死，不默而生”的斗士，并且，言论自由的原则是需要大家共同来维护的。
043.迟来的母亲、迟来的光荣、迟来的儿子.txt	41	仗义执言	看了过去王晓波所作所为，唉，小金，你说我还敢消受他的好意吗？为什么男子汉王晓波要再等我第三次坐牢，才表现他的“公开讲话”？为什么男子汉王晓波要直到那时候，才为我“公开仗义执言”？为什么男子汉王晓波自己不入狱？为什么男子汉王晓波自己不办杂志？为什么男子汉王晓波老是向别人请求：“给我讲话的机会”？王晓波如自己不能站到第一线去冒枪林弹雨，他实在该对第一线的师友，有所像样的支援，而不该“惭愧”了事，更不该同那些迫害师友的人们打得火热，迷失自己真正的方向。
044.关于李远哲忘恩负义的讨论.txt	1	忘恩负义	关于李远哲忘恩负义的讨论
