file	line	score	tags	quotes	text
110.不替日本人擦屁股.txt	15	9	poem|proverb		我今天讲的第二个题目叫做替自己做个屁股。什么叫做替自己做个屁股？大家看我这幅漫画，这不是我画的，是英文杂志上出了一个漫画，这个漫画里面就是这个人看对方这个人头着地拿大顶，注意这个姿势，这个姿势在很多人的解释里面是对健康有利的，印度以前一个有名的政治家叫做尼赫鲁，尼赫鲁早上起来以后就拿大顶，就头顶着地整个倒立很久。为什么呢？他认为这样子对健康是有利的。这个人就看到对方头顶地拿大顶，就问他说，你在干嘛？这个拿大顶的人就说FINE, I THINK I'M MAKING AN ASS OF MYSELF。ASS在英文里面就是这个屁股，另外一个意思也是傻瓜的意思。直接来翻译，就是给我自己做个屁股。事实上，就是你自己就是个笨蛋，把你自己变成傻瓜。为什么可以把自己变成傻瓜？因为人常常由于无知，而把自己变成傻瓜。由于无知被人家骗，也可以变成一个傻瓜。
115.小妹搞上面，大哥搞下面.txt	35	9	poem|proverb|quote|political_context		现在大家看到一个有趣的画面，今天报上说，福尔摩沙艺术节有点政治。要求台湾正名，李登辉联署支持。然后出来台独联盟的黄昭堂，他说李登辉愿意做他们的这个召集人，旁边站着一个胖子，傻傻的这个人叫做陈隆志。陈隆志是什么人？就是过去搞台独运动的时候，他等于是外交部长级的人。现在台湾陈水扁政府把他推开，不敢用他。陈隆志当年是功课极好的台湾大学的一个书呆子。到了美国去一下飞机，人家就问陈隆志说：你从哪里来的？陈隆志书呆子，他说：我是从自由中国来的。结果那个美国人就笑这个陈隆志：自由中国？你台湾那个地方，既不自由，也不中国。这句话就提醒了陈隆志。真的，原来我觉得我来自由中国，那个地方既不自由，也不中国。从此他就一头栽进要搞台独。我说，这位老同学他脑子进了浆糊，有人浆糊是一段时间浆糊，他一辈子是浆糊，从相信自由中国开始，到相信今天的台湾正名运动开始，一路浆糊下来。为什么我说搞台湾正名运动是有问题的？关键在哪里？我们应该面对这个问题，比如说首都，首都是南京吗？的确不是南京。说南京的确不合理。说国号中华民国，说中华民国能够上接1912年孙中山他们所创立中华民国，能这样接吗？接不上去了，也是不合理。说版图，版图包括了外蒙古，请问外蒙古独立了，怎么还包括外蒙古？的确不合理，可是这些不合理局面，今天面对了我们要正名运动的时候，这个名我告诉大家礼拜六他们去游行，正不下去。为什么正不下去？原因就是我刚才所说的，你台湾人三个字代表什么意思？它会代表你的族群，台湾人没问题，你是台湾地区或者台湾省的人。代表地理，中国台湾省的人。体制，《中华民国宪法》里面的一个省，这个省是台湾省的人。你躲不掉！怎么办？那台湾人，我台湾人是独立的，那好，请你先把独立的国家摆出来给我看，宣布中华民国作废，中华民国出局，中华民国亡国，中华民国没有，现在开始台湾共和国。做不到吗？那个总统不是喊台独台独万万岁的总统吗？不是这样当选的吗？这个行政院长在立法院里面不是国会多数吗？民进党不是执政党吗？台独不是你们党纲吗？顺理成章，立刻大家成立台湾共和国。成立，那你就是台湾人，你就不是中国人，你是台湾人就通了，逻辑上也通了，法理上也通了。
115.小妹搞上面，大哥搞下面.txt	43	9	poem|proverb|quote|political_context		现在大家问题来了。报上说：台湾正名游行，李登辉任共同召集人。台独联盟的主席黄昭堂在这一期的《财讯》周刊上面所发表的一篇文章，叫做《台湾应该进行正名运动》。这篇文章你看我李敖有没有度量，我来给大家念几段，看看这些人的大脑是怎么样的构造，大家觉得很有趣的！好比说他说：我是个主张台湾独立的人，但很多人告诉我，外国不会承认台湾独立，那是没有用的。这些人认为，应该与中国和平共处，不独立、但又不要让它并吞，所以认为维持现状，大家才能够相安无事。这个大前提它不承认的。他说：不过维持现状意味着中华民国继续存在，这也是一种独立，我谈的是台湾独立也是一种独立，无论是中华民国独立或台湾独立，都是独立，中国都不会承认，也不会放弃武力，中国都不会喜欢。他第三段说：既然中国都不喜欢，我们就应该来研究，究竟是中华民国独立，或是台湾共和国独立哪一个对我们比较好？使用中华民国独立的理论基础，是中华民国自1912年以来持续迄今，其间在1949年有一个中华人民共和国分离出去，但是中共认为它继承了中华民国，中华民国已经消灭，台湾是它的领土。然后他说：另一方面，如果台湾的中华民国自己认为继续延续1912年以来的中华民国，不过是在四九年分成两个政府而已，中国仍是一个，那么分出去的一方面很容易认为，我们都属于一个国家，台湾也是我的。这对台湾相当不利。（注意，他的台独理论出现了）：如果台湾继续以中华民国为名，并无法解决领土问题，中华人民共和国认为台湾是它的，台湾又自己承认台湾是中华民国领土，和中华人民共和国刚好一拍即合，在国际上的宣传非常不利。
116.谁挡住了台湾正名？.txt	41	9	poem|proverb|quote|political_context		李敖大哥大。今天我讲第四个题目叫做谁替微软做狗？今天三个题目，第一个题目谁挡住了台湾正名？第二个题目谁挡住了核废料出境？第三个谁替微软做狗？我给大家看一张刚才题目的剪报，在《中国时报》的94年10月21号说大陆同意代我处理低阶核废料。看到没有？《中国时报》最近这个乌龙消息被我拆穿了以后。我为了安慰《中国时报》，给大家看过去《中国时报》还有乌龙资料，不过那个乌龙资料是当时在1994年有的。可是《中国时报》说：兰屿储存场将成历史名词。大家看到没有？历史名词。八年下来，是新闻名词。兰屿储存场是新闻名词，为什么？兰屿人在闹了，吃不消了！你们一直在骗我，今天我公布这些资料给兰屿的我们同胞来看。他们还在继续骗你们，并且骗的这个理由，还是老的理由，一点都不新。所以我们大家知道，再也不要相信他们任何话，大家起来革命，推翻陈水扁的政府，否则话怎么办？继续被骗，你们连换个谎话都换不出来了，为什么？整个秘密文件证明根本都是骗我们的。
119.正名未遂，骂了自己.txt	15	9	poem|proverb|quote|political_context		我们听了吕秀莲的这个解释以后，我们真是一则以喜，一则以惧。然后我们现在继续看：台湾正名上万人出现了。我们可以看得很清楚，报上说：提出七项诉求，沿途进行改名运动，总召集人李登辉未现身，委由黄主文发表书面声明。然后我们再看到昨天《自由时报》这篇社论，这篇社论很能够代表台湾正名运动他们的这种文字上的解释，我来跟大家谈一下。《自由时报》的社论标题叫做：推动台湾正名追求台湾人的自我认同。他说：团结联盟主席黄主文在出发以前，代为宣读游行总召集人李登辉前总统的书面致词。然后这个《自由时报》的社论说，台湾在历史上是一个无主之岛，中国虽然举出种种所谓的历史证据，证明台湾自古属于中国。然而历代中国王朝却视台湾为化外之地，事实上，孤悬海上的台湾，除了岛上的原住民，一直都是外来移民屯垦、海上贸易的重要据点，跟中原王朝的历史发展完全脱钩，明代的海禁政策即是台湾自古不属于中国以及台湾不是中国领土不可分割的一部分明证。
119.正名未遂，骂了自己.txt	41	9	poem|proverb|quote|political_context		现在我们进入第二个题目叫做澎湖独立论。我李敖告诉彭湖的朋友们，你们怎么样可以独立。我在我节目里面过去讲过一段，告诉大家《马关条约》订条约的时候很奇怪，这边做的是李鸿章，那边做的是日本的伊藤博文。大家看这是李鸿章。伊藤博文我拿本书给大家看，这是日本人的久米正雄写的《伊藤博文传》。伊藤博文这个家伙要台湾是他干的事情，平定韩国也是他干的事情，日本的首相非常的能干。他是日本的高人、厉害的人，可是台湾人不像韩国人那么有种，日本人占领韩国以后，韩国人一直恨他，恨伊藤博文，说你害得我们亡国。结果伊藤博文69岁那一年到了中国的东北，到了我生的地方就是哈尔滨，到了哈尔滨的火车站的时候，被韩国的义士叫安重根当场开枪打他。我们看看久米正雄的这段话，就是被打了以后，伊藤博文被急救，急救的时候伊藤博文就说他自己挨枪了。你看这段话，这翻译的不是很好：受枪了。挨枪了，然后伊藤博文就问说，大概这个子弹到我身体里面去了，什么人干的事情？那个旁边的人告诉他说，好像是朝鲜的就是韩国人干的事情，韩国人恨你，韩国人干的事情。伊藤博文说了马鹿之后，就面色惨变，流出脓汁，流出血来了。什么叫马鹿？马鹿就是八格牙路，所以临死以前喊他八格牙路，他妈的韩国人打我打死了。后来日本人就下令抓这个凶手，当场就在我的老家哈尔滨抓凶手，他们抓了20多个凶手。什么原因？发现20多个人来杀他，他们分成三波，第一波失败了，第二波上去；第二波失败了，第三波上去，所以20多个凶手，当时要把他干掉。广告过后，告诉大家。
121.分裂的李登辉该统一自己.txt	17	9	poem|proverb|quote|political_context		表示这是我李登辉的神来之笔，结果忽然要退出了。我看了以后，我又把我的绝活展示给大家看，就是李登辉现在同意台联，在我看起来根本是唆使台联这批十三太保、这些混蛋、13个混蛋，叫他们来废除国统纲领。我今天拿出资料来请大家看看，当年李登辉要成立国家统一委员会、宣布国统纲领的时候，他所发表的理论。这个理论今天如果不存在的话，李登辉应该向我们宣布，他过去说的话是作废了、他过去说的话是放屁、过去说的话是骗我们的，他应该讲出理由来。否则的话，我现在要一段一段念出来给大家听，也给李登辉听，帮大家上一课，也帮李登辉复习一课。请大家看在79年1990年10月7号，这个时候国家统一委员会第一次开会的时候，李登辉的这个讲演的标题叫做中国统一不是遥不可及的梦想。表示说中国是可以统一的。然后在《李登辉先生言论集》里面第267页，光在这一页里面，一行、两行、三行、四行、五行、六行、七行、八行，在这个八行文字里面，大家看中国人、中国人、中国人、中国人民、中国人民、中国人、中国、中国，看到没有？干什么？好像念咒语一样念个不停，就是说我们是中国人，我们是中国人，我们中国统一。我念几段给大家听，李登辉说：由于中华民国各项建设，终于使海内外所有的中国人认清了一个事实，那就是：唯有在民主制度下，中国人的智慧才能充分发挥（注意，不是台湾人），为自己及子子孙孙，创造出更美好的生活方式。也使海内外所有的中国人领悟了一个教训，那就是中国人民（不是台湾人民）不应该遭受共产制度的长期奴役，中华文化不应该受马列主义的长期摧残，中国人民（注意，不是台湾人民）尤不应坐视自己的国一项共识，那就是中国的苦难应该早日结束，中国的领土应该早日统一。你看，言必称中国，言必称中国人，言必称中国人民，这不是李登辉的白纸黑字吗？今天想赖掉啊！这就是国家统一委员会第一天开会的时候他讲的话。
121.分裂的李登辉该统一自己.txt	25	9	poem|proverb|quote|political_context		我们现在看中华民国79年1990年10月20号李登辉在全球蒙藏会议开幕典礼致词，标题是：唯有统一的中国才有安定的蒙藏。然后在1990年10月24号又说饮水思源，台湾光复45周年前夕电视谈话。最后一句话说：让我们立志做一个真正的有情有义、有理想、有抱负的中国人（不是台湾人），共同为台湾的前途及中国的统一而努力。今天李登辉说，当时受了统派的压力，什么什么原因要成立国家统一委员会，我们要走出去。请问当时你的理由是说我们要立志做一个真正有情有义、有理想、有抱负的中国人，才成立的这些会。难道这些情谊都是假的吗？这些抱负都是骗人的吗？所以我觉得我们今天把李登辉这些过去的这些真话讲出来，觉得好有趣。再看民国79年3月9号就是1990年3月9号，李登辉对第一届国民大会第八次会议主席团全体主席致词，标题是：团结与共识是成功的保证。这里面谈到：今天大陆虽然搞得天怒人怨，但是对我们的武力威胁，一直没有放松。加上部分野心人士，数典忘祖，提出台湾独立的主张，妄图从根本上动摇台湾的安定与安全。这些都有赖于我们以更坚强的团结、更坚定的共识，才能不给敌人任何可乘之机。这句话我看得很清楚，李登辉把共产党和台独都当成敌人。李登辉公开宣称台独是我们的敌人，公开宣称共产党也是我们的敌人。在1991年3月8号，李登辉在台湾省80年度县市业务座谈会聚餐时候讲话，标题是：我们当前努力的大方向。李登辉又来了：不能局限于台湾；我们不仅要胸怀大陆，同时也要立足大陆。看到没有？典型的统派言论出现了。我们再看在1991年5月，李登辉应美国《洛杉矶时报》全球观点专栏所撰专文，标题是：中国统一是一项庄严的承诺。所以今天你李登辉不谈统派了、不谈统一了，你的庄严的承诺，当年的庄严就是放屁、就是谎话。如果当年的庄严是真的，那么今天你就数典忘祖，也忘了你自己。你看在里面讲：我们也通过了国家统一纲领，确认我们统一中国的决心。1990年10月就是我就职以后五个月，成立了国家统一委员会，随后又通过了国家统一纲领，此一纲领表达了我们希望台湾海峡两岸从此开始本着和平、理性、对等、互惠的原则，双方致力营造有助于良性互动的环境。在这样的一个环境中，我们可以共同为重建一个民主、自由、均富、统一的中国而努力。这讲到国统会的内幕。
121.分裂的李登辉该统一自己.txt	35	9	poem|proverb|quote|political_context		所以我认为太有趣了！大家看《李登辉先生言论集》里面，不但满口的中国人、中国人、中国人；满口的中国人民、中国人民、中国人民；满口的中国统一、中国统一、中国统一，还大跟我们谈民族大义。中华民国79年1990年2月9号，李登辉在亚洲华人联谊会第八届年会书面贺词，标题是秉持民族大义，增进侨胞福祉。叫我们海内外的中华儿女要秉持民族大义。然后1991年6月9号，李登辉对欧洲华侨团体联谊会第17届年会书面贺词，标题是秉持民族大义，共策国家统一。大谈民族大义，可是我们看看有趣的一个现象，当李登辉现在下台以后，在《虎口下的总统》里面我们看这段话，作者第六章说：我请教李登辉，被比喻为汪兆铭（汪精卫，抗战时候，中国的汉奸汪精卫），他有何感想？李登辉以悠闲的语调，说了一句话：我觉得很光荣。他被比成大汉奸汪精卫，他觉得很光荣。照片里面大家看一下这个就是汪精卫，这个是日本的首相，这是东条英机。所以李登辉说他觉得很光荣，因为他没有资格。就我李敖的解释，他没有资格跟日本首相站在一起照相，那个真正大汉奸比他还厉害，所以用大汉奸来比他的时候，李登辉说，我觉得很光荣。被比成大汉奸，他觉得很光荣。那么他跟我们谈的所谓的秉持民族大义，共策国家统一；秉持民族大义，增进侨胞福祉。这些话不都是一个人格分裂的李登辉的话吗？
121.分裂的李登辉该统一自己.txt	39	9	poem|proverb|quote|political_context		现在我们讲第二个题目叫做陈水扁四没有一不。这什么怪题目？四个没有，一个不。什么叫四没有一不？我们大家看得很清楚，再过几天陈水扁就就职两年了。他在两年前做所谓中华民国总统的时候，当时他在2000年5月21号，我们在报上看到他发表的这个就职的演说。他一段话是当时得到掌声，这段话就是说：海峡两岸人民源于相同的血缘、文化和历史背景，我们相信双方的领导人一定有足够的智慧与创意创意，秉持民主对等的原则，在既有的基础之上，以善意营造合作的条件，共同来处理未来一个中国的问题（他承认一个中国，可是是未来的，把这包袱丢得很远了）。然后陈水扁说：本人深切了解，身为民选的中华民国第十任总统，自当恪遵宪法维护国家的主权、尊严与安全，确保全体国民的福祉。因此，只要中共无意对台动武，本人保证在任期之内，不会宣布独立，不会更改国号，不会推动两国论入宪，不会推动改变现状的统独公投，也没有废除国统纲领与国统会的问题。这就是外面所说的叫：四不一没有。四个不，一个没有。第一个不是，不会宣布独立；第二个不是，不会更改国号；第三个不是，不会推动两国论路线（李登辉的两国论进入宪法）；第四个不是，不会推动改变现状的统独公投；这五个是没有，没有废除国统纲领与国统会的问题。
122.台湾人阿米巴.txt	11	9	poem|proverb|quote|political_context		李敖大哥大。今天我讲的题目是台湾人阿米巴。阿米巴是个形音字，就是它根据英文里面的这个字来拼出来的叫阿米巴。阿米巴正式的意思就是变形虫。它是什么样的样子？随它自己高兴变来变，所以今天我的题目叫做台湾人阿米巴。作为一个历史家，作为一个思想家，我有时候会跟我自己说，在历史上面和基于思想的立场，我们常常评断很多历史的事件，可是评论的结果，有的时候使我们又好气又好笑。譬如说日本人统治台湾50年，在改变台湾人的思想方面，成功不成功？其实相当的成功。日本人离开台湾以后。这么多年来，台湾人还怀念日本人、说日本人好话，像这种想法都是日本人教育的成功。同样的，外来政权所谓外来政权就是国民党带来的这个政权又统治台湾50年。请问这50年来国民党所给台湾人的教育成功不成功？在我觉得很多方面和日本人一样也相当的成功。成功的原因，并不是说国民党的政权和平转移给民进党，而是和平转移给民进党以后，它阴魂不散，国民党的很多动作、很多想法、很多思路、很多小动作和老毛病，全都快速的反射在民进党的身上，并且做起来还是青出于蓝。证明了什么？证明了国民党这一套，外省人这个外来政权所带来的这个后果，并没有烟消云散，而被这些台湾人惟妙惟肖的，甚至青出于蓝的把它全部都学到了。
125.穿红内裤安太岁.txt	11	9	poem|proverb|quote|political_context		李敖大哥大。先向各位报告，我这一阵感冒过后，喉咙一直不好，今天还有恶化的现象，就是常常咳。所以这个音响的效果，一定使你们听来很不快乐。今天我讲的第一个题目叫做出生地条款不如射精地条款。首先大家看到今天的报纸，新任的教育部长开始做了一个荒谬的措施。就是关于台湾这个岛，到底是采用哪一种的拼音，他用归零的方法来处理。什么叫做归零的方法？就是按照我们整天讲，说台湾要走出去，台湾要进入联合国。既然走出去，既然进入联合国，那么你就要符合世界的标准。可是很奇怪，口口声声要进入联合国，却又不接受联合国的标准。联合国是采用大陆他们所开发出来的汉语拼音这个系统，台湾自己就造了一种所谓通用拼音。在教育部长前任的曾志朗处理方法，他觉得应该跟联合国的标准一致，可是当他说了这个话以后，立刻遭到所谓爱台湾人的打压，说我们台湾要用通用拼音。我曾经讲过，这个中文归中文，我们大家都看得懂。所谓拼音的原因是给谁看的？对象是老外嘛！是外国人，外国人到台湾来他们看的。他们看到这个拼音的方式，跟他们学中文的拼音，都是根据联合国的系统，就是中国大陆的汉语拼音系统学的。到了台湾以后，如果台湾用的是台湾独立的另外一种拼音，请问老外看得懂吗？那么老外看不懂，你拼在那里，一个路的招牌老外看不懂，那么给谁看？自己来爽，所以根本就搞错了对象。
125.穿红内裤安太岁.txt	15	9	poem|proverb|quote|political_context		由这个例子我想起来，有人又开始用归零的方法，来处理很多问题、来制造麻烦。台联这个莫名其妙的，由李登辉所卵翼出来的这个所谓的党，他们忽然提议说要修改宪法，说将来台湾总统的候选人应该设一个条款，什么条款？叫做出生地条款。所谓出生地条款，就是说这个总统的候选人要生在台湾，或者说生在台澎金马，才有资格选总统。如果你不生在台湾，你说你是台湾人，你有中华民国的国籍都不算，好比说像宋楚瑜，因为你没有生在台湾，所以不能选总统；马英九因为生在香港，所以不能选总统；连战虽然是台湾人，可是生在中国陕西省的西安，所以也不能选总统。那么提出来这个条款以后，我觉得很有趣，我收到了一些电传，我举三个例子给大家看，第一个电传说：李敖先生，你刚刚说台联表示不生在台湾的人，不可竞选总统。我认为，唯有原住民才可以竞选总统。因为台联也是外来政权，不是吗？内湖的蔡太太给我的电传。她说的很好，如果你是采用血统主义，那么原住民是台湾最纯正的血统；如果你讲究历史主义，那么原住民来台湾来得最早。今天我们口口声声说台湾人400年史，那是汉族人陆陆续续到台湾的历史，台湾的原住民不但有400年，甚至有4000年。所以这位内湖的蔡太太说，既然用这种出生地的标准，出生地的条款来选总统的话，应该原住民才有资格参选总统。我觉得讲得很好，所以如果台联这些人，对原住民说起来他们是假台湾人，对原住民这些真台湾人说起来，我们认为真正该选总统的人，用你们台联的这个出生地的标准，应该是原住民，而不是你们所说的台湾人。
126.2002年5月17号.txt	19	9	poem|proverb|quote|political_context		我告诉大家整个的结论就是，大家看我这段剪报，就看到我的好朋友战略评论家高雄柏早期的文章，他说：假如美国对东亚不介入要支配的话，如果台湾不足以当美国棋子。他是什么意思？他是说美国学者约翰米尔谢墨，在最新一期的外交事务月刊里面提出来一个构想，他说：如果中国大陆经济长期持续高速的增长，美国最好是让这个地区的对立势力互斗精疲力竭之时或者以后，美国再介入东亚以取得支配的地位。什么叫做互相斗呢？台湾美国叫你买武器，共产党看到以后，你美国人拼命增加军备预算，你在我家门口，把我的一个省也拼命增加它的军事国防预算，一会儿7000亿，一会儿9000亿，那还得了！我共产党也要增加，好了，大家拼命消耗整个的资源用来建设国防，用用来买武器，台湾升高，中国大陆升高；中国大陆升高，台湾也升高，升高以后美国找到一个理由，说当年上海公报跟大陆来建交的时候说的很清楚，那三个公报里面说的很清楚，美国要逐年来递减对台湾的军售。那为什么美国现在会增加？那美国，因为你大陆增加，所以台湾要增加。结果台湾拼命的把资源消耗下去，台湾这么小的一个岛，十年要花到9000亿到一兆的这个钱搞军备，这还是大的武器，小的武器花多少钱，我们还不知道。大陆当然更是相对的也起来了，那美国怎么办呢？把你们中国人拖垮。大家想没想到过去苏联怎么垮的，苏联就美国用这个方法，我跟你比赛军备竞赛搞飞弹，苏联就跟他比赛，美国搞得自己也是债台高筑，可是美国有个好处，就是它底子厚，好像有钱的人家底子厚，他虽然债台高筑，他还是这样子负债累累还没有垮，苏联跟它比垮了。这就是美国总统里根的成功之处，就是他把苏联给拖垮了，用军事竞赛把你拖垮了。
001.张学良是末代民族英雄.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
001.张学良是末代民族英雄.txt	5	8	theme		狗男狗女我全骂，好人喜欢坏人怕。
001.张学良是末代民族英雄.txt	7	8	theme		酸甜以后又苦辣，摆平以后又上下。
001.张学良是末代民族英雄.txt	9	8	theme		只有真理没八卦，快看李敖大哥大。
002.张学良与赵四小姐的爱情故事.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
002.张学良与赵四小姐的爱情故事.txt	5	8	theme		狗男狗女我全骂，好人喜欢坏人怕。
002.张学良与赵四小姐的爱情故事.txt	7	8	theme		酸甜以后又苦辣，摆平以后又上下。
002.张学良与赵四小姐的爱情故事.txt	9	8	theme		只有真理没八卦，快看李敖大哥大。
002.张学良与赵四小姐的爱情故事.txt	43	8	classical|proverb|quoted|political_context	中华民国	告诉什么？告诉就是在1949年中华人民共和国成立的时候，当时有两派意见，一派说我们要成立一个新的国家，用一个新的国号。另外一个说我们就用中华民国，人家说中华民国被污染了，可是过去也被袁世凯污染了。第一任总统不袁世凯吗？我们还叫中华民国嘛！没有关系嘛！虽然被蒋介石污染了，被国民党污染了，可是从38年1949年以后我们可以继续叫中华民国。可是，最后改国号这一派胜利了，认为叫中华民国，这“中华民国”已经被国民党搞的乌烟瘴气。老子们另外成立一个国家好了就叫做中华人民共和国，这下子救了台湾。因为台湾还可以继续用中华民国的国号，可是事实上中华民国已经名存实亡了。李登辉的这段话就告诉我们，中华民国的存在有赖于毛泽东的一个错误的决定，就是它不叫中华民国，而叫了中华人民共和国。
002.张学良与赵四小姐的爱情故事.txt	81	8	poem|quote|literary_people|political_context		顺便要插播张学良，昨天我背了一首诗，就是：赵四风流朱五狂，翩翩蝴蝶正当行。温柔乡是英雄冢，哪管东师入沈阳。第二句就是翩翩蝴蝶正当行，就是马君武写这首诗来挖苦来污蔑张学良的时候，就说918之夜，你跟着赵四风流，跟着朱武在疯狂，搂着电影明星胡蝶在跳舞。昨天我讲过了，不是的。当时他是招待香港的爵士，何东爵士。并没有跟她们跳舞，甚至张学良一辈子都不认识胡蝶，怎么会跟胡蝶跳舞呢？也不认识胡蝶，也没见过胡蝶，怎么会跟当时的有名的，当时的林青霞，当时的大明星跳舞呢？可是当马君武写这个诗在诬蔑张学良的时候，一个有趣的现象出现了，就当时电影明星胡蝶她不否认。她不说她根本不认识张学良，她不吭气。她不吭气，所以张学良就背着黑锅。到了胡蝶年纪老的时候，在台湾写了一本《胡蝶回忆录》。才透露了她从来没有见过张学良，她也不认识张学良。可是胡蝶小姐，为什么当年你不吭气，何不早说呢？为什么跟李登辉一样？你为什么不早说呢？他外来政权为什么不早说？为什么不早说？因为对她有利。把胡蝶的名字，电影明星跟张少帅张学良扯在一起，对她的票房有好处。所以老娘不吭气，说跟你跳舞就跳舞。918晚上你搂着老娘跳舞，老娘就跟你跳舞。结果搂着是鬼啊！根本没有在一起跳舞。证明这个故事告诉我们什么？告诉我们，这演艺人员有机会给自己作秀的时候，她宁肯抹杀了真实！
003.罗福助错在那里？.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
003.罗福助错在那里？.txt	5	8	theme		狗男狗女我全骂，好人喜欢坏人怕。
003.罗福助错在那里？.txt	7	8	theme		酸甜以后又苦辣，摆平以后又上下。
003.罗福助错在那里？.txt	9	8	theme		只有真理没八卦，快看李敖大哥大。
003.罗福助错在那里？.txt	19	8	classical|proverb		所以这时候我们看这个桥牌，我们叫黑桃。在英文里面叫spade，英文有一个说法就是call a spade spade，就是叫黑桃黑桃。事实上这spade是铲子的意思，就是他是个铲子，你喊这个铲子就是铲子。不是别的，换句话说叫名正言顺。这时候我们发现一个东西出现了，请大家看这些古铜器里面有一个怪模怪样的铜器，这个铜器叫做觚。在孔子时代，这觚已经变成这个样子了。所以孔子有一句有名的话叫做：觚不觚，觚哉？觚哉？觚是什么东西啊？觚原来有六个脚的一个酒杯，装酒的容器。后来演变，六个脚不见了，就变成这个直接落地的一个圆口的铜器了。所以孔子说这个觚本来就是六个脚的东西，现在这个东西出现了以后没有六个脚了，这还叫觚吗？这还叫觚吗？所以这句话翻成就觚不觚，觚哉，觚哉。就是六个脚的铜器不再是六个脚了，这还叫铜器吗？这还叫六脚铜器吗？
003.罗福助错在那里？.txt	35	8	classical|proverb|quote|political_context		同样的，就是这个规则里面大家要遵守。当一个行规你不遵守的时候就破坏了。就是什么？刚才我举的例子，孔子说：觚不觚，觚哉？觚哉？如果一个黑桃不叫黑桃还叫黑桃吗？这时候我们就会知道很多国会议员，你做的不是国会议员的事情，还能叫做国会议员吗？我记得过去朱高正在立法院的时候，那个时候林俊杰带着队伍来旁听，每个人身上都挂着字，写了招牌进来旁听。当时立法院的法警就禁止他们，说你们可以来旁听，可是不可以每个人身上写字这样子进来，他们就争。林正杰说：立法院里旁听规则哪一条说我进来不可以带字？身上不可以挂着字。的确，立法院旁听规则没有规定，不可以挂字进来。可当时老贼倪文亚就问了一句话，说，如果你进来这个字连在一起，说我们进来打朱高正，可不可以？不可以嘛！你是来旁听的嘛！你不是来宣传的嘛！同样的旁听规则里面没说不可以随地小便，你可以站起来解开裤子就小便吗？也不可以！所以我们记得人间的很多规则不是靠着法律硬定的，是靠着我们互相来遵守的，互相来默契的，互相不在话下的，互相的你知我知的。
004.批评陈水扁.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
004.批评陈水扁.txt	5	8	theme		狗男狗女我全骂，好人喜欢坏人怕。
004.批评陈水扁.txt	7	8	theme		酸甜以后又苦辣，摆平以后又上下。
004.批评陈水扁.txt	9	8	theme		只有真理没八卦，快看李敖大哥大。
004.批评陈水扁.txt	17	8	classical|proverb|quote|political_context		那么这个就有两个特色，一个刚才我讲的，像美国市议员这种小便；另外一种就是我不小便。老子膀胱大，我把尿能够憋得住。过去有一位党外人士很了不起的，很不幸，他死掉了，他的名字叫做苏秋镇。这是苏秋镇跟钱伟长合照的相。苏秋镇他当时在党外时代，他就把关要删国防预算，国民党每个议案来了以后，他就要删！国民党就等他，等什么呢？等你总会小便嘛！你去小便的时候，然后他们看他去小便了，好多少案子都全通过了。所以苏秋镇就发现他只要撒一泡尿，多少个法案都被国民党通过了，所以他就吓得不敢去小便。后来他竞选的时候就问我，他说：李敖兄，你有没有好的竞选标语给我一张？我说，我可以设计一句话给你，叫什么？叫做——膀胱真有力。我膀胱有力量，就是我能够憋尿，因为能够憋尿，所以可以把守这个关口。我不去小便，所以国民党的法案都通不过。这是一种Flibuster。
005.解释两岸关系.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
005.解释两岸关系.txt	5	8	theme		狗男狗女我全骂，好人喜欢坏人怕。
005.解释两岸关系.txt	7	8	theme		酸甜以后又苦辣，摆平以后又上下。
005.解释两岸关系.txt	9	8	theme		只有真理没八卦，快看李敖大哥大。
006.反对党为了反对而反对是对的.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
006.反对党为了反对而反对是对的.txt	5	8	theme		狗男狗女我全骂，好人喜欢坏人怕。
006.反对党为了反对而反对是对的.txt	7	8	theme		酸甜以后又苦辣，摆平以后又上下。
006.反对党为了反对而反对是对的.txt	9	8	theme		只有真理没八卦，快看李敖大哥大。
007.假如陈幸妤是慰安婦.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
007.假如陈幸妤是慰安婦.txt	5	8	theme		狗男狗女我全骂，好人喜欢坏人怕。
007.假如陈幸妤是慰安婦.txt	7	8	theme		酸甜以后又苦辣，摆平以后又上下。
007.假如陈幸妤是慰安婦.txt	9	8	theme		只有真理没八卦，快看李敖大哥大。
008.假如陈幸妤是观世音.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
008.假如陈幸妤是观世音.txt	5	8	theme		狗男狗女我全骂，好人喜欢坏人怕。
008.假如陈幸妤是观世音.txt	7	8	theme		酸甜以后又苦辣，摆平以后又上下。
008.假如陈幸妤是观世音.txt	9	8	theme		只有真理没八卦，快看李敖大哥大。
009.台独是孬种.txt	3	8	theme		快看李敖大哥大，打开天窗说亮话。
