id	file	line_start	line_end	chapter	category	quote_text	source_or_origin	summary
LACMHN-144	017.《全盘西化的理由》前记.txt	45	45	《全盘西化的理由》前记	文化论战比喻	无源之水，可立而待其涸；无根之木，可坐而见其枯。	胡礼垣《劝学篇书后》	胡礼垣以无源无根比喻中体西用。
LACMHN-145	017.《全盘西化的理由》前记.txt	49	49	《全盘西化的理由》前记	古典成语	皮之不存，毛将焉附？	《左传》成句	胡礼垣借古语批评只取西法外篇。
LACMHN-146	017.《全盘西化的理由》前记.txt	51	51	《全盘西化的理由》前记	文化论战格言	中国之学西法，错在不学其心，而但学其法。	胡礼垣语	胡礼垣一刀断根式批评学西法只学其法。
LACMHN-147	017.《全盘西化的理由》前记.txt	63	63	《全盘西化的理由》前记	文化论战文句	从前人虽然想采用西方化，而对于自己根本的文化，没有下彻底的攻击。	梁漱溟语	梁漱溟承认新青年诸人对根本文化批判的到位。
LACMHN-148	017.《全盘西化的理由》前记.txt	77	77	《全盘西化的理由》前记	文化论战比喻	你只好坐单轮车吧，不要来乘火车。	陈序经《中国文化的出路》	陈序经以火车比喻接受西化风险。
LACMHN-149	017.《全盘西化的理由》前记.txt	83	83	《全盘西化的理由》前记	文化论战文句	我很不客气的指摘我们的东方文明，很热烈的颂扬西洋的近代文明。	胡适语	胡适表明对东西文明的态度。
LACMHN-150	017.《全盘西化的理由》前记.txt	85	85	《全盘西化的理由》前记	文化论战格言	一切文明都有物质和精神的两部分。	胡适语	胡适反对东西文明物质精神二分。
LACMHN-151	017.《全盘西化的理由》前记.txt	89	89	《全盘西化的理由》前记	文化论战格言	不要拿耳朵当眼睛，睁开眼睛看看自己，再看看世界。	胡适语	胡适劝少年勿受夸大狂煽动。
LACMHN-152	017.《全盘西化的理由》前记.txt	95	95	《全盘西化的理由》前记	学术史评语	严刻的理智态度走科学的路	胡适语	胡适称宋学到清学中的科学方法。
LACMHN-153	017.《全盘西化的理由》前记.txt	101	101	《全盘西化的理由》前记	哲学史文句	五十年后，或一百年后，或竟能发生一种世界的哲学，也未可知。	胡适《中国哲学史大纲》	胡适想象东西哲学接触后发生世界哲学。
LACMHN-154	017.《全盘西化的理由》前记.txt	111	111	《全盘西化的理由》前记	文化论战成语	中学为体、西学为用	晚清流行语	梁启超概括甲午后流行的中体西用口号。
LACMHN-155	017.《全盘西化的理由》前记.txt	111	111	《全盘西化的理由》前记	古典成语	深根固柢	梁启超《清代学术概论》	梁启超形容旧思想根深蒂固。
LACMHN-156	017.《全盘西化的理由》前记.txt	111	111	《全盘西化的理由》前记	文化论战比喻	来源浅觳，汲而易竭	梁启超《清代学术概论》	梁启超形容外来新思想来源浅薄。
LACMHN-157	017.《全盘西化的理由》前记.txt	121	121	《全盘西化的理由》前记	文化史比喻	像旭日初升，如花初发。	陈序经《中国文化的出路》	陈序经形容15世纪欧洲新文化。
LACMHN-158	017.《全盘西化的理由》前记.txt	149	149	《全盘西化的理由》前记	文化论战格言	文化本来是变化的，而且应时时变化，停而不变，还能叫做什么化呢？	陈序经《中国文化的出路》	陈序经以变化解释文化。
LACMHN-159	017.《全盘西化的理由》前记.txt	153	153	《全盘西化的理由》前记	文化论战警句	欧人所谓穷，是没有舒服，中国人的穷，是穷到非人的生活。	陈序经《中国文化的出路》	陈序经比较中欧贫穷含义。
LACMHN-160	017.《全盘西化的理由》前记.txt	160	160	《全盘西化的理由》前记	文化论战反问	其异于奴隶者几希？	陈序经《中国文化的出路》	陈序经批评拒绝现代文化者近于奴隶状态。
LACMHN-161	017.《全盘西化的理由》前记.txt	162	162	《全盘西化的理由》前记	古典化用	后之视今，恐犹今之视昔。	王羲之《兰亭集序》化用	陈序经借古典句式警告后人眼光。
LACMHN-162	017.《全盘西化的理由》前记.txt	168	168	《全盘西化的理由》前记	文化论战格言	文化乃人类的创造品。	陈序经《中国文化的出路》	陈序经反驳民族文化本质论。
LACMHN-163	017.《全盘西化的理由》前记.txt	170	170	《全盘西化的理由》前记	文化论战比喻	我们祖宗曾经结绳以记事，我们用了文字，已是变化，我们若一定要保存祖宗的创业，吾们何不再结绳以记事？	陈序经《中国文化的出路》	陈序经以结绳记事反驳保守旧文化。
LACMHN-164	017.《全盘西化的理由》前记.txt	172	172	《全盘西化的理由》前记	文化论战格言	西方人提倡东方化，是西方人的事，东方人要西化，是东方人的责任。	陈序经《中国文化的出路》	陈序经区分西方研究东方与东方自我西化。
LACMHN-165	018.《中国近代史论集》序例.txt	29	29	《中国近代史论集》序例	史学比喻	这就好像只根据一造的口供就来判案一样，当然有失公平。	李敖评蒋廷黻	李敖说明只据外国文件研究外交史的偏颇。
LACMHN-166	018.《中国近代史论集》序例.txt	29	29	《中国近代史论集》序例	史学方法文句	平铺直叙挖掘历史真相，并且呈露历史真相。	李敖评蒋廷黻	李敖称蒋廷黻史料编纂呈露真相。
LACMHN-167	018.《中国近代史论集》序例.txt	29	29	《中国近代史论集》序例	史学评语	真正算中国新史学的开端	李敖评蒋廷黻	李敖称蒋廷黻外交史资料为新史学开端。
LACMHN-168	018.《中国近代史论集》序例.txt	31	31	《中国近代史论集》序例	书名相关文句	对我国近代史的观感	蒋廷黻《中国近代史大纲》自述	蒋廷黻称《中国近代史大纲》为近代史观感。
LACMHN-169	018.《中国近代史论集》序例.txt	31	31	《中国近代史论集》序例	书名相关文句	简略的初步报告	蒋廷黻《中国近代史大纲》自述	蒋廷黻称其小书为初步报告。
