source_file	line	risk	text
008.给黄少谷先生的又一公开信.txt	111		④萧孟能告李敖，竟说“于被告坐牢期间，自诉人亦常惦念，并赠送水晶大厦八楼之房子，供被告收益”（上诉理由状），公然抹杀公证书的“买卖”行为！高院三推事公然也连公证书都视而不见，这又算什么！
008.给黄少谷先生的又一公开信.txt	113	risk	⑤萧孟能说李敖侵占了一台电话，他在“上诉理由状”中，又一再强调这具电话的申请书，是他“亲笔填写”，要求向电信局查卷。但经向电信局调来申请书，却证明并非萧孟能亲笔填写，乃李敖弟弟李放所填写。萧孟能理屈，再主张李放是为他办事，电话是代他申请的，当时曾一次申请几个电话，又请法院向电信局调次一号电话即7085129号的申请书，说如是李放写的，此李敖名下的电话就是他的。经法院再调卷，并且送请刑事警察局鉴定结果，两具电话申请书，“非一人所书写”。高院三推事却把自己找来的刑事警察局科学鉴定推翻，硬说侵占，这又算什么！
008.给黄少谷先生的又一公开信.txt	115		⑥地院判决书只说“胡因子”，是对的，高院三推事却说“将其移转登记与其配偶胡因子”，是大错特错的！“移转登记”是“六十九年（1980）1月10日”，胡因子成为“配偶”是“六十九年（1980）5月6日”，李敖实在不明白为什么高院三推事硬使他提前近四个月结婚！高院三推事这种判决书上的措词，未免太不负责任！不但与事实不符，并且造成“李敖把房子给了老婆”的伏笔！栽证作伪，手法拙劣，竟一至于此！
008.给黄少谷先生的又一公开信.txt	121		二、高院三推事说“魏锦水违约”，但据魏锦水致王剑芬存证信，明告：“双方事后曾口头协议由台端将尾款55万元直接偿还银行之贷款，以便领取权利状办理房屋部分所有权移转手续，讵台端言而无信一再借词拖延。”则违约之责，有待查明，高院三推事却“漏未审酌”。
008.给黄少谷先生的又一公开信.txt	123		三、魏锦水于“七十年（1981）5月22日”庭证说：“王剑芬曾与我有口头协议，如果我无法缴清钱，她可替我先出。”则违约之责，又待查明，高院三推事却“漏未审酌”。
008.给黄少谷先生的又一公开信.txt	127		⑧高院三推事说：“原不发生移转所有权以保产权之问题。”但魏锦水来信如此，他和银行关系如彼，他在庭证中又说明“必须还了银行的钱，才可以办过户”，因为权状在银行手中，不“移转所有权”，试问如何解决问题？不解决吗？那李敖是否有背信之虞？因为萧孟能已授权李敖卖掉这房子，但不“移转所有权”（即所有权仍在魏锦水名下），能够卖吗？设定与权状在银行手中、房子在魏锦水手中、土地在王剑芬手中、使用在房客手中，试问这种房子，能够卖吗？除了暂由胡茵梦出面先行过户，试问还有什么别的办法？所以原审判决说：
008.给黄少谷先生的又一公开信.txt	145		⑨胡茵梦伪证后，在1981年6月16日的另一场民事庭上，她又改口说房子是送给她的，她收了。这种作风，真不知是哪一国的“脱轨的伪证”？
008.给黄少谷先生的又一公开信.txt	147		⑩高院三推事说：“处理委托事务，不仅违背自诉人将房地一并出售120万元之指示而竟意图据为己有拟赠与胡因子。”试问有此“指示”吗？根本没有！高院三推事所谓“出售120万之指示”，根据该是有此授权才能成立，但是遍查授权书十五件、协议书一件、全部信托二十三项，从来没有什么“出售120万”的话，高院三推事凭什么说有此“指示”？这不是故意罗织吗？
009.志在搅局.txt	9	risk	“荣誉顾问”是这么来的：去年10月5号的《关怀》上，有《我所希望的党外》征文，其中林台南的一篇最后说：
009.志在搅局.txt	15		早上起来，先做一件开心的，就找出这次在牢里搜集的漫画，写信给你们，并附诗——《志在搅局》——一首如下：
010.不要凭借已成的势力.txt	7		你在《中国时报》被余老板kick upstairs，我早就得知了，这本是我早就意料中的事。古话说赵孟之所贵者，赵孟亦能贱之，你在中国新闻史上划时代的地位，固然不是任何人所能“贱”的，但你在世俗权位上的升降，却的确未免受制于一人，这是很不好的。
010.不要凭借已成的势力.txt	9	risk	1919年，章太炎在少年中国学会讲演，说当时青年的弱点有四，其中之一是“妄想凭借已成的势力”。我想这一弱点，本是人之常情，尤其在一切都被垄断下，更是如此。国民党统治下，是没有什么机会均等的；时代的剧变，也造成这一畸形。余纪忠、王惕吾不托庇于国民党的“只许我办报，不准你办报”，他们哪能称王？而王永庆、陈茂榜若晚生三四十年，他们又哪有今日？所以，今日青年一出道，想凭借已成的势力，未可厚非，甚至值得同情。但是，在凭借过程中，却不可过分委曲求全。我想，在你和元馨为理想努力的过程中，余老板“强迫”你们无法保有自耕农式的出版社，而要“并吞”你们做他农奴式的伙计，从贯彻你们的理想看来，这种委曲求全，是《中国时报》理想之福，而非你们的理想之福。
010.不要凭借已成的势力.txt	11		以上这一意思，我曾冒“挑拨”之讥，多少为你、为志信，反复陈说过，可是余老板的房屋、余老板的汽车、余老板的劳力士……足可使你们这些想凭借已成的势力的头号干将们“妄想”了。所以，今日之高信疆，不得不沦为未老投荒；而他年之简志信，也难逃白发放洋。这是余家班统治下的必然公式，只是你们欲振乏力，只好任凭宰割而已！
010.不要凭借已成的势力.txt	21		这封信，不是以朋友的立场写的，是僭用你大哥高信郑的立场写的，有的话说得重了点，你和新娘子当然不敢见怪。
010.不要凭借已成的势力.txt	25	risk	〔附记〕信寄出后，我觉得有五点要说明一下：一、“老是避而不见”当然不是对信疆个人，是我“隐而不退”以后对老朋友的惯技；二、信疆在“中国新闻史上划时代的地位”，我有《副不副，副哉？副哉？》长文，收在《李敖全集》第四册里；三、“房屋”“汽车”“劳力士”，是以具体写抽象，实际上并无此事，余纪忠笼络信疆这种理想挂帅的年轻人，又何须用世俗的手段？对人才，余纪忠精于赏识的眼光和勇于提拔的手笔，在台湾无出其右。信疆对之，也有知己之情，并且不计浮沉，忠心到底。但是余式伯乐，是小伯乐、是机会主义的伯乐，所以情随事迁，感慨系之矣！我跟信疆“挑拨”过，我说：“别以为他们的报对我们多好吧！别忘了这些报根本就该是我们的！国民党如果开放报禁，准人民办报、准我们办报，他们早都垮台，要去穿球鞋了。根本是我们的，而被他们抢去的，我们该用这种气魄来看和他们的关系才对。”这种气魄，也正是今日青年所缺乏的，今日青年被上一代压迫得太久了，只会手心向上而不会翻掌一扑了，受制于人而不以为异也不思其反，这真是大悲剧了！四、“捡到篮里就是菜”也有好处，可以不择细土而成其大，并且挟带私货入境。李敖能上《中国时报》，非私货而何？五、信疆大哥信郑是我老友，所以我对信疆的袒护和责备，都是旧式大哥式的。我可以欺负信疆，但别人欺负他，我就要警告，此正所谓大哥也！
011.国民党与豹.txt	5		送上《李敖千秋评论丛书》第十九期《脱轨·美感·屁》，请你特别看《你们后死有责！》一篇，我在里面说：
011.国民党与豹.txt	7		我相信真正能把《胡适全集》编出来的，还是有待于私人机构。私人机构是肯做事的，一变成公家的，就完蛋。那天你请客的席上，我颇属意绍唐，认为绍唐或可透过胡祖望的支持，排除各方面的抵制，但那天晚上绍唐说为了他买下《胡适选集》，自己被胡老太王志维追告不已，甚感苦恼云云。
011.国民党与豹.txt	11	risk	你办《传记文学》二十年，有功有过，功在很技巧的显出了（还谈不到揭发）国民党的许多糗事；过在挟泥沙俱下，也帮国民党做了太多不实的宣传与伪证。更可怕的，是你使这些丢掉大陆的罪魁祸首们、祸国殃民的大小混蛋们，因能在你的杂志上自我陶醉而延年益寿，我认为他们集体能晚死二十年，除了漫无心肝的先天条件外，《传记文学》和“荣民医院”两者是责无旁贷的。德刚说你是活阎王，我认为从可延人年能益人寿的观点上看，更是如此。
011.国民党与豹.txt	17		在文星时代，有一次我同何凡等聚餐，何凡洋洋得意的说他在《联合报》写“玻璃垫上”，一连写了十多年，还不出事，可见段数之高。你李敖整天惹警备总部，是何道理？我说，何凡啊！你还好意思说吗？你独占专栏地盘，有别人享受不到的好机会，有这么大的宣传媒体，你整天写的，上限不过大官的白眼，下限不过公车的黑屁，然后就是谁跳多高、谁跑多快、白菜萝卜多少钱一斤……你十多年来，没把言论自由的尺度写宽一点点，没给警备总部这些大老爷们施以一点点教育和教训，你不觉得你失职吗？你还好意思这么得意吗？
012.要舍得骂自己人.txt	9	risk	话说回来，妨害“秘密通信自由”的人，不仅仅是国民党。许多朋友的“秘密通信自由”或“隐私权”，都已经陆续成为你的“著作权”了。所以，写信给李敖要有“投稿”的心理准备，这也是我一直没写信给你的原因。
012.要舍得骂自己人.txt	13		最近（2月4日）你又偷溜下山，在忠孝东路被蔡仁坚逮到，蔡仁坚是《前进》的专栏主任，他向你邀稿，你却说写文章还没敲定，因为我还没“道歉、赔款、惩凶”。
012.要舍得骂自己人.txt	15		“道歉、赔款、惩凶”是列强对付中国人的方法，却被李敖学起来，成为“李敖帝国主义”三条件。再说，这样空洞的六个字，要怎么实行呢？“道歉”的条件，邓维贤已经自作主张替我作了。“赔款、惩凶”究竟指什么？你该不会拿着空白支票乱开价吧？
012.要舍得骂自己人.txt	33		你说在“孙东宝”牛排店碰到那次，我亲口答应替《前进周刊》写专栏，没有错，但“君子协定”中还有两条你不宜健忘的：
012.要舍得骂自己人.txt	35	risk	第一、我说我要有批评党外的自由，你们不得重蹈《深耕》那次不准我批评的覆辙。当然我也欢迎你们登批评我的文字，我绝不生气，绝对有度量接受或示范。我们党外若不准人批评，那和国民党何殊？又何必做党外？冒充党外？这一条件，承蒙你同意。
012.要舍得骂自己人.txt	37		第二、我说为了保障我的言论自由，也为了使你因登我文章少得罪别人，我想用“李敖租界”做专栏题目，这样我可以横行，你可以脱身——你可说你控制不了“李敖帝国主义”。这一条件，也承蒙你同意。（你来信说是“李敖自治区”，不对，自治区变成了你们比我大了，你们怎么可以比“脱轨的老大”大？）
012.要舍得骂自己人.txt	61		我写《费希平先生自处之道》，我知道给你最大的为难，既然你通过了这一考验，我就不再为难你了。对费老的答辩，我李老还有话要说，不过将发表在《千秋评论》上，不使你痛苦了。
013.给孙运璿先生的公开信.txt	5	risk	这月15日，苏秋镇先生在立法院向你们新闻局局长宋楚瑜先生质询，问不许人民登记办报，根据的是哪条法律？宋楚瑜先生答复了半天，答不出来，他口齿伶俐，但讲的是别的，不是法律。苏秋镇先生再质询，说：
013.给孙运璿先生的公开信.txt	9	risk	这时先生站出来，代为答复。先生答复了半天，也答复不出来。先生也口齿伶俐，但讲的也是别的，不是法律。苏秋镇先生说得好：“所谓法治是指依法办事，政府本身如不守法，不依法办事，如何要求人民守法？”在不许人民登记办报一点上，你们确实已经违反了《宪法》第11条言论自由的规定，这一点上，已经不是法律问题。无怪宋楚瑜先生回座以后，你们的法务部长李元簇先生要转过头来说：“报禁确实是于法无据啊！你哪里找得到条文呢？”苏秋镇先生是最优秀的法律专家，他能在法律上扣紧质询焦点，你们自然在法律上会被问住，反证了你们不依法办事。不依法办事，当然不是法治；不是法治，就是在台湾不好好行“宪”；在台湾尚且如此，还口口声声要把《宪法》带回大陆，那是干什么呢？大陆同胞如果想看的话，是看你们带回的行“宪”事实，而不是《宪法》条文，《宪法》条文三十三年前的大陆同胞就看过了，台湾同胞也看了三十三年了，谁要看条文？条文有什么好看？你们在台湾三十三年，还不能法治、不能行“宪”，整天还用“非常时期”要人民相忍为安，你们好意思吗？国民党自从出现以来，照你们的说法，已近九十年，九十年间，追随你们的人民，已经从爷爷追随到孙子，孙子都变成了爷爷，可是一直还在“非常时期”中，永远“非常时期”，非常个没完没了，这可就不太好意思了吧？人民追随你们，“相忍为安”了九十年，结果是在台湾者水深、在大陆者火热，参政无缘、倒霉有份，你们既然还是不肯下台，那么至少该学学古代家天下的皇帝，“下诏罪己”一下吧？可是，从你们一个个在立法院中的公然不守法治、一个个不针对质询内容答复、一个个口齿伶例的胡说乱盖，你们表现的，实在没有一点惭愧和抱歉，你们连“下诏罪己”的诚意都没有，你们未免太蛮横了吧？
013.给孙运璿先生的公开信.txt	11	risk	就算“非常时期”的怪说永远成立，你们不能法治、不能行“宪”，但你们给人民的理由，是不是也得自己检讨一下呢？仍以报禁问题为例，先生答复苏秋镇先生的质询中，提出不准登记办报的理由是防止“恶性竞争”，先生这一说法的不能成立，我另有《还是第一声最像》一文纠正，这里姑且不论。这里要说的，是先生这一理由，如何同当年不准登记的理由“接龙”的问题。贵党总裁在1955年4月5日《在国父纪念月会中讲述保障人权及言论自由问题》中，曾就不准登记报纸，有这样的谈话：
013.给孙运璿先生的公开信.txt	15		这段谈话很明白的把不准登记办报，扣紧在“节约用纸”的唯一原因上，可见不准原因，只此一件，别无其他。但在事实上，“节约用纸”的原因，早就不存在了，这种不存在，从各报张数增加一倍上和先生答复只字不提上，可以为证。先生答复中虽然只字不提“节约用纸”的理由，却接上另一个理由，就是所谓防止“恶性竞争”，试问这两个理由之间，你们是怎么“接龙”接上的？贵党既然在1951年4月公然以命令宣布“节约用纸”的原因而不准登记，当这一原因不存在以后，就该再公然以命令公告周知，怎可以闷声不响，使理由真空、使禁令坐实？若说防止“恶性竞争”的理由正好不早不晚，正好跟“节约用纸”的理由接上，“节约用纸”作废之日，就是防止“恶性竞争”开始之时，这种巧合，又何以服众？就算能服众，按照行政手续，也该有送旧迎新的命令才行，如何能闷声不响，私下“接龙”了事。如此示人以不广、如此不示人以不法，反证了你们非但不守宪政制度的法治，甚至行政手续的吏治，也都瞒天过海了。
013.给孙运璿先生的公开信.txt	17		运璿先生，你我都是祖籍山东的人氏，都是“满洲国”统治下的遗民，你在哈尔滨工业大学毕业的后一年，我出生在哈尔滨，如今又同在台湾做统治者和被统治者，我无心同你攀老乡，但你究竟像是个老实人，以“坦诚平和”载于当代名人录，我实在不忍看来自中国东北的跑到中国东南去丢人现眼，我劝你多在“坦诚平和”上着力，少说几句谎话吧！
014.写出中华儿女真的血泪.txt	7		本周你家老太爷归来，你凭空冒出个爸爸，实在是大新闻。几年前我在牢里，听到李光辉归来的故事，为之泪下；如今你家这一次，也极感人。托尔斯泰《安娜·卡列尼娜》说幸福的家庭都是一样的，不幸的家庭各有各的不幸，我觉得你们杂志应该辟一专栏，专门搜集这几十年来，中国人在乱世中遭遇的千奇百怪的不幸故事（故事不妨由人代笔或访问得之，但一定要真的故事，假的不要；并且要动人的故事，太普通的也不要）。我想，这样的时代纪录是极为必要的。这是中华儿女真的血泪，这是真的文学与历史，要比官方的和御用文人的好一万倍。甚至你可以用征文方式去搜集，看谁写得最好。
015.林洋港与应召女郎.txt	5		今天看报：看到先生“颁发一等二级警察奖章给警政署长何恩廷”，说：“何恩廷署长掌理警政工作有四个特色：（1）踏实：使一切警政措施没有好高骛远的现象，不标新立异、不流于空谈。（2）科学化：充分把握轻重缓急的要诀。（3）合群：不刻意突出，但却能获得各机关对警政工作的全力配合支援。（4）坚毅不拔：默默耕耘不辞劳怨。”对先生这些话，我愿举出一点实证，来核对一下，并请先生给我答复。
015.林洋港与应召女郎.txt	9		我的实证是一个老问题，但却是个新发展中的老问题。老问题是可怜女人的卖淫问题，新发展中的是警察包庇新兴的卖淫事业问题，照5月1日《时报周刊》的调查，新兴的卖淫事业已到了“色情花招又翻新”的程度。它说：
015.林洋港与应召女郎.txt	13		据一名“玩家”说，目前最流行的是“综合型”，即以餐厅面目出现的应召站。
015.林洋港与应召女郎.txt	31		风尘味更难在她们脸上显露，有人说：“来过这里之后，走在街上都没有信心，实在分不清漂亮的女孩，到底在干哪一行。”
015.林洋港与应召女郎.txt	57		“能不能说明白一点。”
015.林洋港与应召女郎.txt	103		“多的可以有五六次，少的只有一二次，这凭本事和人缘，不过，我们彼此之间都不问，问了，对方也不会说，餐厅与餐厅之间有竞争，一家餐厅里的小姐间，也有竞争。出场次数属于‘业务机密’。”
015.林洋港与应召女郎.txt	105		到这里寻芳的客人，一般来说，水准比较高一点，这固然和消费有关，和心理因素更有关系。
015.林洋港与应召女郎.txt	113		“没有，不过，我们也可以把不愿意接受的客人，告诉经理，经理在安排时，就会注意，免得影响以后的生意，我就向经理说过，道上兄弟我不愿意接，他们太凶了。”
015.林洋港与应召女郎.txt	115		这就是说，可怜女人与经理、老板之间，有黑社会的“道上兄弟”，像所有淫业一样，她们在卖淫以外，还受到流氓的“保护”，给流氓“保护”，是要付代价的。所以，她们的神女生涯，也是相当麻烦的。
015.林洋港与应召女郎.txt	119		《时报周刊》说：“餐厅式的应召站，等于是老式应召站的公开化。”洋港先生，我写这封信的主旨，就在这里。可怜女人的卖淫，是老问题；但它有了“新发展”，这种“新发展”，就不得不教人忧虑了。
015.林洋港与应召女郎.txt	121	risk	远在十八年前，我就写文章批评了你们国民党的娼妓政策，我说：
015.林洋港与应召女郎.txt	123	risk	以1956年3月22日台湾省政府主席严家淦为例，他在这天公布了《台湾省管理妓女办法》。在这个办法的“总则”第1条中，我觉得基本思路是不差的。第1条说：“台湾省各县市为取缔娼妓辅助从良，特订本办法。”这明明是承认，“取缔娼妓”是政府的一个目标，这个目标是符合国际标准的。至于办法方面，方式是采取缓进的“辅助从良”，这也不能说错，只是技术问题很困难，大官们的智慧已经无法在技术问题上想出釜底抽薪的好主意，所以大方向尽管朝“取缔”的路上走，走了多少，真是天晓得！
015.林洋港与应召女郎.txt	129		我又说：
015.林洋港与应召女郎.txt	137		说给洋港听
015.林洋港与应召女郎.txt	139		洋港先生，也许你会说，娼妓问题是人类有史以来的老问题，当年严家淦先生所订“两年内全部取缔完竣”的期限，是行不通的。但是，纵然如此，总不能一拖二十五年，来向人民展示不通吧？总不能一拖二十五年后，非但说了不算，反倒便私娼通到“林肯”的下体吧？
015.林洋港与应召女郎.txt	147		这位管区警员既然这样说了，我能了解他的苦衷，就说那就等到4月30日吧！不料4月30日到了，5月1日起，这个林肯大厦西餐厅色情营业照旧，但是管区警员却给调了职！林肯大厦的住户，一再向我反映他们的痛苦，他们说他们人微望轻，不但向警察反映没用，并且还有遭到流氓报复的危险。好好的一座大厦，如今搞得房价大跌、管理失序、流莺乱飞、嫖客成群。住大厦的女士们，在进出之间，尤其困窘。她们跟丈夫或男朋友一起出来，就被行人或排成长龙的计程车司机当成婊子嫖客；她们一个人回家，坐计程车，都不敢说目的地是林肯大厦，因为一说就会被司机打趣，认为是从旅馆“下班”回来。所以她们只好在附近大厦先下车。诸如此类，已经闹得全台湾都知，只是警政署长何恩廷先生不知。洋港先生，对这些“台湾第一”，你在发奖章的时候，又作何感想？
015.林洋港与应召女郎.txt	149		还说没证据？
015.林洋港与应召女郎.txt	151		洋港先生，色情营业的老问题新发展，不要再说没有证据了。销路十多万份的《时报周刊》所提的调查、所拍的照片，就是最好的证据。治安人员想去搜集证据，也易如反掌，因为“顾客在柜台付钱，然后到旅馆”。如果要找，处处都有犯法的证据。这种证据，你林洋港先生、我李敖先生，都拿不到，因为我们走到哪里，都会被认出来，但是一般的治安人员去搜集，无须化装，就手到擒来。整个的问题是“非不能也，是不为也”。为什么不为？因为警察得了好处，说警察得了好处，何恩廷先生一定拍案大怒，说拿证据来。个别证据，的确难拿，但是一个“名声最响”的应召站，公而然之那么久，经我挂号信请调查，经《时报周刊》点名报导、图文并茂的加以举证，信义路派出所主管先生却仍不加取缔、大安分局局长先生也不加取缔、台北市警察局局长颜世锡先生也不加取缔、警政署署长何恩廷先生也不加取缔，若说不是警察得了好处，其谁能信？当然这并非说高级警官得了好处，但他们不加取缔的作风，却是当不住先生所说的“四个特色”的，既然这样，先生还把奖章颁发，我真不知道所奖的是什么？难道放纵卖淫事业，就是“踏实”“科学化”“合群”“坚毅不拔”吗？
015.林洋港与应召女郎.txt	153	risk	回想十八年前，当何秀子的“巧苠美容院”应召站被取缔前，警方总推说没有证据，拖延不办，弄得群情大哗，经国民党大官人和议员们震怒后，一夕之间，台北市警察局就有证据了，何秀子的王国也垮了。如今，十八年过去了，新生代的应召站在水准上不及何秀子，但在公而然之的程度上，却“林肯”级了；何秀子的应召站，只不过是中山北路小巷尽处的一点艳帜，但今天的应召站，却是敦化南路林荫大道上的霓虹灯管与车水马龙了。唉，洋港先生，既然你是掌管警察的内政部长，你的责任何在、能力何在？在今昔对比之下，一切都是清楚的。既然清楚，你却还用颁发奖章来给警察总监好看，你所做的，未免太过分了吧？
015.林洋港与应召女郎.txt	159	risk	时代潮流下的卖淫问题，演变的方向是：可怜女人个人的行为，是可以原谅的，但是媒孽其中，靠她们的血泪与皮肉赚钱的一干人等，不论是老鸨、小鸨、龟公、保镖、大茶壶，乃至拿了好处的警察等等，却是不可以原谅的。此所以英国“琪莱事件”中，可怜女人琪莱可以得到同情，但是皮条客华德医生却不得不自杀以明责任、内政部长普瑞弗莫却不得不下台以谢国人。当然你这位内政部长，不会像英国那位一样与应召女郎扯不清而下台，但我宁愿你如此，我想你若连在“娼妓与警察”一问题上，真不能做出一点点成绩，你这个内政部长，真的不干也罢了！回想前年12月5日，先生在立法院内政委员会上夸口，说色情问题内政部要“禁”“导”兼施，如今，我们又等了一年半了，我们实在看不出先生的“禁”禁在哪里？先生的“导”导向何方？我们看到的，是色情营业的泛滥、泛滥、更泛滥，可是“取缔重大风化案件”，却一件都没有。我总觉得：先生若这样没有信心下去、没有魄力下去，内政部长实在不好干下去了。可怜的林肯说得好：“你可以欺骗多数人于暂时，你可以欺骗少数人于永久，但你不能欺骗多数人于永久。”（You can fool all the people some of the time，and some of the people all the time，but you cannot fool all the people all the time.）洋港先生，当永久的多数人厌倦你的大嘴巴——光说不练的大嘴巴——以后，你的末日，也就为期不远了！
016.我很刁.txt	5		第八期《李敖租界》所占篇幅太多，我的“远程连线系统”（remote on-line system）情报得知：贵刊有中常委级的巨头表示忧虑，所以以后拟写得短一点。话说回来，这次篇幅太多，纯系你们滥用言论自由之故，站在我的立场，当然要做大度示范，赞成所有骂我之稿，一律刊登；但是站在editorship立场，对不用心不及格的稿件，实应适度予以劝阻，免得我还起手来，所伤实多。以筱峰此文为例，爱筱峰者，实应先劝他仔细求证后，再惹李大爷，否则凭空被李大爷翻掌一扑，又何苦来？至于筱峰文末，有“《前进》辟‘租界’给李敖，我建议《前进》的订价不应该将租界地也计算进去”。请看这叫什么水准的话！你们实在不该叫筱峰出这种洋相！
016.我很刁.txt	11		这种登法，是违背新闻处理基本原则的。因为我根本没有过此种反应。《纽约时报》包德甫在台湾的时候跟我说，报导当事人任何消息，都以亲见为要件，耳食之言，一概不登。大报有此约束，良有以也。特地写来，供你们参考。
016.我很刁.txt	13		甘地去欧洲的时候，伦敦《每日邮报》记者对他的谈话乱加报导，甘地见到这记者，说：
016.我很刁.txt	15	risk	我想不到你把这事又拿来作政治运用。但你要明了，我所谈的政治是不能与非暴力和真理分开的。我曾一再说过，我宁可丧失印度而不愿放弃真理。我可以告诉你，我颇有幽默感，要不然，我准会发疯。比方说，我看到你所作的报导，就可发疯。你完全歪曲事实，我可以不再理你。但是我不这样做，我还是像平日一样接见你。
016.我很刁.txt	17		按说许多事，实在不值得一一解释，因为鸡毛蒜皮，一说就俗。只是在有施教作用的场合，做一点点澄清的示范，也有其佳处。但是写过以后，情随事迁，总觉得无聊。严格的说，筱峰之文与我答他之文，都大可不必写。大家都去写别的，该多好！更该写的，可多着哩，结果花了那么多的篇幅去谈“段宏俊”，始作俑者，其筱峰乎？
017.君子之爱与细人之爱.txt	5	risk	5月1日的《民主人》上，许名宏《让康宁祥继续“走那没有走完的路”》中说：
017.君子之爱与细人之爱.txt	9	risk	我很惊讶许名宏文章中的逻辑结构，因为我从来没否定过康宁祥“在民国六十七年”竞选时“冲”的话，我指摘他的，是“民国七十一年”“民国七十二年”当选后不再“冲”的行为！“六十七年”和“七十一、二年”有何必然的不变性？一个人，四五年前的放火，何能保证他四五年后所放的仍然是火？明明放水也要曲解是放火，请问这叫什么逻辑？检定放火放水的标准只有一个，就是随时“按件计酬”、随时按件检定他是不是在战斗中、在此时此刻战斗中。过去战斗是不够的；今天不战，光吃过去战斗的利息也是不够的，党外人士如果头脑清明、不被感情蒙蔽，必然就会发现康宁祥愈来愈不对劲了。许名宏又说：
017.君子之爱与细人之爱.txt	11	risk	对党外及康宁祥来说，所谓“更上一层楼”无非是组织反对党，康宁祥也早说过组织反对党是他一生最大的政治目标，在继续“走那未走完的路”上，康宁祥没有必要放弃立委，要求康宁祥当“党外领导人”“党魁”“进修”等等这些都和他当立委不起冲突。从李敖的文章中，我似乎可以觉察到想要组织反对党似乎必定得“求仁得仁”的坐牢或流血，一定得这么痛苦吗？我相信康宁祥在组织反对党上的努力，我相信康宁祥会给我们这个问题的“答案”的！
017.君子之爱与细人之爱.txt	13	risk	这些话，都是头脑不清、感情被蒙蔽了的话！试问硬说“我相信康宁祥会给我们这个问题的‘答案’的”，又有何根据？“相信”没有用，要检定出成绩才算！光按兵不动，只是一开再开空头支票，和国民党整天说“反攻大陆”有何不同？
017.君子之爱与细人之爱.txt	15	risk	至于说“从李敖的文章中”，“似乎可以觉察到想要组织反对党似乎必定得‘求仁得仁’的坐牢或流血，一定得这么痛苦吗？”试问难道不是这样吗？看看国民党是怎样把持一党专政的！看看雷震等人是怎么坐牢或流血的！……这些都是常识的问题。写政论，不能离开常识，许名宏这篇文章，显然太一厢情愿了。
017.君子之爱与细人之爱.txt	17	risk	《民主人》社论劝康宁祥放弃连任、更上一层楼，是你近来写得最好的一篇文字，可惜你爱护党外、爱护老康之心，竟有一批细人不能了解。曾子临死的时候，他的学生乐正子春、儿子曾元、曾申，都环绕在床边，一个童子在墙角举着蜡烛，忽然说：“华而睆！大夫之箦与！”（“好漂亮啊！是大夫用的席子嘛！”）乐正子春申斥他，说：“止！”（“你不要多嘴！”）可是曾子吃了一惊，问说什么，童子又说：“华而睆！大夫之箦与！”曾子听清楚了，说：“然！斯季孙之赐也。我未之能易也，元！起易箦！”（“是大夫的席子！是鲁国大夫季孙送给我的，我没来得及换〔我不是大夫，依礼不得用大夫的席子〕。曾元！扶起我来换席子！”）曾元说：爸爸现在病成这样子，不可以移动，明天再说吧。可是曾子不肯，曾子说：“尔之爱我也，不如彼！君子之爱人也，以德；细人之爱人也，以姑息。吾何求哉？吾得正而毙焉，斯已矣！”（“你们爱我，实在比不上这小孩子！君子是用大义爱人；小人却不讲大义，只会用姑息手段爱得人去做错事。我现在还求什么呢？我只求守原则而死，就好了！”）曾子说过以后，就来换席子，刚换过去，还没躺好，就死了！
017.君子之爱与细人之爱.txt	19		这个伟大的“曾子易箦”的故事，告诉了我们：“君子之爱”与“细人之爱”的分际何在。今天劝进老康连任的人，自刘福增以下，都是不识大体的“细人”，他们以为这样是爱老康，却不知爱之适足以害之，他们真太不懂事了！
017.君子之爱与细人之爱.txt	23		我这一阵子揭发老康，自信对老康不是“细人之爱”，但若说是“君子之爱”，对他我也无此高情，因为我早就看透了他。我揭发他，其实揭发的不是他本人，而是他所象征的那些东西，这一分际，一般人都没看出来，总以为我跟他个人过不去，其实我直到今天，还和他没见过面、也没往还，我写文章多次谈到他，只是信手取样板而已，对他本人，我毫无兴趣。如谈他本人，谈这么多，就无聊了。我不会那样无聊。
