source_file	line	flag	text
009.从告自己人的密到缴自己人的枪.txt	53	risk	　　长江自古号称天堑，但总非绝对障碍。翻开战史及个人经历所及，永远渡不过的河川战例，倒不多见。可是在旗鼓相当，或者比较差的一方，如能好好凭险固守，那宽阔的江面、浩荡的江流，确是很难“飞渡”，也不容易“投鞭断流”。地形因人分出险易，人靠精神分出勇怯；从古如斯，没有例外。我们建立江防，已有几个月，敌人虽是不分昼夜的炮轰渡犯，却一直没有过得来。如再支持下去，工事逐渐加强，士气亦必因战势的稳定，由低沉而再转高涨，自然有利于大局的转捩。谁知到4月20日，匪和谈假面具揭晓，江阴、荻港，相继出事，江防终被突破，京、沪动摇，整个防务，废于一旦！22号快到中午，就接到京沪杭警备总部的养辰电令说：“我第二线兵团，正沿浙赣线布防中，贵兵团即放弃江防，向浙赣线以南转进。”当时即转电各军，叫六十八军沿浮梁、乐平、鹰潭、弋阳之线转进；我也同五十五军，由青阳经石埭、太平、徽州向南转进。六十八军到了景德镇集结，原驻那里的友军，已走过好几天，以致匪陈赓兵团乘虚来袭；每逢山路或渡河的时候，就遭匪袭扰，一路上打着走着，匪愈聚愈多，愈打也愈吃力；走到乐平以东，已发生好几次激战，损失了足有一师人。我和五十五军经兰溪、龙游到衢州，各地民众对军队都很好；只是公路多年失修，桥梁毁烂，汽车不能通行。遇到大小河流，就要临时捆扎跳板、木筏，缓缓过渡，所以行动很慢。等到了浙赣线上，找不到布防的第二线友军，看到的却是一片混乱：路上满是形形色色、大大小小、不同的部队，都往南走，纷歧错杂，争先恐后，愈来愈拥挤；分不出谁是谁家的队伍……我和各军之间，尚能用无线电报机联络，但是其他各方的电台，总是呼叫不出；一天的中午到了江山，即往下送电报局发了几个电报。同时在渡口，正遇见兵站总监唐肃，带着二十几部新卡车，满载银元过河，据说有一百多万。我们已经一个多月，没领到饷，于是军需人员就前去洽领；唐答应发给，可都是金圆券。军需人员知道最近许多友军领饷，都按规定配发现洋，目前有些地方，传说已不用票子，请求也配发现款，结果只给了五百银元，仍是全发票子，统共有好几亿。来到江山县附近的部队，全数发给他们。到下午7点，西南三十几里的地方，发现有大股匪军，向江山前进。唐带着车开走，我也同五十五军向浦城前进。出发前，情报参谋拿来一份过期的《南昌日报》，我看有一条新闻，说是守荻港的刘汝明部投匪，匪军已由荻港渡江……。荻港离我的防区确是不远，但尚有三十余里，这条张冠李戴的新闻，发得真是莫名其妙，想系共党所为，由以淆乱局外不明真相的人的听闻。又接到六十八军刘军长电报说：先头部队在鹰潭县府，看到刊有刘汝明叛部南来等字样的公报，官兵颇为气愤。我回电说：告诫官兵，大局如此，仍应气节相励，终不投机取巧，绝不作降将军，所有流言，可一笑置之。到了浦城，县长们出来欢迎，晤谈之下，他说两天前奉到省令，不准使用钞票，一律用现洋交易。我一听吃了一惊，就说昨天才领到饷，全是票子，没领过现洋；政府发的钞票，地方上不用，似乎有点儿说不通。能不能请省府收回成命？或请你暂缓一两天实行，等我们过去？他说商家已全晓得，没法瞒混。这可把官兵“整”苦了！
009.从告自己人的密到缴自己人的枪.txt	55	risk	　　从青阳出发，到这时将近一月，政府移动，国防部无回音；总部也始终联络不到。而壅在一条路上走的友军、师团管区、训练机关、兵站单位、地方团队、游击部队等等，统统算起来，不下二十多单位：不相统属，各行其是，前前后后，乱成一股人潮。同时道路又坏，官兵在山区跋涉，鞋袜残缺，既没钱（现洋）买，又无补给，自我从军以来，没有比这更苦、更狼狈不堪的了。还有，这时不管哪个单位哪个人，大家总一样的要吃饭，不能饿肚子。可是村镇稀，军队多，找饭吃就有了问题。有车和人少的，行动快，到得早，情形尚好；独独我的部队人多，百分之九十又是徒步，每到一地，东西已差不多早被吃光。没想不久，反倒有了“东西全被第八兵团吃光”的谣言。这笔账统统算到我身上来了。平心而论：这样的混乱、疲惫，又很久得不着补给，再好的军队，恐怕也难保持良好的军风纪。每个单位，都免不了有极少数的害群之马；何况言语不通，去找吃找喝，自然免不了事端；而且错杂混乱，又谁也管不了谁。假如说别人都好，单我第八兵团的官兵败坏；或者说别人都坏，只有我好，恐怕天地间没有那回事。老百姓更分不清，你说是哪个单位，他就认你是哪个单位罢了。因此流言愈多，就不得不加以重视。等到了永安，商民全关着门，时间还早，我就住下不走，让别人过个差不多，就叫特务营，并严令两位军长，纠察整饬自己的风纪。当时找到几个地方人士，要他们转告，照常营业；拿人东西的，就来报告。果有许多商家开门。一天中午的时候，在一家雨伞店，查到三四个兵，有的手拿雨伞，没走也没给钱（实际无钱可给，又成天下雨）；有的空手在那里张望，就一同抓起来，下午就被曹军长绑到城外，一律枪决示众。为了杀一儆百，不得不把那几人忍痛牺牲了！不久到了连城，商家仍是关门闭户，幸而县长还在，我就问他什么缘故？他说：因为过了两三天汽车单位，都用钞票强买东西，到处发生争吵冲突，所以一听有军队来，大家就关门躲避。我告诉他我也领的是票子，官兵都一文不名；在永安为整饬军纪，已枪毙了几个人。于是请他帮忙，一面安民，一面供应军食。就在连城住下休息，并继续联络行止。
009.从告自己人的密到缴自己人的枪.txt	57	risk	　　在浙赣线上，没有打听到布防的第二线兵团，我这奉令向第二线兵团后方转进的第一线兵团，究竟该到哪里，尔后的任务如何？都亟须取得第二步的命令。可是一直联络不上——无线电机呼叫不出；送各地电报局发的电报，也没回音，这是什么道理？大家推想：不是呼号、密码改了，便是在这混乱的时候，各电报局对军报收发靠不住；再不然就是大家都行止不定，收不到对方的电讯。同时收音机没有电池，更无法收听各方的消息。一个高级指挥官，在非常状况下，可以考量合理的行动。我在这混乱无所仰承的期间，也曾不断考虑：最初想，奉命到浙赣线以南，不管有无第二线兵团，就停在江山以南一带，比较显得勇壮。可是人家统统走了，孤悬在这里，看不出可以换来什么重大代价。报纸、公报，不又对我造谣吗？独自逗留，不被匪无谓的解决，即被认定终于投了匪，还是走走再说，比较稳当。接着，走到建瓯、南平时，朱主席曾有代表欢迎入境。因为我到了福建的第一个县浦城，就不准使用金圆券了。我对朱的印象不好，所以未投朱主席，还是从大家之后，且行且联络待命。所以到了连城，又发出同样的几封电报，并派人在电报局守候消息。这时我有两个打算：一是往广州方面去，一是往泉州或漳州。等了两天仍都没有回音，长汀的专员叛变了，也和一一九师发生战斗，于是决心先开漳州，稍加休整，和台湾联络联络再说。便由连城往南走，走了两天，向左转，走着路过了端阳节，经过龙岩、适中，终于到了漳州。有位叶师长驻在这里，来见我，他说他从前在二十九军当过军官，我就叫部队分驻在南靖及漳州以西地区，我驻在漳州。这里消息较为灵通，等队伍安置好，我就往厦门，准备等飞机去台湾，晋见总裁。
009.从告自己人的密到缴自己人的枪.txt	59	risk	　　照刘汝明这些回忆，可见在国民党兵败山倒之时，他的部队不但失掉联络（“政府移动，国防部无回音，总部也始终联络不到”），并且因为是杂牌军，非国民党黄埔系，害得无饷可领，衣食都陷入困境。陷入困境还不说，并且由于别的部队配备好，有车方便，一切早已捷足先得，他的部队没有车，“百分之九十又是徒步”，结果“每到一地，东西差不多早被吃光”，不但瞠乎其后，反倒背了一切罪名（“这笔账统统算到我身上来了”）。刘汝明的回忆，正活生生道出了这一内幕。
009.从告自己人的密到缴自己人的枪.txt	63	risk	　　在我去台湾的头两天，总裁知道我们到了漳州，就派了吴嵩庆处长来厦门慰问，每人给了几块现洋，真如雪里送炭，官兵士气为之大振。我坐飞机到了高雄，在一个山上（不知是什么地方）见到总裁，把过江以来的概要状况，提出报告；总裁只加慰勉。最后问官兵的困难需要。我说不愿给总裁添麻烦；前两天蒙派吴处长去，慰劳官兵的现洋，已足够购置鞋袜之用。次日到台北看望家母，住了几天，即回漳州。在5月初，队伍接近龙岩的时候，漳州、厦门一带，已先传满了流言。把我们军纪如何败坏，说到无以复加。所以部队到了漳州附近，地方上都规避，不踩不问。总还不错，主食烧柴尚肯供应；副食就仅靠总裁派吴处长送来的几块现洋，撙节过度；军需人员到处接头，亦不得要领。这样又经过一月之久，官兵困苦又到了无法形容的程度；士气又告下降。可是经过这一个多月的相比较，老百姓与社会人士看我们并不像传言那样坏，也不比别人讨厌可怕；观念渐渐改变，就同情接近，起来维护。同时友党的蒋匀田先生，根据云霄等处同党籍的国民大会代表的报告，也致函在广州的行政院院长兼国防部部长阎百川，大意说：近接漳厦友人函电，第八兵团并非如传闻之坏，现可靠之将不多、可用之兵亦少，请速派员慰问补充之……（国防部曾把这信转给我看，我跟蒋先生到现在是从没会见过）。接着在广州的国防部，算有了反应，但并不比友人肯相信任。就派当时国防部监察局的彭局长，亲自率领了三四十人，来到厦门。我派人去迎接，他表示谢绝一切接待——这倒是以前从未有过的他的任务据说有三（实际是两个，另一个大约是要看情形决定）：一是调查所谓军纪败坏的情形，二是查一查我还有几个人（据说国防部据报我已经没人了），三是协助解决困难问题。所以等彭局长一行到了漳州，因为他谢绝招待，我和他只在礼貌上见了一面，事完送行的时候又见了一面。他们根据详细的兵力驻地表，研究好点验计划，分成二十来组，先赴各地，然后同日同时清点，一次完毕。他又到主要负责补给的机关去了一次，部队这才开始接头，办了若干补给。他走的时候，曾对杨参谋长表示，他回去即作公正的处理。在他们走后，我又到台湾，去阳明山官邸，晋见领袖请训。领袖说他以前驻过东山，地方很好，要我带着部队到东山去。领袖送我到门口时，还再三叮嘱。我说我回去即开东山；厦门方面，似乎薄弱，需要留意。我返回漳州，就先派遣一一九师；前往东山勘察准备，等一一九师刘师长来了报告，说明东山各种情形，并提出分区部署意见，我交给参谋长研究以后，决定以东山为根据，平时则以主力散布在漳浦、云霄、诏安一带。即准备先把眷属集中，队伍随后行动。这时国防部也来了电令，派我为闽粵边区剿匪总司令，归国防部直辖。我考虑一下，认为国防部的命令与领袖的指示，没有抵触，可以并行不悖。因为确保东山，更进一步的求谋开展，在精神上，似乎更好一点。我就仍然决定：以有力一部从事建立并巩固东山及其外围的守备，作为根据；主力分由大埔、蕉岭、梅县一带逐步清剿，扩展推进。等国防部另有别的命令时，再报请总裁，决定行止。于是又开始准备轻装行动。传说厦门出了点事，人心惶惶；漳州的绅士又来见我说：漳州县（龙溪）长走了，请我派个人去维持，我就派陶纪元处长，摄理龙溪县政。没想京沪杭螫备总部汤总司令，忽然由台湾来到厦门，电令要五十五军接厦门的防务，曹军长兼厦门地面防守司令官；六十八军仍留漳州。接到这封电报之后，何去何从？就要加以郑重考虑：领袖让我去东山，国防部让我开拓闽粤边区，汤总司令又让我在厦门、漳州。自放弃江防以来，一直在无联络、无补给、混混乱乱中，摸索行动。好不容易见到了总裁，好不容易感动了地方热心人士的维护与代为呼吁，经过国防部的调查清点，刚刚平息了流言，纳入正轨，不宜再生枝节纷扰。国防部是国府最高军令机关，倘不违背领袖意旨，自该遵奉它的命令。以前虽隶京沪杭警备总部，但联络久断，再按军令体制说，京沪杭警备总部，似乎也应商请听命于国防部。更就私人利害而言：我现在的名位并不低，与其多一层听命于人，总不如直接秉承领袖指示，或直接听命于国防部，来得独立自主。同时事情由自己决断，也可由自己负责，没有牵扯。这样本可依据军令体制，答复京沪杭警备总部，仍照我原来的计划行动。但是又一想：无论厦门、东山，都算台湾外围，离广州尚远。总裁叫我到东山，似乎也出于这种意思。同时我第二次赴台晋见领袖辞出的时候，还曾建议请注意厦门。就军事价值说，东山当然远比不上厦门。这次汤总司令来，要五十五军去任厦门防守，定是领袖明了厦门情形后，深感岌岌空虚，没有其他兵力可用，故改变主意，教汤来要我的部队接防。因为已不断获得情报，匪正集结有十来万人，准备进犯漳、厦（同时东山县长亦来看我，说一一九师与民众相处很好，希望我早些前去）。态势很明白：厦门已情况日紧，马上就会有事；到东山一带去，起码还可过一段从容休整的日子；自然是选择避重就轻的路子好，何必来首当其冲？然为了效忠领袖，保卫台湾外围，哪里要紧，就应该到哪里，义无反顾，不容迟疑。终于接受汤的命令，叫五十五军开厦门、漳州附近，只剩了六十八军的一四三师和八十一师的一个半团，及新兵几千人。
009.从告自己人的密到缴自己人的枪.txt	65	risk	　　同安、长泰、龙岩各处的匪军，已经开始蠢动，土共亦纷起肆扰，情况很紧张。为免被匪各个击破，好增强厦门的防卫兵力，就建议汤总司令考虑集中。等接到六十八军调厦门的命令时，匪约有三个军，配合土共，业已逼近漳州及西南地区，与我一四三师发生战斗。白天无法走，到晚上才开始行动。主力走到石码东北，正在过河的时候，就被匪前后袭击。河虽不太宽，可是水深流急，人枪损失很大，重武器也打沉河里。只剩下五千多人，多是徒手。到了厦门，就把有战斗力的和由东山回来的一一九师，都拨归曹军长指挥。离开漳州之前，曾有人报告，说漳州的警察都是共产党；当时也告诉了陶县长。但是没有证据，而且他们持用的，尽是不堪用的坏枪；在这远后方很安定的地方，竟说潜伏了这么多共党警察，似也难以置信，所以都没十分注意。谁料部队撤退的那一夜，不知从哪里来的，他们都拿了好枪，向我射击。陶县长因这突变，也失掉了联络，不幸被俘。他们却成为有特殊身份掩护的公开侦探，把我军政方面的情况行动，都随时报告给匪军，以致处处遭受有计划的打击。这也是对匪斗争中，一项惨痛的教训。
009.从告自己人的密到缴自己人的枪.txt	67	risk	　　厦门的地面防守，上面已说过是曹军长负责。另外有海军的舰队（司令是现在的参谋总长黎玉玺将军）、空军的指挥联络单位、要塞司令部、警备司令部（负责治安及水陆交通之统制）等。各军种单位，统归京沪杭警备总部直接指挥。总部驻厦门大学，我的司令部到厦门先驻双十中学，不久奉指示也移在厦大的一个角落；除了协助、建议，倒没什么事情。
009.从告自己人的密到缴自己人的枪.txt	71	risk	　　阴历八月十五，领袖莅临厦门，集合陆军团长以上、海军舰长以上……的指挥官训话。大意说：过去的人太多了。政府有党、党有总裁；你们现在跟随我，我一定领导你们转危为安、转败为胜……语气很恳挚坚定，大家听了，都非常感动振奋。训话后留师长以上的将领和地方人士有二十几人吃饭。领袖曾一再让我讲几句话。我是不会讲话的，这时若直言无隐会得罪人；硬去捧人也非心愿；诉苦夸功，更不合适。至于厦门情形，有人统一指挥，领袖又有指示，只有奉命实行。因此就说没什么话讲。饭后我就到院子里，第一次见面的蒋经国先生，跟出来问我，台北家里有无信带；又说有事找他，他可帮忙，非常诚恳亲切。领袖与我谈话的时候，我曾报告：六十八军有战斗力的部队，已拨给曹军长指挥，只剩下徒手的四千多人，没有用场。这里一切已由汤总司令负责统一指挥，我想随领袖先回台湾。领袖仍叫我“暂留这里，先不必走”。接着汤总司令领着一个日本人来见领袖，我不认识那日本人，他是否晓得我，就不得而知。领袖曾问他，现在的第八兵团，比二十六年在华北的二十九军如何？这个日本人顺口答说不如二十九军。他说“不如”，倒是不错；但他却不说为何“不如”。想想从二十六年到现在，经过八年抗战，四年剿匪，当年久经训练的老兵，已伤亡损失殆尽；何况又才受尽无补给薪饷，在蛮烟瘴雨里长途跋涉的困苦，自然赶不上以前精神饱满的二十九军时代。
009.从告自己人的密到缴自己人的枪.txt	77	risk	　　我既是不走，就要尽到心力，有助于这重要的一战。集美、嵩屿两个桥头堡，各有不足一团的守兵，经过二十余日的苦战，击溃匪有两个师；嵩屿的梁团战果更大。担任北面防守的一八一师，曾在徐州西南萧县一带，被匪围攻，师长米文和被俘，有一千多人跑到蚌埠，虽经我收容，又补充了几千新兵，但枪支少，战力非常薄弱。这时部队都拿出全力，散布在海岸据守，没有控制的兵力。我还有一个担任警卫的特务营，也抽出机枪连及两个手枪队，拨给一八一师，增强这面的守备——机枪连长姓王，现在南部警界工作，两个队长中，一个姓苏的在台北做小本估衣生意，维持生活——同时因为材料不继，工事还没完成；为应付意外，又建议总部设法调一个团来；另叫警备司令部控制几十辆汽车，机动使用，以备万一。10月12号果调来一个团，穿过厦门市区时，商民都放鞭炮，热烈欢迎。这个团，于14号又秘密上船调回金门。15号晚6点左右，匪就以炮火掩护，开始进犯；到夜间鼓浪屿方面，已有很多匪军上了岸。海军是真热诚合作，很快开来一只兵舰叫太康号，在厦大附近，用密集炮火，向匪轰击，效果极大。后续匪船既被打散，上来的除被二十九师打死以外，俘虏有二千左右。夜两三点时七十四师李师长向我报告，飞机场被匪占领。师长李益智倒很有信心，他向我电话表示，待天亮了我将可以把飞机场的敌人解决。快到早4点，五十五军陈参谋长拿着地图来向我报告说：现在的态势，刚才已向汤总司令报告，面奉指示：不得已时可退至莲板、何厝之线；并指着地图给我看。我特别对陈说：“‘不得已时’，可不能轻易用！”不料到5点多，天还没亮，汤总司令打电话说：“子亮兄啊，糟了，糟了！现在已退到何厝、莲板之线：请你马上来一趟！”我放下电话，没带人就上吉普车（因我单住一个商家，离厦大有三几百步），一开就到。往各屋一看，只见总部参谋处，还有一位参谋，哭着收拾公事；我很奇怪，就问这同志哭什么？他说：对不住国家、对不住总裁、对不住辛苦的弟兄们（一般对官兵的称呼），糊里糊涂就这样走了！——这位忠诚的同志，在台湾见过好几次，他在一个高级的军事学府里教书。我又问他总司令在哪里？他指着说：“那个白房子。”（五天前与总裁聚餐的那所房子。）赶去见屋内已空，又沿海边公路去找，到师范学校附近，看到汤总司令在海边——离公路十几步——一见就拉着我的手说：我们到金门去要船。我说：用无线电话不行吗？他说我们不去，要不来。我又说：总司令一人去就行，我留在这儿，他们不知道你叫我来。但汤总司令一定要我同去——我摸不清他的企图，只好随着去。是怕我被俘呢，还是像后来在台湾，一家杂志用那个日本人名义所说，乃防我叛变投匪呢？ 一直搞不清。
009.从告自己人的密到缴自己人的枪.txt	83		　　——这时已6点多，天色大亮，海边准备有小船，每船可上三四个人。靠南七八步，有二十多宪兵，也正上船。由小船换小炮艇，再到大船——锡麟号。指挥炮艇的，是个东北人，7点钟上了大船。8点钟吃早点时，却见到台北来慰劳二十九师（守鼓浪屿）和梁廷琛团的（守桥头堡）各位代表（有几位在台北也常见面）。从上船时起，风愈来愈大；到11点听到有人喊：我们是二十九师的。又听卫兵说：二十九师也不准靠，再接近就开枪。这喊声好像梁团长，就同两位代表上到甲板，一看果是梁团长带着三十来人，在一只木船上，被海浪打得忽没忽现，很是危急。我对卫兵说：让那木船靠过来！他们下去一个请示回来，才准靠上大船去金门。一直到17号黎明，才只有一〇三、一〇九两只登陆艇，去到厦门接出一部分队伍；其余的就眼望着丢给共匪了。
009.从告自己人的密到缴自己人的枪.txt	85		　　接出的队伍，送到小金门，换了船就奉命开台湾。18号夜起行，说是遇上风，21号才到高雄。船上既无饭吃，也没有饮水供应；一直停住不准进港，外边还有一只兵舰“保护”着。部队走后，我也向汤告辞，要换船上台湾。可是他一再留我说：你先不要走！——事后想来，他这回不让我同队伍走，倒是好意。他那时定已晓得，部队到达后，台湾将要采取的行动。虽不便讲，在道义上却又想不叫我走。——我说队伍在，我还可陪在这儿；队伍已走了，我就没有留在这里的必要。我终于换上慈云号，走了一夜，22号早9点，即到高雄，也停在外港。一看到队伍所坐的几只船，还停在港外，心里很觉奇怪。不多时，理副军长明亚到我的船上来说，船上都无水，官兵都快渴死了，仍不准进港……我听了很着急，说你同我一起去高雄交涉。说话之间，就看见一只小汽艇，朝着我坐的船飞快开来，上来一个少将见我，认识是我抗战初期，六十八军第一任军参谋处长董熙（当时是孙立人的副参谋长），很高兴的要接我到什么司令部去。我就带着理副军长跟他上岸，到了这个司令部的楼上，这个司令就给了我一件孙立人转的命令说：刘兵团到达高雄，必须把枪炮公物缴出，留在船上，才准徒手上岸。士兵拨给各师，官长妥为招待……我要给领袖打电话报告，这个司令说：电话不通不能打。
009.从告自己人的密到缴自己人的枪.txt	87		　　于是我手令官兵，把武器缴出留在船上，徒手下船喝水吃饭。接着他们派宪兵保护着送我到台湾银行。我马上写了个报告，派人送台北阳明山；在高雄休息了一夜，第二天中午坐火车北上，下午8点我到了台北。在高雄港的士兵下了船，在码头上喝了水吃点饭，马上叫上车，分批拨走；官长一律集中在尚未建筑好、里面空无一物的第一银行大楼上（受伤的周斌团长等官兵送进医院）；他们派二十九师师长郭沛藻管理着。不久就分拨给凤山的储训班、山崎的政干班、宜兰的生产班和联勤的联干班（亦在山崎）。
009.从告自己人的密到缴自己人的枪.txt	89	risk	　　我到台北次日一早，蒋经国先生即来看我说：把你的信呈给领袖一看很着急，马上叫我去高雄，昨晚到车站，听说你已回来，今天一早，领袖又叫我来。请在晚上8点，到官邸吃饭。我见到领袖，把厦门到高雄的情形，坦率的都提出报告；领袖似乎不完全清楚，于是就说：还是把你的司令部、特务营先召集回来，其余的先编一个师……我说既已拨编，就不必召回了，等反攻大陆作战时，我必再请缨报效领袖。最后领袖仍问我还有什么困难；我说有一百多家官员的眷属，要请领袖特别照顾。领袖指示：你放心，绝无问题。并且连说了两次：“以后有事找经国”“以后有事找经国”，慈祥剀切，永生难忘。一同吃饭的还有张道藩先生。次日11点，俞济时局长亦从阳明山来看我，说领袖仍希望先把我的司令部和特务营召集回来，我一再诚恳辞谢。
009.从告自己人的密到缴自己人的枪.txt	91		　　我一生戎马，由缔造民国，而北伐、抗战、戡乱，身经何止百战？诚如麦帅所云：“老兵不死，只是慢慢衰退。”当时匪势方张，虽然责有未尽；但总算任劳任谤，忠贞不贰，如岁寒松柏，无负于领袖、无愧于国民，而个人亦能退隐林泉，结局很是圆满。其后不久，全兵团眷属都领到眷粮，我就更觉安心了。
009.从告自己人的密到缴自己人的枪.txt	93	risk	　　刘汝明这段回忆，限于环境，写得不温不火，但是明眼人会看文章的，还是可以领悟到不少“妙谛”——国民党为了“缴自己人的枪”，不惜把为它打天下、守江山的“同志”给扣在船上，“18号起夜行……21号才到高雄”，船上既不给饭吃，也不给水喝，拖到22号，“官兵都快渴死了，仍不准进港……”这样残忍无情，目的何在？目的无他，在要缴你的械而已。为了缴你的械，一方面由“汤总司令”拉住刘汝明不放，使刘汝明的部队群龙无首；一方面在海上困住刘汝明的部队，不给饭吃、不给水喝，折磨四五天，把你整得奄奄一息，失掉战斗力，然后束手就擒，“徒手上岸”——把你部队拆散，“士兵拨给各师”，“马上叫上车，分批拨走”；“官长一律集中在尚未建筑好、里面空无一物的第一银行大楼上”，不久分发到其他闲杂军种里。最妙的，是这样“饿饭释兵权”“断水释兵权”以后，国民党还寻刘汝明开心，说要把他的司令部和特务营召集回来！刘汝明虽是老粗，倒也不会不知道该演戏的时候要演戏，他只好“一再诚恳辞谢”了。他从此成了光杆司令、光杆将军，“退隐林泉”，在中和乡种花自娱，直到老死。
009.从告自己人的密到缴自己人的枪.txt	95	risk	　　或说国民党不以诚相待刘汝明这种非嫡系军队，刘汝明又何必守死不去，老跟着国民党？难道在兵荒马乱之时，共产党不争取他？他不动摇？事实上共产党有争取他的事。他在回忆录中有这样一段：
009.从告自己人的密到缴自己人的枪.txt	97		　　第二天，李兴中与其他一些人士，先后来交通银行看我，李也是想来“劝说”。他在抗战时期也当过集团军总司令，后来不知为什么下来了。他和我说大局无望劝我早作打算，我说我没有什么打算，十九年我没有对不起冯先生，如今更不会对不起蒋先生。还有一位朋友，坦率劝我脑筋活动些，最好自由行动……我说我平生，就是脑筋死，常吃亏；可是我宁愿固执笨拙，终不投机取巧。看看凡是不忠不义、专门投机的人，有几个得到好下场？话不投机他也就去了。
009.从告自己人的密到缴自己人的枪.txt	107	risk	　　这话写得乍看有理，其实却另有文章。原来国民党在兵荒马乱之际，还是不忘记趁机整肃自己人而已；并且自己人也是按圈圈内外，而分差别待遇，明武宗戏李凤姐，说他身在北京城大圈圈里的小圈圈，小圈圈里的黄圈圈，刘汝明不但不是黄圈圈里面的，甚至不是小圈圈、大圈圈里面的，他实际是大圈圈以外的。因此他就首当其冲，在追随国民党多年之后，优先被缴械出局。并且在出局之际，所遇情状之恶劣、所遭手段之卑下，都是前无古人、后无来者的。如今我们探径寻幽，发掘这段国民党的无情史与下流史，的确是一种义不容辞的事，枪杆在他们手里，笔杆在我们手下，我们不做，又有谁会做呢？又有谁能做呢？又有谁敢做呢？写到这里，天已大亮，就此暂停，要写别的文章去也。即颂
009.从告自己人的密到缴自己人的枪.txt	121	risk	　　十八年2月任中央编遣区办事处（主任委员何应钦）委员。夏，随冯出京，任第二集团军特务师师长，后任第十军军长、第五路总指挥。中原大战后，率部入晋，整编后任陆军第三军（后改称第二十九军）副军长。二十二年调任暂编第二师师长，参加长城抗日之役，扬威罗文峪。后暂编第二师改称陆军第一百四十一师，仍任师长。二十三年7月至庐山受训。二十四年4月国民政府任为陆军少将。二十五年4月晋任陆军中将，6月兼任察哈尔省政府主席，7月兼察哈尔全省保安司令，同月，并获得国民革命军誓师十周年纪念勋章，又兼冀察政务委员会委员，9月兼代察省民政厅长，11月获颁三等云麾勋章。二十六年1月免兼察省民政厅长，8月兼任第七集团军（总司令傅作义）副总司令，9月所部扩编为陆军第六十八军，任军长。
009.从告自己人的密到缴自己人的枪.txt	123	risk	　　二十八年1月免察哈尔省政府委员兼主席。三十二年3月升第二集团军总司令。三十三年7月获二等云麾勋章，8月入陆军大学将官班第一期受训。三十四年夏，当选中国国民党第六届中央候补监察委员，8月抗战胜利后，已升任第五战区（司令长官刘峙）副司令长官，12月任郑州绥靖公署（主任刘峙）副主任，后兼任第四绥靖区司令官。三十六年3月获四等宝鼎勋章。三十七年1月获三等宝鼎勋章，8月兼任徐州剿匪总司令部（总司令刘峙）副总司令，徐蚌会战时驻守蚌埠。其后所部改称第八兵团，任司令官，旋又兼任京沪杭警备总司令部（总司令汤恩伯）副总司令。三十八年4月共军渡江，国军转进，率部经皖、赣入闽，又任闽粤边区剿匪总司令，所部第五十五军守厦门，10月撤退来台，四十一年退役。六十四年4月28日病逝，年八十一岁。著有《刘汝明回忆录》一书及《七七忆旧友》短文数篇（于翔麟稿。参考《刘汝明回忆录》《政府公报》《国民政府公报》）。
011.政治规格的讨论.txt	7	risk	　　读了三十七期《千秋评论》上的三篇文章：《高玉树的真面目》《吴三连的真面目》和《台湾人的政治规格》，感触非常多。你指责的都是“台上”人物。其实，“台下”人物一旦“上台”，能不“高玉树”“吴三连”的并不多——一些平日发言最激烈的，恐怕都是“上台”后靠拢最快的人。我的年纪已经接近半百，还不敢说，我会是一个例外。
011.政治规格的讨论.txt	9	risk	　　你解释这些现象，说这是“台湾人的政治规格”，我不同意。我认为这是“中国人的政治规格”。翻遍整个中国历史，能够“威武不屈”的，可以用手指头算出来。面对“富”与“贵”，中国人是没有原则的。一个中国人取得不义之财，他会自我安慰：财富是行善的基础；没有财富的善心只不过是白日做梦。同样，为了夺取或保卫权力和地位，中国人是善于委曲求“全”的——“上台”之前，他可以做尽任何奴才的样子；他认为有了权力，才能施展抱负；没有权力的抱负就是空想。
011.政治规格的讨论.txt	11	risk	　　毛泽东的第一任妻子被国民党枪毙，他写了怀念的诗，真挚而且感人。但是在政治上，在他势力弱小的时候，他高喊：“蒋委员长万岁！”
011.政治规格的讨论.txt	15	risk	　　许信良在竞选桃园县长的时候，说“此心长为国民党员”，就任县长后的头一件事是，率领桃园县政府官员到慈湖“谒陵”——台湾政治人物表示忠顺的仪式。现在呢？他在美国领导推翻国民党的运动。
011.政治规格的讨论.txt	21	risk	　　你的资料丰富，不妨做一下比较：比较国民党对台湾党外人士说话的口气，和当年日本人对国民党说话的口气；比较台湾党外人士“媳妇型”的文章，和国民党对日本人毕恭毕敬的文章。你会发现，没有两样。
011.政治规格的讨论.txt	25		　　崇尚“现实”，排斥“理想”，这是中国文化的特色，不是台湾独有。有没有什么坏影响呢？有，那就是，矮化了中国人——中国人除了极少数例外，可以说都是令人讨厌的。说中华民族是伟大民族，那是关起门来，自欺而不能欺人的神话。关于这一点，我要写一篇文章，做深入讨论。即此，祝
