priority	source	score	tag	file	line	text	same_line_export_ids	context
10	plausible	0	literary-check	018.避祸学大纲.txt	13	田园	LACW-063	又如陶渊明，他在天下大乱后，改“渊明”为“潜”。回到“将芜”之“田园”，童仆欢迎，稚子候门，有酒盈尊，这是他的福气。檀道济怪他“奈何自苦如此”？其实在我们看来，陶潜一点也不苦，至少在乱世中，他还有田园、有童仆、有傻儿子、有酒和狗肉、有菊花。至少他没有户口、没有管区警察、没有比警察更亲爱的人物来敲门。这些都是现代人所享受不到的福气。所以陶潜的避祸方式，是我们现代人所无法采取的方式。
10	plausible	0	literary-check	018.避祸学大纲.txt	13	渊明	LACW-063	又如陶渊明，他在天下大乱后，改“渊明”为“潜”。回到“将芜”之“田园”，童仆欢迎，稚子候门，有酒盈尊，这是他的福气。檀道济怪他“奈何自苦如此”？其实在我们看来，陶潜一点也不苦，至少在乱世中，他还有田园、有童仆、有傻儿子、有酒和狗肉、有菊花。至少他没有户口、没有管区警察、没有比警察更亲爱的人物来敲门。这些都是现代人所享受不到的福气。所以陶潜的避祸方式，是我们现代人所无法采取的方式。
10	plausible	0	literary-check	026.我的殷海光.txt	11	大学生同居	LACW-085|LACW-086	我在台大，乍看起来，不是用功的学生，因为很多大学生念的书，我早在小学中学时候就念过了。在知识上，我是早慧的、早熟的。我在高一的时候，就写信跟钱穆讨论他书中的错误，钱穆回信给我，惊讶我的水准。到台大后，我穿着长袍，整天搞“大学生同居”，形式上，我是有点“安事诗书”“束书不观”的。我不上课，不抄笔记，也不买老师的账，尤其是我看不起的老师。在大一的第一篇作文上，国文老师公开说“李敖的文章是最好的！”但我实在看不起他，后来我拒绝向他背书，我认为这种烂古文，有什么好背的？他怀恨在心，竟想给我国文不及格。后来有人表示，李敖的国文若不及格，还有谁及格呀？他才给了我六十多分。这个老师当时连文章都写不好，后来年纪大了，会在“轩”掖中“晚鸣”了，看了他写的拍当道马屁的烂文章，我更看不起他了。
10	plausible	0	literary-check	026.我的殷海光.txt	11	李敖的文章是最好的！	LACW-085|LACW-086	我在台大，乍看起来，不是用功的学生，因为很多大学生念的书，我早在小学中学时候就念过了。在知识上，我是早慧的、早熟的。我在高一的时候，就写信跟钱穆讨论他书中的错误，钱穆回信给我，惊讶我的水准。到台大后，我穿着长袍，整天搞“大学生同居”，形式上，我是有点“安事诗书”“束书不观”的。我不上课，不抄笔记，也不买老师的账，尤其是我看不起的老师。在大一的第一篇作文上，国文老师公开说“李敖的文章是最好的！”但我实在看不起他，后来我拒绝向他背书，我认为这种烂古文，有什么好背的？他怀恨在心，竟想给我国文不及格。后来有人表示，李敖的国文若不及格，还有谁及格呀？他才给了我六十多分。这个老师当时连文章都写不好，后来年纪大了，会在“轩”掖中“晚鸣”了，看了他写的拍当道马屁的烂文章，我更看不起他了。
10	plausible	0	literary-check	026.我的殷海光.txt	11	晚鸣	LACW-085|LACW-086	我在台大，乍看起来，不是用功的学生，因为很多大学生念的书，我早在小学中学时候就念过了。在知识上，我是早慧的、早熟的。我在高一的时候，就写信跟钱穆讨论他书中的错误，钱穆回信给我，惊讶我的水准。到台大后，我穿着长袍，整天搞“大学生同居”，形式上，我是有点“安事诗书”“束书不观”的。我不上课，不抄笔记，也不买老师的账，尤其是我看不起的老师。在大一的第一篇作文上，国文老师公开说“李敖的文章是最好的！”但我实在看不起他，后来我拒绝向他背书，我认为这种烂古文，有什么好背的？他怀恨在心，竟想给我国文不及格。后来有人表示，李敖的国文若不及格，还有谁及格呀？他才给了我六十多分。这个老师当时连文章都写不好，后来年纪大了，会在“轩”掖中“晚鸣”了，看了他写的拍当道马屁的烂文章，我更看不起他了。
10	plausible	0	literary-check	026.我的殷海光.txt	23	他完全不像思想家、不像哲学家、不像大学教授，他倒像是北门邮局门口卖春宫画的，当然卖春宫画的不会顾盼自雄。	LACW-090	约会订在下午，在殷海光家里，我如约前往。开门的是殷海光，他给我的印象可真糟：又瘦又小的身材、又蹭又蹬的跛脚、粗糙的双手、杂灰的头发、风霜的脸、一对称不佳的小眼睛，从三角眼皮下不友善地瞪着你。他的头与四肢，联合得很生硬，他紧闭嘴唇，作顾盼自雄状。真是作状，因为他的造型，实在极少雄的条件，但他硬要诚于中形于外，结果好像他外在的瘦小，快被他内在的伟大绷裂了似的，看起来真教我难受。“他为什么这么做作？这么紧张？罗素的信徒不该这样啊！”我心里这样想。“他完全不像思想家、不像哲学家、不像大学教授，他倒像是北门邮局门口卖春宫画的，当然卖春宫画的不会顾盼自雄。”我这样想，的确心里犯了大不敬之罪，可是我怎么也忍不住不这样想，我真的从心里对他抱歉。
10	plausible	0	literary-check	026.我的殷海光.txt	23	他为什么这么做作？这么紧张？罗素的信徒不该这样啊！	LACW-090	约会订在下午，在殷海光家里，我如约前往。开门的是殷海光，他给我的印象可真糟：又瘦又小的身材、又蹭又蹬的跛脚、粗糙的双手、杂灰的头发、风霜的脸、一对称不佳的小眼睛，从三角眼皮下不友善地瞪着你。他的头与四肢，联合得很生硬，他紧闭嘴唇，作顾盼自雄状。真是作状，因为他的造型，实在极少雄的条件，但他硬要诚于中形于外，结果好像他外在的瘦小，快被他内在的伟大绷裂了似的，看起来真教我难受。“他为什么这么做作？这么紧张？罗素的信徒不该这样啊！”我心里这样想。“他完全不像思想家、不像哲学家、不像大学教授，他倒像是北门邮局门口卖春宫画的，当然卖春宫画的不会顾盼自雄。”我这样想，的确心里犯了大不敬之罪，可是我怎么也忍不住不这样想，我真的从心里对他抱歉。
10	plausible	0	literary-check	026.我的殷海光.txt	231	安息在主的怀里	LACW-154|LACW-155	第二天下午，殷海光死了。殷师母后来在《“这必死的，总要变成不死的！”》中说：“到家不久，李敖及孟祥柯和我一齐去怀恩堂商量一些事情及决定追思礼拜的日子。”她这段话，是长话短说了。因为头一天笔记的事，使我感到一批教棍可能利用殷海光，我该特别防范一下。果然回到殷家，殷师母就坚持以宗教仪式办后事，并说已跟怀恩堂的周联华牧师约好，现在就去。殷师母大概没想到我是个激烈反对者，她约我一起去怀恩堂，要我代他们润色一下已写好的殷海光《安息在主的怀里》的通告稿。不料我一见周联华，就把他责备一顿，我说你给国民党的达官贵人做后事吧，何必又来糟蹋殷海光！孟绝子在旁也支持我的责备。我坚持删掉“安息在主的怀里”等鬼话，争执不下。最后我只同意用“永生”字眼，“永生”不算是宗教字眼，但可使教棍们自以为是，殷师母总算同意了。再回殷家，殷师母在廖融
10	plausible	0	literary-check	026.我的殷海光.txt	231	到家不久，李敖及孟祥柯和我一齐去怀恩堂商量一些事情及决定追思礼拜的日子。	LACW-154|LACW-155	第二天下午，殷海光死了。殷师母后来在《“这必死的，总要变成不死的！”》中说：“到家不久，李敖及孟祥柯和我一齐去怀恩堂商量一些事情及决定追思礼拜的日子。”她这段话，是长话短说了。因为头一天笔记的事，使我感到一批教棍可能利用殷海光，我该特别防范一下。果然回到殷家，殷师母就坚持以宗教仪式办后事，并说已跟怀恩堂的周联华牧师约好，现在就去。殷师母大概没想到我是个激烈反对者，她约我一起去怀恩堂，要我代他们润色一下已写好的殷海光《安息在主的怀里》的通告稿。不料我一见周联华，就把他责备一顿，我说你给国民党的达官贵人做后事吧，何必又来糟蹋殷海光！孟绝子在旁也支持我的责备。我坚持删掉“安息在主的怀里”等鬼话，争执不下。最后我只同意用“永生”字眼，“永生”不算是宗教字眼，但可使教棍们自以为是，殷师母总算同意了。再回殷家，殷师母在廖融
10	plausible	0	literary-check	026.我的殷海光.txt	231	对我丈夫的思想一点也不懂	LACW-154|LACW-155	第二天下午，殷海光死了。殷师母后来在《“这必死的，总要变成不死的！”》中说：“到家不久，李敖及孟祥柯和我一齐去怀恩堂商量一些事情及决定追思礼拜的日子。”她这段话，是长话短说了。因为头一天笔记的事，使我感到一批教棍可能利用殷海光，我该特别防范一下。果然回到殷家，殷师母就坚持以宗教仪式办后事，并说已跟怀恩堂的周联华牧师约好，现在就去。殷师母大概没想到我是个激烈反对者，她约我一起去怀恩堂，要我代他们润色一下已写好的殷海光《安息在主的怀里》的通告稿。不料我一见周联华，就把他责备一顿，我说你给国民党的达官贵人做后事吧，何必又来糟蹋殷海光！孟绝子在旁也支持我的责备。我坚持删掉“安息在主的怀里”等鬼话，争执不下。最后我只同意用“永生”字眼，“永生”不算是宗教字眼，但可使教棍们自以为是，殷师母总算同意了。再回殷家，殷师母在廖融
10	plausible	0	literary-check	026.我的殷海光.txt	231	李敖，你是战士，可是殷海光不是了，殷海光已属于上帝！	LACW-154|LACW-155	第二天下午，殷海光死了。殷师母后来在《“这必死的，总要变成不死的！”》中说：“到家不久，李敖及孟祥柯和我一齐去怀恩堂商量一些事情及决定追思礼拜的日子。”她这段话，是长话短说了。因为头一天笔记的事，使我感到一批教棍可能利用殷海光，我该特别防范一下。果然回到殷家，殷师母就坚持以宗教仪式办后事，并说已跟怀恩堂的周联华牧师约好，现在就去。殷师母大概没想到我是个激烈反对者，她约我一起去怀恩堂，要我代他们润色一下已写好的殷海光《安息在主的怀里》的通告稿。不料我一见周联华，就把他责备一顿，我说你给国民党的达官贵人做后事吧，何必又来糟蹋殷海光！孟绝子在旁也支持我的责备。我坚持删掉“安息在主的怀里”等鬼话，争执不下。最后我只同意用“永生”字眼，“永生”不算是宗教字眼，但可使教棍们自以为是，殷师母总算同意了。再回殷家，殷师母在廖融
10	plausible	0	literary-check	026.我的殷海光.txt	231	廖融融言，殷师母告其得上帝启示，殷先生遗稿概不出版。并言其与殷先生结婚以来，每日担惊受怕，不愿殷先生阴影再笼罩她。殷先生死了，她应该要得到解脱。	LACW-154|LACW-155	第二天下午，殷海光死了。殷师母后来在《“这必死的，总要变成不死的！”》中说：“到家不久，李敖及孟祥柯和我一齐去怀恩堂商量一些事情及决定追思礼拜的日子。”她这段话，是长话短说了。因为头一天笔记的事，使我感到一批教棍可能利用殷海光，我该特别防范一下。果然回到殷家，殷师母就坚持以宗教仪式办后事，并说已跟怀恩堂的周联华牧师约好，现在就去。殷师母大概没想到我是个激烈反对者，她约我一起去怀恩堂，要我代他们润色一下已写好的殷海光《安息在主的怀里》的通告稿。不料我一见周联华，就把他责备一顿，我说你给国民党的达官贵人做后事吧，何必又来糟蹋殷海光！孟绝子在旁也支持我的责备。我坚持删掉“安息在主的怀里”等鬼话，争执不下。最后我只同意用“永生”字眼，“永生”不算是宗教字眼，但可使教棍们自以为是，殷师母总算同意了。再回殷家，殷师母在廖融
10	plausible	0	literary-check	026.我的殷海光.txt	231	夏君璐化	LACW-154|LACW-155	第二天下午，殷海光死了。殷师母后来在《“这必死的，总要变成不死的！”》中说：“到家不久，李敖及孟祥柯和我一齐去怀恩堂商量一些事情及决定追思礼拜的日子。”她这段话，是长话短说了。因为头一天笔记的事，使我感到一批教棍可能利用殷海光，我该特别防范一下。果然回到殷家，殷师母就坚持以宗教仪式办后事，并说已跟怀恩堂的周联华牧师约好，现在就去。殷师母大概没想到我是个激烈反对者，她约我一起去怀恩堂，要我代他们润色一下已写好的殷海光《安息在主的怀里》的通告稿。不料我一见周联华，就把他责备一顿，我说你给国民党的达官贵人做后事吧，何必又来糟蹋殷海光！孟绝子在旁也支持我的责备。我坚持删掉“安息在主的怀里”等鬼话，争执不下。最后我只同意用“永生”字眼，“永生”不算是宗教字眼，但可使教棍们自以为是，殷师母总算同意了。再回殷家，殷师母在廖融
10	plausible	0	literary-check	026.我的殷海光.txt	231	永生	LACW-154|LACW-155	第二天下午，殷海光死了。殷师母后来在《“这必死的，总要变成不死的！”》中说：“到家不久，李敖及孟祥柯和我一齐去怀恩堂商量一些事情及决定追思礼拜的日子。”她这段话，是长话短说了。因为头一天笔记的事，使我感到一批教棍可能利用殷海光，我该特别防范一下。果然回到殷家，殷师母就坚持以宗教仪式办后事，并说已跟怀恩堂的周联华牧师约好，现在就去。殷师母大概没想到我是个激烈反对者，她约我一起去怀恩堂，要我代他们润色一下已写好的殷海光《安息在主的怀里》的通告稿。不料我一见周联华，就把他责备一顿，我说你给国民党的达官贵人做后事吧，何必又来糟蹋殷海光！孟绝子在旁也支持我的责备。我坚持删掉“安息在主的怀里”等鬼话，争执不下。最后我只同意用“永生”字眼，“永生”不算是宗教字眼，但可使教棍们自以为是，殷师母总算同意了。再回殷家，殷师母在廖融
10	plausible	0	literary-check	031.孙悟空和我.txt	49	天有不测风云	LACW-109	这篇序文从发表后到现在，已经两年多了。两年之中，我在序里所预言的“天有不测风云”，到底突然发生。序文中引用的《西游记》中故事，本来自第七回“八卦炉中逃大圣，五行山下定心猿”的逃大圣前半回，两年来客观环境的演变，已经很明显的走向定心猿的后半回，我又何必细细描写我所遭遇的现代史呢？还是让我们来读《西游记》罢！《西游记》描写最后如来佛奉命出马，亲捉妖猴，与孙悟空对阵后：
10	review	8	manual-check	031.孙悟空和我.txt	77	你除了生长变化之法，在有何能，敢占天宫胜境？	LACW-111	佛祖听言，呵呵冷笑道：“你那厮乃是个猴子成精，焉敢欺心，要夺玉皇上帝尊位？他自幼修持，苦历过一千七百五十劫。每劫该十二万九千六百年。你算，他该多少年数，方能享受此无极大道？你那个初世为人的畜生，如何出此大言！不当人子！不当人子！折了你的寿算！趁早皈依，切莫胡说！但恐遭了毒手，性命顷刻而休，可惜了你的本来面目！”大圣道：“他虽年久修长，也不应久占在此。常言道：...
10	review	8	manual-check	031.孙悟空和我.txt	79	既如此说，你可做得主张？	LACW-112	那大圣闻言，暗笑道：“这如来十分好呆！我老孙一筋斗去十万八千里。他那手掌，方圆不满一尺，如何跳不出去？”急发声道：“既如此说，你可做得主张？”佛祖道：“做得！做得！”伸开右手，却似个荷叶大小。那大圣收了如意棒，抖擞神威，将身一纵，站在佛祖手心里，却道声：“我出去也！”你看他一路云光，无影无形去了。佛祖慧眼观看，见那猴王风车子一般相似不住，只管前进。大圣行时，...
10	plausible	0	literary-check	031.孙悟空和我.txt	125	东游西荡	LACW-117|LACW-167	俗话说：“上得山多，终遇虎”，寄语我们的“现代齐天大圣”李敖先生，长此“东游西荡”早晚也会被如来佛“翻掌一扑，压在五行山下”的。
10	plausible	0	literary-check	031.孙悟空和我.txt	125	现代齐天大圣	LACW-117|LACW-167	俗话说：“上得山多，终遇虎”，寄语我们的“现代齐天大圣”李敖先生，长此“东游西荡”早晚也会被如来佛“翻掌一扑，压在五行山下”的。
10	plausible	0	literary-check	034.被歪曲的革命家.txt	89	禽兽不若	LACW-161	正因为孙中山对付异己主张“最好与他辩论明白”，所以他于辩论之道，颇为讲求。辩论中的利器是文字。在文字表达方面，英文实在远胜中文。中文写出来的东西，诚如《孙文学说》所说：“中国之文章，富矣丽矣！”但是由于表达法不够细腻生动，抽象词汇太多，又竞附莫名其妙的高雅，所以常常是在“富矣丽矣”以外，洋洋万言，却不知道说些什么。孙中山的文字技术，是西方的，尤其具有西方词汇的爽快。他骂满洲，直斥为“野番贱种”；骂康梁，直斥为“禽兽不若”（均见《敬告同乡论革命与保皇之分野书》）；骂北洋军阀，直斥为“无数强盗”（《孙文学说》自序）……凡此种种，都是爽爽快快的西方式的骂人法，一点没有“中国人”做文章的忸怩态。
10	plausible	0	literary-check	034.被歪曲的革命家.txt	89	无数强盗	LACW-161	正因为孙中山对付异己主张“最好与他辩论明白”，所以他于辩论之道，颇为讲求。辩论中的利器是文字。在文字表达方面，英文实在远胜中文。中文写出来的东西，诚如《孙文学说》所说：“中国之文章，富矣丽矣！”但是由于表达法不够细腻生动，抽象词汇太多，又竞附莫名其妙的高雅，所以常常是在“富矣丽矣”以外，洋洋万言，却不知道说些什么。孙中山的文字技术，是西方的，尤其具有西方词汇的爽快。他骂满洲，直斥为“野番贱种”；骂康梁，直斥为“禽兽不若”（均见《敬告同乡论革命与保皇之分野书》）；骂北洋军阀，直斥为“无数强盗”（《孙文学说》自序）……凡此种种，都是爽爽快快的西方式的骂人法，一点没有“中国人”做文章的忸怩态。
10	plausible	0	literary-check	034.被歪曲的革命家.txt	89	野番贱种	LACW-161	正因为孙中山对付异己主张“最好与他辩论明白”，所以他于辩论之道，颇为讲求。辩论中的利器是文字。在文字表达方面，英文实在远胜中文。中文写出来的东西，诚如《孙文学说》所说：“中国之文章，富矣丽矣！”但是由于表达法不够细腻生动，抽象词汇太多，又竞附莫名其妙的高雅，所以常常是在“富矣丽矣”以外，洋洋万言，却不知道说些什么。孙中山的文字技术，是西方的，尤其具有西方词汇的爽快。他骂满洲，直斥为“野番贱种”；骂康梁，直斥为“禽兽不若”（均见《敬告同乡论革命与保皇之分野书》）；骂北洋军阀，直斥为“无数强盗”（《孙文学说》自序）……凡此种种，都是爽爽快快的西方式的骂人法，一点没有“中国人”做文章的忸怩态。
10	plausible	0	literary-check	034.被歪曲的革命家.txt	89	中国人	LACW-161	正因为孙中山对付异己主张“最好与他辩论明白”，所以他于辩论之道，颇为讲求。辩论中的利器是文字。在文字表达方面，英文实在远胜中文。中文写出来的东西，诚如《孙文学说》所说：“中国之文章，富矣丽矣！”但是由于表达法不够细腻生动，抽象词汇太多，又竞附莫名其妙的高雅，所以常常是在“富矣丽矣”以外，洋洋万言，却不知道说些什么。孙中山的文字技术，是西方的，尤其具有西方词汇的爽快。他骂满洲，直斥为“野番贱种”；骂康梁，直斥为“禽兽不若”（均见《敬告同乡论革命与保皇之分野书》）；骂北洋军阀，直斥为“无数强盗”（《孙文学说》自序）……凡此种种，都是爽爽快快的西方式的骂人法，一点没有“中国人”做文章的忸怩态。
10	plausible	0	literary-check	034.被歪曲的革命家.txt	89	最好与他辩论明白	LACW-161	正因为孙中山对付异己主张“最好与他辩论明白”，所以他于辩论之道，颇为讲求。辩论中的利器是文字。在文字表达方面，英文实在远胜中文。中文写出来的东西，诚如《孙文学说》所说：“中国之文章，富矣丽矣！”但是由于表达法不够细腻生动，抽象词汇太多，又竞附莫名其妙的高雅，所以常常是在“富矣丽矣”以外，洋洋万言，却不知道说些什么。孙中山的文字技术，是西方的，尤其具有西方词汇的爽快。他骂满洲，直斥为“野番贱种”；骂康梁，直斥为“禽兽不若”（均见《敬告同乡论革命与保皇之分野书》）；骂北洋军阀，直斥为“无数强盗”（《孙文学说》自序）……凡此种种，都是爽爽快快的西方式的骂人法，一点没有“中国人”做文章的忸怩态。
10	review	8	manual-check	034.被歪曲的革命家.txt	105	即以孔子复生，处于今日，亦必有人非之者	LACW-134|LACW-135	孔夫子并不是孙中山最佩服的人。民国前十五年，孙中山写自传给英国汉学家翟尔斯，就说他自己“早岁志窥远大，性慕新奇。故所学多博杂不纯，于中学则独好三代两汉之文，于西学则雅癖达文（Darwinism）之道，而格致政事，亦常浏览。至于教则崇耶稣，于人则仰中华之汤、武暨美国华盛顿焉。”对于孔夫子，连提都不提。民国元年他在广东省议会演说《治粤方针》，也提到“即以孔子复生...
10	plausible	0	literary-check	034.被歪曲的革命家.txt	191	保存国粹	LACW-137	我所以要特别提出子固先生的论点，只因为他的悲愤是可敬的，而他的解决方案还是无补于他的悲愤。他的方案，一面讲科学，一面恢复我们固有的文化，还只是张之洞一辈人说的“中学为体，西学为用”的方案。老实说，这条路是走不通的。如果过去的文化是值得恢复的，我们今天不致糟到这步田地了。况且没有那科学工业的现代文化基础，是无法发扬什么文化的“伟大精神”的，忠孝仁爱信义和平是永远存在书本子里的；但是因为我们的祖宗只会把这些好听的名词都写作八股文章，画作太极图，编作理学语录，所以那些好听的名词都不能变成有做法有热心的事实。西洋人跳出了经院时代之后，努力做征服自然的事业，征服了海洋、征服了大地、征服了空气电气、征服了不少的原质、征服了不少的微生物——这都不是什么“保存国粹”“发扬固有文化”的口号所能包括的工作，然而科学与工业发达的自然
10	plausible	0	literary-check	034.被歪曲的革命家.txt	191	发扬固有文化	LACW-137	我所以要特别提出子固先生的论点，只因为他的悲愤是可敬的，而他的解决方案还是无补于他的悲愤。他的方案，一面讲科学，一面恢复我们固有的文化，还只是张之洞一辈人说的“中学为体，西学为用”的方案。老实说，这条路是走不通的。如果过去的文化是值得恢复的，我们今天不致糟到这步田地了。况且没有那科学工业的现代文化基础，是无法发扬什么文化的“伟大精神”的，忠孝仁爱信义和平是永远存在书本子里的；但是因为我们的祖宗只会把这些好听的名词都写作八股文章，画作太极图，编作理学语录，所以那些好听的名词都不能变成有做法有热心的事实。西洋人跳出了经院时代之后，努力做征服自然的事业，征服了海洋、征服了大地、征服了空气电气、征服了不少的原质、征服了不少的微生物——这都不是什么“保存国粹”“发扬固有文化”的口号所能包括的工作，然而科学与工业发达的自然
10	plausible	0	literary-check	034.被歪曲的革命家.txt	191	伟大精神	LACW-137	我所以要特别提出子固先生的论点，只因为他的悲愤是可敬的，而他的解决方案还是无补于他的悲愤。他的方案，一面讲科学，一面恢复我们固有的文化，还只是张之洞一辈人说的“中学为体，西学为用”的方案。老实说，这条路是走不通的。如果过去的文化是值得恢复的，我们今天不致糟到这步田地了。况且没有那科学工业的现代文化基础，是无法发扬什么文化的“伟大精神”的，忠孝仁爱信义和平是永远存在书本子里的；但是因为我们的祖宗只会把这些好听的名词都写作八股文章，画作太极图，编作理学语录，所以那些好听的名词都不能变成有做法有热心的事实。西洋人跳出了经院时代之后，努力做征服自然的事业，征服了海洋、征服了大地、征服了空气电气、征服了不少的原质、征服了不少的微生物——这都不是什么“保存国粹”“发扬固有文化”的口号所能包括的工作，然而科学与工业发达的自然
10	plausible	0	literary-check	034.被歪曲的革命家.txt	191	总和道德叫做高明	LACW-137	我所以要特别提出子固先生的论点，只因为他的悲愤是可敬的，而他的解决方案还是无补于他的悲愤。他的方案，一面讲科学，一面恢复我们固有的文化，还只是张之洞一辈人说的“中学为体，西学为用”的方案。老实说，这条路是走不通的。如果过去的文化是值得恢复的，我们今天不致糟到这步田地了。况且没有那科学工业的现代文化基础，是无法发扬什么文化的“伟大精神”的，忠孝仁爱信义和平是永远存在书本子里的；但是因为我们的祖宗只会把这些好听的名词都写作八股文章，画作太极图，编作理学语录，所以那些好听的名词都不能变成有做法有热心的事实。西洋人跳出了经院时代之后，努力做征服自然的事业，征服了海洋、征服了大地、征服了空气电气、征服了不少的原质、征服了不少的微生物——这都不是什么“保存国粹”“发扬固有文化”的口号所能包括的工作，然而科学与工业发达的自然
9	review	7	manual-check	031.孙悟空和我.txt	79	不消去，你只自低头看看。	LACW-112	那大圣闻言，暗笑道：“这如来十分好呆！我老孙一筋斗去十万八千里。他那手掌，方圆不满一尺，如何跳不出去？”急发声道：“既如此说，你可做得主张？”佛祖道：“做得！做得！”伸开右手，却似个荷叶大小。那大圣收了如意棒，抖擞神威，将身一纵，站在佛祖手心里，却道声：“我出去也！”你看他一路云光，无影无形去了。佛祖慧眼观看，见那猴王风车子一般相似不住，只管前进。大圣行时，...
9	review	7	manual-check	031.孙悟空和我.txt	79	此间乃尽头路了。这番回去，如来作证，灵霄殿定是我坐也。	LACW-112	那大圣闻言，暗笑道：“这如来十分好呆！我老孙一筋斗去十万八千里。他那手掌，方圆不满一尺，如何跳不出去？”急发声道：“既如此说，你可做得主张？”佛祖道：“做得！做得！”伸开右手，却似个荷叶大小。那大圣收了如意棒，抖擞神威，将身一纵，站在佛祖手心里，却道声：“我出去也！”你看他一路云光，无影无形去了。佛祖慧眼观看，见那猴王风车子一般相似不住，只管前进。大圣行时，...
9	review	7	manual-check	031.孙悟空和我.txt	79	且住！等我留下些记号，方好与如来说话。	LACW-112	那大圣闻言，暗笑道：“这如来十分好呆！我老孙一筋斗去十万八千里。他那手掌，方圆不满一尺，如何跳不出去？”急发声道：“既如此说，你可做得主张？”佛祖道：“做得！做得！”伸开右手，却似个荷叶大小。那大圣收了如意棒，抖擞神威，将身一纵，站在佛祖手心里，却道声：“我出去也！”你看他一路云光，无影无形去了。佛祖慧眼观看，见那猴王风车子一般相似不住，只管前进。大圣行时，...
9	review	7	manual-check	031.孙悟空和我.txt	79	我已去，今来了。你教玉帝让天宫与我。	LACW-112	那大圣闻言，暗笑道：“这如来十分好呆！我老孙一筋斗去十万八千里。他那手掌，方圆不满一尺，如何跳不出去？”急发声道：“既如此说，你可做得主张？”佛祖道：“做得！做得！”伸开右手，却似个荷叶大小。那大圣收了如意棒，抖擞神威，将身一纵，站在佛祖手心里，却道声：“我出去也！”你看他一路云光，无影无形去了。佛祖慧眼观看，见那猴王风车子一般相似不住，只管前进。大圣行时，...
9	review	7	manual-check	031.孙悟空和我.txt	79	有这等事！有这等事！我将此字写在撑天柱子上，如何却在他手指上？莫非有个未卜先知的法术？我决不信！不信！等我再去来！	LACW-112	那大圣闻言，暗笑道：“这如来十分好呆！我老孙一筋斗去十万八千里。他那手掌，方圆不满一尺，如何跳不出去？”急发声道：“既如此说，你可做得主张？”佛祖道：“做得！做得！”伸开右手，却似个荷叶大小。那大圣收了如意棒，抖擞神威，将身一纵，站在佛祖手心里，却道声：“我出去也！”你看他一路云光，无影无形去了。佛祖慧眼观看，见那猴王风车子一般相似不住，只管前进。大圣行时，...
9	review	7	manual-check	031.孙悟空和我.txt	79	这如来十分好呆！我老孙一筋斗去十万八千里。他那手掌，方圆不满一尺，如何跳不出去？	LACW-112	那大圣闻言，暗笑道：“这如来十分好呆！我老孙一筋斗去十万八千里。他那手掌，方圆不满一尺，如何跳不出去？”急发声道：“既如此说，你可做得主张？”佛祖道：“做得！做得！”伸开右手，却似个荷叶大小。那大圣收了如意棒，抖擞神威，将身一纵，站在佛祖手心里，却道声：“我出去也！”你看他一路云光，无影无形去了。佛祖慧眼观看，见那猴王风车子一般相似不住，只管前进。大圣行时，...
8	keyword_line	0	literary-check	001.《李敖全集》自序.txt	13	“李敖君在自由中国文化论坛上所掀起的这股狂潮，实在是政府迁台以后的空前盛事，其意识形态与西方自热门爵士音乐兴起后风行的摇滚、扭腰、冲浪，以至由‘披头’歌而疯狂一时的阿哥哥舞完全相似。英国的‘披头’，自诩‘比耶稣更受欢迎’，台湾的李敖，则口口声声，自己是‘得人心的英雄’。而且，我们，我们这位文化界的‘披头’明星李敖君，在台湾的‘卖座’情形，大概只有使台北一度成...		“李敖君在自由中国文化论坛上所掀起的这股狂潮，实在是政府迁台以后的空前盛事，其意识形态与西方自热门爵士音乐兴起后风行的摇滚、扭腰、冲浪，以至由‘披头’歌而疯狂一时的阿哥哥舞完全相似。英国的‘披头’，自诩‘比耶稣更受欢迎’，台湾的李敖，则口口声声，自己是‘得人心的英雄’。而且，我们，我们这位文化界的‘披头’明星李敖君，在台湾的‘卖座’情形，大概只有使台北一度成...
8	plausible	0	literary-check	001.《李敖全集》自序.txt	17	欧巴桑		“兹将其年来诽谤行为，根据初步不完全之统计，作成附表二。计其对个人指名之诽谤，自孔子以至胡适、钱穆，凡五十七人。其对集体之诽谤，自台湾大学文学院、中央研究院、孔孟学会、立法院、内政部、各大学中文系、全体研究中国文化者、全体较李敖年长之学人、全政府官吏、全国民党员，以至整个中华民族。谓孔子之像为‘恐怖’、将孔子思想与西门庆、魏忠贤，等列齐观。对研究孔子思想之人，除加以毒词秽语外，并谓‘早应打耳刮子’。对祭孔子之礼童，诋之为‘大鬼’。对主祭之台北市长，指为被杀作祭品之‘牺牲’。对胡适为‘大懵懂’，‘把文史学风带到这种迂腐不堪的境地’，‘脱不开乾嘉余孽的把戏’。指钱穆为‘大脑在休息，小脑正在反射’；‘近乎卜巫之间的人儿’。指台湾大学为‘分赃’、‘腐化’、‘遮羞完毕’、‘拼命捞钱’、‘与家里“欧巴桑”先奸后娶者有之；奸
