score	file	line	text	same_line_export_ids	context
5	004.谏诤——“宁鸣而死，不默而生！”.txt	71	你看，你把我衣服弄破了！	LADXT-103	宋朝徽宗的时候，有一次大臣陈禾向皇帝说话，皇帝听得不耐烦，气得站起来了，陈禾立刻跑过去，拉住皇帝的衣服，说；“请听我讲完。”皇帝不听，硬是要走，陈禾非要他听，硬是拉住不放，结果裂帛一声，皇帝的衣服被撕破了，皇帝大骂：“你看，你把我衣服弄破了！”陈禾说：“你为了不听我的话，不在乎衣服；我为了使你听我的话，也不在乎脑袋！”皇帝很感动，特别叫人把被撕的衣服保存起来...
5	005.传令——全国大跑马.txt	23	来人哪！你们各地的诸侯派代表来，站在我身边，替我传话给你们！		于是皇帝叫道：“来人哪！你们各地的诸侯派代表来，站在我身边，替我传话给你们！”
5	005.传令——全国大跑马.txt	85	先买票、后上车		一、从驿中骑马的，要凭“符券”才成，这等于现在的“先买票、后上车”。没票骑马的，处一年徒刑。
5	007.征兆——来头可不小.txt	87	虽不至天，贵亦极矣！		南北朝北周文帝宇文泰，他妈妈怀他的时候，梦到抱他升天，可是没升完，就醒了。醒后把梦告诉了老公，老公高兴说：“虽不至天，贵亦极矣！”生的时候，有黑气如盖，下覆其身。他背上有黑子，黑子且成图案，像条蟠龙。他脸上又有紫光，叫人看了心里发毛。
5	007.征兆——来头可不小.txt	93	朱三那小孩子不是常人，你们可要对他好啊！		五代后梁太祖朱全忠，他生的那天晚上，家里有红气上升，邻居跑来叫说：你们朱家着火了。他小时候，家里很穷，妈妈带他住在老刘家。刘家老太太告诉家人说：“朱三那小孩子不是常人，你们可要对他好啊！”人家问凭什么？老太太说：“我看过他的睡相，睡的是一条红色的蛇。”
5	007.征兆——来头可不小.txt	95	红光烛室，白气充庭，井水暴溢		五代后唐武宗李克用，他妈妈怀胎十三个月，生的时候难产。大家跑去买药，碰到一位“神叟”。这位神老头说：“巫医帮不上忙的。赶快回家，大家要全副武装，骑马敲鼓，环绕李家三圈才成。”于是照办，果然生产不难了，“红光烛室，白气充庭，井水暴溢”的情形下，李克用出世。后来李克用搂着妓女睡大觉，有人要行刺他，走到床前，看到床上一团烈火，吓跑了。李克用的第二代，后唐庄宗李存勖...
5	007.征兆——来头可不小.txt	111	凡是有点名儿的人物，他妈妈生他的时候，都不简单		以上这些历朝各代的来头不小的神话，都表示了一个幻想的事实，就是“凡是有点名儿的人物，他妈妈生他的时候，都不简单”，都有“祥瑞”。
5	007.征兆——来头可不小.txt	117	制作定，世符运		在所有来头不小的鬼话中，最有代表性的例子是孔夫子的征兆。孔夫子的妈妈到野外玩，玩累了，就在野地里睡起来。做了梦，梦到黑帝和她性交。醒来就有孕，生下孔夫子。孔夫子生有全套异象：双龙绕室，五老降庭，长得海口、牛唇、虎掌、龟脊、头像尼丘山，名字就叫孔丘。胸前有“制作定，世符运”六个字。照古史说法，孔夫子是商汤的后人，五帝轮流做，本来该轮到商汤的后人的，可惜孔夫子被...
5	008.吃人——动物吃人，人也吃人.txt	15	将史文恭剖腹剜心，享祭晁盖		另一种等于吃人肉的，是用人肉来祭死人。如《水浒传》第二十五回，武松对他哥哥武大郎，“将两颗人头供养在灵前”；第六十七回“将史文恭剖腹剜心，享祭晁盖”等，都属这一类。
5	008.吃人——动物吃人，人也吃人.txt	115	身体是爸爸妈妈给的，不能丢掉，所以这颗眼珠子，我把它吃到肚里去！		割股的行为，虽然动机是“孝”，但是跟中国传统的“孝”的观念比起来，却是冲突的。中国传统的“孝”的观念是：一个人的身体、头发、皮肤，都是爸爸妈妈传给他的，他不能也不敢毁了它们。这种行为的最有名代表人是曾参（曾子）。曾子临死以前，还战战兢兢的把自己全身检查了一番，发现没短少什么、没毁坏什么，才觉得对得起自己的爸爸妈妈，才放心的死去。还有一个例子是三国时候的一个将...
5	008.吃人——动物吃人，人也吃人.txt	117	今后遇有割股之人，虽不在禁限，亦不须旌赏		既然传统的“孝”的标准是不敢毁伤身体，“割股”的行为，当然是和这标准冲突的，所以这种行为，一方面可说是“孝”，一方面又可说是“不孝”。于是政府的处境便感到很困难。公元1270年，元朝政府想出了一条法律，决定“今后遇有割股之人，虽不在禁限，亦不须旌赏”。这意思很明白，政府是决定既不阻止，也不奖励了。
5	009.喝酒——喝也不行，不喝也不行.txt	97	以后我的尸体真成了土，土又可被陶器工厂做成酒壶，那样我多过瘾呵！		还有一个三国时代的郑泉（孙权的吴国人），临死以前，要求把他尸体埋在做陶器的工厂旁边。他说：“以后我的尸体真成了土，土又可被陶器工厂做成酒壶，那样我多过瘾呵！”
5	011.家族——人愈多愈好.txt	79	就杀我十族，又怎么样！		在中国的传统观念中，一个人并不属于他自己，而是属于他的家族；他不代表他自己，代表的也是他的家族。所以，当一个人犯了罪，惩罚的对象并不止于这个“罪人”自己，而要连累他的家。秦始皇帝时代就有“诛三族”的法律，要杀一个“罪人”的时候，他的父母一族、他自己和太太一族、他的儿女一族，都要杀得光光光。这种残忍而不人道的法律，一直流传着，甚至还变本加厉。隋朝时候，杨玄感造...
5	012.女性——牌坊要大，金莲要小.txt	125	你老子都不嫌我脚大，你倒嫌我脚大！		有些乡下女人，居然成了漏网之鱼，有了天足或解放脚。这种人最怕成名，因为一成名，人人就注目足下，害得老太无法交代。明太祖朱元璋的马后，有对全国闻名的大脚，明太祖为了维护这对大脚，不知砍了多少人的脑袋；李鸿章的妈妈也有大脚，外号叫“大脚夫人”。西太后五十大庆时，母以子贵，要召见李太太。李老太坐轿子到北京，满朝文武拍李鸿章马屁，都去欢迎。李老太从轿子里无心伸出一脚...
5	014.从高玉树为儿子“冥婚”看中国两面文化.txt	19	生时非夫妇，死而迁葬之，使相从		再按注解，“迁葬”是指“生时非夫妇，死而迁葬之，使相从”；“嫁殇”是指“十九以下未嫁而死者”，“谓嫁死人也”。两者统而言之，都是冥婚合葬。而这种冥婚合葬，不管死者成年没成年，按诸传统经典，都是违背的，在中国“正宗”思想中，对这些是完完全全明明白白禁止的。
5	015.欢喜佛.txt	19	其左千五百，毘那迦王为第一，行诸恶事		“穷极丑怪”的佛像、“项间腰际，悬人头累累”，正是“其左千五百，毘那迦王为第一，行诸恶事”的象征，不了解《大圣欢喜供养法》这些佛经，自然就有“不知何说”的疑问了。
5	015.欢喜佛.txt	19	项间腰际，悬人头累累		“穷极丑怪”的佛像、“项间腰际，悬人头累累”，正是“其左千五百，毘那迦王为第一，行诸恶事”的象征，不了解《大圣欢喜供养法》这些佛经，自然就有“不知何说”的疑问了。
5	017.人能感动蝙蝠论.txt	33	咸为积愤，而无如之何也		柳应聘在《先师庙驱蝠记》大作里说，一座孔庙里，因为有容乃大，结果容来了许多蝙蝠，“丑类实繁，无虑千百，岁月滋久，势不可驱。”大家“咸为积愤，而无如之何也”！于是有“学政詹先生”来，十天斋戒，“又遣投蝠以食，而誓之一似昌黎（韩愈）谕鳄之旨。”于是，蝙蝠飞走了。还有个“学正黄先生”，也在这类庙中学韩愈方法，“以文谕之”，蝙蝠看了他的文章，也统统飞走了。
5	019.鼓声咚咚的中国之音.txt	13	吾士气少衰，而鼓不起者，何也？		在战场上，鼓有鼓舞士气的作用，人人都相信。鼓舞不起来，就表示有了别的毛病。汉朝时候，李陵打匈奴，发现鼓不灵了，他奇怪“吾士气少衰，而鼓不起者，何也？”他判断部队中有了女人。大搜之下，证明判断正确(13)。笑话中女人能使老和尚小和尚纷纷打鼓，却使李陵的军人鼓不起来，真是颠倒众生了。难怪女人亲自出马打鼓，仗就一打就贏——宋朝韩世忠夫人前京口妓女梁红玉是也(14)...
5	019.鼓声咚咚的中国之音.txt	59	青天大老爷，小的有冤上诉！		中国古代小百姓，有了冤，要想法使上面知道；知道的方法，要写状子；一写状子，就参加了文书政治；一参加了文书政治，就有被归档的危险，石沉大海。何况，小百姓大都是文盲，不会写状子。所以，直接的办法是喊出自己的冤枉，叫“喊冤”，叫：“青天大老爷，小的有冤上诉！”
5	019.鼓声咚咚的中国之音.txt	111	四方陈情建言、申诉冤滞或告不法等事		“通政司”是一个管下情上达的衙门，管“内外章疏敷奏封驳之事”，也管“四方陈情建言、申诉冤滞或告不法等事”。但是，它不能算是一个直接使下情上达的衙门，它拦在中间，使下情变成间接的。一变成间接的，还登闻什么鼓声呢？
5	019.鼓声咚咚的中国之音.txt	215	状内事情必关军国重务大贪大恶奇冤异惨，方许击鼓		(16)金朝海陵王正隆二年（1157）置登闻鼓院；元朝世祖至元十二年（1257）立登闻鼓；明朝十三道御史轮值登闻鼓；《大清会典》卷三十七说：“状内事情必关军国重务大贪大恶奇冤异惨，方许击鼓”；又说：“设登闻鼓于都察院门首，每日轮流御史一员监值。”
5	020.一种失传了的言论道具.txt	47	朕立谏鼓设谤木，于兹三年矣		但照梁武帝时候，任昉《天监三年策秀才文》，问“朕立谏鼓设谤木，于兹三年矣”那一段注，却是：
4	001.快看《独白下的传统》.txt	9	你说有兴有废，请问从盘古开天辟地到今天，有几帝几王？我弄不清楚，你给我说说看。	LADXT-098	在长达两千一百多年的时候，一位殉道者文天祥，被带到抓殉道者的元朝博罗丞相面前，他告诉博罗：“自古有兴有废，帝王将相，挨杀的多了，请你早点杀我算了。”博罗说：“你说有兴有废，请问从盘古开天辟地到今天，有几帝几王？我弄不清楚，你给我说说看。”文天祥说：“一部十七史，从何处说起？”
4	001.快看《独白下的传统》.txt	9	自古有兴有废，帝王将相，挨杀的多了，请你早点杀我算了。	LADXT-098	在长达两千一百多年的时候，一位殉道者文天祥，被带到抓殉道者的元朝博罗丞相面前，他告诉博罗：“自古有兴有废，帝王将相，挨杀的多了，请你早点杀我算了。”博罗说：“你说有兴有废，请问从盘古开天辟地到今天，有几帝几王？我弄不清楚，你给我说说看。”文天祥说：“一部十七史，从何处说起？”
4	001.快看《独白下的传统》.txt	49	为者常成		现在我们写“为者常成”的“为”字，古字中象形写法见上图：左边的象形是手，右边的象形是象，“为”字的原始意思就是“用手牵象”。牵象干什么？打仗、做工，都是最起码的。中国人在用牛用马以前，早就用到了象。象不是外国货，最早在黄河流域，就有这种庞然大物。后来，黄河流域气温变凉了，象开始南下，出国了。在古人写古书的时候，已经看不到它了。所以《韩非子》里说：
4	001.快看《独白下的传统》.txt	61	陛下是同士大夫治天下，不是同老百姓治天下。	LADXT-003,LADXT-004	中国知识分子是中国最可耻的一个阶级。这个阶级夹在统治者和老百姓之间，上下其手。他们之中不是没有特立独行的好货，可是只占千万分之一，其他都是“小人儒”。庸德之行，庸言之谨，读书不化，守旧而顽固。中国知识分子坚守他们在统治者和老百姓中间的夹层地位，误尽苍生。当特立独行的王安石搞变法，想直接受惠于老百姓的时候，文彦博站出来向皇帝说话了，他说：“陛下是同士大夫治天下...
4	001.快看《独白下的传统》.txt	63	掌心行者		中国知识分子失败了。有两大方面的失败：一方面是品格上的，一方面是思想上的。思想上失败的特色是：他们很混、很糊涂、很笨。他们以知识为专业，结果却头脑不清，文章不行。这种特色不但使他们品格诸善莫做，并且扶同为恶而不自知；在思想上，也不能深入群众，影响普遍的中国人。他们写的东西，只能自我陶醉，或者给互相捧场的同流货色一起陶醉，实际上，实在不成东西。对绝大部分中国知...
4	001.快看《独白下的传统》.txt	93	今之古人		但现代人中有一个例外，有一个“今之古人”，那就是李敖。很多伪善的读者吃不消李敖喜欢捧李敖，所以李敖谦虚一次，用一次海外学人捧场的话，来描写这个例外。《大学杂志》登过这么一段——
4	002.直笔——“乱臣贼子惧”.txt	65	我们鲁国呀，没有家丑。皇帝和臣子之间，没有凶杀案！	LADXT-100	正因为孔夫子在有意说谎，所以，他的学生们也就跟着造谣，竟说：“鲁之君臣，未尝相弑！”意思是说：“我们鲁国呀，没有家丑。皇帝和臣子之间，没有凶杀案！”
4	002.直笔——“乱臣贼子惧”.txt	89	所尊敬的人		孔夫子写书的目的，本是要把那些他看不惯的人的行为，记入青史的；但是人总是有缺点的，连孔夫子所尊敬的人和他的亲人、贤者也不例外，竟也有使人看不惯的行为出现，如果孔夫子不管三七二十一，把这些看不惯的行为，一古脑儿写进去了，那么人家一看到，对“所尊敬的人”、对“亲人”和“贤者”的敬意，也就大打了折扣。所以，孔夫子呀，宁愿说谎。这种在历史上说谎，有一个专名词，叫做“...
4	002.直笔——“乱臣贼子惧”.txt	141	好直笔，勿畏惧！我终不做魏太武（北魏道武皇帝）诛史官。		历史上为直笔而使脑袋搬家的，并不少见。前赵昭武皇帝（匈奴人）时候，公师彧就因写国史被杀；北魏道武皇帝（鲜卑人）时候，崔浩也因为写国史被杀。但尽管有这一类干涉历史的例子，究竟不能算是“正宗”。在正宗上，皇帝还是要尊重史官的。公元6世纪的一个皇帝，就向一个著名的史官魏收说：“我后代声名，在于卿手。”又一个皇帝，也向魏收说：“好直笔，勿畏惧！我终不做魏太武（北魏道...
4	002.直笔——“乱臣贼子惧”.txt	141	我后代声名，在于卿手。		历史上为直笔而使脑袋搬家的，并不少见。前赵昭武皇帝（匈奴人）时候，公师彧就因写国史被杀；北魏道武皇帝（鲜卑人）时候，崔浩也因为写国史被杀。但尽管有这一类干涉历史的例子，究竟不能算是“正宗”。在正宗上，皇帝还是要尊重史官的。公元6世纪的一个皇帝，就向一个著名的史官魏收说：“我后代声名，在于卿手。”又一个皇帝，也向魏收说：“好直笔，勿畏惧！我终不做魏太武（北魏道...
4	002.直笔——“乱臣贼子惧”.txt	143	武帝不杀司马迁，使谤书（指《史记》）流于后世		本来，在制度上，史官的独立，使皇帝都不能看他写的历史（历史是要留给后人看的）。凡是尊重制度的皇帝，没有不守这道行规的。甚至汉朝最凶狠的皇帝汉武帝，也不看史官司马迁写的《史记》，所以《史记》中才能批评他。到了后汉时候，王允就埋怨“武帝不杀司马迁，使谤书（指《史记》）流于后世”。其实王允不知道：光就这一点，说明了汉武帝的尊重史官、遵守制度。
4	003.避讳——“非常不敢说”.txt	25	倘若死的时候	LADXT-022,LADXT-023,LADXT-024	对一件事实的“讳”，大部分是指隐匿一种真相。比如说，死是一种不可避免的事实，可是古人却忌讳提到它，认为不吉祥。所以古人说一个长辈快死了，用的表达法是“倘有不讳”。“倘有不讳”的意思翻成白话是：“假若有隐瞒不住的时候”，就是“倘若死的时候”。除了认为不吉祥的意思外，还有一种是指对某种事实的隐瞒。汉朝的大才子司马相如，在他的《上林赋》里就有“鄙人固陋，不知忌讳”...
4	004.谏诤——“宁鸣而死，不默而生！”.txt	43	本来是要走的，因为怕你生气，所以决定不走了。		有一次，唐太宗要到南山去，都准备好了，刚要出发，魏征来了，唐太宗立刻装做没事的样子，因为他知道魏征是反对他去南山的。但是魏征很直爽，他问：“听说皇上要去南山，怎么没走呢？”唐太宗说：“本来是要走的，因为怕你生气，所以决定不走了。”
4	005.传令——全国大跑马.txt	123	直捣黄龙		像岳飞这种将军，现代处理起来就方便多了。韩战（朝鲜战争——编者）时候，在前线的将军麦克阿瑟也和岳飞一样，要“直捣黄龙”的（黄龙是现在的中国东北地方），当时美国总统杜鲁门把麦克阿瑟弄回去，由于科学进步，他只打一个电报就够了。科学真是了不起，也真可怕，它可以增加统治的效率，使命令传达得快快快。所以现代的人做将军，就没有古人过瘾，因为他只听到电报机的嘀嘀嗒嗒，再也...
4	006.新闻——报纸像杂志.txt	57	凡私家论说及风闻不实之事，一概不录。		西太后办的报叫《政治官报》（后来改名叫《内阁官报》），这个报，还是杂志的形式，不过里面的花样多了：“上谕”“奏折”“电报”“法制章程”“条约合同”“外事”“广告”等，都是基本内容。它的宗旨是：“凡私家论说及风闻不实之事，一概不录。”显然是针对以前《中外纪闻》里“社论”而发的。这个《政治官报》只是要报导政治，并不是要谈政治，所以要议论的，免啦！
4	007.征兆——来头可不小.txt	77	有神光之异，一室尽明。		晋朝元帝生的时候，“有神光之异，一室尽明。”
4	007.征兆——来头可不小.txt	93	我看过他的睡相，睡的是一条红色的蛇。		五代后梁太祖朱全忠，他生的那天晚上，家里有红气上升，邻居跑来叫说：你们朱家着火了。他小时候，家里很穷，妈妈带他住在老刘家。刘家老太太告诉家人说：“朱三那小孩子不是常人，你们可要对他好啊！”人家问凭什么？老太太说：“我看过他的睡相，睡的是一条红色的蛇。”
4	007.征兆——来头可不小.txt	95	巫医帮不上忙的。赶快回家，大家要全副武装，骑马敲鼓，环绕李家三圈才成。		五代后唐武宗李克用，他妈妈怀胎十三个月，生的时候难产。大家跑去买药，碰到一位“神叟”。这位神老头说：“巫医帮不上忙的。赶快回家，大家要全副武装，骑马敲鼓，环绕李家三圈才成。”于是照办，果然生产不难了，“红光烛室，白气充庭，井水暴溢”的情形下，李克用出世。后来李克用搂着妓女睡大觉，有人要行刺他，走到床前，看到床上一团烈火，吓跑了。李克用的第二代，后唐庄宗李存勖...
4	007.征兆——来头可不小.txt	99	赤光照室，有声如炉炭之裂，星火四迸。		五代后周太祖郭威，他妈妈生他的时候，“赤光照室，有声如炉炭之裂，星火四迸。”
4	007.征兆——来头可不小.txt	101	赤光绕室，异香经宿不散。体有金色，三日不变。		宋朝太祖赵匡胤，也照有红光不误，他妈妈生他的时候，“赤光绕室，异香经宿不散。体有金色，三日不变。”
4	007.征兆——来头可不小.txt	115	白毫生于日角之左	LADXT-034	祥瑞外一章是身体上的特征，所谓“圣人皆有异表”。什么“伏羲人身蛇首，神农人身牛首”、什么“黄帝龙颜”、什么“帝喾骈齿”、什么“尧眉八彩”、什么“舜目重瞳”、什么“禹耳三漏”、什么“汤臂三肘”、什么“文王四乳”、什么“武王望羊”、什么汉高祖“左股七十二黑子”、什么三国刘备“两耳垂肩、双手过膝，目能自顾其耳”、什么司马懿“面正向后，而身不动”、什么晋元帝“白毫生...
4	007.征兆——来头可不小.txt	115	黄帝龙颜	LADXT-034	祥瑞外一章是身体上的特征，所谓“圣人皆有异表”。什么“伏羲人身蛇首，神农人身牛首”、什么“黄帝龙颜”、什么“帝喾骈齿”、什么“尧眉八彩”、什么“舜目重瞳”、什么“禹耳三漏”、什么“汤臂三肘”、什么“文王四乳”、什么“武王望羊”、什么汉高祖“左股七十二黑子”、什么三国刘备“两耳垂肩、双手过膝，目能自顾其耳”、什么司马懿“面正向后，而身不动”、什么晋元帝“白毫生...
4	007.征兆——来头可不小.txt	115	圣人皆有异表	LADXT-034	祥瑞外一章是身体上的特征，所谓“圣人皆有异表”。什么“伏羲人身蛇首，神农人身牛首”、什么“黄帝龙颜”、什么“帝喾骈齿”、什么“尧眉八彩”、什么“舜目重瞳”、什么“禹耳三漏”、什么“汤臂三肘”、什么“文王四乳”、什么“武王望羊”、什么汉高祖“左股七十二黑子”、什么三国刘备“两耳垂肩、双手过膝，目能自顾其耳”、什么司马懿“面正向后，而身不动”、什么晋元帝“白毫生...
4	007.征兆——来头可不小.txt	115	左股七十二黑子	LADXT-034	祥瑞外一章是身体上的特征，所谓“圣人皆有异表”。什么“伏羲人身蛇首，神农人身牛首”、什么“黄帝龙颜”、什么“帝喾骈齿”、什么“尧眉八彩”、什么“舜目重瞳”、什么“禹耳三漏”、什么“汤臂三肘”、什么“文王四乳”、什么“武王望羊”、什么汉高祖“左股七十二黑子”、什么三国刘备“两耳垂肩、双手过膝，目能自顾其耳”、什么司马懿“面正向后，而身不动”、什么晋元帝“白毫生...
4	008.吃人——动物吃人，人也吃人.txt	9	孩儿们，快动手取下这牛子（指宋江）的心肝来，造三份醒酒酸辣汤来！		在第二十六回里，你又可以看到宋江被强盗抓住后，强盗王矮虎大叫说：“孩儿们，快动手取下这牛子（指宋江）的心肝来，造三份醒酒酸辣汤来！”
4	008.吃人——动物吃人，人也吃人.txt	21	人相食，死者过半。		一、汉高祖二年（公元前205）——“人相食，死者过半。”
4	008.吃人——动物吃人，人也吃人.txt	25	河水溢于平原，大饥，人相食。		三、汉武帝建元三年（公元前138）——“河水溢于平原，大饥，人相食。”
4	008.吃人——动物吃人，人也吃人.txt	29	“关东郡国十余，饥，人相食。		五、汉武帝鼎元三年（公元前114）——““关东郡国十余，饥，人相食。”
4	008.吃人——动物吃人，人也吃人.txt	31	关东郡国十一，大水，饥，或人相食。		六、汉元帝初元元年（公元前48）——“关东郡国十一，大水，饥，或人相食。”
4	008.吃人——动物吃人，人也吃人.txt	37	缘边大饥，人相食。		九、汉王莽天凤元年（公元14）——“缘边大饥，人相食。”
4	008.吃人——动物吃人，人也吃人.txt	39	关东，人相食。		十、汉王莽地皇三年（公元22）——“关东，人相食。”
4	008.吃人——动物吃人，人也吃人.txt	41	北边及青徐地，人相食。		十一、汉王莽时——“北边及青徐地，人相食。”
4	008.吃人——动物吃人，人也吃人.txt	43	民饥饿，相食。		十二、汉光武帝建武元年（公元25）——“民饥饿，相食。”
4	008.吃人——动物吃人，人也吃人.txt	45	三辅大饥，人相食。		十三、汉光武帝建武二年（公元26）——“三辅大饥，人相食。”
4	008.吃人——动物吃人，人也吃人.txt	49	京师大饥，民相食。		十五、汉安帝永初三年（公元109）三月——“京师大饥，民相食。”
4	008.吃人——动物吃人，人也吃人.txt	51	并凉二州大饥，人相食。		十六、汉安帝永初三年（公元109）十二月——“并凉二州大饥，人相食。”
4	008.吃人——动物吃人，人也吃人.txt	53	任城梁国饥，民相食。		十七、汉桓帝元嘉元年（公元151）——“任城梁国饥，民相食。”
4	008.吃人——动物吃人，人也吃人.txt	55	司隶冀州饥，人相食。		十八、汉桓帝永寿元年（公元155）——“司隶冀州饥，人相食。”
4	008.吃人——动物吃人，人也吃人.txt	57	河内人妇食夫，河南人夫食妇。		十九、汉灵帝建宁三年（公元170）——“河内人妇食夫，河南人夫食妇。”
4	008.吃人——动物吃人，人也吃人.txt	65	安史之乱		唐朝“安史之乱”，张巡、许远的部队，被安禄山的军队包围在睢阳。后来因为被包围得太久了，东西都吃光了，战马、老鼠、麻雀等等都吃光了。于是大家互相换小孩子来吃（不忍吃自己的，所以互换）。小孩子吃光了，张巡竟把他的姨太太杀掉，他对守城的军人说：“你们为国家拼命，好久没东西吃，可是你们仍旧忠贞。我自己的身体不能给你们吃，岂能可惜一个女人吗？”于是，从吃张巡的姨太太开...
4	008.吃人——动物吃人，人也吃人.txt	65	没人性的		唐朝“安史之乱”，张巡、许远的部队，被安禄山的军队包围在睢阳。后来因为被包围得太久了，东西都吃光了，战马、老鼠、麻雀等等都吃光了。于是大家互相换小孩子来吃（不忍吃自己的，所以互换）。小孩子吃光了，张巡竟把他的姨太太杀掉，他对守城的军人说：“你们为国家拼命，好久没东西吃，可是你们仍旧忠贞。我自己的身体不能给你们吃，岂能可惜一个女人吗？”于是，从吃张巡的姨太太开...
4	009.喝酒——喝也不行，不喝也不行.txt	19	陈年老酒		但是，酒这个东西，跟许多可爱的老公公一样，愈老愈有味道，所谓“陈年老酒”，愈喝愈香。陈年老酒从酒窖里搬出来，上面一层灰，所以在小篆里，把陈年老酒写做——（wjm_tcy注：西周金文“酋”）就是今天的“酋”字。后来这字慢慢抽象化，慢慢把管酒的官（烟酒公卖局局长）也叫做“酋”（“大酋”）了！
4	009.喝酒——喝也不行，不喝也不行.txt	65	不喝也不行		像这种残忍的“酒”的故事，正说明了我们老祖宗们，正有一些根本不知道人权是什么的暴徒，他们的残忍行为，也正是中华民族的耻辱。在另一方面，这个故事也又一次显示了古人对喝酒时“不喝也不行”的心理，你看他们多爱酒！
4	010.音乐——华夷交响乐.txt	13	不道德的		老夫子们赞成什么呢？老夫子们赞成的歌儿叫做“雅乐”——所谓高“雅”的音“乐”。这种“雅乐”，听起来是死板板的，唱起来是要立正站着的，奏起来是要恭恭敬敬的，听这些所谓“雅乐”，你会静、静、静、静得像井里的水、像睡大觉。老夫子们认为，只有这种严肃的音乐才是音乐，轻轻快快蹦蹦跳跳的音乐不是音乐；只有这种严肃的音乐才是“德音”——所谓有道“德”的声“音”；轻轻快快蹦...
4	010.音乐——华夷交响乐.txt	13	雅——乐		老夫子们赞成什么呢？老夫子们赞成的歌儿叫做“雅乐”——所谓高“雅”的音“乐”。这种“雅乐”，听起来是死板板的，唱起来是要立正站着的，奏起来是要恭恭敬敬的，听这些所谓“雅乐”，你会静、静、静、静得像井里的水、像睡大觉。老夫子们认为，只有这种严肃的音乐才是音乐，轻轻快快蹦蹦跳跳的音乐不是音乐；只有这种严肃的音乐才是“德音”——所谓有道“德”的声“音”；轻轻快快蹦...
4	010.音乐——华夷交响乐.txt	17	三月愿知肉味		可是，孔夫子对“雅乐”的起劲，无论如何也影响不了别人。他在鲁国当政，大力从事全国的音乐改革，从事所谓“正乐”的工作，所谓“正乐”，翻成白话，就是使音乐立正的工作。但是，使音乐立正，谈何容易？事实上，立正了半天，一旦齐国将美女加流行歌曲外销到鲁国的时候，鲁国君臣上下，就大有“三月愿知肉味”的香艳感觉了。孔夫子一气，就走了，所有的正乐都“稍息”了。
4	011.家族——人愈多愈好.txt	17	爸爸拿了小号棒子的时候，你该让他打，叫他出气；但他拿了大号棒子的时候，你就该逃掉，否则他真的赌气，把你打死了，你叫他怎么下台？		二、爸爸有打人权——人都可以杀，打打当然更不在话下。爸爸打儿子的故事，最有代表性的，是曾子和他爸爸。曾子有一天种瓜，不小心把瓜的根子弄断了，他的爸爸生气了，他的爸爸拿起了大棒子，他的爸爸使劲打他，把他打昏了。很久以后，曾子才醒过来。这件事被曾子的老师孔夫子知道了，不但不怪曾子的爸爸，反倒把曾子骂了一顿。孔夫子说你：“爸爸拿了小号棒子的时候，你该让他打，叫他出...
4	011.家族——人愈多愈好.txt	29	男人权力	LADXT-117	中国的家的第四个特点是“男人权力”。爸爸是全家第一男，他最有权；大哥也是男人，他是第二男，也有权，但他的权就比较受限制，因为，有个妈妈。在“孝顺”的传统底下，大哥要听妈妈的；在“男尊女卑”的传统底下，妈妈又得听大哥的。中国传统中的女人要“三从”，所谓“三从”，是一个女人
4	011.家族——人愈多愈好.txt	39	大家庭的结构		中国的家的第五个特点——最重要的一个特点——是“大家庭的结构”。所谓大家庭，就是家中不只父母子女两代几个人的小家庭，而是要所有有亲属关系的人住在一块儿，大家谁都不要跑。“大家庭”的理想形态是“五代同堂”，堂是家里的大庭，大庭中要有五代的亲属，才算过瘾。至于五代如何同堂，是什么人，实际情形，你快看下面：
4	011.家族——人愈多愈好.txt	99	盗亦友盗	LADXT-038	中国家族的流弊，可真不少。家族观念走火入魔的时候，还要进一步“开祠堂，执家法”，包括依“族规”第几条第几款，应该打多少大板或别的。更超越前进的，是以族姓为单位，统统有奖。张献忠到四川，杀得兴起，“百家姓”中个个遭殃，但对“张亚子庙”、“张桓侯（张飞）庙”，因为同宗，一律优待；张献忠的老前辈黄巢更宽大，他在湖北，不但不杀姓黄的，甚至连带黄字的地方都一律放生，所...
4	011.家族——人愈多愈好.txt	99	张亚子庙	LADXT-038	中国家族的流弊，可真不少。家族观念走火入魔的时候，还要进一步“开祠堂，执家法”，包括依“族规”第几条第几款，应该打多少大板或别的。更超越前进的，是以族姓为单位，统统有奖。张献忠到四川，杀得兴起，“百家姓”中个个遭殃，但对“张亚子庙”、“张桓侯（张飞）庙”，因为同宗，一律优待；张献忠的老前辈黄巢更宽大，他在湖北，不但不杀姓黄的，甚至连带黄字的地方都一律放生，所...
4	012.女性——牌坊要大，金莲要小.txt	113	火山孝子		孝子牌坊大都是给“殉母”的孝子立的。《二十年目睹之怪现状》小说里，就记有这种孝子，原来不是什么“以身殉母”，而是因纵欲过度死在妓院里的“火山孝子”。这小说中的孝子，确有其人，名叫岑德固，是请求西太后让他“做一看家恶犬”的大官岑春煊的儿子。他被旌表成孝子，是官官相护的大官张之洞、端方等联名请求的，旌表以后，他的事迹宣付国史馆，当然不包括命丧青楼在内。
