source_file	line	context
010.将相怎样才能和？.txt	91	我不惜用最坚决的态度面对孙观汉先生和任何乡愿型的朋友，可算是我近年来的一大进步。王阳明说过：“我在南都以前，尚有些子乡愿的意思在。我今信得这良知，真是真非，信手行去，更不着些覆藏，我今才做得个狂者的胸次。……”如今我年纪越大，越相信“真是真非，信手行去”，不藏头缩尾的正确，我真的越来越这样做了。虽然我明知这样做，所谓朋友，会伤亡泰半，可是我不能不选择。正义毕竟比朋友重要，一旦人看破尘网，真正信仰正义是他的上帝的时候，看到朋友一个个失色而去，又算得了什么呢？
011.怎样摸公羊.txt	13	传说《春秋》是孔子写的，是不对的，《春秋》实际是鲁国史官的作品。这书包括了公元前八世纪到五世纪内二百四十二年的历史，历史虽用鲁国纪元，记的却是各国的事。它的用意有两个方向，一个是写史实，一个是写教训。因为原文太简略，所以便有解释原文的书出现，这种书，就是《春秋三传》。
011.怎样摸公羊.txt	15	《春秋三传》中，《左传》着重在史实方面，它是一部编年史，最早因为被指为未得孔子《春秋》的真传，地位不如《公羊传》和《谷梁传》。但在历史价值上，《左传》记录了春秋时代政治、经济、外交、军事各方面的活动，以及天道、鬼神、灾异、卜筮各方面的情况，倒很能使我们知道古人是什么样子。
011.怎样摸公羊.txt	19	《左传》在东汉末年，越来越走红了，它压倒了《公羊传》和《谷梁传》，变成了重要的史书。但它因涉嫌未得孔子《春秋》的真传，一直被部分人士否定。到了清末，康有为甚至认为它是汉朝刘歆假造的。它的作者，传说是左丘明，说左丘明是“鲁君子”，又说是孔子的学生。
011.怎样摸公羊.txt	21	《左传》的特色是把几个国家平均叙述，而不以一个为中心，虽是编年体，但对事件本末的照应，首尾兼顾，可读性比起“断烂朝报”的《春秋》来，就高得太多了！
011.怎样摸公羊.txt	23	《春秋三传》中《左传》着重在史实方面，《公羊传》和《谷梁传》着重在书法方面。书法就是发挥出“笔则笔，削则削”的褒贬力量，笔是写出来，削是不写出来，写和不写都有大道理在，这种大道理，就是“春秋大义”。
011.怎样摸公羊.txt	25	“公羊”、“谷梁”是家派的名字，后来变为《公羊传》、《谷梁传》。《公羊传》在发挥《春秋》的褒贬，从而找出“微言大义”（微言是意义精微的话，大义是堂堂正正的道理）和“非常异义可怪之论”（此东汉何休之言）。这种发挥，未免失之穿凿附会，但研究中国人的大道理，却很有用。康有为认为读古书，不可求章句训诂名物制度之末，而当发其大端、求其义理。而此义理，又非言心言性等空话，而是古人创法立制的精义。在这一深得古人精义的识其大者之下，什么汉学宋学之争，就全无意义，只有“春秋大义”才有意义。
011.怎样摸公羊.txt	29	画家题款所贻话柄，不一而足。日前城内某装池铺，有工笔人物立轴一幅。画一披裘老翁，牵牡羊（公羊）数头，横题“摸羊图”三字。余见之，笑曰：“此苏子卿牧羊图也。不知哪个画师自逞其能，贻此笑柄？”适与友人偕，友亦笑曰：“子自迂耳！焉有羊牧而不摸羊者乎？”余为粲然。
011.怎样摸公羊.txt	31	这个画师能把“牧羊”发挥成“摸羊”，人道是错，我却认为他发挥了“春秋大义”。“春秋大义”是把书读活、把人写死、把公羊摸足。写到这里，我真又该宁愿《春秋》是孔子作的了。——孔子作《春秋》，乱臣贼子惧；李敖著《千秋》，篇篇有正义。手执大毛笔，道出大秘密。写得佛跳墙，放出大狗屁！
012.王八一落千丈考.txt	3	抗战胜利后，中国海军在西沙群岛抓到一只大玳瑁，带回南京，一时哄传。各报驻京记者，都发专电报导。天下第一吝啬鬼成舍我，那时正是北平《世界日报》社长，第二天看到各报报导，都说是玳瑁，只有《世界日报》一家说是乌龟，于是打电报给《世界日报》驻京记者，查问真相。为了节省电报费，成舍我只发了十个字，全文曰：“人皆玳瑁，我独乌龟，何也？”一时传为笑谈。
012.王八一落千丈考.txt	11	毛虫，毛而后生；羽虫，羽而后生；毛羽之虫，阳气之所生也；介虫，介而后生；鳞虫，鳞而后生；介鳞之虫，阴气之所生也。惟人为倮匈而后生也（王聘珍校曰：倮匈谓无毛羽与鳞介也），阴阳之精也。毛虫之精者曰麟，羽虫之精者曰凤，介虫之精者曰龟，鳞虫之精者曰龙，倮虫之精者曰圣人。
012.王八一落千丈考.txt	13	由此可见，乌龟不但是“介虫之精者”、是有壳儿的动物的头头，并且跟“倮（裸）虫之精者”圣人同级。中国古人对它，歌颂崇拜，一直不断，在那时中国人眼中，神灵也、吉祥也、发财也、长寿也、解人言也、象天地也、知吉凶也。……种种好事，都跟它有关。它不但是圣人级的，并且还坐在圣人怀里，向皇帝“王八看绿豆”呢！《礼记》中说：“昔者，圣人建阴阳天地之情，立以为易，易抱龟南面，天子卷冕北面，虽有明知之心，必进断其志焉，示不敢专，以尊天也。”圣人抱龟南面，与皇帝北面二比一，皇帝还真吃蹩呢！《史记》有《龟策列传》，记用乌龟知吉凶时，称它为“玉灵夫子”，古人对它的马屁，可真不小呢！《诗经》中有“我龟既厌，不我告犹”的诗，可见古人对乌龟拍马屁，有时它还摆上架子、爱理不理的呢！
012.王八一落千丈考.txt	17	正因为乌龟这么风光八面，所以中国人在对它马屁之余，在称呼上，多想跟它发生牵连，于是，大家就你龟我龟起来了。春秋战国时宋有公子围龟、楚有斗韦龟、汉有京兆尹陈龟、幽州刺史朱龟、曹魏有典农刘龟、北魏孝明帝以“神龟”纪年（公元518—519），孝昌年间（525—526）有大臣叱列伏龟，正始年间（240—248）有羽林监王元龟、唐宗室有楚王灵龟、嗣曹王龟年、大臣有崔从龟、王龟、刘崇龟、李权龟、庶僚有乐朋龟、薛元龟、协律有李龟年、进士有张仁龟、处士有陆龟蒙、道士有解元龟、白居易叫他侄子做龟儿、宇文籍字夏龟、张志和本名龟龄、王俌字兴龟、贺知章称殷践猷为五总龟，以龟千年五聚，问无不知也。五代时前蜀有京兆李龟祯、宋吕蒙正之父名龟图弟弟名龟祥，就是吕夷简的爷爷，何承矩之子名龟龄、范雍的爷爷名从龟、王大宝字元龟、又有员外郎董龟正、郎中王龟从、陈尧封之子陈渐自号金龟子、陈季常做“龟轩”、杨时号龟山、有侍御史黄龟年、有直讲彭龟年、洪朋字龟父、何兑叫龟津学者、龚开号龟城叟、沈与求号龟溪、王十朋字龟龄、陆游叫龟堂病叟、又做“龟堂”、又以龟壳做帽子，又有张龟寿、元谢应芳自号龟巢老人、室名“龟巢”、所著有《龟巢集》、又戴良自署其居曰“龟毛庐”、明方渊号龟鹤山人、清黄丕烈号龟巢老人，潘恭寿号龟潜，潘祖荫做“龟盫”。……这种你龟我龟，甚至传到日本，日本有龟井昭阳、有龟井南冥、有龟谷省轩、有龟田莺谷、有龟田鹏斋、有龟田绫濑。……日本人之乌龟化，是绝不后人呢！
012.王八一落千丈考.txt	31	糟糕的是，中国人的动物学，实在不怎么高明。中国人自古以来，就没把乌龟观察清楚。中国人以为乌龟“无雄”，是完全看错了的，这一错就记录在《说文》上，于是积非成是，就传出“五杂俎”所谓“龟不能交；而纵其牝者与蛇交”的说法了。既然自家人不搞自家人，自家人竟在外面与蛇通奸，那做“无雄”一方面的，还有好话吗？
012.王八一落千丈考.txt	37	明制乐人例用碧绿巾裹头，故吴人以妻之有淫行者。谓其夫为绿头巾，事见《七修类稿》。又《知新录》云明制伶人服绿色衣，良家带用绢布，妓女无带，伶人妇不带冠子、不穿褙子，然则伶人不惟裹绿巾，兼着绿衣。按《唐史》及《封氏闻见记》李封为延陵令，吏人有罪，不加杖，但令裹碧绿巾以耻之，随所犯重轻以定日数，吴人遂以此服为耻。明之令乐人裹绿巾，或本诸此也。
012.王八一落千丈考.txt	49	王毅，大兴人。经义进士，累官东明令。贞祐二年，东明围急，毅率民兵愿战者数百人拒守。城破，毅犹率众抗战，力穷被执，与县人王八等四人同驱之郭外。先杀二人。王八即前跪将降，毅以足踣之，厉声曰：“忠臣不佐二主，汝乃降乎？”驱毅者以刃斫其胫，毅不屈而死。赠曹州刺史。
012.王八一落千丈考.txt	57	虽然王八之初，只不过真人真名而已，但从“贼王八”之后，王八在北方，慢慢约定俗成，成为乌龟的俗称，也成为骂人的词儿。慢慢在南方称乌龟时候，多以王八代之。一些民间谚语、歇后语，也就全部出笼，像“王八好做气难当”啦、像“有钱的王八大三辈”啦、像“王八看绿豆——对眼”啦、……都是。虽然王八是北方的口语，但是南方人最初多不知道，《广谐铎》中就有这样的笑话：
012.王八一落千丈考.txt	59	苏人某，有事赴〔北〕京，反至津门，拟做一二日游，投寓旅馆。一日因事他出，苦不知路径。欲唤黄包车（人力车）代步，于是操其半强之京话，高唤“黄八车”不止。一般黄包车夫多侧目视之，而不之应。某乃执一车夫而问之曰：余唤汝，汝何弗应？岂余不名一钱耶？车夫怒目答之曰：君所唤者，乃“黄八车”非“橡皮车”，吾辈非“黄八”（王八）故不汝应也！甲闻之始不敢再言。后问于京友，京友告以“黄八车”乃妓女所坐者，其车夫名“黄八”，即南边所称“乌龟”，而街头所停者，虽是南方之黄包车，然若辈名之曰“橡皮车”，盖欲与妓车有区别也。甲方知言语之不同，于是不复再唤“黄八车”矣。
013.王八过敏症.txt	49	如今，十多年过去了，李翰祥跟共产党走了，刘家昌跟国民党走了，我今早写完《王八一落千丈考》，联想起这十多年前的一段故事，忍不住追记一下。我在《王八一落千丈考》中写道：“对中国人说来，对当了王八的恐惧、厌恶与不甘，可算别具一格。这种恐惧、厌恶与不甘，流传下来，已经到了离奇的程度（在这一方面，好像只有意大利人有几分神似）。”刘家昌的反应，显然是“离奇的程度”的一种。但是，这又绝非刘家昌个人的一个特例，而是流行的所谓“酱缸”节目之一。我的一位坐牢归来的作家朋友，他在出狱以后，在太太离开他以后。就大犯“王八过敏症”，对在他受难时义助他的朋友，一个个咬定是戴他绿帽的人，因而变得毫无理性与感恩，不做王八不快，但是自认做了王八恐怕也没什么快，充其量，只是他忘恩负义的自欺借口而已、只是他幻想性被虐待狂的变种而已、只是他因嫉妒而刻意寻找“幻想的迫害者”（imaginary persecutor）的卑鄙栽诬而已。这种王八情结一日不去，这种病态人是一日不能坦然庆祝龟寿的，而这种人的离奇行径，也必然是人间《资治通鉴》的一种，只是不知是谁家的版本而已。
014.你不能只做一半.txt	41	我生平喜欢搜集一些“飘然而去”的故事，令我欣赏的一个是桑塔耶那（George Santayana）的。桑塔耶那是西班牙人，九岁迁居美国，二十七岁到五十岁，都在哈佛教书。五十岁那年，他得到一笔遗产，上课时候，一只知更鸟飞来，站在教室的窗槛上。他注意到这只小鸟，看了一阵，若有所得也若有所失，回过头来，告诉学生说：“我与阳春有约。”（I have a date with spring.）于是辞去他做了二十三年的教职，云游欧陆，八十九岁死于意大利。
014.你不能只做一半.txt	61	孔夫子提倡君子，但是同时严斥乡愿。乡愿不是别的，就是伪君子。孔夫子说：“过我门而不入我室，我不憾焉者，其惟乡愿乎？乡愿，德之贼也。”孟夫子说：“非之，无举也；刺之，无刺也。同乎流俗，合乎污世。居之似忠信、行之似廉洁，众皆悦之，自以为是，而不可与入尧舜之道。故曰：德之贼也。”乡愿的可恶不在他不是红色，而在他是紫色——一种使人误以为红色的颜色。中国人自古学做君子，可是只学到一半，学成了个乡愿，并且糊里糊涂，把乡愿当成了君子，于是火车又进了山洞，走了一半，又停了。
014.你不能只做一半.txt	65	颜元，字易直，号习斋，河北博野人，他父亲是朱家养子，他也生在朱家。十五岁结婚，但为了要学仙，不肯同房。十六岁“知仙不可学，乃谐琴瑟”。十九岁朱家有讼案，他被捉进牢里，在牢里看书。出狱后做农夫、习武艺、学中医、当教书匠，样样都来。由于父亲失踪，在祖母死时他代行父职，不折不扣的行了不近人情的丧礼（朱子家礼），弄出一场大病。这时别人告诉他，说他父亲根本就不是朱家的人，这时他也觉悟到朱子家礼“有违性情”，因此起了反动。后来他离开朱家，回乡归宗，万里寻父，五十七岁时候，南游河南，发现“人人禅子，家家虚文”。乃对程（二程）朱（朱熹）之学更起反动，相信“必破一分程朱，始入一分孔孟”，“不愿做道统中的乡愿”了。颜元此后力反程朱的守静与虚学，他说：“率天下入故纸中，耗尽身心气力，做弱人病人无用人，皆晦庵（朱熹）为之也！”他努力提倡实用主义，他的伟大精神一如墨子。他提倡的哲学，得到李塨的维护。李塨字刚生，号恕谷，河北蠡县人。他是颜元的学生，也是“颜李学派”的传人。他们师徒二人，是真正“为往圣继绝学”的使徒，可是后来难乎为继，终于式微了。道统中还是乡愿当道，真正的君子还是停在山洞里。
015.柏杨割错了屌.txt	7	为了证明柏杨的“历史基础有问题”，我愿意抽一个样，给对柏杨白话《资治通鉴》胡吹乱捧的人，见识见识什么是真历史。我抽的样，就是司马迁割屌事件。
015.柏杨割错了屌.txt	9	司马迁（前145？135——前78？），字子长，陕西韩城人。他是中国第一部正史的作者，也是中国最早的文学大家。他父亲是汉朝的史官，他继承了这一行业。在他四十六岁的时候，发生了李陵投降匈奴事件。汉武帝问司马迁的看法，司马迁说了真话，替李陵开脱，因而触怒了汉武帝，被判死刑。死刑可以用两种方法代替，一种是拿钱来赎，一种是割生殖器。司马迁没有钱，为了完成他父亲和他自己著作《史记》（《史记》并不是原书书名，是后人加的）的宏愿，就忍受割生殖器的处罚。三年以后，他被赦出狱，仍旧被汉武帝用做秘书（中书令），隐忍苟活，终于在五十五岁那年，完成了《史记》。（《史记》一共一百三十篇，五十二万六千五百字。现在传下来的，有一点残缺。）
015.柏杨割错了屌.txt	11	司马迁是伟大的史学家，在《史记》的字里行间，他不但随处写出了历史，也随处写出了正义。他并没因为遭受牢狱之灾，就吓破胆、不敢借古讽今了，在他笔下，“当今圣上”被他遗臭万年。这部书，在他生前未能流传，是他死后由他外孙杨恽流传起来的。
015.柏杨割错了屌.txt	13	司马光写《资治通鉴》，写到司马迁替李陵说话后，说“上（汉武帝）以迁为诬罔，欲沮贰师，为陵游说，下迁腐刑。”本是长话短说而已，不料柏杨白话《资治通鉴》却大加花样，来了“柏杨曰”如下：
015.柏杨割错了屌.txt	17	汉武帝是该骂的，但骂汉武帝，要根据历史，不能根据胡扯，不幸的是，柏杨却大胡扯特胡扯。《汉书》刑法志中，有这么一段：
015.柏杨割错了屌.txt	25	司马迁这里明说他“家贫，财赂不足以自赎”的话，就是他因为没钱赎罪只好割屌赎罪的明证。柏杨问曰：“不知道用什么理由，选择腐刑？”李敖答曰：“理由在此，阁下历史基础有问题，阁下错了！”
015.柏杨割错了屌.txt	27	明白了这一历史背景，我们就会知道，柏杨所谓的“有人说刘彻先生爱司马迁的才华，才减死一等。司马迁先生的罪不至死，而减死一等，还有鞭打，又为什么非腐刑不可。唯一的解释是，刘彻先生喜欢这个调调，称之为“割屌皇帝”，似是最恰当的谥号，……”就全是胡扯了。汉武帝爱什么才华，他杀人如草芥耳，岂惜一司马迁？只是汉朝依法有赎刑之例，司马迁在两个烂苹果中，自选其一而已，汉武帝又哪来闲工夫针对一个人“指定割掉生殖器”？柏杨把暴君普遍的残暴性，上下其手，予以特定、予以局限，说汉武帝是“割屌皇帝”，这真未免太开脱暴君了。何况，《史记》秦始皇本纪说秦始皇把“隐宫（宫刑）徒刑者七十余万人”去大兴阿房宫等土木，看了这种七十万的大数目，我奇怪柏杨为什么不曰一下秦始皇是“割屌皇帝”而要曰汉武帝是“割屌皇帝”，这种轻重不分，乱在司马光的历史书后胡说八道，真未免太屌了一点吧？
016.柏杨替武则天乱伦.txt	9	看了这段话，我真的奇怪自称能翻译《资治通鉴》的柏杨，究竟把这部书怎么读的。《资治通鉴》卷一九九唐纪十五高宗永徽五年（六五四）条下，明说：“上之为太子也，入侍太宗，见才人武氏而悦之。太宗崩，武氏随众感业寺为尼。忌日，上诣寺行香，见之，武氏泣，上亦泣。王后闻之，阴令武氏长发，劝上纳之后宫。……”这明明是说，武则天从尼姑到二进宫，进的是唐高宗之宫，而唐高宗不是别人，正是柏杨笔下的“李治先生”！照《资治通鉴》的说法，李治是武则天的丈夫；但照柏杨的说法，“李治先生，是武照的儿子”！这不是错得离谱吗？所有的史书，从《资治通鉴》到《旧唐书》、《新唐书》，……都明明说唐高宗的昭仪、宸妃、到皇后，是武则天；唯独“历史学家”柏杨，却瞪着眼睛胡说唐高宗是武则天的儿子，这种无知与荒唐，居然还要翻译《资治通鉴》呢！
016.柏杨替武则天乱伦.txt	11	历史上说“唐乌龟”，意思是唐朝“有夷狄之风，三纲不正”（《近思录》卷八）；“闺门无礼之事，不以为异”（《朱子语类》卷一三六）。其中武则天更是要角。不过，尽管武则天秽乱，还没跟自己儿子乱伦，但照柏杨说法，则儿子上床，势将难免矣！呜呼，柏杨真会拉皮条哉！
017.让人肏了三百年才复仇吗？.txt	7	所谓不及格的杂书，其实也都打着历史旗号呢！以柏杨《中国人史纲》为例，在慈禧身世上，就这样的胡说八道过：
018.柏杨替毛泽东投降.txt	5	柏杨在《毛泽东与武照》中说：“鲁迅再也料不到，他逝世十年之后，毛泽东先生就向国民党投降，毛泽东亲到重庆，……而毛泽东先生在投降后，因为国民党堕落崩溃的加速，形势倒转，这段投降事件，遂被封杀，在不得不谈到时，也被美化。”
018.柏杨替毛泽东投降.txt	7	柏杨这里所谓毛泽东到重庆投降的事，全是胡说八道。历史的真相乃是：美国希望中国在二次世界大战后和平统一，不再发生内战，因而派赫尔利（Patrick J．Hurley）到中国促成国共和谈。1945年8月14日，蒋介石致电毛泽东，说：“特请先生克日惠临陪都，共同商讨，事关国家大计，幸勿吝驾。”两天后，8月16日，毛泽东复电说：“朱德总司令本日曾有一电给你，陈述敝方意见，待你表示意见后，我将考虑和你会见的问题。”8月20日，蒋介石再电毛泽东，对朱德责骂他的电文有所解释后，再向毛泽东说：“甚有赖先生之惠然一行，共定大计，则受益拜惠者岂仅个人而已哉！”8月22日，毛泽东复电说：“兹为团结大计，特先派周恩来同志前来晋谒，到后希予接洽为恳。”在语气上，已不再不客气的称“你”，但是仍不肯来。8月23日，蒋介石三电毛泽东，说：“承派周恩来先生来渝洽商，至为欣慰！惟目前各种重要问题，均待与先生面商。时机迫切，仍盼先生能与周恩来先生惠然偕临，则重要问题方能迅速解决。兹已准备飞机迎迓，特再驰电速驾。”（以上电文，均见国民党党史会编印《中华民国重要史料初编——对日抗战时期》第七编《战后中国》）蒋介石虽然“已准备飞机迎迓”，但是毛泽东不肯坐他的，“结果还得要由美国驻华大使赫尔利做毛泽东的安全保障、专程乘美军飞机亲往延安迎接，毛泽东这才挪动了他沉重的腰板。”（古屋奎二《蒋总统秘录》中语）试问毛泽东这样高姿态、大架子，是“投降”吗？
019.为何而战？.txt	3	随手翻了一本《柏杨·美国·酱缸》的书，在“南加州第一次文学座谈会”里看到所谓历史家柏杨的一段谈话。柏杨说：
019.为何而战？.txt	91	林肯最后于1862年7月，决定实行解放时，是在他的所有政策都失败了之后——克利坦登议决案否决了，边境各州取消了他的补偿解放计划，他的将军们仍在手足无措，他已经失去了许多保守者的支持。他为了把握剩余的支持者，并为了阻止英国对联邦的承认，而必须发出文告。他于答复霍利斯格利雷（Horace Greeley）要求解放的信中说：“我要拯救联邦……假使我能拯救联邦而不必解放任何奴工，我愿意这么做；假使我能因释放所有奴工而做到拯救联邦，我也愿意这么做。”到了最后，解放所有奴工似乎是必要的了。
020.恩仇心理学.txt	13	狱囚有意气者，感勉求生，勉纵而逸之。后数岁，勉罢秩客游河北，偶见故囚。故囚喜，迎归厚待之。告其妻曰：“此活我者，何以报德？”妻曰：“偿缣千匹可乎？”曰：“未也。”妻曰：“二千匹可乎？”亦曰：“未也。”妻曰：“若此，不如杀之。”故囚心动。其仆哀勉，密告之。勉衩衣乘马而逸。比夜半，行百余里，至津店。店老父曰：“此多猛兽，何敢夜行？”勉因话言。言未毕，粱上有人瞥下，曰：“我几误杀长者！”乃去。未明，携故囚夫妻二首以示勉。（李勉后来做到唐德宗时的宰相。这个故事经明人编为《李汧公穷邸遇侠客》，收入《醒世恒言》，又采入《今古奇观》）
020.恩仇心理学.txt	17	这种症状，我看是变态心理学中恐惧症的一种，只不过恐惧的对象不是幽闭、不是高、不是群众、不是动物、不是黑暗，……而是“恩人”“义人”。恐惧的结果，最后只有出之以毁灭，才能罢休。（恐惧症的特色是对象固定，所以毁灭起来，标的也极为明确。）中国俗话说“恩将仇报”，这一俗话，过去忽略了它在变态心理学上的意义，如今从这一意义上观察，发现我们未能深入探索它，它实在值得进一步研究研究。
021.可耻的柏杨症候群.txt	11	柏杨在十年冤狱家破人老以后，回到台北，公然表示原谅并同情迫害他的特务、检察官等人，另外在1988年1月15日的《中国时报》上，以“悼蒋经国先生”为题，大做肉麻的吹嘘，举凡“杰出”也、“英明”也、“衷心的祝福蒋经国先生在天之灵”也，全部出笼；又在第二天1月16日的《中央日报》上，以“永怀哀思免于恐惧的自由”为题，再做肉麻的吹嘘，举凡后悔没单独与蒋经目“合照”也、“值得称赞”也、“功德”也、“蒋经国先生领导上开明、宽容的胸襟”也、也全部亮相。这种置蒋经国整他，使他十年冤狱家破人老的杰作于不问，反倒殷殷以马屁报怨的作风，古人的以德报怨，又算老几呀！
022.柏杨事件之追忆（屠申虹）.txt	121	二四、告佳佳勿哭（她哭我在狱中会心惊），爸爸已先去美国等她。（如到美，可云我已回国。）
022.柏杨事件之追忆（屠申虹）.txt	123	二五、你也不要哭（放宽心，想一想，柏杨先生的下场是文字狱与岳飞媲美，青史留名，也应一笑），更不可到处哭诉，更不可云军法不公，免你再受打击。
022.柏杨事件之追忆（屠申虹）.txt	263	这位吴先生，一脸横肉，口角有槟榔渍，语气轻薄，模棱两可，卦室中挂观音大士像一幅，观其陈设，察其言行，乃一神棍耳，但艾玫似乎对其相当信服，亦只能强忍不耐，听其胡云，继而想到，假如艾玫能在其花言巧语安抚下，稍为舒解心情，倒亦不失为好事，卜金五十元。（按：这位姓吴的先生，在民国六十年左右，因为诈欺侵占了一位问卜者的房地，被判了几年徒刑，当时在报上看到了这段消息后，不禁哑然失笑，人在危难时，连像柏杨、艾玫这种高级知识分子，都会去求神问卦，又何况一般的愚民……）
022.柏杨事件之追忆（屠申虹）.txt	299	（按：黎世芬在民国五十七年间，是中国广播公司总经理，我在那个时候，并不认识其人，因为他完全以一副虔诚教徒的样子出现，所以很多人都以为他是具有爱心的教徒，但是在柏老有难的时候，马上会对一个孤苦无助的女人下毒手，则这种所谓基督徒的嘴脸，亦就原形毕露了。后来，这位教徒先生又当了中国电视公司总经理，在其任内，真是做到事必躬亲的地步，连哪一部连续剧需要唱一个主题曲，主题曲中的每一个字，都要由他亲自核定，我那时正为民族晚报写“包正专栏”，曾写了几篇文章，说他是现代诸葛亮，引用司马懿的话“食少事繁，事必躬亲”劝他珍重玉体，他以为我心存讽刺，曾下条子给他的手下，要查查“包正先生”到底是什么人。后来好像也成了个不了了之的局面。而事实上，我倒也想看看，要是一旦查到包正先生就是我屠申虹阁下，他又能把我如何发落？李叶先生对这位先生有过一句评语：“黎世芬明明一天特务都没干过，却偏偏故意要做出一副特务相！”黎君自从在中国电视公司任上下台，又回到中广去当总经理，一直到退休为止。让人觉得忍俊不住的是，这位假基督徒在退休以后，跑到美国去真的当了牧师，而且还跑回台湾来布过道，由此，我对基督教亦就失去了信心，现在我准备改信喇嘛教了。）
022.柏杨事件之追忆（屠申虹）.txt	309	正声公司是情报局的关系企业，有关单位逼我离开，正声公司不得不听命从事是很自然地，但是自立晚报是所谓无党无派的民营报纸，为什么又要屈从压力，这真是让人不解的事。
022.柏杨事件之追忆（屠申虹）.txt	383	窗栏外的白云，凝结成硬块
023.行走在地雷上（李明德）.txt	3	——评《柏杨版资治通鉴》
023.行走在地雷上（李明德）.txt	5	依据《新书月刊》（台北出版）去年（民国七十三年，公元1984年）年初所举办的两项活动：一是票选“七十二年度（文化界的）十二大新闻”；一是推选“七十二年度最具影响力的书”来看，横跨“新闻”与“最具影响力的书”两大类的，只有《柏杨版资治通鉴》（原书名，远流出版社出版）。
023.行走在地雷上（李明德）.txt	7	把《资治通鉴》（按：以下略称《通鉴》）译成语体文，当然是件盛事。因为《通鉴》与《四史》并列，是治国学者首要必读的书，姚鼐说：“初学最急，莫如《史记》、两《汉书》、《三国志》、以后便读《通鉴》。”近代许多专业史学家都有意从事《通鉴》普及化的工作，大陆出版的《新校资治通鉴注》，做了标点分段的整理，可谓嘉惠学者。现在柏杨以一人之力，翻译此一巨作，预计三年完成，不得不另人感佩，更引人兴味的是，柏杨翻译的进路到底如何？
023.行走在地雷上（李明德）.txt	13	柏杨同时自豪的说：“我不敢保证译文没有差错。但我却敢保证，绝不是把‘曰’译成‘说’的白话本。”（按：把‘曰’译成‘说’不知道错在哪里？）
023.行走在地雷上（李明德）.txt	17	那么，柏杨所下的“文言文……前言不照后语”的断语，就表示用文言文表达的思维是“难以连贯”“意义混淆”的。当然，这里还涉及一个需要分疏的问题。柏杨说的“文言文”到底何所指？钟鼎甲骨文呢？还是周秦散文？是六朝骈文呢？还是宋明语录体？不管如何，依照柏杨序所说：“《资治通鉴》原本用的是十一世纪最流畅的文言文”，那么《通鉴》的文言文，无论如何“流畅”，在柏杨看来，一体归于“前言不照后语”的“死文字”之列。
023.行走在地雷上（李明德）.txt	19	我们一读柏杨的《通鉴》《白话本》，可以充分了解柏杨对“文言文”的断言，绝对不是无的放矢。司马温公的史识、史论，经过柏杨的脑袋一转，果然“前言不照后语”，果然“意义混淆”。试拿《通鉴》温公开宗明义的史论（臣光曰）与柏杨的《白话本》对照，司马光的“原典”经柏杨译做白话本后，就变得不可卒读，不知所云了。现在将这短短一千多字“臣光曰”中彰明较著的两段话（大约二百多字）摘出，看看“柏杨版”如何在“忠于原文”的主旨下，进行他“挖地雷的工作”：
023.行走在地雷上（李明德）.txt	21	……故礼莫大于分。夫礼，辨贵贱，序亲疏，裁群物，制庶事。非名不著，非器不形。名以命之，器以别之，然后上下粲然有伦，此礼之大经也。名器既亡，则礼安得独在哉？昔仲叔于奚有功于卫，辞邑而请繁缨，孔子以为不如多与之邑。惟器与名，不可假人，君之所司也。政亡则国家从之。
023.行走在地雷上（李明德）.txt	45	在这一段原典中同一意义的“器”，柏杨可以翻成截然不同的三个意义：第一、情势；第二、官位；第三、身分标志。“非器不形”的“器”，如果以柏杨所误解成的“情势”译为“情势才会稳定”，那么“器以别之”，依理柏杨不是应当译成“情势稳定可以使人安于现状”才比较合乎逻辑？可是不，这一句他又理解成“官位稳定……”云云，这样“名器既亡”，承上文又变成“名分和官位的尊严扫地”。（按：让人纳闷的是“名分”和“官位”怎么会有尊严？又是如何的尊严？也不知如何又扫了地？）接下来，温公引“仲叔于奚……辞邑而繁缨”一段（按：典出《左传》成公二年），孔子所说的“唯名与器，不可假人”的器，无论怎么译，也不可能是“情势”了，于是柏杨只好推出第三解“身份标志”。柏杨对“器”的第二解是“官位”，但“礼莫大于分”的“分”，也解成“官位”，不知这两者有何分野？
023.行走在地雷上（李明德）.txt	47	依《左传》杜注：器，车服；名，爵号。其实把“器”解成“车服”，虽然太范围了“器”的含意，但仍是确解。阮元《研经室三集》卷三《商周铜器说上》有一段话：“形上谓道，形下谓器，……器者，所以藏礼，故孔子曰，唯器与名不可假人。”所谓“器以礼藏”，也是援引孔子的话（即出于前引《左传》成公二年，孔子解释“唯器与名不可以假人”句）。阮元把“礼”界定在“形上”，把“器”界定在“形下”，所以“礼”得借“器”而充分体现。“器”，可以是鼎、彝、尊、爵等吉金，可以是宗庙舞乐，是车及车饰……。“分”、“器”在温公《通鉴》中，有非常明确清楚的指谓，绝不容丝毫含混。至于“曲县”“繁缨”原是二物（或有做三物解），柏杨却译成“‘一种’佩戴在马脖子的‘红缨’”，更是错得离谱。
023.行走在地雷上（李明德）.txt	49	温公史论，其理路之明晰，推衍之周密，前言后语，一脉相承，不容增减。接下来的一段话，可说温公“史识”，所谓上承“春秋”，于此显豁：
