source_file	line	text
002.开窗以后.txt	145	你还年轻，就跟这些该死的人和腐朽的观念，扯在一起，真是划不来，真是笨。看你那些用全称而极端的词句骂我的话，我只是可怜你的鹦鹉式的发泄。以你这样嫩得一碰就破的小丫头，居然摇唇鼓舌，大骂李敖“何等的无知，何等的疯狂，何等的愚昧！”你真未免太不了解我的“段数”，你真该被妈妈打屁股！
002.开窗以后.txt	161	你在信上否认你“小气”，否认你“成群结队”的搞他们的所谓文艺活动，这种否认，我的大脑应该相信，可是我的眼睛不相信。为什么我的观察带给我的，竟是“又一次的小气”，“又一次的涉身文警呢”？唉，蒋芸，我看你已经陷进去了。这是我给你的最后一封信，我想我不会再劝你了。
002.开窗以后.txt	163	看最近文警刊物为你“辩护”而大骂李敖的文字，我已经不再奇怪，至少他们已经不把你看成外人了。我这三十一年的生命中，看到的可爱的“灵光一闪”的女人颇有几位，可叹口气的是：她们这些“灵性”，全都在一闪而后，又堕回到黑暗里（为人所知的刘秀嫚就是一例，虽然她那一闪的灵光，本来就很有限）。每看到这种现象，我就很想“自告奋勇”，“挽救”一阵，可是我总是“吓跑了”她们，她们最后选择的，是一大群“阳性的动物”中的一只，她们说，她们得到了“男人”和“安全感”，得到了赞美她、鼓励她的“男子汉”云云。如果这个“男子汉”等于插上鲜花的“牛屎”，我想我会同意她的话。
002.开窗以后.txt	181	李先生在他的文章里自命为一个特立独行的好汉，尽管“自由中国的文坛是一大片断烂朝报，乌烟瘴气，鬼哭狼嚎”，但他李敖始终能“保持耳根清净，精神清爽”。起初，我以为由这样一个能在“暗室内里自造光芒”的“好汉”来批评一本小说，定能给我们带来一盏智慧的明灯，能给今天文坛指出一条崭新的道路吧，哪晓得这位一向以“词锋锐利”“嬉笑怒骂”而“暴得大名”的好汉，竟因为批评《窗外》，而将他如此卑劣的文字，如此不堪的观念暴露在读者面前：责备某人“老掉大牙”的观念，而自己的“新”观念竟是如此混淆不清，那才真是一件糟糕透顶的事。李敖先生在他的文章里不是编遣了文坛十派吗？我觉得第八派广播剧派，别人也许可以不读，但他李敖却非读不可，浪子回家，浪子出走，这类的东西虽然已不时新，但如果李先生多看一些，应该会发生一点警惕作用，也不至于一直以他的“放浪”为荣吧！
002.开窗以后.txt	187	他批评《窗外》所表现的胆怯的爱情和花草月亮的世界，他笑这种“老掉大牙”的观念是荒谬而落伍，他告诉我们什么是爱情的本质；他所谓的感情和爱欲几乎不能分开，迂腐而又粗俗，缺乏深刻和严肃，简直和一般纨绔子弟没什么两样，这难道就是新鲜，就是前进吗？有多少社会新闻的主角在这种观念下演悲剧？有多少人因此在欲海中沉浮，李敖先生没有发现，他的文字里表现着一种肆无忌惮的习气，散布给人们的只是一种阴暗，一种迷乱，而没有丝毫阳光，因为，他自己心里没有阳光，“道德”两字对他来说是太奢侈的名词！
002.开窗以后.txt	191	因此他们追求李敖所谓“大胆的爱情”，他们朝秦暮楚，引以为荣（燕瘦型的女人是我所爱的，环肥型的女人也是我所爱的，我自然能去爱啊！）他们对自己的幸福支付出可怕的代价，因为他们自命前进，他们害怕落伍！
002.开窗以后.txt	199	其实，像《窗外》的女主角江雁容一样，每个年轻的女孩都会经历过一段所谓“彷徨的”“强说愁”的阶段，这时候，许多观念和行为都不免幼稚，父母亲基于“爱”而给予帮助与抚慰，使她们在长大的过程中成为一个正常而又纯洁的女孩，虽然，不需要父母亲，年龄和经验一样能帮助她们长大，能使她们觉悟到以往的无知，但有时那会太迟，当我们已能体会出自己的错误时，我们所得到的惩罚实在要比别人所加予的责罚更为痛苦，所支付的代价也更大，做父母的，当然不忍心在孩子长大易犯错的过程中做一个冷酷的旁观者，她们有责任，也有权利对子女加以管教，这是很简单的道理。虽然，有时候，当一个女孩子面临选择时，父母心目中的“乘龙快婿”常是女儿眼中的“伧夫俗子”，然而，对一个未成年的女孩而言，父母基于爱而加以管束，因而引发的行为，无论如何是无可厚非的，没有一个父母不喜欢自己的儿女过得很好，我简直不能想象这个社会里的年轻孩子，如果没有父母的约束会变成什么模样！我说这些，也许李敖先生永远不能明白，因为，他肤浅到不能体念父母的爱心，他笑这种观念是落伍而又落伍，他所谓的落伍是什么？我相信只要是一个有理性、有良知的人永远不能懂得。
002.开窗以后.txt	217	我晓得李敖先生常以自己利刃般的言词自负，如果有一天，他不那么近视，他看到这个社会仍然有许多“傻瓜”在那里很寂寞很沉默的做着实际的工作，他忽然觉得，忽然想到，在他年轻时，说得太多，做得太少，或者，发现自己所说未必是对的，因而“后悔”，因而“改过”，这样，对他个人而言，也未尝不是一件可喜可贺的事，虽然，这天也许永远不会到来。
002.开窗以后.txt	223	李敖影音E书QQ群578505007：不自由的自由（wjm_tcy）、Jeff Ao、天花乱坠联合制作！
003.“花落谁家”与“头落谁家”.txt	1	“花落谁家”与“头落谁家”
003.“花落谁家”与“头落谁家”.txt	3	1966年5月10日的《台湾日报》上，登出王柳敏的《琼瑶一篇文章，王引几句闲话》，谈到琼瑶对王引改编她的《花落谁家》，大为不满之后，王引反唇相讥——
003.“花落谁家”与“头落谁家”.txt	9	……我原作精神已被王引所改编之喜闹效果破坏无遗。《烟雨濛濛》是好的，我也曾写文章说它好，但《花落谁家》却令人不忍卒睹。是好则说好、是坏则说坏，我毫无成见，对王引则更无恶感。当我发表对《花落谁家》的批评时，朋友们都劝我不要得罪王引，以免遭受恶意之攻击，但我不能为了怕被恶意攻击，就抹杀良心去说它好，或者保持沉默。我想，是非自有公断，公道自在人心，《花落谁家》如果真是好片，则真金不怕火炼，王引先生又何必再登广告对我大肆抨击呢？
003.“花落谁家”与“头落谁家”.txt	17	在琼瑶发表这篇文章的同一天，《联合报》上显然有了巧合（？）的呼应，羊瑜在《〈花落谁家〉艺术“论战”》里，呼应如下——
003.“花落谁家”与“头落谁家”.txt	21	王引是否看过这篇李敖的文章，不得而知，不过，如果琼瑶真的写出这些所谓在思想上代表反叛、写出了所谓“笑脸上床”的“新女性”，是否他肯搬上银幕？恐怕也有问题。这些题材，是否不灰色、不畸形呢？
003.“花落谁家”与“头落谁家”.txt	27	江涛先生在那封信里面，一开始他自己就承认没有读过琼瑶女士所著的小说，他只看过《文星》杂志上面李敖那篇文章，后来又看了贵报5月10日第三版王引对《花落谁家》这部电影的谈话，他就下了一个结论，琼瑶小说是“灰色的、畸形的、不健康的，是躲在象牙塔里面的作家”，他的怪论，我们觉得很好笑，既然他没有看过《窗外》，既然他没有看过琼瑶的小说，怎能批评琼瑶的小说？这真是比瞎子摸象还可笑，因为瞎子摸象他还摸到象，他却连象都没有摸到，而就来妄加评论，我们不晓得他居心何在。关于他引证的李敖那篇文字，李敖在那篇文章里面，他要琼瑶放弃描写爱、描写美等题材，而去描写“整天看不见天日的矿工、整年没有床睡的三轮车夫、动手术才能接客的小雏妓”，换句话说，他要琼瑶，甚至所有的作家尽量暴露堕落与腐化的一面，好像有意要和我们台湾现在的经济繁荣、社会的进步作对，他的居心到底怎么样？我们不难看出来的。我们不晓得王引看了那篇《没有窗，哪有“窗外”？》没有？他又看懂了没有？不知江涛先生也看懂了这篇文章真正意思的含义没有？而根据这篇文章来抨击一位作家，岂非滑稽？……（王圣慧 邓其湄）
003.“花落谁家”与“头落谁家”.txt	39	这是典型的戴帽子战术，一方面向当政者示谄，一方面向当政者示警，《花落谁家》尚不可知，但是“头落谁家”却早派定了！
003.“花落谁家”与“头落谁家”.txt	41	《花落谁家》事件，引起我心血来潮，写了两封信，一封是给王引的——
003.“花落谁家”与“头落谁家”.txt	63	刚才《窗外》电影的女主角说：电影明天在台北上映。她要我去看，我实在提不起劲。我对国产片倒尽了胃口。在国产片方面，我觉得非有一阵“较激烈的变革”，不能为功，不能在新世界里占一地位（哪怕是敬陪末座的地位）。到今天为止，堂堂中华民国的堂堂国产片，我看连敬陪末座的资格都不够。今天中国的电影问题，不止于你文章副标题中所说的“电影与小说”的分野问题，或是“作家和导演”的见解问题，而该是双方的资格问题——在世界性水准下的资格问题。否则的话，只是关起门来，“内争”彼此是非而已，“花落谁家”，又有什么分别呢？
003.“花落谁家”与“头落谁家”.txt	67	这两封信，都代表我的看法已超出《花落谁家》事件的主题之上。1966年5月24日，《台湾日报》登出《吴海蒂请看〈窗外〉，李敖提不起兴趣》，说——
003.“花落谁家”与“头落谁家”.txt	83	这篇文章，是她针对着由她小说六个梦所改编的电影《花落谁家》而写。
003.“花落谁家”与“头落谁家”.txt	85	琼瑶在文章中痛心疾首的表示：当她看了《花落谁家》这部电影后，她领受了一百分钟的刑罚。深感痛心之余，还有强烈的被侮辱的感觉。她嘲笑地说：“这样一本充满文艺气息的小说，竟会被改编为一部讽刺的闹剧。又唱又闹，好不热闹。”
003.“花落谁家”与“头落谁家”.txt	87	她认为这部电影对女性是一种侮辱。她同时为片中被“谋杀”的章老太太悲伤。因为，她所创造的章老太太不是花落谁家中的章老太太，她笔下的章老太太，已经被“谋杀”！
003.“花落谁家”与“头落谁家”.txt	91	琼瑶很明朗地表示：她的小说改编的电影很多，诸如《婉君表妹》、《哑女情深》等，看完这些片子后，多少有些愉快和感动，但是，《花落谁家》却使她有被侮辱的感觉。
003.“花落谁家”与“头落谁家”.txt	95	她很显明地表示：《花落谁家》虽在广告中说是改编自六个梦，但是，她却不愿承认这部电影是脱胎于她的著作。她说：《花落谁家》的故事，有些像我所写的小说六个梦中的三朵花而已。
003.“花落谁家”与“头落谁家”.txt	107	老牌明星，《花落谁家》的导演王引，却笑着说：“琼瑶女士说花落谁家的编剧，一定是个恨透天下女人的男人。那么，琼瑶女士笔尖下流露出来的，对男人的憎恨，是否也说明琼瑶女士是一位恨透天下男人的女人呢？”
003.“花落谁家”与“头落谁家”.txt	119	谈到《花落谁家》的改编以及拍摄经过，王引说：“六个梦这部小说，原来是琼瑶女士以一万元的代价卖给中影的。六个梦中的故事，有些已经由中影改编拍成电影，有些则放弃，不准备拍片了。三朵花就是一个放弃了的故事。后来，我认为三朵花很好，就向琼瑶女士表示，我想买这个版权。于是，琼瑶找中影的龚弘先生，要回来这个故事。我以五千元的代价向琼瑶女士买来三朵花的摄制版权，然后，我又以两万元作酬劳，请她作这部片子的编剧。”
003.“花落谁家”与“头落谁家”.txt	133	他笑着说：“烟雨蒙蒙上演时，琼瑶女士写文章大大地捧我的场。想不到《花落谁家》上演后，琼瑶女士却又写文章大骂我了。不过，不管她是捧是骂，我问心过得去。我虽然改动了她的原著。未曾忠实了原著，可是，这也是她事先所表示的‘请酌情增改’呀！况且，我改动她的原著，也是想使这部戏的结局不要太悲惨，不要让寻找娱乐的观众，惆怅满怀地带着一脑子的不健康思想离去。”
003.“花落谁家”与“头落谁家”.txt	153	我们需要奋斗！为我们自己与后代开拓一条理想的平坦的康庄大道，改善我们的生活，提高我们生活的情趣。所以一个作家，当他执笔写文章的时候，就应该想到，你的文章刊出之后，对于社会各阶层的人士，将发生何种影响？产生的后果又是如何？因为读者的知识水准不同，对于小说内容的反应当然不同，也就必然产生不同的影响。也许有的作家要说，当我灵感来的时候我就写，只要适合读者的胃口，谁还管它发生什么影响和后果？啊，天啦，但愿没有这类想法的“作家”。然而，很遗憾的是我们这位多产作家——琼瑶女士，似乎有不考虑影响后果的嫌疑。她自己曾说：“海明威自杀，是因为世人不了解他。”好像海明威在生前把自杀的原因告诉她了，要不就是死后曾经在梦中向她诉说过；因为海明威真正自杀的原因，除了他自己，恐怕没有第二个人知道！谈到海明威在文学上的伟大成就，以及对社会国家乃至全人类的贡献，相信琼瑶女士是望尘莫及的。这句话绝不是看小了琼瑶，我们只要能够心平气和，很冷静的思考一下，就会得出相同的结论，相信多数人都看过海明威所著的《老人与海》，请问我们的多产作家，你那部小说能跟它相比？中国人的美德之一就是谦虚，因此有“满招损、谦受益”“虚怀若谷”等成语格言流传，这无非是叫人能多接受别人的意见，所以我也很希望琼瑶女士能多接受别人的意见，不要一味的与海明威相提并论，免得使爱护你的读者竖汗毛！也许你认为《婉君表妹》是一部富革命性的战斗文艺小说，由它改编的电影，我看过，我认为那是属于畸形之类。你的小说对于高中三年级以上的学生以及成人，可以说起不了什么影响，也谈不到产生不良后果的问题，对于初二至高二这四个年级的学生的影响，可就大了。根据我的经验，所谓“问题学生”多半是发生在这四个年级里。在你的小说里，那许多不健康的人物，可能都是他她们效仿的对象，这无异是给他她们那过剩的精力找了一条发泄的出路，给做不合理的事情找藉口，作护身符。于人心世道，毫无补益。站在社会教育的立场来说，所得的都是反效果，给社会制造问题，给家长找麻烦，其戕害青年身心与黄色小说又有什么区别呢？希望你救救这个社会，不要再向青年人散播不健康的种籽。
003.“花落谁家”与“头落谁家”.txt	179	记得美国近代文学家威廉佛克纳在接受诺贝尔文学奖时说：“人之不死，不仅因为他有忍受的能力，而是因为他有灵魂和精神，能同情、牺牲和忍受。诗人和作家的责任就在描写这些，以提高人们的情绪、勇气、希望、荣誉、自尊、同情、怜悯、牺牲和光荣，帮助他们忍受困难。”他这几句话，明确的指出了一个作家对他的作品和他的读者所负的“责任”。佛克纳所说的“人之不死”，也就是我们中国所说的“不朽”，我不知道琼瑶女士在“关起门来”“创作”她的作品时，是否考虑到对读者对社会的“责任”？
003.“花落谁家”与“头落谁家”.txt	201	当电影拍就后，我始从若干演员口中，得知故事已经被窜改得体无完肤，与我原剧本相差十万八千里。于是乃请端木恺律师致函王引先生，表示《花落谁家》既未根据我的剧本拍摄，当然不能代表我的作品，请他不用我编剧之名义。
003.“花落谁家”与“头落谁家”.txt	205	但当《花落谁家》上演后，我却更吃惊了！基于我的良心，我觉得必须说出我该说的话，这就是为什么我写文提到《花落谁家》的原因（该文刊于五月九日联合报）。因为我原作精神已被王引所改编之喜闹效果破坏无遗。《烟雨蒙蒙》是好的，我也曾写文章说它好，但《花落谁家》却令人不忍卒睹。是好则说好，是坏则说坏，我毫无成见，对王引则更无恶意。当我发表对《花落谁家》的批评时，朋友们都劝我不要得罪王引，以免遭受恶意之攻击，但我不能为了怕被恶意攻击，就抹煞良心去说它好，或者保持沉默。我想，是非自有公断，公道自在人心，《花落谁家》如果真是好片，则真金不怕火烧，王引先生又何必再登广告对我大肆抨击呢？
003.“花落谁家”与“头落谁家”.txt	213	③王引先生认为我的作品内容丝毫变动不得，似有出入，我在《谈小说与改编电影》一文中已表示得很清楚，我认为根据“小说”改编的电影，不论剧情和原著出入多少，都该保留原著精神。此文中也提过，不要忽视现象的水准，也许利用宣传得矇骗观众一时，从事电影工作者应有本身的艺术良心和修养，拍一部电影，并不仅仅为了赚钱和博观众一笑而已。而观众的口碑则是最好的说明，如《烟雨濛濛》一片上映后愈映愈盛，而《花落谁家》上演起初三天卖座还好，此后则每况愈下。王引先生应平心静气的接受，不该将满腹怨气发向我身上。（五十五年五月二十一日台北《中华日报》）
003.“花落谁家”与“头落谁家”.txt	215	附录五 《花落谁家》艺术“论战”（羊瑜）
003.“花落谁家”与“头落谁家”.txt	219	最近在台北上演的国片《花落谁家》，因为小说的原著者琼瑶女士指责导演王引窜改原作精神，王引则反唇相讥，引发了一场所谓“艺术论战”。原著人和导演之间为此而互责，在我国电影界，尚属少见，所以深为各界所瞩目。而这项“论战”所牵涉的若干问题——诸如电影是否应该忠于原著？忠实到什么程度？导演的权力是否至高无上，可任意更改编剧的剧本？以及有关拍摄电影的取材问题，在此“国片起飞”声中，似有探讨的必要，因此，记者特就此项论战的始末、及各方意见，作一综合报导。
003.“花落谁家”与“头落谁家”.txt	233	王引的谈话刊出后，就被一再引证在各报《花落谁家》的电影广告中，很显然的，从事发行的公司，很聪明的想利用这个机会，掀起宣传的热潮。但台湾日报认为未经该报同意而引用了该报专栏，用作广告宣传是不应该的。同时认为断章取义，只刊出对琼瑶不利的文字。
003.“花落谁家”与“头落谁家”.txt	249	王引是否看过这篇李敖的文章，不得而知，不过，如果琼瑶真的写出这些所谓在思想上代表反叛、写出了所谓“笑脸上床”的“新女性”，是否他肯搬上银幕？恐怕也有问题。这些题材，是否不灰色，不畸形呢？（五十五年五月二十一日台北《联合报》）
003.“花落谁家”与“头落谁家”.txt	257	江涛先生在那封信里面，一开始他自己就承认没有读过琼瑶女士所著的小说，他只看过文星杂志上面李敖那篇文章，后来又看了贵报五月十日第三版王引对《花落谁家》这电影的谈话，他就下了一个结论，琼瑶小说是“灰色的、畸形的、不健康的，是躲在象牙塔里面的作家”，他的怪论，我们觉得很好笑，既然他没有看过《窗外》，既然他没有看过琼瑶的小说，怎样批评琼瑶的小说？这真是比瞎子摸象还可笑，因为瞎子摸象他还摸到象，他却连象都没有摸到，而就来妄加评论，我们不晓得他居心何在？关于他引证的李敖那篇文字，李敖在那篇文章里面，他要琼瑶放弃描写爱、描写美等题材，而去描写“整天看不见天日的矿工、整年没有床睡的三轮车夫，动手术才能接客的雏妓”，换句话说，他要琼瑶，甚至所有的作家尽量暴露堕落与腐化的一面，好像有意要和我们台湾现在的经济繁荣，社会的进步作对，他的居心到底怎么样？我们不难看出来的。我们不晓得王引先生看了那篇《没有窗，哪有窗外》没有？他又看懂了没有？不知江涛先生也看懂了这篇文章真正意思的含义没有？而根据这篇文章来抨击一位作家，岂非滑稽？再说江涛先生引证王引先生的话，认为琼瑶的小说是“灰色的、畸形的、不健康的”，那么，我们再回想一下，在同一篇的专栏里面，王引先生曾对记者表示，琼瑶的小说很好，所以，他希望她改编为电影剧本，他既说“很好”，又说它“灰色、不健康”，这不是很矛盾吗？王引把琼瑶原著窜改以后，他认为是“健康”了吗？是很“正常”了吗？我们在台湾有没有看到过一个想男人而发了疯的女人，有没有莫名其妙逼走丈夫的妻子，正如有位作家在报纸上发表感想，他说“一篇小说既然灰色不健康，电影公司何以要购买它的电影版权呢？难道购买它的电影版权的动机，就是以电影去医治它的灰色与不健康吗？那么，电影公司不是文章病院吗？开文章病院反而给病人一笔钱，这岂不是奖励生病”了嘛。所以，想一想便觉得非常可笑。而江涛先生也居然连这点是非都分辨不出来，而随随便便恶意的去批评一个人，我们除了觉得好笑以外，也觉得很痛心，同时江涛先生又说《婉君表妹》这部电影并不是一部富于革命性的战斗文艺小说。他认为那是属于“畸型”的电影，他又只看电影而没有看过小说。依电影而论，这是一部被公认为很健康、很正直、很受赞扬的一部电影，而江涛先生加上了一项“畸型”的帽子，请问，它的畸型哪里呢？他没有说出理由来，而随随便便的凭他的主观来像泼妇骂街似的加上了一顶帽子。
003.“花落谁家”与“头落谁家”.txt	279	附录八 关于《花落谁家》事件（皇冠）
003.“花落谁家”与“头落谁家”.txt	283	在光怪陆离的生意场中，我们可以看到无奇不有的交易，如贩卖人口者有之，顶让行号者有之，但却尚未听到有所谓卖姓名这一行业。可是这一新的行业却已问世了，而且公然打着艺术的招牌，刊诸于报端，这怎不使人叹为观止呢？
003.“花落谁家”与“头落谁家”.txt	287	自从名小说家琼瑶女士于本月九日在联合报发表了《谈小说与改编电影》，抱怨王引先生“谋杀”了她的原作《三朵花》，四天后，却有一位名为“安良”的先生，自告奋勇地出来代庖答辩，而且破天荒地道出了一个惊人的秘密，那便是王引先生出了两万五千元买了琼瑶女士的名字。现在我们且不谈“高价买名”的新闻传奇，我们先对安良先生的大作，来“欣赏一番”，在未欣赏之前，我须先作说明，安良先生十三日在华报发表的《也谈小说改编电影》一文的内容，与十二、十三两天，大华晚报电影广告栏中，王引先生的谈话大致相似，所以我愿意将王、安两人之言论，一并“欣赏”。（编者按：据报载安良先生的这篇文章是电影公司出了广告费才刊出的，“价值”可见一斑了！）
003.“花落谁家”与“头落谁家”.txt	289	安良先生的大作，一开头便给琼瑶女士上文法课，说琼瑶的题目，“不无累赘之嫌”，俨然以国文老师自居，而且不惜卖弄术语，引经据典。不幸的是，安良先生自己的国文基础并没有打好，连孟子中一句普通的话都引错了，我真佩服他那好为人师的勇气。孟子尽心篇下：“大而化之谓圣。圣而不可知之之谓神。”我们的安良先生不知何处来的灵感，却把孟老夫子的“圣”字改为神字，“神”字改为圣字，前后颠倒，这可能不是有意的“歪曲”，而是一时受到“窜改原作”的暗示和反射吧！
003.“花落谁家”与“头落谁家”.txt	295	最令人震惊的是，他接着说：“王引之所以买它（按：指三朵花），原因不外如此，说得更透切一点，买小说同时也买了琼瑶的名。”事实上，安良先生这句话只说对了一半，那就是王引只买了琼瑶的名，而没有买她的小说，诚如琼瑶所指：“最近放映中的《花落谁家》，却完完全全曲解了我的主题，我观赏此片时，非但感到‘陌生’得使我吃惊，而且主题的被曲解误解得难以置信，在将近一百分钟的放映过程里，我如同受了一次最厉害的刑罚，在痛心之余，还有强烈的被侮辱的感觉……但既然和我原著相差十万八千里，又何必一定要硬说是我的小说改编的呢？”
003.“花落谁家”与“头落谁家”.txt	305	强词夺理还要“强奸民意”
003.“花落谁家”与“头落谁家”.txt	313	王引先生怎么会事先知道教育当局会不准这样拍呢？我们不必在此多作词费，只觉得王引先生有点神经过敏和自作聪明而已。
003.“花落谁家”与“头落谁家”.txt	331	王引先生爱护今日正在上演的《花落谁家》一片，其心情正如琼瑶女士爱护她自己的作品和名誉一样，但我们绝不能因一己之利害，而昧着良心说话，尤其是面对着神圣的文艺工作。
003.“花落谁家”与“头落谁家”.txt	341	李敖影音E书QQ群578505007：不自由的自由（wjm_tcy）、Jeff Ao、天花乱坠联合制作！
004.我们应该打倒的滥套词汇.txt	1	我们应该打倒的滥套词汇
004.我们应该打倒的滥套词汇.txt	5	为什么活人不说话？为什么现代人要说古人话（并且有的还不是古人话）？这种的所谓“绮词丽语”式的“白话文”呀！它们是徐志摩、朱自清、易家钺（君左）、谢冰莹和“苏雪林老婆婆”等等等等搞出来的，他们是祸首。
004.我们应该打倒的滥套词汇.txt	9	但是琼瑶应该把下列我随手所举的滥套词汇收回去。琼瑶是有天才的人，她应该用她的天才，不要偷懒依靠古人，而为我们多造一点新词汇！
005.论头不可乱摔.txt	3	读《窗外》，看到琼瑶造了新词汇，如：
005.论头不可乱摔.txt	13	我认为这类词汇是有问题的：
006.对所谓“女作家”送我所谓“泻药”的一个声明.txt	1	对所谓“女作家”送我所谓“泻药”的一个声明
006.对所谓“女作家”送我所谓“泻药”的一个声明.txt	13	电话词不达意，趁寄收据之便，再说几句。
006.对所谓“女作家”送我所谓“泻药”的一个声明.txt	19	但李敖是可以原谅的，他年轻，忽然成了名，便沉不住气，沉不住气时，就难怪其会不知所云了，我们都曾年轻过，假使我在二十五岁时，已有了他的表现和收获，我可能比他更糟，但您总比他见过更多世面，可以“旁观者清”吧？
006.对所谓“女作家”送我所谓“泻药”的一个声明.txt	21	於梨华给他的建议很对，可惜他不但未接受，连以前那点本领都扔了，对他失望的将不止於梨华一人。我生平做了两件傻事，内容相似（也是一厢情愿的当真以“知己”自居而去劝人改文章）。第一件已使我后悔万分，第二件好在本来谈不上友谊，但我见过李敖，觉得他本人和他文章并不一样，而且能写下《胡适评传》这样的书，又还这样年轻，所有的长者都应爱护他，使他不只止于目前的成就，您不可宠坏了他。您好容易捧他起来，但这一篇序便可把他从半空里再拋下去。
007.居浩然论“硬抑别兴”.txt	1	居浩然论“硬抑别兴”
007.居浩然论“硬抑别兴”.txt	5	梁简文帝（萧纲字世缵，在位只两年，公元550年至551年）诫其子当阳公书云：
007.居浩然论“硬抑别兴”.txt	11	写字时不敢放开笔头怕成毛刷，写文章时为什么心头不敢放开呢？那是因为心中有“硬抑别兴”（“硬抑别兴”者，inhibition也，以下用一个魇字代表）。心中有魇，则好比头上戴了紧箍帽，写文章时不敢稍逾范围，也就放不开或放荡不起来了。这种情形，在中国本属自古已然；到了台湾，更加上于今为烈。不但写文章时魇字当头，而且从小学开始就是缠足式的教育，一级比一级缠得紧，缠到大学毕业，即使不成三寸金莲，也必是四寸银莲了。这时候再想放开，难乎其难矣。
007.居浩然论“硬抑别兴”.txt	19	造成这种缠足式教育的远因，仍在儒家思想的阶级性。所谓“万般皆下品，唯有读书高”，从入学启蒙起就为的是提高社会地位。读书求学既只是往上爬的手段，自必走上升学主义的途径，而学问全成为敲门砖或垫脚石。过去的四书五经、制艺试帖固然是敲门砖，现在的声光化电、英算国文又何尝不是垫脚石？远因既自古已然，近因则在力求安定的教育政策。民国三十八年间，学潮频起，人心不稳，这政策有其必要，现在事过境迁，却又积重难返了。或者要问，力求安定与缠足式教育有什么关系？关系在师资方面的反淘汰，偏重记忆力的考试对学生进行反淘汰，力求安定的政策则对老师进行反淘汰。
007.居浩然论“硬抑别兴”.txt	25	不宁惟是，这批新“人之患”虽然世故极深而且老成其外，却仍属少年其内，乃少不得于公余之暇，上歌厅放松一番。耳闻靡靡之音，神游太虚幻境，的确得一“荡”字，结果成为“立身且须放荡”。至于文章呢，最好不写，若奉命非写不可时，则“文章先须谨重”，谨重得像一根绞索，紧紧勒住别人的脖子，使沉默的大多数成为沉默的全体，充其极只能发出一种心声——歌功颂德。“硬抑别兴”绞紧到这地步，真无须任何事前或事后的检查了。因为人人都是检查员，落笔自知谨重，安全第一，发为心声，歌功颂德，即使放在显微镜底下检查，也检查不出丝毫问题。这样一来，台湾报章杂志上也就很少值得一读的文章了。
007.居浩然论“硬抑别兴”.txt	27	我的文章不同于谨重安全体的在放得开，已故学长徐高阮特别欣赏这一点，称之为“恣肆”。套梁简文帝诫子书中的话，可说是“文章先须放荡，落笔更须恣肆”。当然，不能欣赏我文章的另有批评，批评我专门骂人。其实“恣肆”与骂人是两回事，骂人必恣肆方骂得痛快，但“恣肆”可完全不骂人。庄子好为大言，是“恣肆”的始祖，但并不每篇文章都骂人。于此我顺便指出：读者也是“硬抑别兴”之一。作者未落笔前实已有假想读者在心目中，若顾虑读者的批评，就是心中有魇，可称之为读者魇。这种“硬抑别兴”而且有压低的作用，香港报章杂志上也很少值得一读的文章，当地中文读者的低水准有以致之。
007.居浩然论“硬抑别兴”.txt	29	浩然把英文inhibition读成“硬抑别兴”、译成“魇”字，取代旧译“抑制”或“禁忌”，显然是别有用心的。他说：“心中有魇，则好比头上戴了紧箍帽，写文章时不敢稍逾范围，也就放不开或放荡不起来了。这种情形，在中国本属自古已然；到了台湾，更加上于今为烈。不但写文章时魇字当头，而且从小学开始就是缠足式的教育，一级比一级缠得紧，缠到大学毕业，即使不成三寸金莲，也必是四寸银莲了。这时候再想放开，难乎其难矣。”这是极有见地的话。
008.《硕鼠》今译.txt	1	《硕鼠》今译
008.《硕鼠》今译.txt	3	《诗经》中《硕鼠》一诗，是几千年前中国人对黑暗统治者的抗议。1983年8月24日，我在法院旁听椅子上，译成白话，古今对照于后。
008.《硕鼠》今译.txt	5	硕鼠硕鼠， 胖老鼠啊胖老鼠，
008.《硕鼠》今译.txt	21	硕鼠硕鼠， 胖老鼠啊胖老鼠，
008.《硕鼠》今译.txt	37	硕鼠硕鼠，  胖老鼠啊胖老鼠，
009.“试吟紫芝曲，应与夏黄同”.txt	1	“试吟紫芝曲，应与夏黄同”
009.“试吟紫芝曲，应与夏黄同”.txt	5	章太炎这种自我期许，早在他以《苏报》案坐牢时，就有说词，在《癸卯狱中自记》中，他曾夫子自道如下：
009.“试吟紫芝曲，应与夏黄同”.txt	13	章太炎有名的学生很多，像黄侃（季刚）、朱希祖（逖先）、钱夏（季中、玄同）、周树人（豫才、鲁迅）、周作人、沈兼士、汪东等。影响所及，至为深远。他实在是学界的大龙头。
009.“试吟紫芝曲，应与夏黄同”.txt	15	胡适在《五十年来中国之文学》中说章太炎是“清代学术史的压阵大将”，“这五十年是中国古文学的结束时期。……恰好有一个章炳麟，真可算是古文学很光荣的结局了！”章太炎的地位的确如此。中国国学与古文，在被时代三振前，在败部的萧条里，章太炎做了最精彩的个人演出，1936年他死以后，真有许多东西随他“亦亡矣！”。
009.“试吟紫芝曲，应与夏黄同”.txt	17	赵中令先生的店里，有一幅售价四万元的条幅，是章太炎被国民党迫害时卖字为活的一件亲迹，上写五言律诗一首，全文如下：
