id	file	line_start	line_end	chapter	category	quote_text	source_or_origin	summary
LACMR-169	006.有眼识泰山.txt	269	269	有眼识泰山	古典小说语句	幽冥界乃阎王所居，何为到此？	《西游记》	孙悟空被勾至幽冥界时的醒悟。
LACMR-170	006.有眼识泰山.txt	269	269	有眼识泰山	古典小说名句	我老孙超出三界之外，不在五行之中	《西游记》	孙悟空宣称自己不受阴司管辖。
LACMR-171	006.有眼识泰山.txt	271	271	有眼识泰山	古典小说俗语	官差吏差，来人不差。	《西游记》	孙悟空要求取生死簿前所引常言。
LACMR-172	006.有眼识泰山.txt	273	273	有眼识泰山	古典小说语句	了帐！了帐！今番不伏你管了！	《西游记》	孙悟空勾销猴属生死簿后的宣言。
LACMR-173	006.有眼识泰山.txt	289	289	有眼识泰山	诗经名句	泰山严严，鲁邦所詹	《诗经·鲁颂·閟宫》	注释中再次指出歌颂泰山的名句。
LACMR-174	006.有眼识泰山.txt	291	291	有眼识泰山	法言文句	升东岳而知众山之峛崺也	扬雄《法言》	扬雄套孔子格局写登东岳。
LACMR-175	006.有眼识泰山.txt	297	297	有眼识泰山	博物志文句	泰山，一曰天孙，言为天帝孙也。主召人魂魄。东方万物始成，知人生命之长短。	《博物志》引《孝经援神契》	泰山为天孙、主魂魄寿命的说法。
LACMR-176	006.有眼识泰山.txt	303	303	有眼识泰山	史记文句	霍太山为祟	《史记·赵世家》	嵩山系霍太山神为祟的占卜说法。
LACMR-177	006.有眼识泰山.txt	303	303	有眼识泰山	史记铭文	帝令处父不与殷乱。赐尔石棺以华氏	《史记·秦本纪》	蜚廉得石棺的铭文。
LACMR-178	006.有眼识泰山.txt	303	303	有眼识泰山	水经注文句	余霍太山山阳侯天使也，三月丙戌，余将使汝反灭智氏，汝亦立我于百邑。	《水经注》引竹书	霍太山神使襄子灭智氏的神谕。
LACMR-179	006.有眼识泰山.txt	307	307	有眼识泰山	道教文句	太昊氏为青帝，治岱宗山。	《元始上真众仙记》	泰山神与青帝的说法。
LACMR-180	006.有眼识泰山.txt	309	309	有眼识泰山	谶纬文句	尧梦乘青龙上泰山。	《孝经钩命决》	唐尧梦乘青龙上泰山的传说。
LACMR-181	006.有眼识泰山.txt	311	311	有眼识泰山	史记文句	封禅者，合不死之名也。	《史记·封禅书》	注释中再引封禅合不死之名。
LACMR-182	006.有眼识泰山.txt	313	313	有眼识泰山	风俗通义文句	东方泰山……尊曰岱宗。岱者长也，万物之始。	应劭《风俗通义》	应劭解释泰山岱宗与万物之始。
LACMR-183	006.有眼识泰山.txt	317	317	有眼识泰山	清人考证	东岳主发生，乃世间相传，多治死者	赵翼《陔余丛考》	赵翼疑泰山由主生转为治鬼。
LACMR-184	006.有眼识泰山.txt	321	321	有眼识泰山	谶纬文句	泰山在左，亢父在右。亢父知生，泰山主死。	顾炎武《日知录》引遁甲开山图	顾炎武考泰山治鬼所引。
LACMR-185	006.有眼识泰山.txt	321	321	有眼识泰山	古辞诗句	齐度游四方，各系泰山录。人闲乐未央，忽然归东岳	顾炎武《日知录》引《怨诗行》	古辞中人死归东岳的诗句。
LACMR-186	006.有眼识泰山.txt	321	321	有眼识泰山	古典诗句	魂神所系属，逝者感斯征	曹植《驱车篇》	顾炎武考泰山治鬼所引曹植诗。
LACMR-187	006.有眼识泰山.txt	321	321	有眼识泰山	古典诗句	常恐游岱宗，不复见故人	刘桢《赠五官中郎将诗》	顾炎武考泰山治鬼所引刘桢诗。
LACMR-188	006.有眼识泰山.txt	321	321	有眼识泰山	古典诗句	年命在桑榆，东岳与我期	应璩《百一诗》	顾炎武考泰山治鬼所引应璩诗。
LACMR-189	006.有眼识泰山.txt	325	325	有眼识泰山	志怪文句	胡母班死，往见泰山府君为之致书于河伯。	《搜神记》	泰山府君与河伯往来书信的志怪说法。
LACMR-190	006.有眼识泰山.txt	325	325	有眼识泰山	志怪文句	吾泰山府君子，奉敕游学，今将归。	《北史·段晖传》	泰山府君子告别段晖的传说。
LACMR-191	006.有眼识泰山.txt	325	325	有眼识泰山	志怪文句	孙黑、石倪、徐楷，相继为泰山府君。	《夷坚志》	多人相继为泰山府君的志怪记载。
LACMR-192	006.有眼识泰山.txt	327	327	有眼识泰山	隋书文句	生为上国柱，死作阎罗王	《隋书·韩擒虎传》	韩擒虎生为上柱国死作阎罗王的传说。
LACMR-193	006.有眼识泰山.txt	341	341	有眼识泰山	古典小说表文	大闹森罗，强销名号。	《西游记》	阎王表文中写孙悟空强销生死名号。
LACMR-194	006.有眼识泰山.txt	345	345	有眼识泰山	郁离子文句	悲哉！先天之道隐而鬼神亦受人之诬也！而况于人乎？	刘基《郁离子》	刘基借岳祠批评非礼之祭。
LACMR-195	006.有眼识泰山.txt	345	345	有眼识泰山	论语名句	曾谓泰山不如林放乎？	《论语·八佾》	刘基借孔子语说明泰山不享非礼之祭。
LACMR-196	007.要生死有关于天下.txt	31	31	要生死有关于天下	墓表格言	生死无关于天下，不足为天下士；即为天下士，不能与古人争雄长，亦不足为千古之士。	王源《刘处士墓表》	王源称刘继庄生死有关于天下。
LACMR-197	007.要生死有关于天下.txt	31	31	要生死有关于天下	人生格言	眼光要放在极大处，身体要安在极小处。	刘继庄《广阳杂记》	李敖视为知识分子在大小之间完成使命的格言。
LACMR-198	007.要生死有关于天下.txt	35	35	要生死有关于天下	理学格言	人为天地之心。	刘继庄语	刘继庄以人为天地之心。
LACMR-199	007.要生死有关于天下.txt	35	35	要生死有关于天下	理学格言	天地不能为者，人为之，剥复否泰存乎运，而转移之者心。	刘继庄语	刘继庄强调人心可以转移气运。
LACMR-200	007.要生死有关于天下.txt	37	37	要生死有关于天下	读书格言	为学先须开拓其心胸，务令识见广阔，为第一义	刘继庄《广阳杂记》	刘继庄论为学先开拓心胸。
LACMR-201	007.要生死有关于天下.txt	37	37	要生死有关于天下	读书格言	若夫寻章摘句，一技一能，所谓雕虫之技，壮夫耻为者也。	刘继庄《广阳杂记》	刘继庄鄙薄只会寻章摘句。
LACMR-202	007.要生死有关于天下.txt	39	39	要生死有关于天下	人生格言	眼光要放在极大处，身体要安在极小处。	刘继庄《广阳杂记》	注释中再引刘继庄自题语。
LACMR-203	007.要生死有关于天下.txt	39	39	要生死有关于天下	古典成句	知之易而行之难也！	刘继庄《广阳杂记》	刘继庄感叹知易行难。
LACMR-204	008.孔融“父母于子无恩论”申义.txt	5	5	孔融“父母于子无恩论”申义	后汉书文句	高明祖父尝与仆有恩旧乎？	《后汉书·孔融传》	李膺问孔融通家依据。
LACMR-205	008.孔融“父母于子无恩论”申义.txt	5	5	孔融“父母于子无恩论”申义	后汉书文句	先君孔子与君先人李老君同德比义，而相师友，则融与君累世通家。	《后汉书·孔融传》	孔融以孔子老子相师友机智答李膺。
LACMR-206	008.孔融“父母于子无恩论”申义.txt	5	5	孔融“父母于子无恩论”申义	后汉书文句	夫人小而聪了，大未必奇。	《后汉书·孔融传》	陈炜讥孔融小时聪明大未必奇。
LACMR-207	008.孔融“父母于子无恩论”申义.txt	5	5	孔融“父母于子无恩论”申义	后汉书文句	观君所言，将不早惠乎？	《后汉书·孔融传》	孔融反讥陈炜恐怕幼时不聪明。
LACMR-208	008.孔融“父母于子无恩论”申义.txt	15	15	孔融“父母于子无恩论”申义	后汉书名句	安有巢毁而卵不破乎！	《后汉书·孔融传》	孔融子女以覆巢无完卵喻全家之祸。
LACMR-209	008.孔融“父母于子无恩论”申义.txt	15	15	孔融“父母于子无恩论”申义	后汉书文句	今日之祸，岂得久活，何赖知肉味乎？	《后汉书·孔融传》	孔融女儿临祸不受肉汁。
LACMR-210	008.孔融“父母于子无恩论”申义.txt	15	15	孔融“父母于子无恩论”申义	后汉书文句	若死者有知，得见父母，岂非至愿！	《后汉书·孔融传》	孔融子女临刑从容之语。
LACMR-211	008.孔融“父母于子无恩论”申义.txt	21	21	孔融“父母于子无恩论”申义	论衡文句	儒者论曰：天地故生人，此言妄也！	王充《论衡》	王充父母无恩论的先声。
LACMR-212	008.孔融“父母于子无恩论”申义.txt	21	21	孔融“父母于子无恩论”申义	论衡文句	夫天地合气，人偶自生也。	王充《论衡》	王充认为人生于天地只是偶然合气。
LACMR-213	008.孔融“父母于子无恩论”申义.txt	23	23	孔融“父母于子无恩论”申义	孔融名论	父之于子，当有何亲？论其本意，实为情欲发耳！子之于母，亦复奚为？譬如物寄缻中，出则离矣！	《后汉书·孔融传》	孔融父母于子无恩论的核心句。
LACMR-214	008.孔融“父母于子无恩论”申义.txt	27	27	孔融“父母于子无恩论”申义	僧偈诗句	先时寄宿此婆家	《朱子语类》所引黄蘗僧偈	钱钟书举父母身为寄宿处的佛门诗句。
LACMR-215	008.孔融“父母于子无恩论”申义.txt	31	31	孔融“父母于子无恩论”申义	西方书信格言	汝不必感我诞育为人，正如我不谢汝惠临出世。	Lady Mary Wortley Montagu 致女书	钱钟书举西方母亲否定生育恩义的例子。
LACMR-216	008.孔融“父母于子无恩论”申义.txt	35	35	孔融“父母于子无恩论”申义	现代诗句	树本无心结子，我也无恩于你。	胡适《我的儿子》	汪长禄引胡适诗句讨论父母无恩。
LACMR-217	008.孔融“父母于子无恩论”申义.txt	39	39	孔融“父母于子无恩论”申义	现代格言	我要你做一个堂堂的人，不要你做我的孝顺儿子。	胡适《我的儿子》	胡适对儿子的人格期望。
LACMR-218	008.孔融“父母于子无恩论”申义.txt	41	41	孔融“父母于子无恩论”申义	理学格言	教学者如扶醉人	朱熹语	汪长禄以朱熹语比喻教育用力不可过猛。
LACMR-219	008.孔融“父母于子无恩论”申义.txt	45	45	孔融“父母于子无恩论”申义	现代格言	他既无意求生，我们生了他，我们对他只有抱歉，更不能“市恩”了。	胡适回应汪长禄	胡适从父母立场解释不以生育市恩。
LACMR-220	008.孔融“父母于子无恩论”申义.txt	53	53	孔融“父母于子无恩论”申义	现代格言	一个堂堂的人	胡适回应汪长禄	胡适认为堂堂的人不致打爹骂娘。
LACMR-221	008.孔融“父母于子无恩论”申义.txt	83	83	孔融“父母于子无恩论”申义	现代小说语句	妈，你别这样不满意我，我并没有向你要求这一条生命	琼瑶《窗外》	李敖补钱钟书未举的现代父母无恩例。
LACMR-222	010.“时日害丧，予及女偕亡！”.txt	5	5	“时日害丧，予及女偕亡！”	诗经名句	经治灵台，经之、营之，庶民攻之，不日成之。经始勿亟，庶民子来。王在灵囿，麀鹿攸伏。麀鹿濯濯，白鸟鹤鹤。王在灵沼，于牣鱼跃。	《诗经·大雅·灵台》	孟子引诗说明文王与民偕乐。
LACMR-223	010.“时日害丧，予及女偕亡！”.txt	5	5	“时日害丧，予及女偕亡！”	孟子引书	时日害丧，予及女偕亡！	《孟子·梁惠王》引《汤誓》	篇题所取的孟子引《汤誓》语。
LACMR-224	010.“时日害丧，予及女偕亡！”.txt	7	7	“时日害丧，予及女偕亡！”	书经名句	时日曷丧，予及汝皆亡！	《尚书·汤誓》	《汤誓》原文怨暴君之语。
LACMR-225	010.“时日害丧，予及女偕亡！”.txt	7	7	“时日害丧，予及女偕亡！”	史传暴君语	吾有天下，如天之有日，日亡，吾乃亡耳	夏桀相关传说	李敖解释民怨同亡的背景。
LACMR-226	010.“时日害丧，予及女偕亡！”.txt	9	9	“时日害丧，予及女偕亡！”	寓言名句	让我和我的敌人，同归于尽。	《伊索寓言·黄蜂和蛇》	蛇与黄蜂同归于尽的最后名言。
LACMR-227	010.“时日害丧，予及女偕亡！”.txt	11	11	“时日害丧，予及女偕亡！”	书经成句	予及女（汝）偕亡	《尚书·汤誓》	李敖以《汤誓》语概括极端敌我关系。
LACMR-228	011.老董的悲剧.txt	3	3	老董的悲剧	左传文句	夫君，神之主也，而民之望也。	《左传》师旷语	师旷说明君在人神之间的位置。
LACMR-229	011.老董的悲剧.txt	3	3	老董的悲剧	左传文句	忠于民而信于神	《左传》季梁语	李敖引以说明统治者须民神兼顾。
LACMR-230	011.老董的悲剧.txt	3	3	老董的悲剧	左传名句	小惠未遍，民弗从也。……小信未孚，神弗福也	《左传》曹刿语	曹刿论小惠小信不足以得民神。
LACMR-231	011.老董的悲剧.txt	3	3	老董的悲剧	左传文句	弃神人矣！神怒民叛，何以能久？	《左传》刘定公语	刘定公论神怒民叛。
LACMR-232	011.老董的悲剧.txt	19	19	老董的悲剧	春秋繁露文句	灾者，天之谴也；异者，天之威也。	董仲舒《春秋繁露·必仁且智》	董仲舒解释灾异为天谴天威。
LACMR-233	011.老董的悲剧.txt	19	19	老董的悲剧	诗经名句	畏天之威	《诗经》	董仲舒引诗说明灾异中的畏天。
LACMR-234	011.老董的悲剧.txt	55	55	老董的悲剧	春秋繁露文句	故五行者，乃孝子忠臣之行也！	董仲舒五行说	董仲舒以五行比附伦理。
LACMR-235	011.老董的悲剧.txt	57	57	老董的悲剧	春秋繁露文句	土者，天之肱股也！	董仲舒五行说	董仲舒以土为天之肱股。
LACMR-236	011.老董的悲剧.txt	57	57	老董的悲剧	春秋繁露文句	故下事上，如地事天也，可谓大忠矣！	董仲舒五行说	董仲舒以地事天比附下事上。
LACMR-237	011.老董的悲剧.txt	63	63	老董的悲剧	尚书成句	自作孽，不可活	《尚书·太甲》	李敖借古语批评知识分子沦落。
LACMR-238	012.你才孤寒呢！.txt	3	3	你才孤寒呢！	晋书文句	臣少长孤寒，始愿有限。	陶侃临终表	李敖考孤寒本义所引。
LACMR-239	012.你才孤寒呢！.txt	3	3	你才孤寒呢！	晋书文句	启手启足，当复何恨！	陶侃临终表	陶侃临终用启手启足表示死而无憾。
LACMR-240	012.你才孤寒呢！.txt	7	7	你才孤寒呢！	宋人语	臣安得谓之孤寒，臣自布衣致身禁近，曳朱腰金，如陛下乃孤寒也。	张昪故事	张昪反称宋仁宗孤寒。
LACMR-241	012.你才孤寒呢！.txt	7	7	你才孤寒呢！	宋人语	陛下内无贤相、外无名将，孤立朝廷之上，此所以孤寒也。	张昪故事	张昪解释君主孤寒。
LACMR-242	012.你才孤寒呢！.txt	11	11	你才孤寒呢！	宋史文句	天子耳目之官，奈何用宰相怒而斥？	《宋史·张昪传》	张昪替御史争职守。
LACMR-243	012.你才孤寒呢！.txt	13	13	你才孤寒呢！	李敖格言	不怕孤立，才有独立	李敖论孤立与独立	李敖由张昪故事引出独立格言。
LACMR-244	013.他真有帝王气象了！.txt	9	9	他真有帝王气象了！	历史戏语	好似门神	崇祯语	崇祯以门神比喻王洽做官不久。
LACMR-245	013.他真有帝王气象了！.txt	9	9	他真有帝王气象了！	历史语句	文臣个个可杀	崇祯遗言相关	崇祯亡国前埋怨臣下。
LACMR-246	013.他真有帝王气象了！.txt	17	17	他真有帝王气象了！	史料文句	因失江山，无面目见祖宗于天上，不敢终于正寝！	《烈皇小识》	崇祯自缢前袖中遗书。
LACMR-247	013.他真有帝王气象了！.txt	17	17	他真有帝王气象了！	明史文句	国君死社稷，朕将安往？	《明史·庄烈帝本纪》	崇祯拒绝南迁之语。
LACMR-248	014.昏君也会殉国呢！.txt	3	3	昏君也会殉国呢！	唐诗名句	玄宗回马杨妃死，云雨难忘日月新。终是圣明天子事，景阳宫井又何人？	郑畋《马嵬坡》	郑畋以玄宗马嵬与陈后主景阳井对照。
LACMR-249	014.昏君也会殉国呢！.txt	31	31	昏君也会殉国呢！	史论文句	危亡弗恤，上下相蒙，众叛亲离，临机不寤，自投于井，冀以苟生	魏征评陈后主	魏征批评陈后主投井求全。
LACMR-250	014.昏君也会殉国呢！.txt	35	35	昏君也会殉国呢！	陈书文句	今为囚虏，命在斯须，愿得一见旧主，死无所恨。	《陈书》	陈摩诃求见旧主的哀辞。
LACMR-251	014.昏君也会殉国呢！.txt	43	43	昏君也会殉国呢！	南史文句	奏伎纵酒，作诗不辍	《南史·陈本纪》	《南史》记陈后主亡国前作诗不辍。
LACMR-252	014.昏君也会殉国呢！.txt	43	43	昏君也会殉国呢！	南史文句	陈人讴咏，忘其亡焉。	《南史·陈本纪》	《南史》记陈人亡国后仍讴咏。
LACMR-253	014.昏君也会殉国呢！.txt	45	45	昏君也会殉国呢！	南史文句	锋刃之下，未可及当，吾自有计。	《南史·陈本纪》	陈后主逃井前之语。
LACMR-254	015.“似曾小小兴亡”.txt	5	5	“似曾小小兴亡”	宋词名句	却将万字平戎策，换得东家种树书	辛弃疾词	李敖用辛弃疾词概括其不得尽才。
LACMR-255	015.“似曾小小兴亡”.txt	7	7	“似曾小小兴亡”	词论名句	稼轩不平之鸣，随处辄发，有英雄语，无学问语，故往往锋颖太露。	周济《介存斋论词杂著》	周济评价辛弃疾词的锋芒。
LACMR-256	015.“似曾小小兴亡”.txt	7	7	“似曾小小兴亡”	词论名句	才情富艳，思力果锐，南北两朝，实无其匹	周济《介存斋论词杂著》	周济称辛词南北无匹。
LACMR-257	015.“似曾小小兴亡”.txt	11	25	“似曾小小兴亡”	宋词	清溪奔快，不管青山碍。十里盘盘平世界，更着溪山襟带。古今陵谷茫茫，市朝往往耕桑。此地居然形胜，似曾小小兴亡。	辛弃疾《清平乐·题上庐桥》	李敖重读后称赏的辛弃疾小词。
LACMR-258	015.“似曾小小兴亡”.txt	27	27	“似曾小小兴亡”	西方诗句	从一粒沙里看世界、从一朵花里看天国	William Blake 诗句意译	李敖用布莱克诗句与辛词对照。
LACMR-259	018.“亡国”与”亡天下”.txt	13	13	“亡国”与”亡天下”	史论名句	有亡国，有亡天下。亡国与亡天下奚辨？曰：易姓改号，谓之亡国；仁义充塞而至于率兽食人，人将相食，谓之亡天下。	顾炎武《日知录》	顾炎武区分亡国与亡天下。
LACMR-260	019.闻道南京似奕棋.txt	5	19	闻道南京似奕棋	唐诗	闻道长安似弈棋，百年世事不胜悲。王侯宅第皆新主，文武衣冠异昔时。直北关山金鼓震，征西车马羽书驰，鱼龙寂寞秋江冷，故国平居有所思。	杜甫《秋兴八首》其四	李敖由南京兴亡联想到杜甫秋兴诗。
LACMR-261	020.死的是我？.txt	5	5	死的是我？	笔记小说语句	命也！	《邵氏闻见录》	邵康节母以命回应死胎女魂。
LACMR-262	020.死的是我？.txt	5	5	死的是我？	笔记小说语句	汝死兄生，乃命也。	《邵氏闻见录》	邵康节母以命解释双胎一死一生。
LACMR-263	020.死的是我？.txt	9	9	死的是我？	幽默名句	此乃一悲剧也。人人都以为我是没被淹死的，其实不然，没被淹死的，其实是我的双胞胎兄弟，而我本人，却是当时被淹死的那位。	马克·吐温	马克·吐温以双胞胎故事作生死悖论。
LACMR-264	023.“诅咒别人死”？.txt	9	9	“诅咒别人死”？	古书格言	我自不能为仲尼，而能教人做仲尼。犹如管仲不能自霸，能使齐桓霸也。	《华阳陶隐居内传》陶弘景语	李敖以陶弘景语说明思想家可教人而未必自为。
LACMR-265	024.你只能死一次.txt	9	9	你只能死一次	西方格言	有多少人是因为读了一本书才开始他的新生命	梭罗语	李敖借梭罗语说明《文星》的影响。
LACMR-266	024.你只能死一次.txt	13	13	你只能死一次	文学成语	老妪能解	白居易相关典故	李敖用白居易典故形容早年《文星》文字。
LACMR-267	024.你只能死一次.txt	13	13	你只能死一次	成语典故	博士买驴	《颜氏家训》相关典故	李敖用成语讥刺文章冗腐。
LACMR-268	025.不老·不死·尸.txt	9	9	不老·不死·尸	古典寿考语	令终	青铜铭文/《诗经》相关	中国人祈求善终的祝嘏语。
LACMR-269	025.不老·不死·尸.txt	9	9	不老·不死·尸	书经名句	考终命	《尚书·洪范》	中国人祈求善终的古典语。
LACMR-270	025.不老·不死·尸.txt	11	11	不老·不死·尸	古典寿考语	祈黄发	《诗经》《仪礼》相关	中国人祈求长寿至黄发。
LACMR-271	025.不老·不死·尸.txt	11	11	不老·不死·尸	古典寿考语	祈黄耇	《诗经》《仪礼》相关	中国人祈求长寿至黄耇。
LACMR-272	025.不老·不死·尸.txt	21	21	不老·不死·尸	诗经名句	永锡难老！	《诗经》	李敖用诗经语说明难老愿望。
LACMR-273	025.不老·不死·尸.txt	29	29	不老·不死·尸	左传文句	古而无死，其乐若何	《左传》	齐景公感叹古无死的永生幻想。
LACMR-274	025.不老·不死·尸.txt	33	33	不老·不死·尸	山海经术语	不死民	《山海经》	中国古文献中的不死构想。
LACMR-275	025.不老·不死·尸.txt	33	33	不老·不死·尸	山海经术语	不死之国	《山海经》	中国古文献中的不死构想。
LACMR-276	025.不老·不死·尸.txt	33	33	不老·不死·尸	吕氏春秋术语	不死之乡	《吕氏春秋》	中国古文献中的不死构想。
LACMR-277	025.不老·不死·尸.txt	43	43	不老·不死·尸	论语名句	祭如在，祭神如神在	《论语》	儒家祭祀如在的具体存在感。
LACMR-278	025.不老·不死·尸.txt	43	43	不老·不死·尸	仪礼文句	祝迎尸一人	《仪礼》	古礼以尸代表死者受祭。
LACMR-279	025.不老·不死·尸.txt	43	43	不老·不死·尸	经注文句	尸，主也。孝子之祭，不见亲之形象，心无所系，立尸而主意焉。	郑玄注《仪礼》	郑玄解释祭礼中立尸的意义。
LACMR-280	025.不老·不死·尸.txt	49	49	不老·不死·尸	汉书名句	吾是以裸葬，将以矫世也	杨王孙裸葬论	杨王孙以裸葬矫正厚葬风气。
LACMR-281	025.不老·不死·尸.txt	69	69	不老·不死·尸	庄子名句	吾以天地为棺椁，以日月为连璧，星辰为珠玑，万物为赍送。吾葬具岂不备邪？	《庄子》	庄子反对厚葬的名言。
LACMR-282	025.不老·不死·尸.txt	69	69	不老·不死·尸	庄子名句	在上为乌鸢食，在下为蝼蚁食。夺彼与此，何其偏也！	《庄子》	庄子以乌鸢蝼蚁说明厚葬无益。
LACMR-283	025.不老·不死·尸.txt	71	71	不老·不死·尸	博物怪说	亡人以黄金塞九窍，则尸终不朽。	《太平御览》引汉东园私记	古代保存尸体的怪说。
LACMR-284	025.不老·不死·尸.txt	73	73	不老·不死·尸	汉书文句	且夫死者终身之化，而物之归者也。	杨王孙裸葬论	杨王孙认为死是物之归。
LACMR-285	026.还我万岁！.txt	5	5	还我万岁！	文字考证	‘万岁’二字，特古人庆贺之词。	林纾《畏庐琐记》	林纾说明万岁本为一般庆贺语。
LACMR-286	026.还我万岁！.txt	5	5	还我万岁！	祝颂成语	千秋万岁	《韩非子》等	林纾举万岁作为祝颂通称。
LACMR-287	026.还我万岁！.txt	9	9	还我万岁！	日知录引语	夫上交不謟，下交不黩，礼无人臣称“万岁”之制	顾炎武《日知录》引韩棱语	韩棱反对人臣称万岁。
LACMR-288	026.还我万岁！.txt	9	9	还我万岁！	祝颂语	万岁	顾炎武《日知录》所考	顾炎武考万岁曾是当时人庆幸通称。
LACMR-289	026.还我万岁！.txt	15	15	还我万岁！	诗经名句	虎拜稽首，天子万年。	《诗经》	王三聘考万岁时所引诗句。
LACMR-290	026.还我万岁！.txt	15	15	还我万岁！	文字考证	战国时，众所喜庆于君者，皆呼“万岁”。	王三聘《古今事物考》	王三聘说明万岁的战国用法。
LACMR-291	026.还我万岁！.txt	19	19	还我万岁！	史记文句	御史、乘属、在庙旁吏卒，咸闻呼‘万岁’者三。	《汉武帝本纪》	山呼万岁起源的记载。
LACMR-292	026.还我万岁！.txt	19	19	还我万岁！	制度考证	山呼，汉制也。	《草木子》	《草木子》解释山呼为汉制。
LACMR-293	026.还我万岁！.txt	23	23	还我万岁！	明代称谓	老爷”、“千岁”、“千千岁”、“九千岁	秦兰征《天启宫词》	魏忠贤受贺时的称谓层级。
LACMR-294	026.还我万岁！.txt	27	27	还我万岁！	明代称谓	九千九百岁爷爷	吕毖《明朝小史》	魏忠贤被谄媚者称九千九百岁。
LACMR-295	026.还我万岁！.txt	31	31	还我万岁！	历史绰号	万岁阁老	万安故事	万安只会喊万岁而得绰号。
LACMR-296	026.还我万岁！.txt	39	39	还我万岁！	事物纪原文句	战国时，秦王见蔺相如奉璧、田单伪约降燕、冯谖焚孟尝君债券，左右及民皆呼万岁。	《事物纪原》	《事物纪原》考万岁早期为一般欢呼。
LACMR-297	026.还我万岁！.txt	41	41	还我万岁！	考证名句	本古人庆贺之词	赵翼《陔余丛考》	赵翼说明万岁原为上下通用庆贺语。
LACMR-298	026.还我万岁！.txt	41	41	还我万岁！	庄子逸文	乐哉！人猎皆得禽兽，吾猎得善言而归。	《庄子》逸文	梁君得公孙龙善言而呼万岁。
LACMR-299	026.还我万岁！.txt	47	47	还我万岁！	祝颂套语	万岁、万岁、万岁、万万岁	释慧开《无门关序》	佛书序文中为皇帝祝寿的套语。
LACMR-300	026.还我万岁！.txt	59	59	还我万岁！	汉高祖歌	大风起兮云飞扬，威加海内兮归故乡，安得猛士兮守四方！	《史记·高祖本纪》	李敖考万岁引出《大风歌》。
LACMR-301	028.李斯传新读.txt	5	5	李斯传新读	史记文句	囚安得上书！	《史记·李斯列传》	赵高弃去李斯上书时的狱中文句。
LACMR-302	028.李斯传新读.txt	9	9	李斯传新读	史记文句	微赵君，几为丞相所卖。	《史记·李斯列传》	秦二世误信赵高后的庆幸之语。
LACMR-303	029.招了再说.txt	9	9	招了再说	尉缭子文句	笞人之背、灼人之胁、束人之指，而讯囚之情，虽国士，有不胜其酷而自诬矣！	《尉缭子·将理》	《尉缭子》指出刑讯会使国士自诬。
LACMR-304	029.招了再说.txt	15	15	招了再说	旧唐书文句	臣反何耶？	《旧唐书·狄仁杰传》	武则天召见狄仁杰时追问造反。
LACMR-305	029.招了再说.txt	15	15	招了再说	旧唐书文句	不臣反，死笞掠矣！	《旧唐书·狄仁杰传》	狄仁杰解释狱中先承认造反是为避死。
LACMR-306	029.招了再说.txt	15	15	招了再说	笔记文句	卿承反，何也？	《太平广记》引《御史台记》	《御史台记》所记武则天问狄仁杰语。
LACMR-307	029.招了再说.txt	15	15	招了再说	笔记文句	向不承，已死于枷棒矣！	《太平广记》引《御史台记》	狄仁杰说明不先承认已死于酷刑。
LACMR-308	029.招了再说.txt	23	23	招了再说	水浒传文句	我不是妖人，我是跟罗真人的伴当！	《水浒传》	李逵被当作妖人后辩称自己是罗真人伴当。
LACMR-309	029.招了再说.txt	25	25	招了再说	水浒传文句	你那厮快招了妖人，便不打你。	《水浒传》	马知府逼李逵招认妖人的话。
LACMR-310	029.招了再说.txt	25	25	招了再说	水浒传文句	妖人李二	《水浒传》	李逵被逼招认后的称谓。
LACMR-311	029.招了再说.txt	29	29	招了再说	水浒传文句	这人是上界‘天杀星’之数，为是下土众生，作业（孽）太重，故罚他下来杀戮。	《水浒传》	罗真人解释李逵天杀星使命。
LACMR-312	030.《狱中杂记》今译.txt	23	23	《狱中杂记》今译	孟子格言	孟子曰：“术不可不慎。”信夫！	《孟子》/方苞《狱中杂记》	方苞以孟子语感叹狱卒职业之恶。
LACMR-313	030.《狱中杂记》今译.txt	37	37	《狱中杂记》今译	论语名句	朝闻道，夕死可也！	《论语·里仁》	方苞临死不辍读书，答同狱者以孔子语。
LACMR-314	030.《狱中杂记》今译.txt	45	45	《狱中杂记》今译	典故	曾子易箦	《礼记·檀弓》	李敖用曾子易箦比方苞临死真诚。
LACMR-315	030.《狱中杂记》今译.txt	55	55	《狱中杂记》今译	狱中文句	良吏亦多以脱人于死为功，而不求其情	方苞《狱中杂记》	李敖指出方苞反对一味脱人死罪。
LACMR-316	030.《狱中杂记》今译.txt	57	57	《狱中杂记》今译	书信文句	自古典刑之官，皆以刻深为戒，故宅心仁厚者，不觉流于姑息	方苞《与孙司寇书》	方苞论刑官仁厚易流姑息。
LACMR-317	030.《狱中杂记》今译.txt	57	57	《狱中杂记》今译	书信文句	纵释凶人，岂唯无以服见杀者之心，而丑类恶物，由此益无所忌	方苞《与孙司寇书》	方苞反对纵释凶人。
LACMR-318	030.《狱中杂记》今译.txt	59	59	《狱中杂记》今译	尚书名句	好生之德，洽于民心。	《尚书》皋陶语	方苞论刑罚时引皋陶称舜语。
LACMR-319	031.“宰白鸭”.txt	1	1	“宰白鸭”	俗语术语	宰白鸭	闽粤顶凶俗语	篇题所取买人顶罪的俗语。
