priority	kind	score	tag	file	line	text	same_line_export_ids	context
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	83	就是自由	LASXGJ-010	依我看来，这样的容忍与沉默是一种可怕的记号，而不是一种可喜的表征。它指出生活在这个社会里的众人之间，缺乏一种内向的聚力和共同努力的方向。大家已经放弃对于社会的关心、放弃对于社会的冀望。大家只是因为碰巧生在这个社会，因而才做着最低程度的求生挣扎。其他有关公益、有关大众的事，他们早已因受挫折太多而灰心了。所以，对于许许多多不平的事他们出以容忍、处以沉默。这种令人忧心的容忍绝不是胡适所说的“就是自由”，这种发人深省的沉默也绝不是西谚所说的“就是金子”。我们应该深深体认“哀莫大于心死”的古训，我们实在是一群死了心的人。
13	plausible_candidate_not_exported	0	literary-check	001.从《秀嫚信箱》到《上下古今谈》.txt	111	当代大贤	LASXGJ-011|LASXGJ-012|LASXGJ-013	《上下古今谈》不谈了以后，我正式写信给夏晓华先生，推荐刘秀嫚来掌握这一方之地。套一句古话，这种作风，叫“荐贤自代”，也叫“退让贤路”。虽然在事实上，我自己本不失为是“当代大贤”，只可惜我贤得恶名四溢，只可叹我贤得罪状昭彰。所以不得不因故学学欧阳修，“避此人出一头地”。我希望夏晓华先生用不衰的礼遇，正式敦请刘秀嫚来主持这一个专栏；也希望刘秀嫚用长驻的青春，来走上这被李氏压路机压过的大路。我相信刘秀嫚这样做，在我们青年朋友的警戒和督促下，必然是一个新面目的起点。我祝她好运！
13	plausible_candidate_not_exported	0	literary-check	002.开场白——“浪子”回头.txt	7	浪子	LASXGJ-016	所谓“浪子”（Boheme），我的意思是指19世纪30年代以后的巴黎文人。他们从穷困中开创新境界，对恶劣的环境不满意、不屈服，任凭社会对他排挤，让他“浪”迹天涯，他仍是要把他的热情和抱负投向社会。他不在乎人们要跟他“相忘于江湖”，人们可以忘掉他，让他流浪，但他却不忘掉人们。他要震聋醒聩、要追击不舍。最后他要成功，要把社会改造，把人们叫醒。这是他的真精神。16年前，我家从中国大陆逃难到台湾中部，我蛰伏在台湾省立台中第一中学，是一个名副其实的小“浪子”。1954年，我没有资格拿到中学毕业证书，就开始朝北流浪。1959年，我离开台湾大学，走入军队，两年以后，我又重回台大做研究生，最后是不欢而散，——放弃了土硕士的文凭，直流浪到今天。
13	plausible_candidate_not_exported	0	literary-check	004.“上下”与雅俗.txt	13	上流就是下流	LASXGJ-020|LASXGJ-021	宋朝的黄山谷，曾主张“以俗为雅”，我最喜欢这种调调。我生平痛恨写文章的人一写文章就装蒜，满纸八股滥套，一派正人君子的臭味，害得文章一点没有个性和生气，简直是混球。我李敖绝不来这一套。《论语》中说“君子恶居下流”，我看来看去，我不是“君子”眼中的君子，何况我喜欢“上流就是下流”、“以下流为上流”，当然我对“下流”之不肯“恶居”，也就不在话下了。
13	plausible_candidate_not_exported	0	literary-check	004.“上下”与雅俗.txt	13	以下流为上流	LASXGJ-020|LASXGJ-021	宋朝的黄山谷，曾主张“以俗为雅”，我最喜欢这种调调。我生平痛恨写文章的人一写文章就装蒜，满纸八股滥套，一派正人君子的臭味，害得文章一点没有个性和生气，简直是混球。我李敖绝不来这一套。《论语》中说“君子恶居下流”，我看来看去，我不是“君子”眼中的君子，何况我喜欢“上流就是下流”、“以下流为上流”，当然我对“下流”之不肯“恶居”，也就不在话下了。
13	plausible_candidate_not_exported	0	literary-check	008.不仅仅是做“好人”.txt	11	奋斗的好人	LASXGJ-025|LASXGJ-026	所谓“做奋斗的好人”，就是要挺身出来，向恶人和恶势力作战、向老朽和开倒车作战、向腐败的传统作战、向社会的黑暗作战、向群众的愚昧作战、向头脑不清的混蛋作战……“奋斗的好人”不会唉声叹气，不会“空兴叹”，不会长叹，也不会浩叹，他不会做这些无聊的弱者的哀鸣。他是一个战士——一个实际的战士，他要经常在“剃刀边缘”，打那诗人勃朗宁所谓的“最好的又最后的”一仗。
13	plausible_candidate_not_exported	0	literary-check	008.不仅仅是做“好人”.txt	11	空兴叹	LASXGJ-025|LASXGJ-026	所谓“做奋斗的好人”，就是要挺身出来，向恶人和恶势力作战、向老朽和开倒车作战、向腐败的传统作战、向社会的黑暗作战、向群众的愚昧作战、向头脑不清的混蛋作战……“奋斗的好人”不会唉声叹气，不会“空兴叹”，不会长叹，也不会浩叹，他不会做这些无聊的弱者的哀鸣。他是一个战士——一个实际的战士，他要经常在“剃刀边缘”，打那诗人勃朗宁所谓的“最好的又最后的”一仗。
13	plausible_candidate_not_exported	0	literary-check	008.不仅仅是做“好人”.txt	11	做奋斗的好人	LASXGJ-025|LASXGJ-026	所谓“做奋斗的好人”，就是要挺身出来，向恶人和恶势力作战、向老朽和开倒车作战、向腐败的传统作战、向社会的黑暗作战、向群众的愚昧作战、向头脑不清的混蛋作战……“奋斗的好人”不会唉声叹气，不会“空兴叹”，不会长叹，也不会浩叹，他不会做这些无聊的弱者的哀鸣。他是一个战士——一个实际的战士，他要经常在“剃刀边缘”，打那诗人勃朗宁所谓的“最好的又最后的”一仗。
13	plausible_candidate_not_exported	0	literary-check	011.“赤子之心”？.txt	11	不失其赤子之心	LASXGJ-032	在中国古代思想家的眼中，“赤子”或“赤子之心”是真纯的、是可贵的。思想家们看透了成人的尔诈我虞、勾心斗角，他们伤心了、失望了，于是转移他们的智慧，开始向往一个返璞归真的未凿境界。这时候，白白的胖胖的小宝宝吸引了他们，他们觉得“复归于婴儿”、“不失其赤子之心”是一个好出路。于是我们李家的老子也好、儒家的孟子也罢，都纷纷提出了赤子论，纷纷主张我们要开一次倒车。
13	plausible_candidate_not_exported	0	literary-check	011.“赤子之心”？.txt	11	赤子	LASXGJ-032	在中国古代思想家的眼中，“赤子”或“赤子之心”是真纯的、是可贵的。思想家们看透了成人的尔诈我虞、勾心斗角，他们伤心了、失望了，于是转移他们的智慧，开始向往一个返璞归真的未凿境界。这时候，白白的胖胖的小宝宝吸引了他们，他们觉得“复归于婴儿”、“不失其赤子之心”是一个好出路。于是我们李家的老子也好、儒家的孟子也罢，都纷纷提出了赤子论，纷纷主张我们要开一次倒车。
13	plausible_candidate_not_exported	0	literary-check	011.“赤子之心”？.txt	11	赤子之心	LASXGJ-032	在中国古代思想家的眼中，“赤子”或“赤子之心”是真纯的、是可贵的。思想家们看透了成人的尔诈我虞、勾心斗角，他们伤心了、失望了，于是转移他们的智慧，开始向往一个返璞归真的未凿境界。这时候，白白的胖胖的小宝宝吸引了他们，他们觉得“复归于婴儿”、“不失其赤子之心”是一个好出路。于是我们李家的老子也好、儒家的孟子也罢，都纷纷提出了赤子论，纷纷主张我们要开一次倒车。
13	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	3	不是我的。我的心是黑的，不能那样赤。	LASXGJ-034	在《一见哈哈笑》里，有一个笑话叫做《问心》。大意是说，有六个兄弟同住在一家旅馆，旅馆的粪坑里掉下一个柿子，大家看不清楚，都以为是一颗心。旅馆的老板问这颗心是谁的？老大说：“不是我的。我的心是黑的，不能那样赤。”老二说：“也不是我的心。我心不在胸中，现在胁下。”老三说：“更不是我的心。我的心是两个联在一处，人人常说我有二心，我何尝是一个心？”老四说：“我的心早已丢了。至今尚未去寻，所谓有放心而不知求者，即是我。”老五说：“我的心早坏了。若不是胆包着，早掉了。”最后老六说；“我生下来，就没有心。故人常骂我天生来没良心，我何曾有过心？”
13	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	3	更不是我的心。我的心是两个联在一处，人人常说我有二心，我何尝是一个心？	LASXGJ-034	在《一见哈哈笑》里，有一个笑话叫做《问心》。大意是说，有六个兄弟同住在一家旅馆，旅馆的粪坑里掉下一个柿子，大家看不清楚，都以为是一颗心。旅馆的老板问这颗心是谁的？老大说：“不是我的。我的心是黑的，不能那样赤。”老二说：“也不是我的心。我心不在胸中，现在胁下。”老三说：“更不是我的心。我的心是两个联在一处，人人常说我有二心，我何尝是一个心？”老四说：“我的心早已丢了。至今尚未去寻，所谓有放心而不知求者，即是我。”老五说：“我的心早坏了。若不是胆包着，早掉了。”最后老六说；“我生下来，就没有心。故人常骂我天生来没良心，我何曾有过心？”
13	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	3	我的心早坏了。若不是胆包着，早掉了。	LASXGJ-034	在《一见哈哈笑》里，有一个笑话叫做《问心》。大意是说，有六个兄弟同住在一家旅馆，旅馆的粪坑里掉下一个柿子，大家看不清楚，都以为是一颗心。旅馆的老板问这颗心是谁的？老大说：“不是我的。我的心是黑的，不能那样赤。”老二说：“也不是我的心。我心不在胸中，现在胁下。”老三说：“更不是我的心。我的心是两个联在一处，人人常说我有二心，我何尝是一个心？”老四说：“我的心早已丢了。至今尚未去寻，所谓有放心而不知求者，即是我。”老五说：“我的心早坏了。若不是胆包着，早掉了。”最后老六说；“我生下来，就没有心。故人常骂我天生来没良心，我何曾有过心？”
13	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	3	我的心早已丢了。至今尚未去寻，所谓有放心而不知求者，即是我。	LASXGJ-034	在《一见哈哈笑》里，有一个笑话叫做《问心》。大意是说，有六个兄弟同住在一家旅馆，旅馆的粪坑里掉下一个柿子，大家看不清楚，都以为是一颗心。旅馆的老板问这颗心是谁的？老大说：“不是我的。我的心是黑的，不能那样赤。”老二说：“也不是我的心。我心不在胸中，现在胁下。”老三说：“更不是我的心。我的心是两个联在一处，人人常说我有二心，我何尝是一个心？”老四说：“我的心早已丢了。至今尚未去寻，所谓有放心而不知求者，即是我。”老五说：“我的心早坏了。若不是胆包着，早掉了。”最后老六说；“我生下来，就没有心。故人常骂我天生来没良心，我何曾有过心？”
13	plausible_candidate_not_exported	0	literary-check	012.没良心.txt	3	也不是我的心。我心不在胸中，现在胁下。	LASXGJ-034	在《一见哈哈笑》里，有一个笑话叫做《问心》。大意是说，有六个兄弟同住在一家旅馆，旅馆的粪坑里掉下一个柿子，大家看不清楚，都以为是一颗心。旅馆的老板问这颗心是谁的？老大说：“不是我的。我的心是黑的，不能那样赤。”老二说：“也不是我的心。我心不在胸中，现在胁下。”老三说：“更不是我的心。我的心是两个联在一处，人人常说我有二心，我何尝是一个心？”老四说：“我的心早已丢了。至今尚未去寻，所谓有放心而不知求者，即是我。”老五说：“我的心早坏了。若不是胆包着，早掉了。”最后老六说；“我生下来，就没有心。故人常骂我天生来没良心，我何曾有过心？”
13	plausible_candidate_not_exported	0	literary-check	013.可怕的哥哥.txt	11	父权	LASXGJ-035|LASXGJ-036	在三千年前，在古人的诗句里，我们看到那喜爱“将仲子”的女郎，曾有“仲可怀也！诸兄之言，亦可畏也！”的感叹；可是三千年后呢？我们新时代的“诸兄”，不但把“将仲子”毁容，并且在光天化日之下，把自己的妹妹拖入处女膜检查院！这种恶劣，这种残忍，这种专制时代“父权”、“兄权”的可耻遗痕，我们想不到在中华民国五十四的7月里，全套呈现在我们眼前。我们悲愤，我们要谴责、要抗议。
13	plausible_candidate_not_exported	0	literary-check	013.可怕的哥哥.txt	11	兄权	LASXGJ-035|LASXGJ-036	在三千年前，在古人的诗句里，我们看到那喜爱“将仲子”的女郎，曾有“仲可怀也！诸兄之言，亦可畏也！”的感叹；可是三千年后呢？我们新时代的“诸兄”，不但把“将仲子”毁容，并且在光天化日之下，把自己的妹妹拖入处女膜检查院！这种恶劣，这种残忍，这种专制时代“父权”、“兄权”的可耻遗痕，我们想不到在中华民国五十四的7月里，全套呈现在我们眼前。我们悲愤，我们要谴责、要抗议。
13	plausible_candidate_not_exported	0	literary-check	015.“好汉”与负责.txt	5	擦屁股	LASXGJ-038|LASXGJ-039|LASXGJ-040	所谓“好汉”，一般人的观念多以为是荆轲、聂政、朱家、郭解者流，其实绝不尽然。这些人，多是韩非子所说的“以武犯禁”的任侠式人物，他们缺乏守法的习惯。他们有的，多是一朝之忿和匹夫之勇，所以他们在社会上，很容易留下烂摊子让人来“擦屁股”。
13	plausible_candidate_not_exported	0	literary-check	015.“好汉”与负责.txt	5	好汉	LASXGJ-038|LASXGJ-039|LASXGJ-040	所谓“好汉”，一般人的观念多以为是荆轲、聂政、朱家、郭解者流，其实绝不尽然。这些人，多是韩非子所说的“以武犯禁”的任侠式人物，他们缺乏守法的习惯。他们有的，多是一朝之忿和匹夫之勇，所以他们在社会上，很容易留下烂摊子让人来“擦屁股”。
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	5	哀号	LASXGJ-047	在中国人的观念中，尤其是文学作品中，“怀乡”是一个主要的部分，甚至是一个过度被滥用了的情绪。不论圣贤豪杰或阿猫阿狗，只要一离开他家乡三尺远，便开始“行吟”起来、“感怀”起来，正如陆机所说的：“伫立望故乡，顾影悽自怜。”他们的情绪模式（pattern），已经完全变成了滥套子，他们顾影自怜的“哀号”，也完全变成了诗词中的陈腔滥调。
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	5	感怀	LASXGJ-047	在中国人的观念中，尤其是文学作品中，“怀乡”是一个主要的部分，甚至是一个过度被滥用了的情绪。不论圣贤豪杰或阿猫阿狗，只要一离开他家乡三尺远，便开始“行吟”起来、“感怀”起来，正如陆机所说的：“伫立望故乡，顾影悽自怜。”他们的情绪模式（pattern），已经完全变成了滥套子，他们顾影自怜的“哀号”，也完全变成了诗词中的陈腔滥调。
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	5	怀乡	LASXGJ-047	在中国人的观念中，尤其是文学作品中，“怀乡”是一个主要的部分，甚至是一个过度被滥用了的情绪。不论圣贤豪杰或阿猫阿狗，只要一离开他家乡三尺远，便开始“行吟”起来、“感怀”起来，正如陆机所说的：“伫立望故乡，顾影悽自怜。”他们的情绪模式（pattern），已经完全变成了滥套子，他们顾影自怜的“哀号”，也完全变成了诗词中的陈腔滥调。
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	5	行吟	LASXGJ-047	在中国人的观念中，尤其是文学作品中，“怀乡”是一个主要的部分，甚至是一个过度被滥用了的情绪。不论圣贤豪杰或阿猫阿狗，只要一离开他家乡三尺远，便开始“行吟”起来、“感怀”起来，正如陆机所说的：“伫立望故乡，顾影悽自怜。”他们的情绪模式（pattern），已经完全变成了滥套子，他们顾影自怜的“哀号”，也完全变成了诗词中的陈腔滥调。
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	13	感旧	LASXGJ-050|LASXGJ-051|LASXGJ-052	尤其有害的，是许多外省的朋友，他们写诗填词，俨然以“做客”的姿态出现，这是很不得体的小气派。他们一提笔，就满纸是“他乡”、“旅次”、“客次”、“逐客”等等的立场，这是绝对不妥的。这简直是有意划分中华民族的共同血液与山河。有这种态度的人，他们忘了白居易那“老来尤委命，安处即为乡”的伟大心境，也忘了“埋骨何须桑梓地，人间无处不青山”的达观胸怀，更忘了陆游那“却恐他乡胜故乡”的现实了解。他们如果真的去读古书，至少该学学我李敖这样读法。空洞的狭小的“乡愁”“感旧”有个屁用？不但“光复大陆”用不着这些，即使在台湾“作客”，也不该用这种态度吧？
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	13	光复大陆	LASXGJ-050|LASXGJ-051|LASXGJ-052	尤其有害的，是许多外省的朋友，他们写诗填词，俨然以“做客”的姿态出现，这是很不得体的小气派。他们一提笔，就满纸是“他乡”、“旅次”、“客次”、“逐客”等等的立场，这是绝对不妥的。这简直是有意划分中华民族的共同血液与山河。有这种态度的人，他们忘了白居易那“老来尤委命，安处即为乡”的伟大心境，也忘了“埋骨何须桑梓地，人间无处不青山”的达观胸怀，更忘了陆游那“却恐他乡胜故乡”的现实了解。他们如果真的去读古书，至少该学学我李敖这样读法。空洞的狭小的“乡愁”“感旧”有个屁用？不但“光复大陆”用不着这些，即使在台湾“作客”，也不该用这种态度吧？
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	13	客次	LASXGJ-050|LASXGJ-051|LASXGJ-052	尤其有害的，是许多外省的朋友，他们写诗填词，俨然以“做客”的姿态出现，这是很不得体的小气派。他们一提笔，就满纸是“他乡”、“旅次”、“客次”、“逐客”等等的立场，这是绝对不妥的。这简直是有意划分中华民族的共同血液与山河。有这种态度的人，他们忘了白居易那“老来尤委命，安处即为乡”的伟大心境，也忘了“埋骨何须桑梓地，人间无处不青山”的达观胸怀，更忘了陆游那“却恐他乡胜故乡”的现实了解。他们如果真的去读古书，至少该学学我李敖这样读法。空洞的狭小的“乡愁”“感旧”有个屁用？不但“光复大陆”用不着这些，即使在台湾“作客”，也不该用这种态度吧？
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	13	旅次	LASXGJ-050|LASXGJ-051|LASXGJ-052	尤其有害的，是许多外省的朋友，他们写诗填词，俨然以“做客”的姿态出现，这是很不得体的小气派。他们一提笔，就满纸是“他乡”、“旅次”、“客次”、“逐客”等等的立场，这是绝对不妥的。这简直是有意划分中华民族的共同血液与山河。有这种态度的人，他们忘了白居易那“老来尤委命，安处即为乡”的伟大心境，也忘了“埋骨何须桑梓地，人间无处不青山”的达观胸怀，更忘了陆游那“却恐他乡胜故乡”的现实了解。他们如果真的去读古书，至少该学学我李敖这样读法。空洞的狭小的“乡愁”“感旧”有个屁用？不但“光复大陆”用不着这些，即使在台湾“作客”，也不该用这种态度吧？
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	13	乡愁	LASXGJ-050|LASXGJ-051|LASXGJ-052	尤其有害的，是许多外省的朋友，他们写诗填词，俨然以“做客”的姿态出现，这是很不得体的小气派。他们一提笔，就满纸是“他乡”、“旅次”、“客次”、“逐客”等等的立场，这是绝对不妥的。这简直是有意划分中华民族的共同血液与山河。有这种态度的人，他们忘了白居易那“老来尤委命，安处即为乡”的伟大心境，也忘了“埋骨何须桑梓地，人间无处不青山”的达观胸怀，更忘了陆游那“却恐他乡胜故乡”的现实了解。他们如果真的去读古书，至少该学学我李敖这样读法。空洞的狭小的“乡愁”“感旧”有个屁用？不但“光复大陆”用不着这些，即使在台湾“作客”，也不该用这种态度吧？
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	13	逐客	LASXGJ-050|LASXGJ-051|LASXGJ-052	尤其有害的，是许多外省的朋友，他们写诗填词，俨然以“做客”的姿态出现，这是很不得体的小气派。他们一提笔，就满纸是“他乡”、“旅次”、“客次”、“逐客”等等的立场，这是绝对不妥的。这简直是有意划分中华民族的共同血液与山河。有这种态度的人，他们忘了白居易那“老来尤委命，安处即为乡”的伟大心境，也忘了“埋骨何须桑梓地，人间无处不青山”的达观胸怀，更忘了陆游那“却恐他乡胜故乡”的现实了解。他们如果真的去读古书，至少该学学我李敖这样读法。空洞的狭小的“乡愁”“感旧”有个屁用？不但“光复大陆”用不着这些，即使在台湾“作客”，也不该用这种态度吧？
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	13	作客	LASXGJ-050|LASXGJ-051|LASXGJ-052	尤其有害的，是许多外省的朋友，他们写诗填词，俨然以“做客”的姿态出现，这是很不得体的小气派。他们一提笔，就满纸是“他乡”、“旅次”、“客次”、“逐客”等等的立场，这是绝对不妥的。这简直是有意划分中华民族的共同血液与山河。有这种态度的人，他们忘了白居易那“老来尤委命，安处即为乡”的伟大心境，也忘了“埋骨何须桑梓地，人间无处不青山”的达观胸怀，更忘了陆游那“却恐他乡胜故乡”的现实了解。他们如果真的去读古书，至少该学学我李敖这样读法。空洞的狭小的“乡愁”“感旧”有个屁用？不但“光复大陆”用不着这些，即使在台湾“作客”，也不该用这种态度吧？
13	plausible_candidate_not_exported	0	literary-check	017.从乡愁到大气派.txt	13	做客	LASXGJ-050|LASXGJ-051|LASXGJ-052	尤其有害的，是许多外省的朋友，他们写诗填词，俨然以“做客”的姿态出现，这是很不得体的小气派。他们一提笔，就满纸是“他乡”、“旅次”、“客次”、“逐客”等等的立场，这是绝对不妥的。这简直是有意划分中华民族的共同血液与山河。有这种态度的人，他们忘了白居易那“老来尤委命，安处即为乡”的伟大心境，也忘了“埋骨何须桑梓地，人间无处不青山”的达观胸怀，更忘了陆游那“却恐他乡胜故乡”的现实了解。他们如果真的去读古书，至少该学学我李敖这样读法。空洞的狭小的“乡愁”“感旧”有个屁用？不但“光复大陆”用不着这些，即使在台湾“作客”，也不该用这种态度吧？
13	plausible_candidate_not_exported	0	literary-check	019.臭皮匠和民主靴.txt	11	大伪	LASXGJ-055|LASXGJ-056|LASXGJ-057|LASXGJ-058|LASXGJ-059	中国古代的思想家中，早就有过“圣人不死，大盗不止”的言论，因为“圣人”和“大盗”都是乱世的产物。我们李家的老子，就曾指出“大道废”的时候，才有“仁义”出现；“慧智出”的时候，才有“大伪”出现；“六亲不和”的时候，才有“孝慈”出现；“国家昏乱”的时候，才有“忠臣”出现。换句话说：“仁义”、“大伪”、“孝慈”、“忠臣”等等，都是乱世的产物、都是不祥的产物，都不是太平盛世所需要的产物。
13	plausible_candidate_not_exported	0	literary-check	019.臭皮匠和民主靴.txt	11	仁义	LASXGJ-055|LASXGJ-056|LASXGJ-057|LASXGJ-058|LASXGJ-059	中国古代的思想家中，早就有过“圣人不死，大盗不止”的言论，因为“圣人”和“大盗”都是乱世的产物。我们李家的老子，就曾指出“大道废”的时候，才有“仁义”出现；“慧智出”的时候，才有“大伪”出现；“六亲不和”的时候，才有“孝慈”出现；“国家昏乱”的时候，才有“忠臣”出现。换句话说：“仁义”、“大伪”、“孝慈”、“忠臣”等等，都是乱世的产物、都是不祥的产物，都不是太平盛世所需要的产物。
13	plausible_candidate_not_exported	0	literary-check	019.臭皮匠和民主靴.txt	11	孝慈	LASXGJ-055|LASXGJ-056|LASXGJ-057|LASXGJ-058|LASXGJ-059	中国古代的思想家中，早就有过“圣人不死，大盗不止”的言论，因为“圣人”和“大盗”都是乱世的产物。我们李家的老子，就曾指出“大道废”的时候，才有“仁义”出现；“慧智出”的时候，才有“大伪”出现；“六亲不和”的时候，才有“孝慈”出现；“国家昏乱”的时候，才有“忠臣”出现。换句话说：“仁义”、“大伪”、“孝慈”、“忠臣”等等，都是乱世的产物、都是不祥的产物，都不是太平盛世所需要的产物。
13	plausible_candidate_not_exported	0	literary-check	019.臭皮匠和民主靴.txt	11	忠臣	LASXGJ-055|LASXGJ-056|LASXGJ-057|LASXGJ-058|LASXGJ-059	中国古代的思想家中，早就有过“圣人不死，大盗不止”的言论，因为“圣人”和“大盗”都是乱世的产物。我们李家的老子，就曾指出“大道废”的时候，才有“仁义”出现；“慧智出”的时候，才有“大伪”出现；“六亲不和”的时候，才有“孝慈”出现；“国家昏乱”的时候，才有“忠臣”出现。换句话说：“仁义”、“大伪”、“孝慈”、“忠臣”等等，都是乱世的产物、都是不祥的产物，都不是太平盛世所需要的产物。
13	plausible_candidate_not_exported	0	literary-check	020.“永不录用”的法律问题.txt	33	停职查办	LASXGJ-061	“停职查办”，这个名词在人事法规上的处方虽是重病、并非绝症，但现在突然又被补了一枪，完了，送上西方极乐世界，永无起死回生之望。常言道：“牵一发而动全身”，如翁慨者，殆可谓毁一容而坏全局矣。
13	plausible_candidate_not_exported	0	literary-check	021.瑞典与废娼.txt	11	雅事	LASXGJ-065|LASXGJ-066|LASXGJ-067	在号称“礼仪之邦”的中国，我们还背负着祖宗们遗传给我们的可耻的娼妓制度，这是很没面子的事。但是我们比祖宗强，我们在改善。例如祖宗们以“平康狎妓”为士人“雅事”，甚至把这种事“诗酒唱和”，恬然不以为耻；今天的士人们呢？他们再也不会如此这般的蔚然成风了，他们再也不敢在小报上公然为名妓颂诗代启了，他们逐渐知道这是既不名誉又很残忍的事了。这些现象，岂不是观念的进步吗？
13	plausible_candidate_not_exported	0	literary-check	027.“流氓”应该怎么罚？.txt	37	办法	LASXGJ-069	“流氓”扰乱社会治安，我们当然要罚。可是罚他们，有正规的法律可循，我们不可像“不务正业”的“流氓”一样，去“不务正法”。所谓“正法”，一看《刑法》便知。《刑法》中的第90条、第149条到160条、第173条到194条、第266条到第270条、第277条到287条、第296条到308条、第325条到332条、第339条到345条、第346条到384条，……都把“流氓”犯法的细目规定得相当明白。有这样相当明白的“正法”，我们实在没有再实行其他“办法”的必要。中国古代的老子说得好：“法令滋彰，盗贼多有。”13年了，减少“法令滋彰”的现象，我们难道还要拖至“光复大陆”以后吗？
13	plausible_candidate_not_exported	0	literary-check	027.“流氓”应该怎么罚？.txt	37	不务正法	LASXGJ-069	“流氓”扰乱社会治安，我们当然要罚。可是罚他们，有正规的法律可循，我们不可像“不务正业”的“流氓”一样，去“不务正法”。所谓“正法”，一看《刑法》便知。《刑法》中的第90条、第149条到160条、第173条到194条、第266条到第270条、第277条到287条、第296条到308条、第325条到332条、第339条到345条、第346条到384条，……都把“流氓”犯法的细目规定得相当明白。有这样相当明白的“正法”，我们实在没有再实行其他“办法”的必要。中国古代的老子说得好：“法令滋彰，盗贼多有。”13年了，减少“法令滋彰”的现象，我们难道还要拖至“光复大陆”以后吗？
13	plausible_candidate_not_exported	0	literary-check	027.“流氓”应该怎么罚？.txt	37	不务正业	LASXGJ-069	“流氓”扰乱社会治安，我们当然要罚。可是罚他们，有正规的法律可循，我们不可像“不务正业”的“流氓”一样，去“不务正法”。所谓“正法”，一看《刑法》便知。《刑法》中的第90条、第149条到160条、第173条到194条、第266条到第270条、第277条到287条、第296条到308条、第325条到332条、第339条到345条、第346条到384条，……都把“流氓”犯法的细目规定得相当明白。有这样相当明白的“正法”，我们实在没有再实行其他“办法”的必要。中国古代的老子说得好：“法令滋彰，盗贼多有。”13年了，减少“法令滋彰”的现象，我们难道还要拖至“光复大陆”以后吗？
13	plausible_candidate_not_exported	0	literary-check	027.“流氓”应该怎么罚？.txt	37	光复大陆	LASXGJ-069	“流氓”扰乱社会治安，我们当然要罚。可是罚他们，有正规的法律可循，我们不可像“不务正业”的“流氓”一样，去“不务正法”。所谓“正法”，一看《刑法》便知。《刑法》中的第90条、第149条到160条、第173条到194条、第266条到第270条、第277条到287条、第296条到308条、第325条到332条、第339条到345条、第346条到384条，……都把“流氓”犯法的细目规定得相当明白。有这样相当明白的“正法”，我们实在没有再实行其他“办法”的必要。中国古代的老子说得好：“法令滋彰，盗贼多有。”13年了，减少“法令滋彰”的现象，我们难道还要拖至“光复大陆”以后吗？
13	plausible_candidate_not_exported	0	literary-check	027.“流氓”应该怎么罚？.txt	37	流氓	LASXGJ-069	“流氓”扰乱社会治安，我们当然要罚。可是罚他们，有正规的法律可循，我们不可像“不务正业”的“流氓”一样，去“不务正法”。所谓“正法”，一看《刑法》便知。《刑法》中的第90条、第149条到160条、第173条到194条、第266条到第270条、第277条到287条、第296条到308条、第325条到332条、第339条到345条、第346条到384条，……都把“流氓”犯法的细目规定得相当明白。有这样相当明白的“正法”，我们实在没有再实行其他“办法”的必要。中国古代的老子说得好：“法令滋彰，盗贼多有。”13年了，减少“法令滋彰”的现象，我们难道还要拖至“光复大陆”以后吗？
13	plausible_candidate_not_exported	0	literary-check	027.“流氓”应该怎么罚？.txt	37	正法	LASXGJ-069	“流氓”扰乱社会治安，我们当然要罚。可是罚他们，有正规的法律可循，我们不可像“不务正业”的“流氓”一样，去“不务正法”。所谓“正法”，一看《刑法》便知。《刑法》中的第90条、第149条到160条、第173条到194条、第266条到第270条、第277条到287条、第296条到308条、第325条到332条、第339条到345条、第346条到384条，……都把“流氓”犯法的细目规定得相当明白。有这样相当明白的“正法”，我们实在没有再实行其他“办法”的必要。中国古代的老子说得好：“法令滋彰，盗贼多有。”13年了，减少“法令滋彰”的现象，我们难道还要拖至“光复大陆”以后吗？
13	plausible_candidate_not_exported	0	literary-check	028.圣人教育.txt	9	康圣人	LASXGJ-071	康有为也是一个典型的例子：康有为小的时候，“有志为圣人，开口辄曰圣人圣人焉，党里戏号之曰‘圣人为’。”后来他的外号，也叫做“康圣人”。这也是一个从小便被训练做圣人的例子。
