file	line	quote	context
011.“法律遁”和“法律顿”.txt	33	咬文嚼字	再翻字典，查“顿”字，解释是：“顿，停也。”顿是暂停，暂行中止的意思。“法律顿”就是法律暂停，暂行中止的意思。国民党大官人为了国际观瞻、为了作威作福，常常喜欢立法，在法律上咬文嚼字、在法律上张脉偾兴、在法律上照顾国民党治安人员，其实，事实上，国民党的治安人员并不领情，也不感兴趣，因为国民党的治安人员最喜欢的是他们自己的“法律顿”，——他们总是把法律撇在他妈的一边，谁他妈的要守法律呢？
011.“法律遁”和“法律顿”.txt	33	作威作福	再翻字典，查“顿”字，解释是：“顿，停也。”顿是暂停，暂行中止的意思。“法律顿”就是法律暂停，暂行中止的意思。国民党大官人为了国际观瞻、为了作威作福，常常喜欢立法，在法律上咬文嚼字、在法律上张脉偾兴、在法律上照顾国民党治安人员，其实，事实上，国民党的治安人员并不领情，也不感兴趣，因为国民党的治安人员最喜欢的是他们自己的“法律顿”，——他们总是把法律撇在他妈的一边，谁他妈的要守法律呢？
011.“法律遁”和“法律顿”.txt	41	看看也好	又比如紧急逮捕吧，我第一次做政治犯时候，夜里11点，彪形大汉敲门，带人。因为彪形大汉跟踪我十四个月，跟我跟熟了，偷偷告诉我：“今天可不是约谈，要有个准备。”于是我被请进楼下的大黑轿车，运到治安机关密封室，浑身搜索、打指模、办收押。我笑着说：“这回总该给看看押票吧！”他们说：“人都给逮进来了，还看什么押票？”我说：“我从没见过这种东西，看看也好啊！”他们说：“那就找押票来给李先生看看。”过了好一阵，押票才出现。——什么法律不法律，谁要他妈的法律呢？
011.“法律遁”和“法律顿”.txt	47	鼻青眼肿	上面这些单刀直入的分析、一针见血的说明，从国民党的“法律遁”，写到国民党的“法律顿”，我想，在这岛上、在这世界上，没人比我更能说得清楚了、更能说得开窍了。我希望大家不要再糊涂，多注意我的提示。对立法院最近有关修正《刑事诉讼法》的争执，我对苏秋镇、许荣淑、黄天福、费希平、郑余镇、许哲男、黄志达诸位的努力抗战，表示最大的欣赏。但是，我们不要只看到立法院里死板板的理论，而忽略了立法院外活生生的事实；不要只看到立法院里热烘烘的面红耳赤，而忽略了立法院外冷冰冰的鼻青眼肿；不要只看到立法院里守法守分字斟句酌，而忽略了立法院外无
011.“法律遁”和“法律顿”.txt	47	单刀直入	上面这些单刀直入的分析、一针见血的说明，从国民党的“法律遁”，写到国民党的“法律顿”，我想，在这岛上、在这世界上，没人比我更能说得清楚了、更能说得开窍了。我希望大家不要再糊涂，多注意我的提示。对立法院最近有关修正《刑事诉讼法》的争执，我对苏秋镇、许荣淑、黄天福、费希平、郑余镇、许哲男、黄志达诸位的努力抗战，表示最大的欣赏。但是，我们不要只看到立法院里死板板的理论，而忽略了立法院外活生生的事实；不要只看到立法院里热烘烘的面红耳赤，而忽略了立法院外冷冰冰的鼻青眼肿；不要只看到立法院里守法守分字斟句酌，而忽略了立法院外无
011.“法律遁”和“法律顿”.txt	47	无法无天	上面这些单刀直入的分析、一针见血的说明，从国民党的“法律遁”，写到国民党的“法律顿”，我想，在这岛上、在这世界上，没人比我更能说得清楚了、更能说得开窍了。我希望大家不要再糊涂，多注意我的提示。对立法院最近有关修正《刑事诉讼法》的争执，我对苏秋镇、许荣淑、黄天福、费希平、郑余镇、许哲男、黄志达诸位的努力抗战，表示最大的欣赏。但是，我们不要只看到立法院里死板板的理论，而忽略了立法院外活生生的事实；不要只看到立法院里热烘烘的面红耳赤，而忽略了立法院外冷冰冰的鼻青眼肿；不要只看到立法院里守法守分字斟句酌，而忽略了立法院外无
011.“法律遁”和“法律顿”.txt	47	一针见血	上面这些单刀直入的分析、一针见血的说明，从国民党的“法律遁”，写到国民党的“法律顿”，我想，在这岛上、在这世界上，没人比我更能说得清楚了、更能说得开窍了。我希望大家不要再糊涂，多注意我的提示。对立法院最近有关修正《刑事诉讼法》的争执，我对苏秋镇、许荣淑、黄天福、费希平、郑余镇、许哲男、黄志达诸位的努力抗战，表示最大的欣赏。但是，我们不要只看到立法院里死板板的理论，而忽略了立法院外活生生的事实；不要只看到立法院里热烘烘的面红耳赤，而忽略了立法院外冷冰冰的鼻青眼肿；不要只看到立法院里守法守分字斟句酌，而忽略了立法院外无
013.从事先检查到不检即查.txt	33	无知妄作	我在最后写“‘抢劫’与‘查禁’”，请注意先后次序。今天国民党的干法，是蛮横得不凭查禁命令，就先下手抢书的。抢书以后几天，才能收到由无知妄作的政工人员填好的查禁命令。这一现象，更具体说明了他们现在根本书都不必看、不必“检查”，就先动手了。
014.致监察院书状.txt	17	口口声声	台北地院推事郑春甲口口声声所谓“就全部文义来看”云云，其实他并没看出或有意没看出“全部文义”！因为他所谓的词句“稍嫌粗俗”、“加重语气”等话，其实全部文义”根本就没有什么“稍嫌粗俗”、“加重语气”之可言。由此可见，台北地院推事郑春甲的中文程度和对中文的理解方式，是不合乎基本修辞学和语意学法则的，当然也是不合乎经验法则的。
014.致监察院书状.txt	19	故出人罪	事实上，这些诽谤文字的“全部文义”，根本不在什么词句粗俗不粗俗，也不在什么语气加重不加重，而在它恶意与不实，达成含沙射影的间接诽谤。在文明国家的法律中，有所谓“隐性诽谤的证明”（innuendo），意指诽谤的意思表示，有表现于外的、有隐蓄于内的。表现于外的，应由被告答辩证明，方能免责；隐蓄于内的，因表面上尚欠诽谤的表示，故应由原告于诉状内加以释明，以便法官明了被告真意的所在（见Salmond on Torts, llth ed.，1953, p. 434-435）。本案从法律观点上，诽谤李敖“事成有分，事败无干，诅
014.致监察院书状.txt	19	含沙射影	事实上，这些诽谤文字的“全部文义”，根本不在什么词句粗俗不粗俗，也不在什么语气加重不加重，而在它恶意与不实，达成含沙射影的间接诽谤。在文明国家的法律中，有所谓“隐性诽谤的证明”（innuendo），意指诽谤的意思表示，有表现于外的、有隐蓄于内的。表现于外的，应由被告答辩证明，方能免责；隐蓄于内的，因表面上尚欠诽谤的表示，故应由原告于诉状内加以释明，以便法官明了被告真意的所在（见Salmond on Torts, llth ed.，1953, p. 434-435）。本案从法律观点上，诽谤李敖“事成有分，事败无干，诅
014.致监察院书状.txt	21	故出人罪	七十年前，司法界就有一条判例说：“侮辱人之罪成立与否，应以对于个人在社会上所保持之人格及地位，因加害者之举动达于足以毁损其名誉之程度与否以定标准。”（七年上字第187号）这一判例，是很细致的。在本案中，这些诽谤文字的“全部文义”，明明在加害李敖“在社会上所保持的人格与地位”，事实上，李敖明明是为争人权争自由而备受迫害、入狱多年的勇者，如今诬为“事成有分，事败无干，诅咒别人死”，则不啻在指摘李敖为懦夫、为投机分子，当然构成诽谤。台北地院推事郑春甲在开庭时，不细心花时间审案，反倒刺刺不休，大谈其个人经历，说他在抗战时代
014.致监察院书状.txt	21	十年前，	七十年前，司法界就有一条判例说：“侮辱人之罪成立与否，应以对于个人在社会上所保持之人格及地位，因加害者之举动达于足以毁损其名誉之程度与否以定标准。”（七年上字第187号）这一判例，是很细致的。在本案中，这些诽谤文字的“全部文义”，明明在加害李敖“在社会上所保持的人格与地位”，事实上，李敖明明是为争人权争自由而备受迫害、入狱多年的勇者，如今诬为“事成有分，事败无干，诅咒别人死”，则不啻在指摘李敖为懦夫、为投机分子，当然构成诽谤。台北地院推事郑春甲在开庭时，不细心花时间审案，反倒刺刺不休，大谈其个人经历，说他在抗战时代
014.致监察院书状.txt	29	数典忘祖	李敖在自诉状中已先指出：本自诉重点，不在辨正所谓“经过众多前辈的牺牲造就党外声势后，他才露脸”之事，（因为前辈李敖在露脸牺牲时，今天的党外后辈，尚不知人在哪儿！）和所谓“《美丽岛》、《八十年代》都约不到他的稿”之事（因为《美丽岛》等刊物出版时，一些党外后辈早已数典忘祖，从未向李敖约过稿），而在所谓“暖流出版社”出资约李敖出版《中国历史演义》李敖拒用真名云云，从无此事。事实上，当时根本没有这家叫做“暖流出版社”的出版社，而这套书由远流出版社出版时，却正正挂的是“李敖校订”等名字！李敖并未“避不使用真名以免于和党外结合
014.致监察院书状.txt	35	故出人罪	事实上，康文雄既然承认登出来的文章内容“与原意相差甚远”，却不请求更正，防止本件诽谤行为的发生，显属《刑法》第15条的不作为犯，其有“不确定故意”——结果不确定之故意，已经非常显然。纵令康文雄于茶会上发言时，无诽谤李敖名誉的意图，但是朱高正、吴祥辉共同将上开发言内容擅加变造、扭曲事实，并以文字散布于众，其有共同诽谤李敖名誉的意图，就彰彰明甚了。台北地院推事郑春甲审理没有细心勾稽，徒以均无犯罪的故意，违反经验法则，故出人罪，此非枉法裁判而何？
014.致监察院书状.txt	47	老大哥	电话录音带中黄纪男对李敖谈话：一、首先李敖念到这一段：“5月29日时苏秋镇请吃饭，向我提起筹组台湾民主党，李敖与郑南榕要找十个发起人，推我与刘明为老年代表。……”李敖说：“老大哥，你晓得，没有这个事情，有人找发起人，也许是苏秋镇和郑南榕，并不是李敖，并且，我也没有推。刘明，坦白讲，是什么人，我现在还不知道，是不是记录错误？”李敖又念这样一段：“李敖一再从旁鼓吹：‘你老先生一定要出面，无论如何不可推辞’。”李敖说：“我想我也没讲过这些话。”黄纪男立刻说：“没有，没有，没有，没有讲，没有讲。”——足见上栏所谓李敖要黄纪
014.致监察院书状.txt	55	老大哥	电话录音带中黄纪男对李敖谈话：三、李敖又念这一段：“他们却敢保证：‘不会、不会，组党绝不会抓人你放心！’”李敖说：“这话，我没有讲过。”黄纪男说：“你没有讲嘛！我看啊，他们大概有成见，他们写这文章有成见。”李敖说：“他们有成见我不怪他们，可是他们有成见，就把这有成见的话假托在你老大哥，我们的难友、好朋友口里，这可不好。”黄纪男立刻谴责他们：“挑拨离间嘛！挑拨离间嘛！我对你始终都是难友、好朋友。”——足见上栏所谓李敖向黄纪男保证不抓人之说，全是造谣！
014.致监察院书状.txt	59	老大哥	电话录音带中黄纪男对李敖谈话：四、李敖又念一段：“我说：‘李敖先生，你既然这么热心，何不参加呢？’他忙道：‘这不行、这不行，我是写文章的人，政治运动我不适合。’”我说：“过去胡适也是学者，还比你大牌呢！殷海光也是学者啊！他们也插手政治啊！为什么你就‘幕后！幕后！只叫别人去死。’”李敖说：“老大哥，当时我说过，我说我不参加，这话我讲过。我说过我是写文章的人，我也讲过。我也讲过政治运动我不适合，我是搞思想运动的，没有错。老大哥，你还记得，我还讲了一段讽刺的话：因为我是外省人，在台湾参加任何政治活动，就好像美国的白人支持
014.致监察院书状.txt	87	故出人罪	综上对照，李敖所发表的言论，都有所本，一本是《自由台湾周刊》所登黄纪男谈话内容既非事实；一本是黄纪男本人又信誓旦旦证明所登非实。所以，一切真相都清楚在此，足证朱高正、吴祥辉共同将黄纪男谈话内容擅加变造、扭曲事实，反倒诬指李敖是“睁眼说瞎话”的说谎者，这种恶意与不实的诽谤，台北地院推事郑春甲竟避而不判，违反经验法则，故出人罪，此非枉法裁判而何？
014.致监察院书状.txt	95	含沙射影	查李敖与丁邦新，自从预官八期同队受训后，二十六年来，毫无往还，从何“都很清楚”丁邦新的事？又从何被丁邦新“百般奉承”？所谓丁邦新提报李敖任史语所“编审”之说，更是天方夜谭。（一、史语所从无“编审”编制，又从何提出？二、纵有，丁邦新岂敢提出？三、纵提出，李敖岂屑为之哉？）朱高正、吴祥辉这段文字，用意在含沙射影指李敖因得丁邦新好处，故不抖出丁邦新的“诸般丑事”，如此诽谤李敖，事证至明。不料台北地院推事郑春甲，却又大事开脱，说“尚未构成诽谤，自毋庸传讯证人”丁邦新云云，这又是什么居心？判决书中有妙判如下：
014.致监察院书状.txt	95	天方夜谭	查李敖与丁邦新，自从预官八期同队受训后，二十六年来，毫无往还，从何“都很清楚”丁邦新的事？又从何被丁邦新“百般奉承”？所谓丁邦新提报李敖任史语所“编审”之说，更是天方夜谭。（一、史语所从无“编审”编制，又从何提出？二、纵有，丁邦新岂敢提出？三、纵提出，李敖岂屑为之哉？）朱高正、吴祥辉这段文字，用意在含沙射影指李敖因得丁邦新好处，故不抖出丁邦新的“诸般丑事”，如此诽谤李敖，事证至明。不料台北地院推事郑春甲，却又大事开脱，说“尚未构成诽谤，自毋庸传讯证人”丁邦新云云，这又是什么居心？判决书中有妙判如下：
014.致监察院书状.txt	99	白纸黑字	查“丑事”就是见不得人之事，其为事之丑者，在字面意义上已自足，又何须备述细节，“说出丁邦新有何丑事”，方能构成？这种诽谤文字“就全部文义来看”，除非中文程度太差，否则无不一望而知在丑化李敖。以“为了怕李敖把他的诸般丑事给抖了出来，遂百般奉承李敖”为例，不啻在指摘李敖以抖出他人丑事为手段，达到胁迫他人行无义务之事，为李敖找职业、得好处之目的。这还不明显吗？至于说“至少可以认定自诉人并未得什么，否则丁某又何必为自诉人继续努力”，这更是千古妙判！这种判决，岂不正正可以这样说：李敖正因为在一再等待得到什么，所以才知而不言，
014.致监察院书状.txt	99	故出人罪	查“丑事”就是见不得人之事，其为事之丑者，在字面意义上已自足，又何须备述细节，“说出丁邦新有何丑事”，方能构成？这种诽谤文字“就全部文义来看”，除非中文程度太差，否则无不一望而知在丑化李敖。以“为了怕李敖把他的诸般丑事给抖了出来，遂百般奉承李敖”为例，不啻在指摘李敖以抖出他人丑事为手段，达到胁迫他人行无义务之事，为李敖找职业、得好处之目的。这还不明显吗？至于说“至少可以认定自诉人并未得什么，否则丁某又何必为自诉人继续努力”，这更是千古妙判！这种判决，岂不正正可以这样说：李敖正因为在一再等待得到什么，所以才知而不言，
014.致监察院书状.txt	99	视而不见	查“丑事”就是见不得人之事，其为事之丑者，在字面意义上已自足，又何须备述细节，“说出丁邦新有何丑事”，方能构成？这种诽谤文字“就全部文义来看”，除非中文程度太差，否则无不一望而知在丑化李敖。以“为了怕李敖把他的诸般丑事给抖了出来，遂百般奉承李敖”为例，不啻在指摘李敖以抖出他人丑事为手段，达到胁迫他人行无义务之事，为李敖找职业、得好处之目的。这还不明显吗？至于说“至少可以认定自诉人并未得什么，否则丁某又何必为自诉人继续努力”，这更是千古妙判！这种判决，岂不正正可以这样说：李敖正因为在一再等待得到什么，所以才知而不言，
014.致监察院书状.txt	99	网开一面	查“丑事”就是见不得人之事，其为事之丑者，在字面意义上已自足，又何须备述细节，“说出丁邦新有何丑事”，方能构成？这种诽谤文字“就全部文义来看”，除非中文程度太差，否则无不一望而知在丑化李敖。以“为了怕李敖把他的诸般丑事给抖了出来，遂百般奉承李敖”为例，不啻在指摘李敖以抖出他人丑事为手段，达到胁迫他人行无义务之事，为李敖找职业、得好处之目的。这还不明显吗？至于说“至少可以认定自诉人并未得什么，否则丁某又何必为自诉人继续努力”，这更是千古妙判！这种判决，岂不正正可以这样说：李敖正因为在一再等待得到什么，所以才知而不言，
014.致监察院书状.txt	101	是非自有公论	“是非自有公论”，还要法院干吗？
014.致监察院书状.txt	111	是非自有公论	如仅系对于可受公评之事而为适当之评论者，无论其评论的对象为人、为事，也无论其评论的是否妥当，因为善恶系于公评，是非自有公论，所以对这种评论，应该不予处罚，才更能尊重言论之自由，符合民主法治。
014.致监察院书状.txt	113	是非自有公论	从本案的举证中，可见全无“适当之评论”可言，反倒是捏造事实、歪曲报导；而对这些行径，台北地方法院推事郑春甲居然美其名曰“言论自由”！而要“是非自有公论”！这可真是法界奇谈了！是非诉之于法，就是要法院来断是非的，法院不断是非，还要法院干吗？这样子的“符合民主法治”，其为民主法治，也太悲哀矣！
015.新回避说.txt	7	皆大欢喜	今天在国民党统治下的法官，形式上，基于审判独立，自不发生把何铸换下的情况，并且何铸身为法官，他自己除非合于回避条款，也无从拒绝审理或对案子有选择权。所谓回避条款，依《刑事诉讼法》第17条，推事于该管案件有下列情形之一者，应自行回避，不得执行职务：一、推事为被害人者。二、推事现为或曾为被告或被害人之配偶、八亲等内之血亲、五亲等内之姻亲或家长、家属者。三、推事与被告或被害人订有婚约者。四、推事现为或曾为被告或被害人之法定代理人者。五、推事曾为被告之代理人、辩护人、辅佐人或曾为自诉人、附带民事诉讼当事人之代理人、辅佐人者
016.张镜湖启事的启示.txt	5	强词夺理	张镜湖说：国民党前中常委余纪忠所经营的《时报周刊》，在去年刊出记者于模珉《最高学府不胜寒》一文，指控本人六点伪造文书及不法行为：一、伪造先父张其昀先生遗嘱。二、设法推荐其妻接任文化大学校长。三、要将文大卖给铭传商专。四、要把学校资产移至国外。五、文大负债二十亿。六、片面不法解聘七位教授。事实上，一、遗嘱经法院检验，无一字之窜改。二、内子从未在文大担任任何职位。《私立大学法》第51条亦明定董事长之配偶不得担任校长。三、与铭传商专校长迄不相识，财团法人财产也依法不可私下买卖。四、文大钱款支付，由校长、会计室主任及实习银
016.张镜湖启事的启示.txt	5	只字不提	张镜湖说：国民党前中常委余纪忠所经营的《时报周刊》，在去年刊出记者于模珉《最高学府不胜寒》一文，指控本人六点伪造文书及不法行为：一、伪造先父张其昀先生遗嘱。二、设法推荐其妻接任文化大学校长。三、要将文大卖给铭传商专。四、要把学校资产移至国外。五、文大负债二十亿。六、片面不法解聘七位教授。事实上，一、遗嘱经法院检验，无一字之窜改。二、内子从未在文大担任任何职位。《私立大学法》第51条亦明定董事长之配偶不得担任校长。三、与铭传商专校长迄不相识，财团法人财产也依法不可私下买卖。四、文大钱款支付，由校长、会计室主任及实习银
016.张镜湖启事的启示.txt	7	锲而不舍	张镜湖最后说：“近年来诽谤案件，如许历农、李敖、冯沪祥、关中诸案，被告俱判刑。本案诽谤项目之多、伤害之大远超过其他诸案。被告罪证确切，……而推事竟颠倒是非。”事实上，我虽因锲而不舍，逼得法官不得不酌量轻刑，但在控告新闻媒体案件上，我从来没打败过报阀。——台湾的法官是最怕报阀的，每遇报阀被控，法官就写出千古妙文来曲法纵庇。张镜湖这一亲历，使我们又一次领教了法官的大脑与手脚，从启事中得到启示，我们真该感谢张镜湖。
018.林贤顺案的笔迹对比.txt	9	胡搅蛮缠	当年萧孟能诬告李敖时候，说李敖侵占了他的一具“7085128”号的电话。事实上，电话乃李敖所有，借给萧孟能在水晶大厦十二楼用而已，根本不是萧孟能的。但萧孟能却胡搅蛮缠，在诉状中硬说这具电话的申请书，是他“亲笔填写”的，只要法院向电信局查卷，便可证明云云。不料，法院从其所请，调来了原始申请书，却证明并非萧孟能亲笔填写，乃李敖弟弟李放所填写，全部申请书上，赫然竟是李放的笔迹！萧孟能理屈，改口说李放是为他办事、电话是代他申请的，当时曾一次申请不止一具电话，请法院向电信局调次一号电话即7085129号的申请书，如是李放写的
018.林贤顺案的笔迹对比.txt	9	口口声声	当年萧孟能诬告李敖时候，说李敖侵占了他的一具“7085128”号的电话。事实上，电话乃李敖所有，借给萧孟能在水晶大厦十二楼用而已，根本不是萧孟能的。但萧孟能却胡搅蛮缠，在诉状中硬说这具电话的申请书，是他“亲笔填写”的，只要法院向电信局查卷，便可证明云云。不料，法院从其所请，调来了原始申请书，却证明并非萧孟能亲笔填写，乃李敖弟弟李放所填写，全部申请书上，赫然竟是李放的笔迹！萧孟能理屈，改口说李放是为他办事、电话是代他申请的，当时曾一次申请不止一具电话，请法院向电信局调次一号电话即7085129号的申请书，如是李放写的
019.方、马两案的两难式.txt	7	义正辞严	本月二十到二十一日，王老师在《工商时报》发表了一篇《从方励之赴宴风波谈到马赫俊遣送出境》，全文义正辞严，是一篇第一流思想家的好文章，我非常喜欢。文章的重点是：方励之受邀参加布什总统宴会被拒与马赫俊被强制遣送出境，两件事都有“洋人”介入，而且是主角。两件事都充分表现了洋人的优越感与中国人的自卑感，都使中华民族蒙羞。布什邀请主客所不愿见到的反政府人士来做陪客，即使你我请客也不会如此做，何况是国宴。这当然是对中共政府的轻视。而中共的反应，却不向洋人抗争，反将威力施之于自己国人，阻止方励之出席。对自己国人威风凛凛，一遇到外
019.方、马两案的两难式.txt	9	噤若寒蝉	对王老师的国格至上论，我敢说，我个人是身体力行的。我的大架子，对洋人的大架子，我在《我中华尚有人耶？》一文中早有举证，此不多赘。我虽然力持国格，但我未尝不有一个两难式。就是：统治中国的政府，它们统治力量的来源，很少不是靠洋人起家的，国民党从联日、联英、联德、联俄、联美，可说无一不联，联到后来，从外国坦克飞机，到外国镇暴车瓦斯枪，都无一不洋。共产党对外媚骨虽不如国民党，但在“威力施之于自己国人”上，也第一优先。由此可见，中国人要翻点身，不“以夷制夷”一下，似乎也别无他途。一九七〇年九月三日雷震出狱，国民党封锁消息，所
019.方、马两案的两难式.txt	9	忍气吞声	对王老师的国格至上论，我敢说，我个人是身体力行的。我的大架子，对洋人的大架子，我在《我中华尚有人耶？》一文中早有举证，此不多赘。我虽然力持国格，但我未尝不有一个两难式。就是：统治中国的政府，它们统治力量的来源，很少不是靠洋人起家的，国民党从联日、联英、联德、联俄、联美，可说无一不联，联到后来，从外国坦克飞机，到外国镇暴车瓦斯枪，都无一不洋。共产党对外媚骨虽不如国民党，但在“威力施之于自己国人”上，也第一优先。由此可见，中国人要翻点身，不“以夷制夷”一下，似乎也别无他途。一九七〇年九月三日雷震出狱，国民党封锁消息，所
019.方、马两案的两难式.txt	9	以夷制夷	对王老师的国格至上论，我敢说，我个人是身体力行的。我的大架子，对洋人的大架子，我在《我中华尚有人耶？》一文中早有举证，此不多赘。我虽然力持国格，但我未尝不有一个两难式。就是：统治中国的政府，它们统治力量的来源，很少不是靠洋人起家的，国民党从联日、联英、联德、联俄、联美，可说无一不联，联到后来，从外国坦克飞机，到外国镇暴车瓦斯枪，都无一不洋。共产党对外媚骨虽不如国民党，但在“威力施之于自己国人”上，也第一优先。由此可见，中国人要翻点身，不“以夷制夷”一下，似乎也别无他途。一九七〇年九月三日雷震出狱，国民党封锁消息，所
019.方、马两案的两难式.txt	23	一脚踢	假如是发生在英国，铁娘子一定一巴掌打回去；假如是发生在俄国，笑面虎戈尔巴乔夫一定一脚踢回去。而不幸中共却是蒙了虎皮的羊：对自己人吓唬，对外国人驯服。
019.方、马两案的两难式.txt	25	以天下为己任	至于方励之，这位广受中国人、外国人尊敬的民主斗士，中国的知识分子，反应则更绝。从自方宅起身赴宴始，到绕了一大圏，招待了外国记者，回到自宅止，背后始终站着几个洋人。这是什么意思？要在自己的国土上接受洋人的保护吗？要用几个小洋人的权威来对抗他自己政府的权威吗？如果对抗得了，自己与中国人的地位与尊严在哪里？一个普通的中国人如此做，还情有可原，方励之是一个表率群伦的万世师表，也是以天下为己任的中国知识分子呀！像方励之这样的身分的人，应该宁可不吃这顿饭，甚至不要民主，也不要背后站着几个洋人撑腰，失去了国格。有国格而无民主，中
020.高新武还有待正心诚意.txt	3	独善其身	3月14日，我的老师王作荣先生写了一篇《高新武检察官的作风不值得鼓励》，登在《工商时报》。文章的重点是：一、地检处检察官既然要受行政节制，则越区拘提最高司法机关一级主管理应层报，不此之途，这是蔑视层峰的权威与尊严。高新武硬要打破司法伦理，这是凌上。二、案件进入审判程序，检察官没有任何身份与权力在法庭之外单方面宣布吴天惠如何有罪，如何罪证确实。竟然如此做，这是逾分。三、没有必要越区拘提，公开侦查，而运用法律所赋予之权力，并自为解释，硬要越区拘提，在一个公共场所草草开庭，问几句话后就饬回，完全不尊重最高司法机关一级主管
020.高新武还有待正心诚意.txt	3	兼善天下	3月14日，我的老师王作荣先生写了一篇《高新武检察官的作风不值得鼓励》，登在《工商时报》。文章的重点是：一、地检处检察官既然要受行政节制，则越区拘提最高司法机关一级主管理应层报，不此之途，这是蔑视层峰的权威与尊严。高新武硬要打破司法伦理，这是凌上。二、案件进入审判程序，检察官没有任何身份与权力在法庭之外单方面宣布吴天惠如何有罪，如何罪证确实。竟然如此做，这是逾分。三、没有必要越区拘提，公开侦查，而运用法律所赋予之权力，并自为解释，硬要越区拘提，在一个公共场所草草开庭，问几句话后就饬回，完全不尊重最高司法机关一级主管
021.“只想静静的离开”？.txt	3	我不入地狱，谁入地狱。	我的老师王作荣先生，今早在《中国时报》发表一篇长文——《评四推事辞职事件兼谈整顿司法的途径》，其中提到四推事辞职事件，从司法观点上看，审判独立，且有救济程序，“这个法官判案，那个法官辞职抗议”，显得“十分滑稽而不成体统，同时是对同僚法官及法庭的极端不信任与不尊敬”。另一方面，“这几位以辞职抗议并连续对新闻界发表谈话，造成舆论压力，已经严重侵犯了吴天惠的权益，在进步国家也是犯法的行为。”何况，即使司法黑暗，“则我不入地狱，谁入地狱。愈是黑暗，愈要留在里面，点亮一个人，就有一个人的亮光……走一个，亮光就减弱一个……现在
021.“只想静静的离开”？.txt	3	我不入地狱，谁入地狱	我的老师王作荣先生，今早在《中国时报》发表一篇长文——《评四推事辞职事件兼谈整顿司法的途径》，其中提到四推事辞职事件，从司法观点上看，审判独立，且有救济程序，“这个法官判案，那个法官辞职抗议”，显得“十分滑稽而不成体统，同时是对同僚法官及法庭的极端不信任与不尊敬”。另一方面，“这几位以辞职抗议并连续对新闻界发表谈话，造成舆论压力，已经严重侵犯了吴天惠的权益，在进步国家也是犯法的行为。”何况，即使司法黑暗，“则我不入地狱，谁入地狱。愈是黑暗，愈要留在里面，点亮一个人，就有一个人的亮光……走一个，亮光就减弱一个……现在
021.“只想静静的离开”？.txt	3	不成体统	我的老师王作荣先生，今早在《中国时报》发表一篇长文——《评四推事辞职事件兼谈整顿司法的途径》，其中提到四推事辞职事件，从司法观点上看，审判独立，且有救济程序，“这个法官判案，那个法官辞职抗议”，显得“十分滑稽而不成体统，同时是对同僚法官及法庭的极端不信任与不尊敬”。另一方面，“这几位以辞职抗议并连续对新闻界发表谈话，造成舆论压力，已经严重侵犯了吴天惠的权益，在进步国家也是犯法的行为。”何况，即使司法黑暗，“则我不入地狱，谁入地狱。愈是黑暗，愈要留在里面，点亮一个人，就有一个人的亮光……走一个，亮光就减弱一个……现在
021.“只想静静的离开”？.txt	3	兀兀穷年	我的老师王作荣先生，今早在《中国时报》发表一篇长文——《评四推事辞职事件兼谈整顿司法的途径》，其中提到四推事辞职事件，从司法观点上看，审判独立，且有救济程序，“这个法官判案，那个法官辞职抗议”，显得“十分滑稽而不成体统，同时是对同僚法官及法庭的极端不信任与不尊敬”。另一方面，“这几位以辞职抗议并连续对新闻界发表谈话，造成舆论压力，已经严重侵犯了吴天惠的权益，在进步国家也是犯法的行为。”何况，即使司法黑暗，“则我不入地狱，谁入地狱。愈是黑暗，愈要留在里面，点亮一个人，就有一个人的亮光……走一个，亮光就减弱一个……现在
021.“只想静静的离开”？.txt	5	扶同为恶	王老师上面这些分析，大体都站得住，不过他在司法观点和社会观点外，还遗漏了一个重要观点，就是心理观点。所谓心理观点，就是“出风头心理”，这一心理，其实是这些司法人员最近动态的一大原动力。试看他们口口声声司法不公，但这一不公，他们又何尝不是共犯？何尝不是“扶同为恶”的帮凶？司法界中的官僚体制也、司法首长制也、上下僚属关系也、人事考绩也、升迁调派也、行政权力干扰也、首长习惯性关说也、未超出党派以外也……试问哪一项这些司法人员不屈从了，并且一连屈从了好多年？四推事说他们经手的案子有一万件之多，试问这一万件中，他们都自问两手
021.“只想静静的离开”？.txt	5	口口声声	王老师上面这些分析，大体都站得住，不过他在司法观点和社会观点外，还遗漏了一个重要观点，就是心理观点。所谓心理观点，就是“出风头心理”，这一心理，其实是这些司法人员最近动态的一大原动力。试看他们口口声声司法不公，但这一不公，他们又何尝不是共犯？何尝不是“扶同为恶”的帮凶？司法界中的官僚体制也、司法首长制也、上下僚属关系也、人事考绩也、升迁调派也、行政权力干扰也、首长习惯性关说也、未超出党派以外也……试问哪一项这些司法人员不屈从了，并且一连屈从了好多年？四推事说他们经手的案子有一万件之多，试问这一万件中，他们都自问两手
022.王作荣真的不懂法律？.txt	9	口口声声	新竹检推小弟妹们口口声声“以牺牲自己去撞破司法积弊沉疴”，但我反复看来，却发现他们有否牺牲自己姑且不论，先牺牲了法律，却是真的，这种最高原则的被“撞破”，他们全体，都是罪人！
