id	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes
LAQWQH-148	165.求是与佛门（李敖·释昭慧）.txt	57	57	黄钟毁弃，瓦釡雷鸣	楚辞成语	《楚辞》语意。	释昭慧用以写贤者沉没、庸者喧腾，保留。	
LAQWQH-149	165.求是与佛门（李敖·释昭慧）.txt	57	57	做一日和尚撞一日钟	俗语	传统俗语。	释昭慧用以说明尽一日言责，保留。	
LAQWQH-150	165.求是与佛门（李敖·释昭慧）.txt	59	59	言语道断，心行处灭	佛典句	佛教禅观语。	释昭慧谈直下解黏去缚时引用，保留。	
LAQWQH-151	165.求是与佛门（李敖·释昭慧）.txt	59	59	蚊子叮铁牛	俗语	传统俗语。	释昭慧用以比喻钝根难入，保留。	
LAQWQH-152	165.求是与佛门（李敖·释昭慧）.txt	61	61	口诛笔伐	传统成语	传统成语。	释昭慧说明对敛财有据者的批判方式，保留。	
LAQWQH-153	165.求是与佛门（李敖·释昭慧）.txt	69	69	两害相权取其轻	传统格言	通行格言。	释昭慧论取舍时引用，保留。	
LAQWQH-154	165.求是与佛门（李敖·释昭慧）.txt	69	69	前门驱虎，后门引狼	传统成语	传统成语。	释昭慧用以比喻以一害治一害，保留。	
LAQWQH-155	165.求是与佛门（李敖·释昭慧）.txt	69	69	破邪显正	佛教成语	佛教语汇。	释昭慧以此概括写作与舌战目标，保留。	
LAQWQH-156	169.陈第《东番记》与今日台湾.txt	9	9	台湾于古无考，惟明季周婴著《远游编》载东番记一篇，称台湾为台员，盖闽音也云。	史地文献引文	《台湾随笔》转述。	李敖考察台湾名称时引文献，保留史料句。	
LAQWQH-157	169.陈第《东番记》与今日台湾.txt	15	15	台湾之名入中国，始于此。	史地文献引文	连雅堂《台湾通史》。	李敖引连雅堂论台湾名称入中国，保留。	
LAQWQH-158	169.陈第《东番记》与今日台湾.txt	15	15	我台人当溯其本，右启后人，以毋忘荜路蓝缕之功也。	史地文献引文	连雅堂《台湾通史》。	李敖引连雅堂劝后人勿忘开辟艰难，保留。	
LAQWQH-159	169.陈第《东番记》与今日台湾.txt	23	23	夜门不闭；禾积场，无敢窃。	古文引文	陈第《东番记》。	李敖引《东番记》记原住民风俗，保留。	
LAQWQH-160	169.陈第《东番记》与今日台湾.txt	23	23	饱食嬉游，于于衎衎，又恶用达人为？	古文引文	陈第《东番记》。	李敖引《东番记》末段乌托邦式感叹，保留。	
LAQWQH-161	176.永远失职，永不失业！.txt	3	3	本为圣朝无弊政，敢将衰朽做委员。	李敖化用诗	改写韩愈诗。	李敖明注为改写韩愈诗，保留诗句本身。	
LAQWQH-162	177.遥想东坡当年.txt	5	5	庙堂之高	宋文名句	范仲淹《岳阳楼记》。	李敖介绍苏轼仕宦处境时借用范仲淹语，保留。	
LAQWQH-163	177.遥想东坡当年.txt	5	5	江湖之远	宋文名句	范仲淹《岳阳楼记》。	李敖与“庙堂之高”并用，保留。	
LAQWQH-164	177.遥想东坡当年.txt	11	11	汝唯多学而识之，望道而未见也	论语化句	《论语》语意。	李敖用孔门语气评苏轼思想境界，保留。	
LAQWQH-165	177.遥想东坡当年.txt	15	15	吾始至南海，环视天水无际，凄然伤之曰：“何时得出此岛也！”已而思之：天地在积水中，九洲在大瀛海中，中国在少海中。有生孰不在岛者？譬如注水于地，小草浮其上，一蚁抱草叶求活。已而水干，遇他蚁而泣曰：“不意尚能相见尔！”小蚁岂知瞬间竟得全哉？思及此事甚妙。与诸友人小饮后，记之。	苏轼日记引文	苏轼贬琼州时日记。	李敖引苏轼岛上自解之语，保留整段。	
LAQWQH-166	178.因祸为福说.txt	9	9	祸福相依	老子成语	《老子》祸福相倚思想。	李敖论逆境与好运时引此成语，保留。	
LAQWQH-167	178.因祸为福说.txt	9	9	祸兮福之所倚；福兮祸之所伏	老子名句	《老子》第五十八章。	李敖引老子说明祸福互伏，保留。	
LAQWQH-168	178.因祸为福说.txt	13	13	福无双至，祸不单行。	俗语	传统俗语。	李敖从俗语引出自己的怪解释，保留。	
LAQWQH-169	178.因祸为福说.txt	13	13	我决心不被它打倒，相反的我要笑着面对它。	李敖格言	李敖论逆境语。	李敖写面对祸事的自我命令，保留。	
LAQWQH-170	178.因祸为福说.txt	13	13	善因祸而为福，转败而为功	史记名句	司马迁《史记·管晏列传》评管仲。	李敖称最欣赏此种本领，保留。	
LAQWQH-171	178.因祸为福说.txt	13	13	人生不如意事，常十之八九	传统俗语	传统俗语。	李敖论不如意与转化时引用，保留。	
LAQWQH-172	178.因祸为福说.txt	23	23	借尸还魂	传统成语	传统成语。	李敖以此说明从横逆中重新发力，保留。	
LAQWQH-173	179.读《卡内基自传》.txt	7	7	凡遇忧患困难，尽量以一笑处之。	卡内基格言	于树生译《卡内基自传》。	李敖读书记中摘出乐观格言，保留。	
LAQWQH-174	179.读《卡内基自传》.txt	9	9	假若这个是你的宗教和你的上帝，那我就要求一较好的宗教与一更可敬的上帝了。	卡内基家族语录	安德鲁·卡内基记其父语。	李敖摘录卡内基父亲脱离教义时之言，保留。	
LAQWQH-175	179.读《卡内基自传》.txt	13	19	地狱为恶徒之鞭策——\n对于小人之威吓；\n你如感到尊严之受胁迫，\n请毋越尔轨辙。	外国诗歌译句	罗伯特·彭斯诗句中译。	李敖摘录卡内基座右铭，保留译诗。	
LAQWQH-176	179.读《卡内基自传》.txt	23	23	其言如不可信，即以上帝的名义摈斥他。	外国思想格言	卡莱尔语。	李敖摘录卡莱尔语，保留。	
LAQWQH-177	179.读《卡内基自传》.txt	27	27	只有真理能使我们获得自由，我们即追求此全部真理而已。	外国思想格言	《卡内基自传》注解语。	李敖摘录真理与自由的格言，保留。	
LAQWQH-178	179.读《卡内基自传》.txt	31	31	我们对于上帝，不能服役也不能援助；因为上帝并不需要我们的帮助。	宗教思想格言	路德语。	李敖摘录路德论教堂建筑，保留。	
LAQWQH-179	179.读《卡内基自传》.txt	35	35	对于上帝的最高信仰即为服务于人类。	宗教思想格言	富兰克林语。	李敖摘录富兰克林格言，保留。	
LAQWQH-180	179.读《卡内基自传》.txt	39	39	感觉愈深，表示愈少，此颇合理，神圣之深沉，扰乱之斯为亵渎。	外国思想格言	《卡内基自传》摘句。	李敖摘录关于深情与表达的句子，保留。	
LAQWQH-181	179.读《卡内基自传》.txt	41	41	新法官每易一味刚直，而致矫枉失平。	法治格言	《卡内基自传》摘句。	李敖读书记中摘出法官经验格言，保留。	
LAQWQH-182	179.读《卡内基自传》.txt	51	51	人如不能感动他的仆人使他忠心任事的，此人必非君子。	外国人物格言	《卡内基自传》摘句。	李敖摘录用人待人之语，保留。	
LAQWQH-183	179.读《卡内基自传》.txt	53	53	世人第曰马克·吐温诚为滑稽之雄，庸讵知彼实为一大丈夫及英雄耶？	外国人物评语	卡内基评马克·吐温。	李敖摘录卡内基称赞马克·吐温偿债气节之语，保留。	
LAQWQH-184	180.电话·驴.txt	19	19	一喝大地震动，一棒须弥粉碎。	禅宗语句	禅宗棒喝语。	李敖说明棒喝传统时引用，保留。	
LAQWQH-185	180.电话·驴.txt	21	21	五马渡江开国处，一牛吼地作庵人。结蟠茅竹才方丈，穿筑沟园未过旬。我久欲忘言语道，君今来见句文身。思量何物堪酬对，棒喝如今总不亲。	宋诗引文	王安石《答张奉议》。	李敖引王安石诗说明棒喝已不足亲，保留整句。	
LAQWQH-186	182.老子意见，就是这个.txt	3	9	渴饮盗泉水，\n此水不可求。\n“吾意久怀忿，\n汝岂得自由？”	李敖诗	李敖诗，后两句出《孔雀东南飞》。	李敖短诗并明注后两句出处，保留。	
LAQWQH-187	182.老子意见，就是这个.txt	7	9	吾意久怀忿，汝岂得自由？	古诗引文	《孔雀东南飞》。	李敖明注后两句出古诗，保留。	
LAQWQH-188	191.何须马丁尼！（沈沉）.txt	3	3	一个顾客喝过两杯双倍马丁尼以后，我就能说出他的国籍：谈恋爱的就是法国人、跳舞的就是西班牙人、吹牛的就是德国人、唱歌的就是意大利人、打架的就是爱尔兰人、站起来讲演的就是美国人。	外国酒吧笑话	白宫新闻秘书哈格泰转述酒保语。	沈沉转述酒保笑话，保留为幽默格言。	
