kind	score	file	line	id	text	reason	hint	context
possible_missing_plausible		002.师道与是非.txt	179		当车	strong-literary-signal	same line has records; review for multi-quote omission	但是，偏偏有一些傻瓜，他们偏偏要做铁面御史、偏偏要犯颜直谏，不计一切后果。有这种气概的人，其“态度”之不好，必矣！所以历史上，常常有脾气极坏的御史，天天在皇帝鼻子前面指名叫骂，骂得“寡人”德薄能鲜、羞愧难当。周昌、汲黯、朱云、辛毗、魏徵、李绛、石介、魏谟、林俊、冯恩，…… 这些坏脾气的家伙，最爱表演“当车”、“扣马”、“引裾”、“折槛”、“面折”、“廷争”等等把戏，使被批评者一方面警惕头疼，一方面要“自我修理”。
possible_missing_plausible		002.师道与是非.txt	179		扣马	strong-literary-signal	same line has records; review for multi-quote omission	但是，偏偏有一些傻瓜，他们偏偏要做铁面御史、偏偏要犯颜直谏，不计一切后果。有这种气概的人，其“态度”之不好，必矣！所以历史上，常常有脾气极坏的御史，天天在皇帝鼻子前面指名叫骂，骂得“寡人”德薄能鲜、羞愧难当。周昌、汲黯、朱云、辛毗、魏徵、李绛、石介、魏谟、林俊、冯恩，…… 这些坏脾气的家伙，最爱表演“当车”、“扣马”、“引裾”、“折槛”、“面折”、“廷争”等等把戏，使被批评者一方面警惕头疼，一方面要“自我修理”。
possible_missing_plausible		002.师道与是非.txt	179		引裾	strong-literary-signal	same line has records; review for multi-quote omission	但是，偏偏有一些傻瓜，他们偏偏要做铁面御史、偏偏要犯颜直谏，不计一切后果。有这种气概的人，其“态度”之不好，必矣！所以历史上，常常有脾气极坏的御史，天天在皇帝鼻子前面指名叫骂，骂得“寡人”德薄能鲜、羞愧难当。周昌、汲黯、朱云、辛毗、魏徵、李绛、石介、魏谟、林俊、冯恩，…… 这些坏脾气的家伙，最爱表演“当车”、“扣马”、“引裾”、“折槛”、“面折”、“廷争”等等把戏，使被批评者一方面警惕头疼，一方面要“自我修理”。
possible_missing_plausible		002.师道与是非.txt	179		折槛	strong-literary-signal	same line has records; review for multi-quote omission	但是，偏偏有一些傻瓜，他们偏偏要做铁面御史、偏偏要犯颜直谏，不计一切后果。有这种气概的人，其“态度”之不好，必矣！所以历史上，常常有脾气极坏的御史，天天在皇帝鼻子前面指名叫骂，骂得“寡人”德薄能鲜、羞愧难当。周昌、汲黯、朱云、辛毗、魏徵、李绛、石介、魏谟、林俊、冯恩，…… 这些坏脾气的家伙，最爱表演“当车”、“扣马”、“引裾”、“折槛”、“面折”、“廷争”等等把戏，使被批评者一方面警惕头疼，一方面要“自我修理”。
possible_missing_plausible		002.师道与是非.txt	179		面折	strong-literary-signal	same line has records; review for multi-quote omission	但是，偏偏有一些傻瓜，他们偏偏要做铁面御史、偏偏要犯颜直谏，不计一切后果。有这种气概的人，其“态度”之不好，必矣！所以历史上，常常有脾气极坏的御史，天天在皇帝鼻子前面指名叫骂，骂得“寡人”德薄能鲜、羞愧难当。周昌、汲黯、朱云、辛毗、魏徵、李绛、石介、魏谟、林俊、冯恩，…… 这些坏脾气的家伙，最爱表演“当车”、“扣马”、“引裾”、“折槛”、“面折”、“廷争”等等把戏，使被批评者一方面警惕头疼，一方面要“自我修理”。
possible_missing_plausible		002.师道与是非.txt	179		廷争	strong-literary-signal	same line has records; review for multi-quote omission	但是，偏偏有一些傻瓜，他们偏偏要做铁面御史、偏偏要犯颜直谏，不计一切后果。有这种气概的人，其“态度”之不好，必矣！所以历史上，常常有脾气极坏的御史，天天在皇帝鼻子前面指名叫骂，骂得“寡人”德薄能鲜、羞愧难当。周昌、汲黯、朱云、辛毗、魏徵、李绛、石介、魏谟、林俊、冯恩，…… 这些坏脾气的家伙，最爱表演“当车”、“扣马”、“引裾”、“折槛”、“面折”、“廷争”等等把戏，使被批评者一方面警惕头疼，一方面要“自我修理”。
possible_missing_plausible		002.师道与是非.txt	179		自我修理	strong-literary-signal	same line has records; review for multi-quote omission	但是，偏偏有一些傻瓜，他们偏偏要做铁面御史、偏偏要犯颜直谏，不计一切后果。有这种气概的人，其“态度”之不好，必矣！所以历史上，常常有脾气极坏的御史，天天在皇帝鼻子前面指名叫骂，骂得“寡人”德薄能鲜、羞愧难当。周昌、汲黯、朱云、辛毗、魏徵、李绛、石介、魏谟、林俊、冯恩，…… 这些坏脾气的家伙，最爱表演“当车”、“扣马”、“引裾”、“折槛”、“面折”、“廷争”等等把戏，使被批评者一方面警惕头疼，一方面要“自我修理”。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	3		二百五十元收买的职业诽谤家	strong-literary-signal;political-institutional-context	review as possible addition	11月1号，我发表了一篇《高等教育的一面怪现状》（《文星》73期），用台湾大学文学院做例子，指出高等教育的黑暗与腐败。文章一发表，便遭到强烈而普遍的反应，有的说我快人快语、有的说我勇气十足、有的说我哗众取宠、有的说我大逆不道，并且，照例地，又有人说我被人指使，不过这回似乎不再是被“二百五十元收买的职业诽谤家”了，这回可能“涨价”了。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	3		涨价	strong-literary-signal;political-institutional-context	review as possible addition	11月1号，我发表了一篇《高等教育的一面怪现状》（《文星》73期），用台湾大学文学院做例子，指出高等教育的黑暗与腐败。文章一发表，便遭到强烈而普遍的反应，有的说我快人快语、有的说我勇气十足、有的说我哗众取宠、有的说我大逆不道，并且，照例地，又有人说我被人指使，不过这回似乎不再是被“二百五十元收买的职业诽谤家”了，这回可能“涨价”了。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	5		收买	strong-literary-signal	review as possible addition	真的，如我被“收买”，我倒真愿意“涨价”，这样年深日久，我可以积少成多，腰缠万贯，然后学伏尔泰，一面做股票生意、一面骂人。至少那时候，不会再有任何人骂你是被“收买”的了，谁再说你被“收买”，你就抛笔钱给他，叫他自渎、叫他写文章自打嘴巴、叫他做“文妓”——叫他歌颂你做“中国最有钱的伟大文人”或“世界上最有名的文化老鸨”。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	5		涨价	strong-literary-signal	review as possible addition	真的，如我被“收买”，我倒真愿意“涨价”，这样年深日久，我可以积少成多，腰缠万贯，然后学伏尔泰，一面做股票生意、一面骂人。至少那时候，不会再有任何人骂你是被“收买”的了，谁再说你被“收买”，你就抛笔钱给他，叫他自渎、叫他写文章自打嘴巴、叫他做“文妓”——叫他歌颂你做“中国最有钱的伟大文人”或“世界上最有名的文化老鸨”。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	5		文妓	strong-literary-signal	review as possible addition	真的，如我被“收买”，我倒真愿意“涨价”，这样年深日久，我可以积少成多，腰缠万贯，然后学伏尔泰，一面做股票生意、一面骂人。至少那时候，不会再有任何人骂你是被“收买”的了，谁再说你被“收买”，你就抛笔钱给他，叫他自渎、叫他写文章自打嘴巴、叫他做“文妓”——叫他歌颂你做“中国最有钱的伟大文人”或“世界上最有名的文化老鸨”。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	5		中国最有钱的伟大文人	strong-literary-signal	review as possible addition	真的，如我被“收买”，我倒真愿意“涨价”，这样年深日久，我可以积少成多，腰缠万贯，然后学伏尔泰，一面做股票生意、一面骂人。至少那时候，不会再有任何人骂你是被“收买”的了，谁再说你被“收买”，你就抛笔钱给他，叫他自渎、叫他写文章自打嘴巴、叫他做“文妓”——叫他歌颂你做“中国最有钱的伟大文人”或“世界上最有名的文化老鸨”。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	5		世界上最有名的文化老鸨	strong-literary-signal	review as possible addition	真的，如我被“收买”，我倒真愿意“涨价”，这样年深日久，我可以积少成多，腰缠万贯，然后学伏尔泰，一面做股票生意、一面骂人。至少那时候，不会再有任何人骂你是被“收买”的了，谁再说你被“收买”，你就抛笔钱给他，叫他自渎、叫他写文章自打嘴巴、叫他做“文妓”——叫他歌颂你做“中国最有钱的伟大文人”或“世界上最有名的文化老鸨”。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	43		大学教授待遇菲薄论	strong-literary-signal;political-institutional-context	review as possible addition	五十多天来，关於高等教育怪现状的讨论，似乎已慢慢转化成一个重点，这个重点就是所谓“大学教授待遇菲薄论”。因为“待遇菲薄”，所以不能专心做学问、不能研究、不能发表论文、不能退休、不能新陈代谢、不能这个、不能那个……总之，一切都没法子，一切都得维持现状——拖！
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	43		待遇菲薄	strong-literary-signal;political-institutional-context	review as possible addition	五十多天来，关於高等教育怪现状的讨论，似乎已慢慢转化成一个重点，这个重点就是所谓“大学教授待遇菲薄论”。因为“待遇菲薄”，所以不能专心做学问、不能研究、不能发表论文、不能退休、不能新陈代谢、不能这个、不能那个……总之，一切都没法子，一切都得维持现状——拖！
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		不相干的结论	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		养老院	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		救济院	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		学院	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		养老院或救济院的一面怪现状	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		学术	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		任老子婆娑风月	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		养老	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	69		救济	strong-literary-signal	review as possible addition	乍看起来，洪炎秋先生这两点辩解好像合情合理，其实全是犯了逻辑上“不相干的结论”（irrelevant conclusion）。我所以说他犯了这个毛病，因为他的两点理由，完全是针对“养老院”或“救济院”的理由，并不是对大学里“学院”的理由。如果我们讨论的范畴是“养老院或救济院的一面怪现状”，那么洪炎秋先生的两点辩解，可以说是很好的挡箭牌。可是我要不客气的指出：大学的“学院”，是研究的、进取的、有朝气的“学术”之“院”，并不是“任老子婆娑风月”的“养老”之“院”或“救济”之“院”，这是我们讨论这个问题的基准。换句话说，面对一个“学院”，我们关切的和要求的，是这个“学院”的研究状况、进取情形和是否有朝气……这是构成一个“学院”的标准。所以，对一个落伍的腐败的“学院”，我们要用一个起码的“学院”标准来检讨它，而不该用一个“养老院”或“救济院”的标准来检讨它。这点浅显的逻辑知识，我想，在北京大学“学院”里出身的洪炎秋先生，是不应该忘记的。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	71		委婉解说	strong-literary-signal;political-institutional-context	review as possible addition	洪炎秋先生的文章出现后第三天，何凡先生在《棒子问题》（11月30日《联合副刊》）里，特别称赞这种“委婉解说”的态度；又过了两天，东海大学的梁容若教授也写一篇“天国之路”（12月2日《中央副刊》），也“略说一点感想”做为呼应。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	71		天国之路	strong-literary-signal;political-institutional-context	review as possible addition	洪炎秋先生的文章出现后第三天，何凡先生在《棒子问题》（11月30日《联合副刊》）里，特别称赞这种“委婉解说”的态度；又过了两天，东海大学的梁容若教授也写一篇“天国之路”（12月2日《中央副刊》），也“略说一点感想”做为呼应。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	71		略说一点感想	strong-literary-signal;political-institutional-context	review as possible addition	洪炎秋先生的文章出现后第三天，何凡先生在《棒子问题》（11月30日《联合副刊》）里，特别称赞这种“委婉解说”的态度；又过了两天，东海大学的梁容若教授也写一篇“天国之路”（12月2日《中央副刊》），也“略说一点感想”做为呼应。
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	117		孜孜矻矻	strong-literary-signal;political-institutional-context	review as possible addition	我尤愿指出，待遇最微薄的，尤其不是教师中的大学教授，大学教授不但待遇不算最微薄，并且研究的环境与时间，比一般公教人员都来得多。但是试看他们有几个在“孜孜矻矻”的努力工作？他们只是鬼混而已，无怪乎蒋匀田先生要在《如何矫正高等教育的怪状》（《文星》74期）里说：
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	133		嘉新讲座	strong-literary-signal;political-institutional-context	review as possible addition	四、你们应该经常向你们的领导人物学习，你们的领导人物——不爱财的沈刚伯先生，从这个月起，每月多拿“嘉新讲座”六千元的补助，我想他一定会拿出研究成绩给我们看看了，他一定该有paper了。12月15日，中央研究院数学研究所代所长、我所佩服的刘世超先生，在他的《大学的师资问题》（《新时代》3卷12期）里，在批评“李敖君的文章”以后，曾有这样的话：
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	133		李敖君的文章	strong-literary-signal;political-institutional-context	review as possible addition	四、你们应该经常向你们的领导人物学习，你们的领导人物——不爱财的沈刚伯先生，从这个月起，每月多拿“嘉新讲座”六千元的补助，我想他一定会拿出研究成绩给我们看看了，他一定该有paper了。12月15日，中央研究院数学研究所代所长、我所佩服的刘世超先生，在他的《大学的师资问题》（《新时代》3卷12期）里，在批评“李敖君的文章”以后，曾有这样的话：
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	139		嘉新讲座	strong-literary-signal;political-institutional-context	review as possible addition	所以，我们相信沈刚伯先生在教书和办公以外、在向于右任老头儿写肉麻寿序以外、在武侠小说惊鸿一剑以外、在读徐复观先生的联盟信和慰问信以外，一定还有余力写paper，写p-a-p-e-r。就因为他有这种把握，所以不爱钱的他，才抢先接受了“嘉新讲座”的每月六千元的津贴，为穷途潦倒的台大文学院，带来了无限的喜气、财气和光芒。所以说，台大文学院中的老不长进的教授，应该经常向你们的领导人物沈刚伯先生学习，他现在拿起笔杆（和钱袋）重新做人了，你们不可不重新做人。新版《圣经》说得好：“重新做人的人有福了，因为伟大的‘嘉新讲座’六千元，早晚会掉在他的头顶上。”
possible_missing_plausible		003.论“占着茅坑不拉屎””.txt	139		重新做人的人有福了，因为伟大的‘嘉新讲座’六千元，早晚会掉在他的头顶上。	strong-literary-signal;political-institutional-context	review as possible addition	所以，我们相信沈刚伯先生在教书和办公以外、在向于右任老头儿写肉麻寿序以外、在武侠小说惊鸿一剑以外、在读徐复观先生的联盟信和慰问信以外，一定还有余力写paper，写p-a-p-e-r。就因为他有这种把握，所以不爱钱的他，才抢先接受了“嘉新讲座”的每月六千元的津贴，为穷途潦倒的台大文学院，带来了无限的喜气、财气和光芒。所以说，台大文学院中的老不长进的教授，应该经常向你们的领导人物沈刚伯先生学习，他现在拿起笔杆（和钱袋）重新做人了，你们不可不重新做人。新版《圣经》说得好：“重新做人的人有福了，因为伟大的‘嘉新讲座’六千元，早晚会掉在他的头顶上。”
possible_missing_plausible		004.关于高等教育怪现状的讨论.txt	55		体罚问题	strong-literary-signal	review as possible addition	除了这些主要的文字以外，还引申出一些类似的讨论，在《自由青年》、《人世间》等刊物上，以及75期以后的《文星》上，都有类似讨论的文字（如第75期陈彦增的《乐育英才的苦恼》、第76期楚卿的《也谈乐育英才的苦恼》、潘东坡的《“体罚问题”及其他》、第79期孟祥柯的《从一巴掌看辅仁大学——高等教育怪现状的另一面》等等）。
possible_missing_plausible		004.关于高等教育怪现状的讨论.txt	67		办法	strong-literary-signal;political-institutional-context	review as possible addition	在今日的社会上，有多少事可痛。我们的警察本来是保护人民安全的，但是有谁敢出来指出某些横行霸道的事呢？我们政府的官员，有许多都是为人民服务而设的，可是我们大家都知道：你没有人、没有红包，如果你想申办什么，便比登天还难。我们神圣的教育当局，本来要以身作则，一是一，二是二，为什么要开后门，给一些达官贵人的子弟留学（我希望主管人有勇气把一些要人子弟出国“办法”公布）。学生考取留学，申办出国，本来是学生的权利，但是，如果没赶上留学生服务处联合办公，就是一个分局的承办警员，他都可以使你为难，替你拖上十天二十天（我近来才知道这是许多留学生宁愿在海外流浪而不愿回国的原因之一）。我们有些办事复杂的手续，本来是给人借用来增加威风，作为压迫人的工具，却美其名曰制度。再看看：在美国银行当中，某某中国人有多少存款（不管借用谁的名字）？在台湾各城市，有多少洋房是属于某公某公？还有某公有多少财产，是如何来的？某某金屋藏过娇……还是可以高官厚禄……这些谣言或事...
possible_missing_plausible		004.关于高等教育怪现状的讨论.txt	77		拜拜	strong-literary-signal;political-institutional-context	review as possible addition	把大学教授的生活情形提出来讨论，是有益的一件事。至于态度与措词，那是另一个问题。这件事由青年人提出，由老年人答复，如果心平气和的谈谈，可能有助于现状的改善。我是一个中年人，老早向青年摇手说“拜拜”，而老年又在不远的前面招手说：“来，坐啦！”而且手里似乎也没有一根具象的棒子，因之自己像是看台上的一个观众。看到田径场上的接力比赛竟为交接棒子的问题发生争论，不禁发生意外之感。按说田径赛有严格的规定，四百公尺接力每人跑一百公尺，不能多也不能少。甚至交棒都有指定的地区，在区外交棒会被取消资格。但是中国的事很难说，棒子不交不是特别“卯上”，要把旁人的路都跑掉，而是有不得已的苦衷。其实不仅学校如此，公务员何尝不是一样？社会上新陈代谢的机能已经失去作用，总不是正常的现象。
possible_missing_plausible		004.关于高等教育怪现状的讨论.txt	77		来，坐啦！	strong-literary-signal;political-institutional-context	review as possible addition	把大学教授的生活情形提出来讨论，是有益的一件事。至于态度与措词，那是另一个问题。这件事由青年人提出，由老年人答复，如果心平气和的谈谈，可能有助于现状的改善。我是一个中年人，老早向青年摇手说“拜拜”，而老年又在不远的前面招手说：“来，坐啦！”而且手里似乎也没有一根具象的棒子，因之自己像是看台上的一个观众。看到田径场上的接力比赛竟为交接棒子的问题发生争论，不禁发生意外之感。按说田径赛有严格的规定，四百公尺接力每人跑一百公尺，不能多也不能少。甚至交棒都有指定的地区，在区外交棒会被取消资格。但是中国的事很难说，棒子不交不是特别“卯上”，要把旁人的路都跑掉，而是有不得已的苦衷。其实不仅学校如此，公务员何尝不是一样？社会上新陈代谢的机能已经失去作用，总不是正常的现象。
possible_missing_plausible		004.关于高等教育怪现状的讨论.txt	77		卯上	strong-literary-signal;political-institutional-context	review as possible addition	把大学教授的生活情形提出来讨论，是有益的一件事。至于态度与措词，那是另一个问题。这件事由青年人提出，由老年人答复，如果心平气和的谈谈，可能有助于现状的改善。我是一个中年人，老早向青年摇手说“拜拜”，而老年又在不远的前面招手说：“来，坐啦！”而且手里似乎也没有一根具象的棒子，因之自己像是看台上的一个观众。看到田径场上的接力比赛竟为交接棒子的问题发生争论，不禁发生意外之感。按说田径赛有严格的规定，四百公尺接力每人跑一百公尺，不能多也不能少。甚至交棒都有指定的地区，在区外交棒会被取消资格。但是中国的事很难说，棒子不交不是特别“卯上”，要把旁人的路都跑掉，而是有不得已的苦衷。其实不仅学校如此，公务员何尝不是一样？社会上新陈代谢的机能已经失去作用，总不是正常的现象。
possible_missing_plausible		004.关于高等教育怪现状的讨论.txt	85		贤相	strong-literary-signal;political-institutional-context	review as possible addition	唐代有两大盛治，一是贞观之治，一是开元之治。这两“治”都分别有两位“贤相”互相合作。太宗时代有房、杜，玄宗时代有姚、宋。房玄龄，临淄人，太宗时居相位十五年，举贤才、兴文教，致贞观之治。杜如晦字克明，杜陵人，为尚书右仆射，与房同心辅政，善断大事，世称房谋杜断。姚崇字元之，硖石人，玄宗时为相，抑权倖、劝节俭、修制度，开元中引宋璟自代。宋璟，南和人，守法持正，开元中为相，与姚崇合力辅政成开元之治。
possible_missing_plausible		004.关于高等教育怪现状的讨论.txt	89		老前辈	strong-literary-signal	same line has records; review for multi-quote omission	最近某杂志上有一篇少年朋友写的文章，对某学府的“老前辈”们痛加诋毁，其中未免过火而且有肆情报复的嫌疑，但实际上就有他所指责的现状存在，那就是“把持”。韩愈在《师说》里面提到“生乎吾前，其闻道也固先乎吾，吾从而师之，生乎吾后，其闻道也亦先乎吾，吾从而师之，吾师道也，夫庸知其年之先后于吾乎”。今天不但某国立学府如此，政界亦复如此，所以重要关头派不出适当的人来，将来反攻大陆成功后，我们也会像汉高祖“安得猛士兮守四方”之叹。
possible_missing_plausible		004.关于高等教育怪现状的讨论.txt	89		把持	strong-literary-signal	same line has records; review for multi-quote omission	最近某杂志上有一篇少年朋友写的文章，对某学府的“老前辈”们痛加诋毁，其中未免过火而且有肆情报复的嫌疑，但实际上就有他所指责的现状存在，那就是“把持”。韩愈在《师说》里面提到“生乎吾前，其闻道也固先乎吾，吾从而师之，生乎吾后，其闻道也亦先乎吾，吾从而师之，吾师道也，夫庸知其年之先后于吾乎”。今天不但某国立学府如此，政界亦复如此，所以重要关头派不出适当的人来，将来反攻大陆成功后，我们也会像汉高祖“安得猛士兮守四方”之叹。
