source_file	line	flag	text
028.说姓道名.txt	5		　　前天收到你8号的信，你的名字叫Hedy，姥姥说Hidy，大概是姥姥起的。 
028.说姓道名.txt	35		　　1931年她印出小说叫《大地》（The Good Earth），就用上面这名字。1935年她离婚，1938年得诺贝尔文学奖，虽然她又和出版商Richard J. Walsh结婚，但因为用Pearl S. Buck的名字太出名了，所以也没改。可见人分开比名字分开容易得多。 
029.猫头鹰为什么跟在智慧女神屁股后面？.txt	15		　　英文中还有表示这种白费劲，徒劳无功的事的成语： 
029.猫头鹰为什么跟在智慧女神屁股后面？.txt	21		　　雅典是希腊（Greece）国的首都，猫头鹰很多，古时候智慧女神叫Athena，雅典的名字Athens就是跟她来的，猫头鹰传说是跟着智慧女神的，所以就借了光，变成了“智慧的象征”（a symbol of wisdom），其实在鸟中，鹅和乌鸦都比它聪明。 
029.猫头鹰为什么跟在智慧女神屁股后面？.txt	25		　　猫头鹰在中国古称“枭”，也叫“鸮”，俗话叫“夜猫子”，中国人喜欢养鸟的，没人养它，养它就是怪人了，北平有一种“歇后语”（就是话只说前一半，后面一半歇一歇再说或跟本不说的），也算是谜语的一种，有一句是： 
030.狼来了！狼来了！.txt	5		　　六十多年前，美国有一个文学家叫杰克·伦敦（Jack London），他的姓，跟英国的首都完全一样。他曾写过一部小说，叫《野性的呼声》（The Call of the Wild），这书是他33岁（1903）出版的，里头写一条狗，是爸爸1973年6月17日信上跟你提过的圣伯纳（Saint Bernard）种和别的种的混血，又壮又聪明，它的主人被印地安人杀了，它替主人报了仇，然后跟狼做了朋友。每年一次，它总要回到它的主人死的地方，哀呼一阵——这个故事，说明了狗在许多方面，都比人够意思。 
030.狼来了！狼来了！.txt	9		　　关于狼的成语，中国外国都有很多，你请姥姥给你讲“狼狈为奸”“狼狈得很”（狼狈不堪）“狼子野心”“狼心狗肺”“狼吞虎咽”（和英文wolf down正巧意思一样，但英文wolf当动词用）“鬼哭狼号”“声名狼藉”“杯盘狼藉”“狼戾不仁”“狼烟四起”。 
030.狼来了！狼来了！.txt	11		　　《伊索寓言》里有三十七个关于狼的故事，你可以自己看。其中最有名的是牧羊小孩骗人喊：“狼来了！”The wolf is coming!（这是合文法的句子，但狼真来了，只要喊Wolf！Wolf！就可以了。）后来狼真来了，他再喊也没人信了。这故事变成英文成语cry wolf，现在让我们造一个句子： 
030.狼来了！狼来了！.txt	15		　　意思是她真病了呢，还是她只不过是发假警报？cry wolf就是give a false alarm。cry wolf too often以后，说真话也没人信了。This is the punishment of a liar：He is not believed, even when he speaks the truth.（说谎话的惩罚是：即使他说真话时候，人家也不信他。）中文有“江山易改，本性难移”的话，英文有“狼可能丢了它们的牙，但丢不了它们的本性”Wolves may lose their teeth, but not their nature.。 
030.狼来了！狼来了！.txt	17		　　在杰克·伦敦以前的美国文学家奥尔科特（Louisa M. Alcott），写过名著《小妇人》（Little Women），她说她写书的目的是Keep the wolf from the door。有一个笑话，老师问学生：What do you think Miss Alcott meant by saying she was trying to keep the wolf from the door？（你想奥尔科特女士说她设法不让狼进门是怎么回事？）一个学生答道：I suppose she just didn't want the guys bothering her.（我想她不过不要男人打扰她罢了。）这为什么是笑话呢？因为Keep the wolf from the door的意思并不是“不让狼进门”而是“免得挨饿”。wolf在美国俗语中有“色狼”的意思，那个学生以为wolf是指“色狼”，所以把整个意思给弄拧了。 
031.谁先完蛋？.txt	15		　　中文有成语“覆巢之下，安有完卵”，翻译成英文该是When the nest falls, there are mo whole eggs。中文还有成语“以卵击石”，英文和它相当的是： 
031.谁先完蛋？.txt	29		　　有一个故事说，一个少女头上顶了一篮蛋，走在路上，盘算着蛋生鸡，鸡生蛋，蛋又生鸡，鸡又生蛋，蛋再生鸡，鸡再生蛋。……愈算愈多，发了大财。突然一不小心，篮子掉了下来，蛋都碎了。所以英文有成语劝人要稳健： 
032.猴相.txt	7		　　中国寓言里说一个养猴子的人叫“狙公”，向猴子们说，我早上给四个果子，晚上给三个，猴子们都生气；狙公说，那么我早上给三个，晚上给四个好不好？猴子们没学会算术，就高兴了。后来变成“朝三暮四”的成语。
032.猴相.txt	11		　　所有的猴子都会爬树。既然会爬，若还教它如何爬，在中文成语就叫“教猱升木”，翻成英文就是teach monkeys to climb a tree，意思就是鼓励坏人做坏事（encourage wicked people to do wicked things）。 
032.猴相.txt	15		    猴子的腮有小空间，可以藏吃的（They can carry food in pouches inside their cheeks.）。中国的名小说《西游记》（英文译本有四种，其中一种就叫Monkey）写孙悟空（猴子成精）偷了仙丹，就藏在腮里，炼丹的太上老君急了，抓住它，它就吐了出来，并且骂太上老君小家子相。 
033.从人猿到猿人.txt	9		　　第二种是“长臂猿”（gibbon），是猿里最小的一种。其实并不只长臂猿长臂，所有的猩猩都是长臂的。中国小说里描写三国时候的刘备这个人，说他“两耳垂肩，两手过膝”，所有的猩猩站起来都可以两手过膝。 
033.从人猿到猿人.txt	15		　　有一个传说，说如果一个女人终身不嫁，她死了，就要到地狱去领（牵）猩猩。所以如果一个女人说： 
033.从人猿到猿人.txt	19		　　就表示说，她不要结婚了。 
033.从人猿到猿人.txt	21		　　古代希腊的哲学家柏拉图（Plato）说： 
033.从人猿到猿人.txt	25		　　因为是丑八怪，所以不论怎么打扮，还是它。德国有句谚语： 
033.从人猿到猿人.txt	29		　　跟这句德国谚语像的，也有三句中国的： 
033.从人猿到猿人.txt	47		　　这是刺罗马统治者凯撒的刺客说的话。 
033.从人猿到猿人.txt	49		　　美国有一位作家叫Edgar Rice Burroughs，他写了小说Tarzan of the Apes，就是人猿泰山。泰山是英国爵士的儿子，丢在非洲，被猩猩养大，非常有本领，所以英文中说人在树林里又能跑又能跳又会在树中间飞来荡去，这种大力士，就叫Tarzan，因为发音和中国“泰山”很像，所以翻成“泰山”，其实泰山若指人，在中国乃是指丈人，都是老头子了。 
033.从人猿到猿人.txt	51		　　在喜马拉雅山中（全世界最高的山），传说有一种“雪人”叫Yeti，也叫Abominable Snowman，身像猩猩脸像人（ape like body and a face that resembles a man's），但是二十一年前，New Zealand一个养蜜蜂的Edmund P. Hillary和尼泊尔人Tenzing Norgay爬上了喜马拉雅的最高峰Mount Everest（29028英尺），并没有看到这种雪人（29028英尺只是五英里半，但是爬山爬五英里半，就是难事了。） 
033.从人猿到猿人.txt	53		　　科学家说人是从猩猩这类动物演变出来的，所以在猩猩和人之间，有一种又像猩猩又像人的“猿人”（Homo erectus）。Homo是人的意思，erect是直立的意思，猩猩直立立不久，但猿人和人都可以直立。在河北省周口店就发现过“北京人”的骨头，推断是五十万年以前的“猿人”。可惜这骨头在第二次世界大战前给弄丢了。 
034.蘑菇个没完.txt	5		　　如果你向姥姥有什么要求，姥姥不答应，你在旁边，说个没完，非要姥姥答应不可，这在北平话，就叫“蘑菇”。姥姥就会说你：“别蘑菇好不好？你怎么老是蘑菇个没完？” 
034.蘑菇个没完.txt	27		　　中国人说的什么“灵芝”，其实就是一种硬一点的菌，一点都不神秘。“灵芝仙草”不但不能治病，搞不好，还要给毒死呢！ 
035.非驴非马.txt	5		　　美国Hader夫妇常给小朋友的书画插图，你看他们画的这张骑驴的画片，把这头小驴画得多可爱！驴叫ass，也叫donkey，用ass比较正式，在《圣经》（Bible）上、在动物学上，都用ass，两个字都用来叫“傻瓜”、“呆子”、“蠢蛋”，用donkey意思更深，有“呆得可爱”或“呆不可当”的味儿。 
035.非驴非马.txt	7		　　中国成语上“骑驴觅驴”是looking for donkey on donkey back，意思是在驴背上找驴，忘了自己在干什么了，是“心不在焉”的意思（absent-minded）。 
035.非驴非马.txt	21		　　He has made an ass of himself．（他做傻事而弄出笑话来。）
036.骑小马·回台湾.txt	9		　　中文英文都有太多太多和马有关的故事和成语，爸爸写一些好玩的给你： 
036.骑小马·回台湾.txt	33		　　但在中国古代，有国王叫人去买千里马，结果马死了，那人却花了很多钱，买了马骨头回来，国王问那人什么意思？那人说，消息传出去，人家听说你国王这样爱马——爱得连马骨头都要买，天下的好马就都送来给你买了，在好马中，一定有千里马。可见在死马身上花钱，有时也不冤枉。 
037.鸽子·囮子·凯子.txt	17		　　英文中decoy这个字也是这种意思，但比stool-pigeon用得宽，可以用来指“饵兽”，也可用来指人，还可当动词来用，像 
037.鸽子·囮子·凯子.txt	23		　　Pigeon-English也叫Pidgin-English，就是洋泾浜英文，洋泾浜是上海附近的一个地方，最早跟英国人做生意的中国人，说英文说不好，自己用中文的意思造出不通的英文，就叫洋泾浜英文。比如说“人山人海”该是英文的huge crowds，但说成people-mountain-people-sea，就是笑话了，这就是洋泾浜英文。 
038.斗出自大来.txt	5		　　你有没有见过“斗鸡眼”？“斗鸡眼”就是一种斜眼，英文叫cockeye，形容词是cockeyed，在美国俗语中表示疯狂的、荒谬的、笨蛋、全错了的意思： 
038.斗出自大来.txt	7		　　Anybody who thinks I'm kidding is cockeyed.（谁以为我说着玩谁就是疯了。） 
038.斗出自大来.txt	35		　　英国19世纪一位女小说家George Eliot，曾描写一个人“他像个公鸡一样以为太阳升起是为了听他叫”（He was like a cock who thought the sun had risen to hear him crow.）。这是一句写自大像公鸡的一个好句子。 
039.谁在瞎忙？.txt	5		　　Mule是骡，mole是鼹鼠，也可写成偃鼠。中国古书里说“偃鼠饮河，不过满腹”，表示它的肚子容量很少。 
039.谁在瞎忙？.txt	15		　　阿耳戈斯（Argus）是希腊神话中的百眼巨人。Argus-eyed就是眼光锐利的、机警的、警戒周到的。We badly need an Argus-eyed janitor.我们急需一个机警的看门的。 
039.谁在瞎忙？.txt	23		　　承诺的是山，做出来的是鼹鼠窝。这是表示人不守信用的意味，有中文“说大话，使小钱”的意味。人间有很多人是这样的人，老拿空话骗人。英文这类意味的有很多： 
039.谁在瞎忙？.txt	37		　　意思就是假忙的人。中国名小说《红楼梦》的男主角贾宝玉说的“无事忙”，就是指这种意思。 
040.运动道德吗？.txt	5		　　扑克的英文是poker，若说成card也可以，说playing card或playing-card也可以，但不能说成poker card，说poker card就是洋泾滨英文了。 
040.运动道德吗？.txt	7		　　spade是铲子，poker有黑铲子样子的，也叫spade，中国叫黑桃，英文有成语 
040.运动道德吗？.txt	11		　　意思就是“是什么就说什么”、“该叫什么就叫什么”、“老实说”、“直言无隐”、“不拐弯抹角的说”。英文还有 
040.运动道德吗？.txt	17		　　如果该叫什么却不叫什么，就是“颠倒黑白”。中国有“指鹿为马”的故事，请姥姥讲给你听。莎士比亚剧本中有《驯悍记》（The Taming of the Shrew），写丈夫驯服他那个凶老婆。指月亮叫太阳，凶老婆最后屈服，也跟着月亮叫太阳了。 
040.运动道德吗？.txt	19		　　不该叫什么，反倒叫什么，就是“名不副实”（名字和实在的不符合）。孔夫子曾在《四书》里有一句话（《四书》里头有三书算是孔子作的，一书算是孟子作的，孟子就是孟伯伯的老老老老老老老老老老老老老老老（写累了，歇一会儿）老老老老老老……祖宗），那句话是 
040.运动道德吗？.txt	27	risk	　　这种句子，可以有许多变化，如果孟伯伯的胡子被警察给剪掉了，你就可以说： 
040.运动道德吗？.txt	31		　　如果有的姑姑好，有的姑姑是坏蛋，那么坏蛋姑姑就会被孔夫子质问：“姑，不姑。姑哉？姑哉？”你说对不对？ 
041.小文十岁生日歌.txt	61		　　姥姥说我得第一， 
041.小文十岁生日歌.txt	63		　　妈妈你说对不对？ 
042.生日与十二宫图.txt	7		　　有一位科学家，叫法拉第（Michael Faraday），也是9月22生的，但他生在1791年，足足比你大173岁。你看到的电扇啦、抽风机啦、吸尘器啦、打蜡机啦……凡是里头有个嗡嗡响的，都一定有个会转的机器，这种机器，就叫电动机。电动机的原理，便是法拉第创设的。发电机也是电动机，没有发电机，电灯也不亮了，电视也看不到了……现在你知道法拉第是多么重要的人了吧？所以9月22，对人类说来，有一点光明的意思。 
042.生日与十二宫图.txt	9	risk	　　有一位伟人，叫林肯，爸爸写信跟你提到过的。他在112年前的9月22，发布了解放美国黑奴的宣告（美国的黑人本来是奴隶，白人欺负他们，不把他们当人，在宪法上只把他们算做three-fifths（3／5）的人，还打他们，把他们卖来卖去），直到林肯出来，黑人才慢慢抬头。所以9月22，对人类说来，除有一点光明以外，还有一点自由的意思。 
042.生日与十二宫图.txt	57		　　Virgo就是处女（Virgin）等于巳蛇（中国人说蛇蝎美人，其实女人和蛇很近），也叫处女座。 
042.生日与十二宫图.txt	67		　　人马座里的半人半马（half horse，half man）的怪物叫森陶尔（Centaur），所以人马座也叫Centaur，这些半人半马的怪物是希腊神话里的角色。有一个有名的Centaur叫Nessus，被大力士Hercules射了一毒箭，但他临死前安排了一条秘计，借Hercules老婆之手，害死了Hercules。将来你看《三国演义》看“死诸葛（诸葛亮）走生仲达（司马懿）”那一章，也可看到这类好玩的故事
043.林肯·栗子·笑.txt	7		　　林肯一辈子所受的教育不到一年，他家里太穷了，但他刻苦读书，最后能说出写出非常巧妙的英文（但他写的英文字，始终很蹩脚）。 
043.林肯·栗子·笑.txt	9		　　英文中笑的字很多，最普通的是smile，是微笑、笑眯眯的意思，比较斯文。有时是快乐的笑，有时是特别的，所以要注意它前面的形容词，才能决定是哪种笑。 
043.林肯·栗子·笑.txt	19		　　中文成语也有： 
043.林肯·栗子·笑.txt	25		　　英文中也有笑里藏刀的意思，爸爸看到过一句A woman will laugh in your face and cut your throat。另在莎士比亚的Macbeth悲剧里看到There's daggers in men's smiles，跟中文的成语不谋而合。 
043.林肯·栗子·笑.txt	29		　　中文中还有一句成语叫“啼笑皆非”，就是“哭笑不得”的意思，等于英文的between tears and laughter，林肯竞选参议员失败了，人家问他感觉，他说：I suppose that I feel very much like the overgrown boy who stumped his toe.（很像大孩子的脚趾头给撞疼了。）人家又问这是什么意思？（How was that？）他解释道：Well, when some one asked him how he felt, he said that he was hurt too bad to laugh and was too big to cry.（人家问他有什么感觉，他说他疼得没法笑，又年纪大得不好意思哭。）这是一句很巧妙的英文，小文你要把它背下来。 
043.林肯·栗子·笑.txt	43		　　一个故事说猴子（monkey）要吃火里面的栗子，可是自己怕烫，就骗猫去代它拿，猫伸手去拿（就是猫脚爪cat's paw），结果给烫了，于是出来一句英文成语，叫： 
043.林肯·栗子·笑.txt	55		　　林肯跟道格拉斯（Stephen A. Douglas）辩论的时候（1858年竞选参议员the U. S. ——Senate），林肯挖苦Douglas胡说八道，说他A man can prove a horse-chestnut to be a chestnut horse.（一个想把七叶树证明是栗色马的人）。 
044.“浪费蜡烛去找针”.txt	5		　　你和姥姥9月27的信，2号收到。姥姥已同意到宏恩医院，做一次身体检查，年纪大了的人都该每年做这样的检查，这叫做“有备无患”“防患未然”。旧式的老人家不晓得例行检查的重要，总是自信没病或说什么小病不算病，结果因小失大，后悔也来不及了。姥姥不是旧式的老人家，她头脑很新派，这次检查以后，医生若要她服用一些保健药品，由你每天督促她吃，因为她可能忙忘了。你要切记做到爸爸这一嘱咐。并把你经常照顾姥姥的情形，写信告诉爸爸。
044.“浪费蜡烛去找针”.txt	7		　　因小失大的意思爸爸在去年10月7日信上给你写过，你还记得吗？还有一句法国成语，叫“浪费蜡烛去找针”（Waste a candle to find pin），因为针比蜡烛便宜，所以这样做是划不来的。旧式的老人家为了省几个检查费常常拖出大麻烦，结果要花好几倍的钱甚至花钱也save不了了。这叫
044.“浪费蜡烛去找针”.txt	11		　　英文to look for a needle in a bundle of hay（一捆干草里找针），正是中文“海底捞针” “水中捞月” “镜中摘花”，很多观念，英文和中文都是巧合的，这叫“不谋而合”，也可说“人同此心，心同此理”。
044.“浪费蜡烛去找针”.txt	21		　　一起叫hands。钟表的针指示时间说成英文是：The hands of a clock or watch show the time。英文用手（hand）表针，又跟中文的“指”针有很类似的意思。
045.坐牢的名人.txt	5	risk	　　姥姥说你想来看爸爸，并说妈妈已告诉你爸爸坐牢的事。这三年七个月来，一直没告诉你的原因是因为你年纪太小，现在你渐渐大起来了，可以知道了。 
045.坐牢的名人.txt	9	risk	　　很多很卓越的人、很多名人，都坐过牢。现在印度（India）的总理甘地夫人（Mrs. Indira Gandhi）就坐过一年一个月。她的爸爸是尼赫鲁（Nehru这个字h不发音，翻成赫音是中国人以前的错误），也做过印度总理，坐过十年半的牢。另一位印度的名人叫“圣雄”甘地（Mohandas K. Gandhi）坐过二千三百三十八天的牢，他的太太死在牢里了。现在印度总理的这位甘地夫人，嫁的另一位甘地，跟这位甘地并无亲属关系。现在西德的总理勃兰特（Willy Brandt），他的爸爸妈妈没结婚，他也坐过牢。突尼斯（Tunisia）总统布尔吉巴（Habib Bourguiba）也坐牢、流亡十多年。肯尼亚（Kenya）的总理、总统肯雅塔（Jomo Kenyatta）也坐牢、看管九年。英国的女王伊丽莎白一世（Elizabeth I，现在的是伊丽莎白二世Elizabeth II）二十岁起也坐过牢，她不是她爸爸妈妈合法的女儿，但她后来做了英国历史上最伟大的女王，比谁都合法。她活了七十岁，自二十五岁起做“女皇帝”做了四十五年，是英国历史上的“黄金时代”（the golden age），人才文物极盛，大文学家莎士比亚就是那时候的人（16世纪到17世纪）。 
045.坐牢的名人.txt	11		　　13到14世纪的时候，有一个人叫马可波罗，曾从意大利越过亚洲大陆到了中国，二十四年后回到意大利，被关在牢里，他闲着没事，乃由他口述，由同房难友写了一部书，就是《马可波罗行记（游记）》（The Book of Marco Polo），这书引起欧洲人对东方的兴趣，便设法到东方来，可是陆路不通了。因为听说地球是圆的，所以想从海上绕过去，于是向西航行，终于发现了美洲。哥伦布虽发现了美洲，可是他不知道，他以为他到了东方的印度，他以为印地安人是印度人，所以把他们叫做Indian，又叫他们是红人，其实他们是亚洲黄种人，既不红，也不印度。小文你看，多好玩，人在牢里写一本书，竟演变出这么多的发现和故事。 
045.坐牢的名人.txt	13		　　写书的作家常常被关在牢里。你看过《鲁滨逊漂流记》吗？这书英文名是Robinson Crusoe，作者笛福（Daniel Defoe）就被关了一年多。跟笛福这英国人同时的法国文学家伏尔泰（Voltaire）也被关过。20世纪后世界上最有名的奖是诺贝尔奖（Nobel Prizes），得诺贝尔文学奖的，英国哲学家罗素（Bertrand Russell）、苏联文学家索尔仁尼琴（Solzhenitsyn）都坐过牢。 
045.坐牢的名人.txt	17	risk	　　有两个好玩的坐牢故事写给你： 
045.坐牢的名人.txt	19	risk	　　一、德国以前的元首希特勒（Hitler）坐牢时想写书，书名叫《我的奋斗》，但他的德文很蹩脚，于是由同房的难友赫斯（Rudolf Hess）捉刀，出狱后赫斯坐了第二把交椅。他在四十七岁的时候，自己开了一架飞机到英国谈判，结果被英国首相丘吉尔（也坐过牢）关起来，直关到德国投降，在纽伦堡大审里被判无期徒刑。跟他一起被判刑的十一个人绞死了，七个人坐十年二十年等长牢，到爸爸坐牢前一年（1970），别人都出狱了，只有赫斯一个人在坐，那时他已经七十六了，已经眼看就坐了三十年的牢了。英法美苏四国派人关他，一年要花三十万美金，即每天花八百三十块美金，三万两千新台币，但赫斯身体好得很，他还要他的敌人继续花钱花下去，他说他没有罪。监狱方面每星期供应他十本书，每天四份报纸。 
045.坐牢的名人.txt	21	risk	　　二、另一个好玩的坐牢故事是美国的劳工领袖戴布兹（Eugene V. Debs），1920年美国选总统时，戴布斯坐在牢里，还得了一百万张票。他虽被判了十年徒刑，可是美国哈定（Harding）总统看他太得人心了，只好把他特赦出来。 
046.水肉·水月·影子戏.txt	5		　　寓言里头狗偷了一块肉，在水边看到水里有另一条狗嘴里有肉，它很贪心，想去抢肉，结果跳到水里连自己嘴里那块肉也丢了。——这是一个写又笨又贪心的故事。 
046.水肉·水月·影子戏.txt	7		　　中国古代的大诗人李白，听说喝醉了酒到水里去捞月亮淹死的，后来有了句成语，叫“水中捞月”；还有一句诗，叫“镜花水月总成空”。 
046.水肉·水月·影子戏.txt	11		　　人间有很多现象是很好玩的；每个吝啬爱钱省吃俭用的守财奴父亲都会摊到一个花天酒地浪费钱的儿子；每个自以为聪明的老太太都会摊到一个永远把她骗得神不知鬼不觉的小儿子。你将来若看到法国文学家莫泊桑（De Maupassant）的《女人的一生》的小说，你就可以看到那些小儿子一再骗老母亲，老母亲一再原谅一再上当的妙事。这种情形，中国外国都一样的，可惜每位老母亲都认为她的小儿子跟别人的小儿子不一样，是好人。而在不知不觉间，成为小儿子做恶的同谋，骗爸爸哥哥。 
046.水肉·水月·影子戏.txt	15		　　有一种“皮人影子戏”使影子可以动。汉武帝想李夫人，艺人就做出影子戏骗汉武帝说李夫人的魂来了，汉武帝说：“是耶？非耶？偏何姗姗其来迟！”从此就出来一句“姗姗来迟”的成语。
047.怪签名.txt	15		　　当时签字后John Hancock警告大家，说一定得团结呀，We must all hang together（我们所有人都要团结在一起）。富兰克林立刻答了一句有名的双关语（pun）：
047.怪签名.txt	21		　　清朝大臣李鸿章说了一句“庭前桃未发”，他的朋友就接了一句“阁下李先生”。第二句连用两个双关语，“阁下”可解释做“您”，也可解释做“在豪华大楼前面”；“李先生”可解释做“李鸿章先生”，也可解释做“李子树先长出来了”。
048.你看中国人分得多细.txt	41		　　如果问的是中国人，怡怡就要说有三姐妹（把自己也算进去）。 
048.你看中国人分得多细.txt	43		　　如果问的是外国人，怡怡就要说I have two sisters.——安安and宁宁（不把自己算进去）。 
049.天上天堂与人间天堂.txt	5		　　信教的人和迷信的人都相信有天堂，天堂的英文是heaven，也叫paradise（乐园）。英国大诗人，17世纪的弥尔顿（John Milton）——也坐过牢——的名著《失乐园》（Paradise Lost），就是写亚当（Adam）和夏娃（Eve）被赶出乐园的长诗，那个乐园有一个专门名字叫“伊甸园”（the Garden of Eden），因为夏娃被蛇骗，吃了上帝不准吃的苹果，所以被赶出来。 
049.天上天堂与人间天堂.txt	7		　　基督教《圣经》（Bible）里头创世纪（第二章），关于这伊甸园的故事，其中天堂的观念是抄自波斯的。天堂本是人从人间想出来的好地方，所以不论中外，都有大同小异的描写，不但描写天堂在天上，在人死后，还描写天堂在人间——人间天堂（earthly paradise），也就是弥尔顿书里所说的A Heaven on Earth.。 
049.天上天堂与人间天堂.txt	9		　　天堂像个大楼房似的，也分层，佛教说“三十三天”，犹太教和伊斯兰教说“七重天”，台北有家歌厅就叫七重天，大概那就是人间天堂啦！ 
049.天上天堂与人间天堂.txt	11	risk	　　中国古代的大诗人陶渊明（因为喜欢喝酒，生的儿子都是笨蛋）写过一篇《桃花源记》，就是写人间天堂，写一个渔夫迷了路，到了那地方，后来再去找，也找不到了。因此出来一句成语——“世外桃源”。二次大战的时候，人间问罗斯福总统空袭日本东京的美国飞机是从哪儿起飞的？他说“香格里拉”（Shangrila），香格里拉是美国小说家James Hilton小说中的一个世外桃源，在这里比喻做秘密基地的意思。 
049.天上天堂与人间天堂.txt	13		　　英国小说家Samuel Butler写过一本怪书叫《艾瑞荒》，英文是Erehwon，这字反过来就是Nowhere。 
050.猫抓耗子法案.txt	15	risk	　　和cat and mouse这字有关的有一个好玩的词儿叫Cat-and-mouse Act“猫抓耗子法案”。过去女人没有权利投票或参加政治活动，于是有些女人便出来捣乱，英国政府便把这些捣乱鬼抓到牢里，她们就赌气绝食（不吃饭，英文叫fast，吃饭就打破了break这fast，所以早餐就叫breakfast）。于是1913年英国国会通过了这个“猫抓耗子法案”，规定坐牢不吃饭，就放她出去，可是在外面吃饭了，再抓回来，意思就是不让犯人投机。猫抓耗子，习惯并不立刻吃，猫让耗子跑，跑了几步又抓回来，所以这个法案才有这么个怪名字。印度的甘地七十四岁的时候在牢里宣布要绝食二十一天，英国政府要他出去绝，绝好了再回来，他不肯，结果居然熬过了这么久（只喝橘子汁活），英国cat对这只印度mouse，实在也没什么好法子。 
051.谈年论孝.txt	5		　　一年就要过去了，一个新的一年又要开始了。对小朋友说来，是一年又开始了；对老年人说来，是一年又过去了。对王小二说来，是一年不如一年了（中国俗谚“王小二过年，一年不如一年”）。 
051.谈年论孝.txt	7		　　王小二“一年到头”（all the year round）混、拖，但总是“一年不如一年”（Every year gets worse.），总是“年景不好”（This year's business is not good.），一快到“急景凋年”（Time slips away fast, and the year is approaching its end.）就“抓耳挠腮”（uneasy）了。中国宋朝时候有一个名词人写过： 
051.谈年论孝.txt	11		　　就是王小二处境的文雅说法。 
051.谈年论孝.txt	17		　　366天叫“闰年”（闰是多出来的意思leap year）。小朋友玩的跳背游戏叫leap frog（跳蛙），年说小朋友你们要leap，我也leap。找闰年很容易，用4去除公元就行，凡能被四除尽的，就是，不然就不是。1972能除尽，所以1972是闰年。1973、1974、1975都不能除尽，都不是，但1976又能除尽，所以1976又是。 
051.谈年论孝.txt	45		　　A leap-year proposal（闰年求婚）是说平年的时候男人向女人求婚，闰年时候却相反，女人要向男人求婚，爸爸看过一句英文：But I don't remember any one having given me an “engaged ring” before；and it's not leap year neither.是抱怨又不是在闰年，为什么收不到订婚戒指的意思。 
051.谈年论孝.txt	63		　　爷爷死的时候，爸爸20岁，讨厌中国丧礼中许多虚伪的风俗，所以来了一次丧礼改革，当时台中一中的老师学生上千人为爷爷送丧，看到爸爸这种作风真看不惯，他们认为爸爸不是“孝子”。但他们以为他们守的是中国传统，其实守的是最坏的一部分，最好的一部分都被他们忘了。像《四书》中孟子说的那种“自反而缩，虽千万人，吾往矣”（如我自己反省我没错，虽然有千万人反对我、骂我，我也勇往直前，满不在乎），这种好传统，一般落伍的人是不能了解的。爷爷死后十年，爸爸费了许多力气，把爷爷写的一部《中国文学史》稿本整理出来，印成漂亮的两本书纪念。而那些当年指责爸爸的“孝子”们，却没看见他们为他们的爸爸做了些什么。 
052.“爸”·“爹”·“妈”.txt	5		　　小孩子刚学说话，最先发的音也就是最容易发的音就是“爸”、“爹”、“妈”这些音，中外都是一样的。英文Pa或Papa或Dad或Daddy都是“父亲”（Father）的意思，但比Father亲热得多。所以你以后写信，不要写Dear Father而该写Dear Dad，我附一封英文给爸爸信的样本在下面： 
052.“爸”·“爹”·“妈”.txt	17		　　但Mother这个字，却不像Father这个字这么正式，所以常和Mom或Ma或Mamma或Mama混用，我再附一段英文小说在下面： 
052.“爸”·“爹”·“妈”.txt	25		　　当然正式的说法都用Father，尤其成语里都是固定用Father的，如： 
052.“爸”·“爹”·“妈”.txt	41		　　“长腿爹爹”（Daddy long legs）不是人，是一种不咬人的蜘蛛，也叫“收割者”（harvestman），在动物学上，翻作“盲蜘蛛”。它的腿，可以说丢就丢，遇到危险，它就丢个腿骗敌人，敌人注意到腿，它就趁机跑了。（壁虎也有这种本领，不过壁虎丢的是尾巴。） 
053.木字头的.txt	7		　　中文“木”字跟人和动物有一些词儿： 
053.木字头的.txt	15		　　木鸡——在中文有两个意思，一个相当于英文的wood cock，是一种也叫“山鹬”的鸟，另一意思是形容人呆住了，成语叫“呆若木鸡”（as dull as a wooden chicken），同时也有骂人笨的意思。（“木鸡”本来是称赞，在古代《庄子》一书里说一个人训练斗鸡，把鸡训练到不轻举妄动，到呆若木鸡的程度，别的鸡见了都害怕的程度，才算到家。后来这个词变得不是称赞了。可见人会变，鸡会变，木头鸡也会变，世界是变的呀！）真巧，英文wood cock也可骂人笨。 
053.木字头的.txt	17		　　木马——木马可多了，有木马屠城记的木马，有运动场上的木马，有小朋友的木马。希腊人攻Troy城，把兵藏在木马（wooden horse）内，这故事很有趣，你可以问老师。
