score	file	line	text	same_line_export_ids	context
4	003.“逸豫适足亡身”吗？.txt	137	日常生活问题		有一点很重要，我们必须知道的。从原语句所在的系络或上下文（context）看，这句话主要是对“帝王”或上位者讲的。由于帝王或上位者，身居国家要津，掌握国家大权，因此，如果他们能深思远虑，勤政谋国，则对国家的兴盛，当然“可以”有很大的努力。同时，由于他们特有的地位，他们自身的“日常生活问题”，一定有充足的财源可以花用，因此，他们很容易懒惰，无忧无虑。这样，我们...
4	003.“逸豫适足亡身”吗？.txt	143	时代意义		现在我们要问的是，大学联考的命题和选题人员的心目中，要考生把这个题目对什么时空和人身讲呢？在时空方面，显然是要就当前的台湾来讲的。在人身方面呢？料命题和选题人员的意思，不会（也不敢）是要就上位者来说的。姑且就假定是对上位者来说吧。那么，这个题目显然是无的放矢的。因为尽管在当前台湾，政治上还有许多不能令人满意的地方，但是，相信没有人会指摘说，我们今天有权的上位...
4	004.中国小姐新论.txt	5	你我狼狈为奸是不成的，让我另找饿鬼投胎的对象吧。		不料，文章送给小潘，小潘送给主编大人，主编大人一看，面有难色。小潘狼狈而归，我说：“你我狼狈为奸是不成的，让我另找饿鬼投胎的对象吧。”我讨了邮票，把文章转投《人间世》。《人间世》的刘济民是敢死队，他烧我冷灶，居然寄了稿费来，从此刘胖子得到了引狼入室的代价——他的杂志，被罚一再停刊。后来他恶梦初醒，再也不要登我的文章了。
4	005.罗斯福路该改名罗斯祸路.txt	15	老子改你小子名字		说到这里，说的都是自己自愿改名的范例，实在无甚稀奇。一个人自愿改名，一定愈改愈好，绝不会把坏字眼坏词儿嵌到自己名里去，这就是说，一个人不会神经到自己在名字里骂自己，要骂，也得由别人来骂、来改。所以，“改名学”的真义，不指自己改名字，而是“老子改你小子名字”，改得你恶名昭彰，才使人心大快。
4	007.张小兰冤在哪儿？.txt	23	事之实也	LAWC2-103,LAWC2-104,LAWC2-105	由于乱加道德判断，紧跟着就产生第二道“糊涂情绪”，就是乱用“动机观点”。“动机观点”在伦理学上属于“动机派”（motivism），这派走火入魔，判断一件事，不看事的本身，反倒追踪虚无缥缈的动机，用动机来决定一切。孟轲说：“乃若其情，则可以为善矣，乃所谓善也。”俞正燮直指孟轲说的“情”，就是“事之实也”，无异指动机就是事实，一切要看你存心如何：存心好，哪怕是为...
4	007.张小兰冤在哪儿？.txt	23	虽恶不罚	LAWC2-103,LAWC2-104,LAWC2-105	由于乱加道德判断，紧跟着就产生第二道“糊涂情绪”，就是乱用“动机观点”。“动机观点”在伦理学上属于“动机派”（motivism），这派走火入魔，判断一件事，不看事的本身，反倒追踪虚无缥缈的动机，用动机来决定一切。孟轲说：“乃若其情，则可以为善矣，乃所谓善也。”俞正燮直指孟轲说的“情”，就是“事之实也”，无异指动机就是事实，一切要看你存心如何：存心好，哪怕是为...
4	007.张小兰冤在哪儿？.txt	23	虽善不赏	LAWC2-103,LAWC2-104,LAWC2-105	由于乱加道德判断，紧跟着就产生第二道“糊涂情绪”，就是乱用“动机观点”。“动机观点”在伦理学上属于“动机派”（motivism），这派走火入魔，判断一件事，不看事的本身，反倒追踪虚无缥缈的动机，用动机来决定一切。孟轲说：“乃若其情，则可以为善矣，乃所谓善也。”俞正燮直指孟轲说的“情”，就是“事之实也”，无异指动机就是事实，一切要看你存心如何：存心好，哪怕是为...
4	007.张小兰冤在哪儿？.txt	29	道德判断	LAWC2-107	因为乱用“道德判断”和“动机观点”，伪善和冤屈也就大量出笼，这时候，有人道主义者出来，稍加修正，他们在民间发表微弱的谚语，叫做——“孝字论心不论事，论事万年无孝子；淫字论事不论心，论心千古无完人。”意思是说：孝要有孝心才算，否则养口腹而已，孝是假的；淫要有事实才算，若论不起绮念不动凡心，贞节烈女都在所难能，悬格这样高，谁也做不到。比起耶稣所说人动淫念的便犯奸...
4	008.“舒而脱脱兮！”.txt	5	野有死麕	LAWC2-109	《诗经》中“国风”里有首“野有死麕”，写一个“有女怀春，吉士诱之”的故事。里头有两句是：
4	008.“舒而脱脱兮！”.txt	45	小埃及人		拨来撕克滑稽表演，到公元17世纪，就在法国流行；18世纪，又在英国流行；19世纪，美国开始推陈出新。首先这种表演只放在节目中的穿插（interlude）地位，由穿紧身衣服的女人出场，进而演变到所谓“小埃及人”（Little Egypt）式的肚皮舞，深受各界欢迎。到了20世纪初年（1909），百老汇出现哥伦比亚戏院，是为第一所拨来撕克戏场（the first ...
4	008.“舒而脱脱兮！”.txt	67	引人入胜		……Striptease，无以译之，译之曰“剥引”。剥者“剥猪猡”之剥，引者“引人入胜”之引。……剥引二者不过是基本动作，只能算是“大腿”而不成其为“戏”。实际上你花了三毛五至一元的门票，所得绝不止此，起码也要看满一个历时二时的节目。这节目包含还有什么呢？虽说有突梯滑稽的丑角出来插科打诨；有红男绿女的歌者登台引吭高歌；有成班舞姬现身乱跳乱扭；有些大腿戏院，甚...
4	008.“舒而脱脱兮！”.txt	89	那正像回到了1934年，看到了我自己。		娜妲丽华（Natalie Wood）曾把李玫瑰的身世带上银幕，演得惟妙惟肖，脱衣动作，徐中有疾，此疾可起寡人之疾，令人颠倒。就便是李玫瑰本人，都不得不惊叹：“那正像回到了1934年，看到了我自己。”（It's just like going back to 1934 and seeing myself.）正是——
4	009.过早的答案.txt	25	崇尚礼义		《中央日报》的短评，在某些头脑开明、心地宽宏的国民党党员看来，纵然不很失体，也是很不妥的。因为在一个“崇尚礼义”的国度里，在一个主张相忍为国、同舟共济的现状下，以国民党党报的地位，不主张息事宁人而公然主张打官司，公然主张所谓“李敖的老师”去告“李敖”，这究竟不算是什么可圈可点的事吧？究竟不算是什么“自由中国”光彩体面的事吧？究竟不算是什么团结一致、协力对外的...
4	009.过早的答案.txt	63	三十五岁“的急进者，		我现在要答复这位“三十五岁“的急进者，”隐者“李敖不同意你的意见，但他谢谢你对他谬相期许的好意。我的基本论题根本就和你不一样，我不承认你所说的“政治是领导一切”的话，所以我认为千言万语的谈政治，结果群相咨嗟，徒乱人意耳，言之谆谆，听者藐藐，有何用处？《自由中国》杂志是一本谈政治的刊物了吧？结果谈得有用吗？《自由中国》事件的受害人，难道我们不明白是雷震等人和当...
4	009.过早的答案.txt	79	思想之变化		这种“思想之变化”的力量，这种“社会改造”的力量，它的基本重点是民情的洞开和民智的普遍。在民情洞开、民智普遍的国家里，一切极权专政的思想与势力都不能侵入或持久的，试看共产主义和共产党为什么在英国美国闹不起来？却在苏联本土发动，在中国大陆发疯？究结原因，英美的“民情”与“民智”实在比闭锁的苏联和愚昧的中国来得洞开而普遍，而英美的知识分子却又崇尚人权、法律与非暴...
4	009.过早的答案.txt	149	祢衡之才十倍于我，此人不但可任使者，且宜在帝之左右。	LAWC2-133	《三国演义》第二十三回，曹操欲选一有文名之士，往说刘表投降，先找孔融，孔融推荐他的朋友祢衡，融自称：“祢衡之才十倍于我，此人不但可任使者，且宜在帝之左右。”上表给献帝，其中盛赞祢衡的才华，略谓：“……窃见处士平原祢衡，年二十四，字正平，淑质贞亮，英才卓荦，初涉艺文，升堂睹奥。目所一见，辄诵之口；耳所暂闻，不忘于心。性与道合，思若有神，弘羊潛计，安世默识，以衡...
4	009.过早的答案.txt	171	今之祢衡		有一次遇到一位朋友，他告诉我《文星》杂志提到《谈古论今》，当时我有点“受宠若惊”，查看之后原来是“今之祢衡”在痛骂他的老师们——沈刚伯、李济、钱思亮等人，引用了我的两句话，后来他又在《关于高等教育怪现状的讨论》一文中说：“乔龄的《人才之叹》一文，也值得我们一看……”接着把那篇全文转载，而且编入他的《教育与脸谱》这一本册子内，我原先只知道本市某日报海外版转载我...
4	009.过早的答案.txt	173	今之祢衡	LAWC2-148	近日看到一篇文字，要求将“今之祢衡”绳之以法，我看大可不必。孟子在《离娄篇》曾说过：“有人于此，其待我以横逆，则君子必自反也：‘我必不仁也，必无礼也；此物奚宜至哉！’其自反而仁矣，自反而有礼矣，其横逆犹是也，君子必自反曰：‘我必不忠。’自反而忠矣，其横逆犹是也，君子曰：‘此亦妄人也已矣。……’”何况曹操与刘表虽然祢衡一再辱骂讥讽也不动肝火，让黄祖去杀他，主张...
4	009.过早的答案.txt	189	极一时之盛		云云。胡适之逝世的时候，曾经有若干人悼念他、尊重他，虽“极一时之盛”，但非“士林一致”则可断言。我就知道那时还有许多人在痛骂他，而中央日报所称“士林一致”显系强奸民意，则为毫无疑问的事实。
4	011.论没有“流血的自由”.txt	17	待死之囚	LAWC2-158,LAWC2-159	所谓“流血的自由”，广义的说，是脖子挨刀的人们，最后表白一下真我的自由，他们以命偿名，临终以死明志，消极说来，也不失为一种抗议——一种悲壮的抗议，一种看似无用却影响深远的抗议。旧式的大权在握者，基于“示众”、“阴德”等复杂心理，对“待死之囚”，总还给他一个“慷慨过市”的机会。换句话说，“待死之囚”最后想得到一个英雄式的烈士结局，他可以被允许得到。从另一个角度...
4	011.论没有“流血的自由”.txt	17	流血的自由	LAWC2-158,LAWC2-159	所谓“流血的自由”，广义的说，是脖子挨刀的人们，最后表白一下真我的自由，他们以命偿名，临终以死明志，消极说来，也不失为一种抗议——一种悲壮的抗议，一种看似无用却影响深远的抗议。旧式的大权在握者，基于“示众”、“阴德”等复杂心理，对“待死之囚”，总还给他一个“慷慨过市”的机会。换句话说，“待死之囚”最后想得到一个英雄式的烈士结局，他可以被允许得到。从另一个角度...
4	011.论没有“流血的自由”.txt	17	陷政府于不义	LAWC2-158,LAWC2-159	所谓“流血的自由”，广义的说，是脖子挨刀的人们，最后表白一下真我的自由，他们以命偿名，临终以死明志，消极说来，也不失为一种抗议——一种悲壮的抗议，一种看似无用却影响深远的抗议。旧式的大权在握者，基于“示众”、“阴德”等复杂心理，对“待死之囚”，总还给他一个“慷慨过市”的机会。换句话说，“待死之囚”最后想得到一个英雄式的烈士结局，他可以被允许得到。从另一个角度...
4	011.论没有“流血的自由”.txt	19	暗中干掉		在20世纪的20年代里，革命的浪潮已淘汰了许多旧式统治者，而代之以新式的“王君”。新式统治者，于“杀”人一道，当然也推陈出新，有他聪明的新花样。新式统治者对他想要“杀”掉的人，永远是以神不知鬼不觉的除去为上策，所谓“暗中干掉”是也！但这种“暗中干掉”的方式，只能施之于无名小卒，对薄有微名的异己，就不好向全国人和全世界人交代。于是在“暗中干掉”无名小卒外，不得...
4	011.论没有“流血的自由”.txt	25	反革命者		斯大林最“精采”的杀人表演，是一九三六年开始的三幕“大公审”活剧。在活剧演出时，被告的态度，使全世界的心理学家和法律专家都感到大惑不解。原来名列被告的被整肃的老革命党们，他们在法庭上，竟纷纷“直认罪状不讳”，他们不但不为自己做无辜的辩护，反倒帮忙检察官找最恶毒、最丢脸的形容词朝自己脸上贴；同时他们的律师，也不替他们做无辜的辩护，也一反律师之道，纷纷帮助检察官...
4	011.论没有“流血的自由”.txt	31	流血的自由		老革命党们用尽量屈辱自己的方法，去希冀在他们死后，斯大林会兑现他的承诺，以使他们的妻儿、朋友和信徒不同赴黄泉。因此，他们死得是那样驯服、那样卑微、那样懦弱而低贱。斯大林完全“成功”了！这个混世暴君已经完全消灭了“流血的自由”。在他的总导演下，没有了歌燕市的慷慨，没有了坐楚囚的从容，一个个叱咤风云的革命志士，都变成了饮恨吞声的可怜虫！
4	012.牛肉面老板的七封信.txt	55	真是年轻人		你“抗议”我“告别文坛”，并说“费解，黑内幕请告一二”。我要套一句老头子的口气，笑你“真是年轻人”！因为你只要稍微“老”一点，你就会“会心”的了解一切，你就不难想象我今日的处境和遭遇，而恍悟李敖为什么要“告别”，要“无‘言’见江东父老”了！
4	012.牛肉面老板的七封信.txt	71	念老读者之友谊，成我宏愿。		你要求我以每册十元的价钱“私准”，“念老读者之友谊，成我宏愿。”我完全同意。我这批书的定价，对一般读者说来，的确贵了。我有许多苦衷。最主要的是：我已经丧失了一个从事写作者应享的权利与方便，出书的困难与成本，要比别人高出许多。内情在此也无法细表，只好等待他年立碑，勒石于榕树下吧！
4	012.牛肉面老板的七封信.txt	101	各领风骚只五年	LAWC2-172	文坛活动“声慑”的程度，往往不依赖真才实学，而要靠“江山”的大小。“江山”大时，“声慑”时间就久，如韩退之、胡适之；反之，“江山”小时，“声慑”时间也就成正比兑现，在小环境的集中压力下，即使才如江海超迈前代，也无法有“各领风骚数百年”的运气，只好来个“各领风骚只五年”吧！
4	012.牛肉面老板的七封信.txt	115	酒林道友		谢谢你邀我到南投喝酒，并谢谢你那些“酒林道友”们。南投我没去过，颇想一游。我在台湾住了一十有七年，去的地方极少，此乃王婆所谓“邓、“闲”两条件不足之故。三十八年（1949）我念初二时，班上郊游，我提议去日月潭，结果通过。不料我回家向老子伸手，老子却凑不出钱来，最后本提议人，只好眼巴巴的看着别人上了游览之车，回想起来，至今犹以为憾（日月潭到现在还没去过）。
4	013.刻薄的批评与正直的建议.txt	7	泛敦厚主义	LAWC2-187	你劝我“改刻薄的批评为正直的建议”，很谢谢你。我只是告诉你，在我眼中，我分不出这两者有什么分际。你这种劝告，是中了传统中“泛敦厚主义”的毒。所谓“泛敦厚主义”，是一些庸言庸德的人，把一切表达法都虚礼化、平庸化。虚礼与平庸的表达结果，使一切意见都丧失了活力和生机，甚至搅得在是非边缘打转转，使面对他的表达法的人，竟闹不清他在尖锐地反对什么，或是大力地赞成什么，而...
