decision	id	book	chapter	source_file	line_start	line_end	quote_text	category	source_or_origin	summary	notes
keep	LASSA-135	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4515	4515	皮肉尽	佛教诗文句	慈爱和尚《枯骨颂》相关句	说明枯骨想时引用诗中短语。	
keep	LASSA-136	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4515	4515	骷髅干	佛教诗文句	慈爱和尚《枯骨颂》相关句	说明枯骨想时引用诗中短语。	
keep	LASSA-137	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4519	4519	九想观	佛教修持语	佛教不净观法	继续说明戒欲观想法。	
keep	LASSA-138	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4519	4519	则淫心淡矣！	佛教修持语	不净观效果语	概括九想观扑灭欲火的效果。	
keep	LASSA-139	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4523	4523	取巧多智的贼，和她们同在一块儿，真理就很难找得着	佛典引文	《巴利典小品》所引语	列举佛经中关于女人的说法。	
keep	LASSA-140	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4523	4523	女人是大毒	佛典引文	《宝积经》所引语	同一段列举佛经中关于女人的说法。	
keep	LASSA-141	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4523	4523	是梵行垢	佛典引文	《大毗婆娑论》所引语	同一段列举佛经中关于女人的说法。	
keep	LASSA-142	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4523	4523	大魔王，能食一切人	佛典引文	《大般涅盘经》所引语	同一段列举佛经中关于女人的说法。	
keep	LASSA-143	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4523	4523	佛不出世时，女人入地狱如春雨雹	佛典引文	《增一阿含经》所引语	同一段列举佛经中关于女人得救的说法。	
keep	LASSA-144	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4851	4851	A Woman's advice is not worth much，but he who doesn't heed it is a fool．	英文谚语	西方俗谚	谈不听女人话时引用英文谚语。	校对补入。
keep	LASSA-145	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4851	4851	女人之言，何足道哉；但不注意，就是阿呆。	英文谚语译文	西方俗谚译意	同一句英文谚语的中文译意。	校对补入。
keep	LASSA-146	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4871	4871	不知老之将至	论语成句	《论语·述而》语意	批评不服老的打扮时化用孔子语。	校对补入。
keep	LASSA-147	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4887	4887	女子无才便是德。	传统俗谚	传统女德俗谚	谈所谓新女性时引用东方谚语。	校对补入。
keep	LASSA-148	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4887	4887	A learned woman is twice a fool．	英文谚语	西方俗谚	同一处并举西方谚语。	校对补入。
keep	LASSA-149	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	4887	4887	有学问的女人是双料愚人。	英文谚语译文	A learned woman is twice a fool 译意	同一句西方谚语的中文译意。	校对补入。
keep	LASSA-150	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	5113	5113	嘲风雪、弄花草	白居易诗论语	白居易诗论语	批评空洞诗人时引白居易反对只嘲风弄月。	校对补入。
keep	LASSA-151	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	5113	5113	救济人病，裨补时阙	白居易诗论语	白居易诗论语	说明真诗应救济人病、裨补时代缺失。	校对补入。
keep	LASSA-152	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	5113	5113	欲开壅蔽达人情，先向歌诗求讽刺	白居易诗论语	白居易诗论语	引白居易以诗歌讽刺开壅蔽、达人情的诗论。	校对补入。
keep	LASSA-153	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	5113	5113	权豪贵近者相目色变、执政柄者扼腕、握军要者切齿。	白居易诗论语	白居易诗论语	写白居易讽谕诗发表后权贵反应的引文。	校对补入；古代诗论语境，非现代政治语录。
keep	LASSA-154	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	5113	5113	老妪能解	诗坛典故	白居易诗通俗易懂典故	说明白居易诗歌通俗易懂时引用的成语。	校对补入。
keep	LASSA-155	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	5125	5125	没这么大的屁眼，呷那么多泻药！	台湾俗语	台湾民间粗俗谚语	讽刺这里的诗人能力不及而强作姿态时引用台湾阿婆俗语。	校对补入。
keep	LASSA-156	上山·上山·爱	第一部——三十年前	002.第一部——三十年前.txt	5541	5541	知命者，不立乎岩墙之下	孟子名句	《孟子·尽心上》	调侃为情人守墙外时再次引用孟子岩墙句。	校对补入。
keep	LASSA-157	上山·上山·爱	第二部——二十年前	003.第二部——二十年前.txt	43	43	珠宝戒指不算礼物，只是礼物的代用品，唯有情人本身才是礼物。	外国格言	爱默生语意	小葇信中说明礼物时转述爱默生。	
keep	LASSA-158	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1091	1091	也信美人终作土，不堪幽梦太匆匆。	宋诗句	陆游诗句	在墓前想到早逝美人时引用陆游诗。	
keep	LASSA-159	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1097	1097	萧条异代不同时	唐诗成句	杜甫《咏怀古迹》语意	君君谈两代同在时化用杜甫句。	
keep	LASSA-160	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1139	1139	当小妹妹在姐姐哥哥坟上对他们唱歌说话的时候，小妹妹从来就认为姐姐哥哥会听到，因为小妹妹从来不以生死做尺度，来分隔她与亲人的关系。	外国诗意	华滋华斯《我们七个》语意	在坟前讨论生死亲情时转述华滋华斯诗意。	
keep	LASSA-161	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1221	1247	With you a part of me hath passed away；\nFor in the peopled forest of my mind\nA tree made leafless by this wintry wind\nShall never don again its green array．\nChapel and fireside，country road and bay，\nHave something of their friendliness resigned；\nAnother，if I would， I could not find，\nAnd I am grown much older in a day．\nBut yet I treasure in my memory\nYour gift of charity， and young heart's ease，\nAnd the dear honour of your amity；\nFor these once mine，my life is rich with these．\nAnd l scarce know which part may greater be，——\nwhat l keep of you，or you rob from me．	外国诗	桑塔耶那《给W.P.》第二首英文原诗	雨后望向公墓时引用桑塔耶那英文诗。	
keep	LASSA-162	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1251	1275	冬风扫叶时节，一树萧条如洗，\n绿装已卸，卸在我心里。\n我生命的一部分，已消亡\n随着你。\n教堂、炉边、郊路、和港湾，\n情味都今非昔比。\n虽有余情，也难追寻，\n一日之间，我不知老了几许？\n你天性的善良、慈爱和轻快，\n曾属于我，跟我一起。\n我不知道哪一部分多，\n是你带走的我，\n还是我留下的你。	外国诗译文	李敖译桑塔耶那《给W.P.》第二首	同一处信手翻译桑塔耶那诗。	
keep	LASSA-163	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1289	1289	你中有我，我中有你	传统情爱比喻	管道升《我侬词》语意	君君比较东西方生死情怀时引用泥人合一比喻。	
keep	LASSA-164	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1451	1451	与子偕老	诗经成句	《诗经·击鼓》	谈五十年来与时代纠缠时化用诗经成句。	
keep	LASSA-165	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1451	1451	In my beginning is my end.	外国诗句	艾略特《四个四重奏》	以艾略特诗句说明开始即结束的生命感。	
keep	LASSA-166	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1451	1451	万古如长夜	传统成句	天不生仲尼万古如长夜语意	称若无关键人物时代将失光彩时使用的传统成句。	
keep	LASSA-167	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1465	1471	And I shall hear，though soft you tread above me；\nAnd all my grave will warmer，sweeter be，\nFor you will bend and tell me that you love me；\nAnd I shall sleep in peace until you come to me!	英文歌谣	《Danny Boy》全本末段英文	听到全本《Danny Boy》后摘出追加四行歌词。	
keep	LASSA-168	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1477	1483	即令你足音轻轻，在我上面，\n整个我孤坟感应，甜蜜温暖，\n你俯身向前，诉说情爱，\n我将死于安乐，直到与你同在。	英文歌谣译文	李敖译《Danny Boy》末段	应君君要求即时翻译《Danny Boy》末段。	
keep	LASSA-169	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1573	1573	眼往属万形	哲学命题	谢安所提视觉问题	看君君读诗时引出古代视觉论疑问。	
keep	LASSA-170	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1573	1573	万形来入眼	哲学命题	谢安所提视觉问题	同一处与眼往属万形并举。	
keep	LASSA-171	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1573	1573	竹来眼里	佛书公案	《五灯会元》相关问答	同一处引用佛书视觉公案。	
keep	LASSA-172	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1573	1573	眼到竹边	佛书公案	《五灯会元》相关问答	同一处引用佛书视觉公案。	
keep	LASSA-173	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1573	1573	眼观至物	古希腊哲学命题	斯多噶派视觉论	同一处比较希腊视觉理论。	
keep	LASSA-174	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1573	1573	物入眼来	古希腊哲学命题	伊壁鸠鲁派视觉论	同一处比较希腊视觉理论。	
keep	LASSA-175	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1573	1573	所过者化，所存者神	易传成句	《易传·系辞》语意	由菊石联想到过化存神时引用。	
keep	LASSA-176	上山·上山·爱	第三部——三十年后	004.第三部——三十年后.txt	1603	1603	焉知原上塚，不有当年吾。	金代诗句	元遗山诗句	结尾想到荒坟与自我消亡时引用元遗山诗。	
keep	LASSA-177	上山·上山·爱	我写《上山·上山·爱》	005.我写《上山·上山·爱》.txt	27	27	广陵散失传	古典音乐典故	嵇康临刑后《广陵散》绝响典故	自序谈小说价值时使用广陵散典故。	
keep	LASSA-178	上山·上山·爱	我写《上山·上山·爱》	005.我写《上山·上山·爱》.txt	33	33	形而上者谓之道，形而下者谓之器	易经引文	《易经·系辞上》	自序说明小说形而上与形而下合一时引用。	
keep	LASSA-179	上山·上山·爱	我写《上山·上山·爱》	005.我写《上山·上山·爱》.txt	35	35	尸陀林主	藏传佛教名目	藏传佛教 Masters of Sitavana	自序用藏传佛教图像比喻作品气质。	
keep	LASSA-180	上山·上山·爱	我写《上山·上山·爱》	005.我写《上山·上山·爱》.txt	35	35	谈笑间，强虏灰飞烟灭。	宋词名句	苏轼《念奴娇·赤壁怀古》	自序形容作品灭敌气势时引用苏轼词句。	
