id	source_file	line_start	line_end	quote_text	source_line
LASHZJ-0078	017.君子之爱与细人之爱.txt	17	17	吾得正而毙焉，斯已矣！	《民主人》社论劝康宁祥放弃连任、更上一层楼，是你近来写得最好的一篇文字，可惜你爱护党外、爱护老康之心，竟有一批细人不能了解。曾子临死的时候，他的学生乐正子春、儿子曾元、曾申，都环绕在床边，一个童子在墙角举着蜡烛，忽然说：“华而睆！大夫之箦与！”（“好漂亮啊！是大夫用的席子嘛！”）乐正子春申斥他，说：“止！”（“你不要多嘴！”）可是曾子吃了一惊，问说什么，童子又说：“华而睆！大夫之箦与！”曾子听清楚了，说：“然！斯季孙之赐也。我未之能易也，元！起易箦！”（“是大夫的席子！是鲁国大夫季孙送给我的，我没来得及换〔我不是大夫，依礼不得用大夫的席子〕。曾元！扶起我来换席子！”）曾元说：爸爸现在病成这样子，不可以移动，明天再说吧。可是曾子不肯，曾子说：“尔之爱我也，不如彼！君子之爱人也，以德；细人之爱人也，以姑息。吾何求哉？吾得正而毙焉，斯已矣！”（“你们爱我，实在比不上这小孩子！君子是用大义爱人；小人却不讲大义，只会用姑息手段爱得人去做错事。我现在还求什么呢？我只求守原则而死，就好了！”）曾子说过以后，就来换席子，刚换过去，还没躺好，就死了！
LASHZJ-0079	017.君子之爱与细人之爱.txt	19	19	君子之爱	这个伟大的“曾子易箦”的故事，告诉了我们：“君子之爱”与“细人之爱”的分际何在。今天劝进老康连任的人，自刘福增以下，都是不识大体的“细人”，他们以为这样是爱老康，却不知爱之适足以害之，他们真太不懂事了！
LASHZJ-0080	017.君子之爱与细人之爱.txt	19	19	细人之爱	这个伟大的“曾子易箦”的故事，告诉了我们：“君子之爱”与“细人之爱”的分际何在。今天劝进老康连任的人，自刘福增以下，都是不识大体的“细人”，他们以为这样是爱老康，却不知爱之适足以害之，他们真太不懂事了！
LASHZJ-0081	017.君子之爱与细人之爱.txt	19	19	爱之适足以害之	这个伟大的“曾子易箦”的故事，告诉了我们：“君子之爱”与“细人之爱”的分际何在。今天劝进老康连任的人，自刘福增以下，都是不识大体的“细人”，他们以为这样是爱老康，却不知爱之适足以害之，他们真太不懂事了！
LASHZJ-0083	017.君子之爱与细人之爱.txt	27	27	提名道姓，把专有名词当做普通名词用，（李敖甚至把名词当做动词用！）会使得一篇文章更亲切、更生动！	邓维桢按：读了这篇文章，有几点感想，李敖没有说的，写下来作为补充。第一，康宁祥在台湾是重要人物。他的思想、行为会影响许多人。批评他，是为了防止坏思想、坏行为的传染。批评段宏俊，在他成为公众人物之前，教育意义不大，或者说新闻价值不大。第二，许多人支持康宁祥竞选连任，不能说不爱康宁祥，但是这是小人之爱；君子之爱，是要他更有表现、更上层楼。如果那么在意、重视国民党提供的政治地位，他怎能更上层楼呢？第三，单靠一篇或几篇文章是很难改变一个人的行为的。我们写文章批评康宁祥，并不期望改变他，主要的，是警告有康宁祥倾向的人。如果不提名道姓讨论问题，许多人会认为是“理论”。一个句子这样写：“我们的国家不但需要科学家，也需要音乐家。”比不上这样写生动：“我们的国家不但需要爱因斯坦，也需要贝多芬。”写作的时候，提名道姓，把专有名词当做普通名词用，（李敖甚至把名词当做动词用！）会使得一篇文章更亲切、更生动！第四，个人利益常常和公众利益冲突。碰到这样的问题，如果是陌生人的，一般人还能冷静思考，如果是自己的，或好朋友的，大多数的人都避开，不去思考。李筱峰便是大多数人的其中之一。独立思考最重要的，就是训练自己思考问题的时候，不要被情绪左右。李敖看起来情绪，但是他绝不比许多自认理性、冷静的人缺少“理性”和“冷静”——他需要强词夺理的时候，他就强词夺理，但是内心中他并不糊涂，把自己也欺骗了。他骂国民党，可能有些地方强词夺理，但是骂党外，他是非常诚实的。
LASHZJ-0084	017.君子之爱与细人之爱.txt	27	27	独立思考最重要的，就是训练自己思考问题的时候，不要被情绪左右。	邓维桢按：读了这篇文章，有几点感想，李敖没有说的，写下来作为补充。第一，康宁祥在台湾是重要人物。他的思想、行为会影响许多人。批评他，是为了防止坏思想、坏行为的传染。批评段宏俊，在他成为公众人物之前，教育意义不大，或者说新闻价值不大。第二，许多人支持康宁祥竞选连任，不能说不爱康宁祥，但是这是小人之爱；君子之爱，是要他更有表现、更上层楼。如果那么在意、重视国民党提供的政治地位，他怎能更上层楼呢？第三，单靠一篇或几篇文章是很难改变一个人的行为的。我们写文章批评康宁祥，并不期望改变他，主要的，是警告有康宁祥倾向的人。如果不提名道姓讨论问题，许多人会认为是“理论”。一个句子这样写：“我们的国家不但需要科学家，也需要音乐家。”比不上这样写生动：“我们的国家不但需要爱因斯坦，也需要贝多芬。”写作的时候，提名道姓，把专有名词当做普通名词用，（李敖甚至把名词当做动词用！）会使得一篇文章更亲切、更生动！第四，个人利益常常和公众利益冲突。碰到这样的问题，如果是陌生人的，一般人还能冷静思考，如果是自己的，或好朋友的，大多数的人都避开，不去思考。李筱峰便是大多数人的其中之一。独立思考最重要的，就是训练自己思考问题的时候，不要被情绪左右。李敖看起来情绪，但是他绝不比许多自认理性、冷静的人缺少“理性”和“冷静”——他需要强词夺理的时候，他就强词夺理，但是内心中他并不糊涂，把自己也欺骗了。他骂国民党，可能有些地方强词夺理，但是骂党外，他是非常诚实的。
LASHZJ-0085	018.射鬼箭.txt	7	7	射鬼箭	我发现你们对我愈来愈像辽朝人，辽朝人出师前，要在前进方向上置一死囚，然后大家乱箭把他射杀，以期求福、以祓不祥，这种行为，叫“射鬼箭”。换句话说，这被射的人，其实正是给他们决定前进方向的牺牲品。你们有一点还不如辽朝人的是：你们还没太学会如何把牺牲品定位，所以我在贵刊的位置，就“瞻之在前，忽焉在后”了，孔夫子的学生这样看过孔夫子，你们不怪我在夫子自道吧？
LASHZJ-0086	018.射鬼箭.txt	7	7	瞻之在前，忽焉在后	我发现你们对我愈来愈像辽朝人，辽朝人出师前，要在前进方向上置一死囚，然后大家乱箭把他射杀，以期求福、以祓不祥，这种行为，叫“射鬼箭”。换句话说，这被射的人，其实正是给他们决定前进方向的牺牲品。你们有一点还不如辽朝人的是：你们还没太学会如何把牺牲品定位，所以我在贵刊的位置，就“瞻之在前，忽焉在后”了，孔夫子的学生这样看过孔夫子，你们不怪我在夫子自道吧？
LASHZJ-0087	019.几个主题的讨论.txt	9	9	不人云亦云	你信中说维桢的话，都是很公道的话。你说：“……其他党外人士，还有所谓自由派学者，几乎完全遗忘了这一位《大学杂志》《政治家》的创办者。特别是康宁祥、江春男等有分量的党外人物以及他们所办的杂志，应该带头给而从未给丝毫的鼓励与肯定（由此可见，《深耕》的气度实在大于《八十年代》）。甚至张德铭、黄煌雄、尤清也似乎没有能力赏识他。只有一个人——已远离家乡、目前大家最忌讳的许信良——懂得欣赏他。”你这些话，都是对的（尤清因为导群的慧眼，对维桢也能识其大者，是一例外）。我觉得在党外人士中，维桢最能提出不人云亦云的独特见解，这是最难得的。党外人士的平均大脑，并不高明，我常笑国民党是“党八股”，党外人士是“党外八股”，一八股就犯了千篇一律的毛病。因此，党外要进步，要保持神智的清明，必须接受思想家的棒喝，整天靠政客带路，是绝对不行的。党外人士的错误常常是拥护一个人，而不是拥护一个人所代表的东西，结果往往一个人已变质，却仍旧惯性的继续拥护，当然就上当了。为今之道，必须警觉一个人是否与他代表的东西一致，如果通不过这种检验，大家就应该勇于抉择，不要因循纵容。在历史上，带领群众的领袖人物，在群众投票选他以后，他背叛群众，群众却迟迟不愿承认，这种事例太多了。我希望党外人士不要这样蠢。党外人士该学会对政治人物保持一点警觉与疑虑。政治是最毁人的陷阱，政治人物是最容易变质与发臭的，大家要督促他们，随时校正他们的方向。并且，如果他们执迷不悟，大家就该声讨他们、放弃他们、不再选他们，完成必要的新陈代谢。这话说起来有点无情，但群众对政治人物，就该如此。
LASHZJ-0088	019.几个主题的讨论.txt	19	19	当你真的认识了李敖，李敖所说的就是你想说的，李敖所写的就是你想写的，李敖只是代编者立言而已，编者岂能退自己的稿哉？	以上二、三两点，似乎否定了你的退稿权，想来未免蛮横，但非如此，不足以不重蹈以前的覆辙。如果你以《李敖租界》的自解心理，以《李敖特区》给我，你也许会跟林正杰一样的苦中作乐。浅人们也许会怪你对我放弃了editorship，其实不然。这一情况，只有对党外前途有通盘关切者，才能不以为异，才知道于理可通。想想看，当你真的认识了李敖，李敖所说的就是你想说的，李敖所写的就是你想写的，李敖只是代编者立言而已，编者岂能退自己的稿哉？
LASHZJ-0089	019.几个主题的讨论.txt	35	35	尊重异议，珍惜异议	去年《政治家》登《围剿陶百川的一个教训》，遭受了一些不严重的批评，我“没有话可说”，因为我已在杂志上明确表示了我的立场：尊重异议，珍惜异议。接着，您的另一篇苦心孤诣之作：《党外与混蛋》，我无法接受，主要是不容易接受您对陶百川先生的继续追剿。关于这一点，我和刘福增——《我是为人民和大局着想的》——看法相同。
LASHZJ-0090	019.几个主题的讨论.txt	43	43	被正确地“丑化”了，“被害者”便比较不容易自欺欺人，对别人、对自己，都比较安全；被曲解地“丑化”了，实际上受不到任何伤害。	同理，国民党也不要怕——不要恨——被李敖“丑化”、被党外“丑化”。受到了丑化，得到的是安全。记得有一天，我在街上碰到一位李敖的“忠实读者”，我自我解嘲地先说：“李敖也批评过我。”他笑嘻嘻地接着说：“这样才比较安全。”当时我没有进一步问清楚他的意思。不过，我现在的体悟是：被正确地“丑化”了，“被害者”便比较不容易自欺欺人，对别人、对自己，都比较安全；被曲解地“丑化”了，实际上受不到任何伤害。
LASHZJ-0091	019.几个主题的讨论.txt	47	47	任何的改变——包括一个人想法的改变——都不容易是迅速而断然的。	从与您“断交”到“复交”，就我个人来说，这是很自然的、一年的心路历程。从这看出，任何的改变——包括一个人想法的改变——都不容易是迅速而断然的。顺乎自然的改变，才是比较稳定、可靠的改变。同时，我们应该——也可以期待一个人的成长与改变。作为批评家，我们要有以上的认识和胸襟。
LASHZJ-0092	019.几个主题的讨论.txt	47	47	顺乎自然的改变，才是比较稳定、可靠的改变。	从与您“断交”到“复交”，就我个人来说，这是很自然的、一年的心路历程。从这看出，任何的改变——包括一个人想法的改变——都不容易是迅速而断然的。顺乎自然的改变，才是比较稳定、可靠的改变。同时，我们应该——也可以期待一个人的成长与改变。作为批评家，我们要有以上的认识和胸襟。
LASHZJ-0093	019.几个主题的讨论.txt	71	71	不登娈童之床，不入季女之室，服膺简策，不知老之将至。平生素怀，若斯而已。	太子监国，集诸儒讲《孝经》，令杨愔传旨谓国子助教许散愁曰：“先生在世，何以自资？”对曰：“散愁自少以来，不登娈童之床，不入季女之室，服膺简策，不知老之将至。平生素怀，若斯而已。”太子曰：“颜子缩屋称贞，柳下妪而不乱，未若此翁白首不娶者也。”乃赉绢百疋。
LASHZJ-0094	019.几个主题的讨论.txt	73	73	水准是多么重要	看到了吧？在全国的水准都是搞小男生的屁股的时候，许散愁“不登娈童之床”（不搞小男生的屁股），竟然变成一种自豪的美德！由此可见，水准是多么重要。
LASHZJ-0095	019.几个主题的讨论.txt	75	75	有话直说、说真话、不做乡愿	就因为今天大家的水准都是低级的，所以，偶有水准或水准以上一级的人出来，大家就狗眼看人低，非常不习惯。例如有话直说、说真话、不做乡愿等等，本该是做人的基本水准，如今有这种人出来，却被低水准的人当成异数、当成偏激分子，这就是大错特错，并且是非常滑稽的事了！他们不怪自己是伪善、是乡愿、是水准以下的人儿，反倒怪别人是偏激分子，这不是又错又滑稽吗？于凡（于良骐）访问邓维桢，有这样的问答：
LASHZJ-0096	019.几个主题的讨论.txt	95	95	不要在水准以下而不自知！	我盼望由于你的努力，用《民主人》提升提升大家的水准，提醒大家：不要在水准以下而不自知！只有这样，党外人士才能有前途，才能和国民党不一样。
LASHZJ-0097	019.几个主题的讨论.txt	97	97	当头棒喝	最近关于“君子之爱”与“细人之爱”的讨论，就是测量水准的一个范例。他们也许可以说劝老费辞职重选、劝老康不再参选有困难，但却不能说“君子之爱”不对。因为“君子之爱”，毕竟是水准以上的。他们岂可因跟不上我们的水准而怪我们？该怪的，是不争气的他们，和他们水准以下的“细人之爱”而已。他们竟不知道他们是站在水准以下的基点在说浑话！这种沉沦，是很可悲的。我盼《民主人》能在这方面多提供一点当头棒喝，你的责任重大，你的努力与成就，也是我们最关心的。
LASHZJ-0098	020.惭愧是不够的！.txt	13	13	天方夜谭	这些话是不正确的。我可以正确告诉你，在我1970到1976年的漫长失掉自由生涯中，在这岛上，没有任何一位知识分子，曾经为我公开肯讲或敢讲过任何话，更不要说是“在‘权者’面前”讲话了！既然从没发生过讲话的事，当然“替李敖讲话最多的就是鼓应”之说，也就全是天方夜谭了！
LASHZJ-0099	020.惭愧是不够的！.txt	23	23	“相信”总不是证据吧？	“相信”总不是证据吧？
LASHZJ-0100	020.惭愧是不够的！.txt	29	29	为善不欲人知	至于王晓波所谓“陈鼓应也从来没有公开说过他曾在‘权者’面前为李敖讲过话’或刻意公开张扬自己‘义助’过这个、‘义助’过那个，不相信可以去检查陈鼓应发表过的所有文字”。声言陈鼓应有这种为善不欲人知的美德，也是我这认识陈鼓应远在王晓波认识之前的人所叹为观止的。我想到鲍勃·霍伯的一句玩笑，他说：“里根总统是诚实的人，因为有人替他说谎话。”王晓波在如此把陈鼓应天花乱坠前，为什么不想想：在你眼前，为你所引证的张化民之言，是语出何书？那本书，不是叫《民主广场》吗？那本书，不是“作者陈鼓应”“发行者陈鼓应”“出版者陈鼓应”吗？那本书，除了两篇文章是陈鼓应的以外（只占十七页），其他二十三篇，哪篇不是“刻意公开张扬自己”的杰作？唉，小金，这就是王晓波的不“刻意公开张扬自己”！白纸黑字都如此了、累牍连篇都如此了、专书一册都如此了，还说不刻意、不公开、不张扬，那么所谓刻意、所谓公开、所谓张扬，又是什么呢？
LASHZJ-0101	020.惭愧是不够的！.txt	89	89	知识分子立言不可不重事实，有如此者！	至于王晓波提到陈鼓应没有“逢迎国民党”的事，也是令人惊异的怪说，我早就说过陈鼓应逢迎国民党中常委张其昀，为张其昀办机关刊物《中国一周》的事，只是逢迎垮了，回头重新做殷门弟子而已。王晓波为陈鼓应辩护，他也许有权提出错误的见解，但他无权提出错误的事实，以上我指出的，一一都证明了王晓波根本在事实上就站不住，因此他的“用心良苦”，也就全部泡了汤。知识分子立言不可不重事实，有如此者！
LASHZJ-0102	020.惭愧是不够的！.txt	99	99	施人慎勿念，受施慎勿忘	在他（李敖）第一次入狱时，我没能为他仗义执言，也没能去看他，和写信给他，这是我应感到惭愧的。至于他被捕后，我以一个研究生的力量做了些什么，有些他已间接知道，至于他不知道的，我也绝不会说。我只知道“施人慎勿念，受施慎勿忘”。在我当穷学生的时候，有手疾，他曾助我一千元（或二千元，记不清楚了）治手。在我和陈鼓应被台大解聘时，他自己身陷狱中，还屡次关切着陈鼓应和我的生活情形，这份关切之情，我是永远不会忘记的。那时候，在台大虽杨国枢教授等对我们有真挚的关切，但也有所谓的自由主义的教授，不但不肯为我们公开或私下讲话，反倒在我们面前说风凉话——“听说陈鼓应和王晓波和警总很合作，所以我们都不便讲话了。”我也忍不住反唇相讥：“我们和警总很合作都落得如此下场，你们没解聘的又和警总合作到如何地步呢？”我从小看多了世态炎凉，一向被损害被羞辱，这种风凉话又算得了什么？但相对这些风凉话，李敖由狱中传出的关切之情，又如何能不令我点滴在心头。
LASHZJ-0105	020.惭愧是不够的！.txt	1	1	惭愧是不够的！	惭愧是不够的！
LASHZJ-0106	023.“体外射精”的一些成绩.txt	11	11	brand-new	“老张”这段话，有的属实，有的欠实。欠实的部分是：他说李敖的文章“党外杂志都有”，说得稍过了。我在党外杂志开专栏，只是《前进》的《李敖租界》和《民主人》的《李敖特区》而已，并非“都有”。刊出方式都是别人先发表了，我再收入次期的《千秋评论》，但虽收入《千秋评论》，也不过只占《千秋评论》的一部分，只占几分之几而已，其他部分，全是其他的新作，是brand-new，不是二手货。但是，读者既然不喜欢《千秋评论》收入刚发表过的文字，读者既然爱我者深、逼我者紧、禁止我黄鱼两吃者如此之甚，我也不好不尊重民意。所以，我决定，《千秋评论》不再收入刚发表过的文字了，此后每月编号内的《千秋评论》将保持百分之百不掺水的原作，每月我在党外杂志的“剩余价值”，一律以《千秋评论号外》另行成书了。这样做，一来可使坏心肠的读者没话说，二来可使狠心肠的你们领我完整的人情，三来可使好心肠的我本人累死，举三反一，我看也不错！
LASHZJ-0107	023.“体外射精”的一些成绩.txt	13	13	天作孽，犹可违；自作孽，不可活。	于是，《千秋评论号外》就这样编成了。其中最早一篇是4月28日写的，最后一篇是7月28日写的。它们正好是我三个月来“体外射精”的“孽种”。古话说：“天作孽，犹可违；自作孽，不可活。”因为孽缘之作，你们两位是祸首，此书编集完后，特请你们两位各写序一篇，以示情趣。我敢说，这些文章，没有你们的督促，纵使要写，也不可能这么快就写出来，可见至少你们催生之功，功不可没。你们的序，一切可据实道来，不必捧我，要捧我自己会捧，你们只要骂我就好了。
LASHZJ-0108	023.“体外射精”的一些成绩.txt	13	13	催生之功，功不可没	于是，《千秋评论号外》就这样编成了。其中最早一篇是4月28日写的，最后一篇是7月28日写的。它们正好是我三个月来“体外射精”的“孽种”。古话说：“天作孽，犹可违；自作孽，不可活。”因为孽缘之作，你们两位是祸首，此书编集完后，特请你们两位各写序一篇，以示情趣。我敢说，这些文章，没有你们的督促，纵使要写，也不可能这么快就写出来，可见至少你们催生之功，功不可没。你们的序，一切可据实道来，不必捧我，要捧我自己会捧，你们只要骂我就好了。
LASHZJ-0109	023.“体外射精”的一些成绩.txt	23	23	号外的号外	李敖出版《千秋评论号外》，要我写序。思想前进如李敖者，竟然出版一本有序的书，简直是“号外的号外”了。
LASHZJ-0110	023.“体外射精”的一些成绩.txt	25	25	一般写序，都是讲好话，编假话，虚张声势。	一般写序，都是讲好话，编假话，虚张声势。但是，对李敖的书而言，上述小衣服却又全不合身。诚如李敖所言，要夸奖李敖的话，没有人比李敖自己更内行，勿庸他人代劳。
LASHZJ-0111	023.“体外射精”的一些成绩.txt	25	25	要夸奖李敖的话，没有人比李敖自己更内行，勿庸他人代劳。	一般写序，都是讲好话，编假话，虚张声势。但是，对李敖的书而言，上述小衣服却又全不合身。诚如李敖所言，要夸奖李敖的话，没有人比李敖自己更内行，勿庸他人代劳。
LASHZJ-0112	023.“体外射精”的一些成绩.txt	63	63	取法乎上	我们一意孤行的努力，不仅未得到其他报刊同业的刮目相待，甚至招致部分读者的不满——上一期《民主人》登出的一封读者投书及郑博先生的《当心理想主义的幼稚病》，是其中具有代表性的例子。比起其他严酷指责我们的读者，郑先生理性得多、客气得多。但是郑先生这一篇文章的前提——“党外最近的路线之争，说穿了就是理想主义与现实主义之争”——在基本假设上就不太对。让我现身说法：严格地讲，我们也不是理想主义者（甚至距离理想主义还很远哩），我们只是在现实中提出“取法乎上”的要求，而所期待的是“得法乎中”；我们不能要求“取法乎中”，因为依照人性和经验，那会“得法乎下”。其实，我们所批评的那些党外人士也不是现实主义者；如果是现实主义者，他们的成就一定不止现在这般，实际上他们只是在现实中“混混”罢了！
LASHZJ-0113	023.“体外射精”的一些成绩.txt	63	63	得法乎中	我们一意孤行的努力，不仅未得到其他报刊同业的刮目相待，甚至招致部分读者的不满——上一期《民主人》登出的一封读者投书及郑博先生的《当心理想主义的幼稚病》，是其中具有代表性的例子。比起其他严酷指责我们的读者，郑先生理性得多、客气得多。但是郑先生这一篇文章的前提——“党外最近的路线之争，说穿了就是理想主义与现实主义之争”——在基本假设上就不太对。让我现身说法：严格地讲，我们也不是理想主义者（甚至距离理想主义还很远哩），我们只是在现实中提出“取法乎上”的要求，而所期待的是“得法乎中”；我们不能要求“取法乎中”，因为依照人性和经验，那会“得法乎下”。其实，我们所批评的那些党外人士也不是现实主义者；如果是现实主义者，他们的成就一定不止现在这般，实际上他们只是在现实中“混混”罢了！
LASHZJ-0114	023.“体外射精”的一些成绩.txt	63	63	取法乎中	我们一意孤行的努力，不仅未得到其他报刊同业的刮目相待，甚至招致部分读者的不满——上一期《民主人》登出的一封读者投书及郑博先生的《当心理想主义的幼稚病》，是其中具有代表性的例子。比起其他严酷指责我们的读者，郑先生理性得多、客气得多。但是郑先生这一篇文章的前提——“党外最近的路线之争，说穿了就是理想主义与现实主义之争”——在基本假设上就不太对。让我现身说法：严格地讲，我们也不是理想主义者（甚至距离理想主义还很远哩），我们只是在现实中提出“取法乎上”的要求，而所期待的是“得法乎中”；我们不能要求“取法乎中”，因为依照人性和经验，那会“得法乎下”。其实，我们所批评的那些党外人士也不是现实主义者；如果是现实主义者，他们的成就一定不止现在这般，实际上他们只是在现实中“混混”罢了！
LASHZJ-0115	023.“体外射精”的一些成绩.txt	63	63	得法乎下	我们一意孤行的努力，不仅未得到其他报刊同业的刮目相待，甚至招致部分读者的不满——上一期《民主人》登出的一封读者投书及郑博先生的《当心理想主义的幼稚病》，是其中具有代表性的例子。比起其他严酷指责我们的读者，郑先生理性得多、客气得多。但是郑先生这一篇文章的前提——“党外最近的路线之争，说穿了就是理想主义与现实主义之争”——在基本假设上就不太对。让我现身说法：严格地讲，我们也不是理想主义者（甚至距离理想主义还很远哩），我们只是在现实中提出“取法乎上”的要求，而所期待的是“得法乎中”；我们不能要求“取法乎中”，因为依照人性和经验，那会“得法乎下”。其实，我们所批评的那些党外人士也不是现实主义者；如果是现实主义者，他们的成就一定不止现在这般，实际上他们只是在现实中“混混”罢了！
LASHZJ-0120	024.“一字师”还敢否？.txt	5	5	一字师	兹奉上本期《李敖租界》长文——《从国民党式强奸到党外主流派式强奸》，请代为“一字师”。（还敢否？）因我认为10日后援会将有好戏，故思在10日以前出版的贵刊上有以挽救。昨天我电告邓维贤，说许多新生代他们认识康宁祥，都是你邓维贤介绍的，你目前既然力持大义，应该在此紧要关头，说几句婉劝朋友的话，使朋友仍坚守民主原则，勿为政客们所浼，而错误的把后援会的党外理想弄得面目全非。维贤认为很对，愿意写，可是《民主人》要16日才出，来不及了，我说何不借《前进》的地盘呢？维贤说好。为了配合维贤的文章，我早上起来，特花一个半小时，写成《别孵那贼蛋！——第六层巢在等我们》，连同维贤的文章，买一送一，一并送上，请吾弟“一字师”。因我已擅自承诺维贤《前进》一定登，故请吾弟要一定登，务乞垂听。侵权行为，死罪死罪。
LASHZJ-0124	025.他妈的等死了一个.txt	7	7	打铁趁热	你昨晚给会云的电话，说钱思亮死了，这篇文章别人做不来，请我写一篇，今早会云转达到你的这一请求了，我是大师级的人，当然任凭点唱，点什么就能应声而出，唱出什么（跟你学的）。所以，没问题，写钱思亮就钱思亮。本来我早写过这老小子的（《李敖全集》第二册《〈大学后期日记乙集〉前记》及《大学的外一章——给钱思亮校长的一封公开信》；第三册《台湾大学的新“十诫”》等；以及《千秋评论》中多篇），如今这老小子死了，打铁趁热一篇，可令人心大快。
LASHZJ-0125	025.他妈的等死了一个.txt	13	19	人生如春蚕， 作茧自缠裹。 一朝眉羽成， 钻破亦在我。	人生如春蚕， /  / 　　作茧自缠裹。 /  / 　　一朝眉羽成， /  / 　　钻破亦在我。
LASHZJ-0126	025.他妈的等死了一个.txt	23	23	一蟹不如一蟹	这篇前记是十七年前写的，如今等了十七年，我们才算等死了一个、他妈的等死了一个，而他们的新生代，却正在“一蟹不如一蟹”的繁殖中！真不知他们要横行到何年何月！
LASHZJ-0127	027.给方素敏的一封信.txt	9	9	行百里者半九十	《战国策》引诗中，有一句话，叫“行百里者半九十”。意思是说，走一百里路的，走过九十里的时候，其实只走了一半，因为最后十里最累、最难走。在九十里的长路里，你和义雄走了过来，但最后十里，我盼望你们走得更令我们关怀。我们真的不愿见到最后十里，你们走累了。
LASHZJ-0132	030.病中做工.txt	9	9	人生如是，方有意义。	这阵子又病又累，又做工不停，人生如是，方有意义。
LASHZJ-0152	034.“有谁跌倒，我不焦急呢？”.txt	29	29	有谁软弱，我不软弱呢？	有谁软弱，我不软弱呢？
LASHZJ-0153	034.“有谁跌倒，我不焦急呢？”.txt	31	31	有谁跌倒，我不焦急呢？	有谁跌倒，我不焦急呢？
LASHZJ-0156	035.给“雷震之女”的一封信.txt	7	7	人间只有两种人，一种是做事的，一种是说风凉话的	我年纪愈大，愈相信人间只有两种人，一种是做事的，一种是说风凉话的（自己什么也不做，甚至阻止别人做事的）。我重视任何做事的人，看不起任何说风凉话的人，二十年前我写文章，就引出蒋廷黻的一段话：
LASHZJ-0157	035.给“雷震之女”的一封信.txt	9	9	圆滑、通融、敷衍以及什么消极、清高，都应该打倒。我们要做事。	在这个当儿，我以为我们要首先改革我们的人生观。圆滑、通融、敷衍以及什么消极、清高，都应该打倒。我们要做事。我们要修路、要治河、要立炼钢厂、要改良棉种麦种、要多立学校，立更好的学校。我们要做事，吃苦要做事，挨骂也要做事。官可不做事要做。别的可牺牲，事业不可牺牲。做事的人，我们要拥护、要崇拜。说便宜话的人，纵使其话说得十分漂亮，我们要鄙视。
LASHZJ-0158	035.给“雷震之女”的一封信.txt	9	9	官可不做事要做。别的可牺牲，事业不可牺牲。	在这个当儿，我以为我们要首先改革我们的人生观。圆滑、通融、敷衍以及什么消极、清高，都应该打倒。我们要做事。我们要修路、要治河、要立炼钢厂、要改良棉种麦种、要多立学校，立更好的学校。我们要做事，吃苦要做事，挨骂也要做事。官可不做事要做。别的可牺牲，事业不可牺牲。做事的人，我们要拥护、要崇拜。说便宜话的人，纵使其话说得十分漂亮，我们要鄙视。
LASHZJ-0159	035.给“雷震之女”的一封信.txt	9	9	做事的人，我们要拥护、要崇拜。说便宜话的人，纵使其话说得十分漂亮，我们要鄙视。	在这个当儿，我以为我们要首先改革我们的人生观。圆滑、通融、敷衍以及什么消极、清高，都应该打倒。我们要做事。我们要修路、要治河、要立炼钢厂、要改良棉种麦种、要多立学校，立更好的学校。我们要做事，吃苦要做事，挨骂也要做事。官可不做事要做。别的可牺牲，事业不可牺牲。做事的人，我们要拥护、要崇拜。说便宜话的人，纵使其话说得十分漂亮，我们要鄙视。
LASHZJ-0160	035.给“雷震之女”的一封信.txt	11	11	做事做出来的具体成绩	二十年来，我检定自己、检定别人的标准，都是看做事做出来的具体成绩，除此之外，一切苦衷、一切理由、一切等待、一切谦虚、一切吹牛、一切计划怎样怎样，都要鄙视，因为它们都没有做出来具体成绩，都不能算！
LASHZJ-0162	035.给“雷震之女”的一封信.txt	17	17	幽光潜德	梁启超死后，他的女儿梁令娴和丁文江等合作，提供出一万多封遗札和家信，完成《梁任公先生年谱长编初稿》，使梁启超的幽光潜德得以传世。幸亏他们做得早，否则都要埋没了。这一前例，我盼更能引起你的注意。总之，有关雷先生的真人真事，实在得靠你来写，才能得其真，别人就隔了一层，你再不写，有一天，连你自己都会加入我们，一起来责备你，那时候怎么办？所以，劝你返美以后，立刻做出进度，逐日完成，我们等着看。千万，千万！
