id	book	source_file	line_start	line_end	quote_text	category	source_or_origin	found_in_source	duplicate_text	political_hits	notes
LAYMTX-085	李敖语妙天下	103.2009-06-01：别时容易.txt	13	13	犹奏别离歌，挥泪对宫娥	五代词句	李煜词	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-086	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	7	7	不看你的眼，不看你的眉。看了心里都是你，忘了我是谁。不看你的眼，不看你的眉。看的时候心里跳，看过以后眼泪垂。不看你的眼，不看你的眉。不看你也爱上你，忘了我是谁。	李敖歌词	李敖《忘了我是谁》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-087	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	7	7	要藏有谁藏，要躲有谁躲。躲躲藏藏他是谁，是谁忘了我。要藏有谁藏，要躲有谁躲。藏的时候火如烟，躲过以后烟如火。要藏有谁藏，要躲有谁躲。偷偷查出他是谁，是谁忘了我。	李敖歌词	李敖《是谁忘了我》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-088	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	11	11	爱情的代价是痛苦，爱情的方法是忍受痛苦。	现代格言	胡适题句	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-089	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	13	13	无令我死妇人之手	古礼文句	五经传统文句	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-090	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	17	17	长安一片月，万户捣衣声。秋分吹不尽，总是玉关情。何日平胡虏，良人罢远征。	唐诗	李白诗，源文作“秋分”	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-091	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	21	21	解释春风无限恨，沉香亭北倚阑干。	唐诗	李白《清平调》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-092	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	21	21	玉容寂寞泪阑干，梨花一枝春带雨。	唐诗	白居易《长恨歌》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-093	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	21	21	更深月色半人家，北斗阑干南斗斜。今夜偏知春气暖，虫声新透绿窗纱。	唐诗	刘方平诗	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-094	李敖语妙天下	105.2009-06-03：梦里不知身是客.txt	3	3	眼看他起高楼，眼看他宴宾客，眼看他楼塌了，这青苔碧瓦堆，俺曾睡风流觉，把五十年兴亡看饱。	清曲文句	孔尚任《桃花扇》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-095	李敖语妙天下	106.2009-06-04：不须放屁，试看天地翻覆.txt	7	7	天苍苍野茫茫，风吹草动见牛羊	北朝民歌	《敕勒歌》，源文作“草动”	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-096	李敖语妙天下	107.2009-06-05：满脸骄气和一身傲骨.txt	5	5	自是君身有仙骨，直应天赋与诗情	清代对联	翁方纲联句	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-097	李敖语妙天下	107.2009-06-05：满脸骄气和一身傲骨.txt	5	5	自是君身有傲骨，直应天赋与诗情	李敖改联	李敖改翁方纲联句	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-098	李敖语妙天下	107.2009-06-05：满脸骄气和一身傲骨.txt	27	27	姑射神游阅九关，水晶宫殿不胜寒。下窥人世生尘想，故作梅花与俗看。	古诗	《谢幼槃文集》所收诗	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-099	李敖语妙天下	107.2009-06-05：满脸骄气和一身傲骨.txt	27	27	朱雀桥边野草花，乌衣巷口夕阳斜。旧时王谢堂前燕，飞入寻常百姓家。	唐诗	刘禹锡《乌衣巷》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-100	李敖语妙天下	108.2009-06-08：毛骨悚然的整人作风.txt	3	3	疏影横斜水清浅，暗香浮动月黄昏。	宋诗	林逋《山园小梅》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-101	李敖语妙天下	108.2009-06-08：毛骨悚然的整人作风.txt	7	7	夫人情，安则乐生，痛则思死。棰楚之下，何求而不得！	汉书文句	路温舒《尚德缓刑书》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-102	李敖语妙天下	108.2009-06-08：毛骨悚然的整人作风.txt	7	7	故囚人不胜痛，则饰辞以视之；吏治者利其然，则指道以明之；上奏畏却，则锻练而周内之。	汉书文句	路温舒《尚德缓刑书》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-103	李敖语妙天下	109.2009-06-09：女人到底要什么？.txt	7	7	苦恨年年压金线（做衣服），为他人作嫁衣裳	唐诗	秦韬玉《贫女》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-104	李敖语妙天下	110.2009-06-10：阴险的人却充满善意.txt	15	15	当局能肩天下事，读书深得故人心。	对联	邓石如联	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-105	李敖语妙天下	110.2009-06-10：阴险的人却充满善意.txt	15	15	子曰：加我数年，五十以学易，可以无大过矣。	论语文句	《论语》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-106	李敖语妙天下	110.2009-06-10：阴险的人却充满善意.txt	17	17	加我数年，少则五年，多则十年	训诂文句	龚元玠《十三经客难》语意	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-107	李敖语妙天下	110.2009-06-10：阴险的人却充满善意.txt	19	19	重话轻说，严肃话玩笑说	李敖格言	李敖表达方法	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-108	李敖语妙天下	110.2009-06-10：阴险的人却充满善意.txt	19	19	爱里不见是非，爱里不见强弱，爱里只有情，情没有对错。爱里只见花飞，爱里只见叶落，爱里只有美，美没有善恶。宁愿因情生灾，宁愿因美致祸，宁愿情人说谎，可是我不说破。	李敖诗	李敖《爱里》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-109	李敖语妙天下	111.2009-06-11：演艺人员的毛病出在哪？.txt	3	3	一闪一闪亮晶晶，满天都是小星星	儿歌句	传统儿歌《小星星》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-110	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	11	11	劝君莫惜金缕衣，劝君惜取少年时。花开堪折直须折，莫待无花空折枝。	唐诗	杜秋娘《金缕衣》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-111	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	19	19	君不见走马川行雪海边，平沙莽莽黄入天。	唐诗	岑参诗	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-112	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	19	19	日凿一窍，七日而浑沌死	庄子文句	《庄子》浑沌故事	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-113	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	41	41	每游山水，往辄忘归	史书文句	《宋书·宗炳传》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-114	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	41	41	唯当澄怀观道，卧以游之	史书文句	《宋书·宗炳传》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-115	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	41	41	凡所游履，皆图之于世	史书文句	《宋书·宗炳传》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-116	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	41	41	抚琴动操，欲令众山皆响	史书文句	《宋书·宗炳传》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-117	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	41	41	丹青影里放扁舟，山水都从枕上游	清诗	张船山诗句	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-118	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	41	41	岸草沿流绿无缝，远村点染露红楼	清诗	张船山诗句	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-119	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	41	41	泉石从所好，文章如有神	题字/联句	于右任题字	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-120	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	43	43	嘉陵栖泊几淹秋，岩下汤泉小竹楼。旧梦兵戈无处觅，画图为作卧时游。	近现代诗	彭醇士诗	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-121	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	45	45	高檐白日不到地，深夜黠鼠时登床。	明诗	王阳明诗	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-122	李敖语妙天下	112.2009-06-12：人间万象在窍门.txt	47	47	舍弟江南殁，家兄塞北亡	诗句	传统夸饰诗句	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-123	李敖语妙天下	113.2009-06-12：身临其境太笨了.txt	3	3	不出户，知天下	老子文句	《老子》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。
LAYMTX-124	李敖语妙天下	003.2009-01-05：我也说一回三国.txt	15	15	天机不可泄露，你附耳上来。	京剧文句	京剧《空城计》逸事	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-125	李敖语妙天下	004.2009-01-06：诸葛孔明的精神.txt	7	7	谈笑之间，强虏（曹操）灰飞烟灭	宋词	苏轼《念奴娇·赤壁怀古》，源文插注“曹操”	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-126	李敖语妙天下	005.2009-01-07：曹操惊世骇俗的创举.txt	19	19	此我之不幸，而汝曹之幸也	史书文句	《三国志》曹操语	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-127	李敖语妙天下	005.2009-01-07：曹操惊世骇俗的创举.txt	19	19	本是同根生，相煎何太急	古诗名句	曹植《七步诗》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-128	李敖语妙天下	005.2009-01-07：曹操惊世骇俗的创举.txt	19	19	合葬，非礼也	礼法文句	邴原拒曹操冥婚语	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-129	李敖语妙天下	008.2009-01-12：《上山上山爱》(一).txt	31	31	有真身示现，有妙相庄严，有床上俯仰，有笔下波澜，有布偶能语，有双头佛尊，有奇情高论，有道大通神。	李敖文句	李敖《从生离到死别》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-130	李敖语妙天下	008.2009-01-12：《上山上山爱》(一).txt	31	31	有山谷依然，有夕阳空好，有美人寄迹，有造化入诗，有灵塔出树，有蜻蜓邀盟，有幽冥同路，有墓里前身	李敖文句	李敖《从生离到死别》	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-131	李敖语妙天下	032.2009-02-20：中国迟早统一.txt	11	11	满堂花醉三千客，一剑霜寒十四州	五代诗句	吴越国王请僧题句原文	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-132	李敖语妙天下	103.2009-06-01：别时容易.txt	13	13	最是仓皇辞庙日	五代词句	李煜词	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-133	李敖语妙天下	104.2009-06-02：是谁忘了我.txt	11	11	没有见到江冬秀，没有见到胡适的夫人，不会了解胡适的伟大	现代人物评语	林语堂语意	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-134	李敖语妙天下	107.2009-06-05：满脸骄气和一身傲骨.txt	11	11	屡游相须，曾经御览	宋人谐句	王安石胡须逸事	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
LAYMTX-135	李敖语妙天下	110.2009-06-10：阴险的人却充满善意.txt	5	5	妻不贤，子不孝，麻将不上张，谁都没有办法	俗语	中国俗语	yes			首轮保守收入：本书节目稿中现代选举、党派、两岸、军政新闻判断密集，仅收句子本体可独立成立的诗文、古文、成语俗谚、歌词和非政治格言。 校对轮补入：回扫候选池与源文后确认句子本体属于非政治诗文、经典文句、俗语或李敖自作文句。
