id	source_file	line_start	line_end	category	risk_in_quote	quote_text
LAZLJBB-309	063.“海外人鱼”.txt	5	5	童话题名		国王的新衣
LAZLJBB-310	063.“海外人鱼”.txt	5	5	童话题名		The Little Mermaid
LAZLJBB-311	063.“海外人鱼”.txt	7	7	小说引文		上身宛似妇人，下身仍是鱼形
LAZLJBB-312	064.他们六个.txt	21	21	古语		当仁不让于师
LAZLJBB-313	064.他们六个.txt	21	21	哲学格言		while both Plato and truth are dear to him, he is bound to prefer truth
LAZLJBB-314	064.他们六个.txt	31	31	科学史名句		Yet it does move
LAZLJBB-315	064.他们六个.txt	37	37	成语		生不逢辰
LAZLJBB-316	064.他们六个.txt	43	43	成语		周而复始
LAZLJBB-317	064.他们六个.txt	75	77	英文诗句		Nature and Nature's laws lay hid in night
LAZLJBB-318	064.他们六个.txt	85	85	科学家格言		the great ocean of truth lay all undiscovered before me
LAZLJBB-319	065.从鸭嘴兽到水獭.txt	47	47	俗语		羊毛出在羊身上
LAZLJBB-320	065.从鸭嘴兽到水獭.txt	53	53	成语		不平则鸣
LAZLJBB-321	065.从鸭嘴兽到水獭.txt	61	61	寓言成语		狗占马槽
LAZLJBB-322	065.从鸭嘴兽到水獭.txt	61	61	俗语		占着茅坑不拉屎
LAZLJBB-323	065.从鸭嘴兽到水獭.txt	61	61	英文格言		Let sleeping dogs lie
LAZLJBB-324	065.从鸭嘴兽到水獭.txt	61	61	英文谚语		Every dogs has his day
LAZLJBB-325	065.从鸭嘴兽到水獭.txt	73	73	成语		仰不愧天
LAZLJBB-326	065.从鸭嘴兽到水獭.txt	77	79	成语		豹死留皮
LAZLJBB-327	066.“那么让他们吃饼嘛！”.txt	5	5	雅称俗语		老饕
LAZLJBB-328	066.“那么让他们吃饼嘛！”.txt	27	27	哲人妙语		Philosophers should always have two or three holes under ground against the dogs hunting them
LAZLJBB-329	066.“那么让他们吃饼嘛！”.txt	27	27	成语		狡兔三窟
LAZLJBB-330	066.“那么让他们吃饼嘛！”.txt	35	35	英文成语		castles in Spain
LAZLJBB-331	066.“那么让他们吃饼嘛！”.txt	43	43	英文成语		French leave
LAZLJBB-332	067.嘴含一根草.txt	9	23	儿歌		我是黑猩猩，
LAZLJBB-333	067.嘴含一根草.txt	27	41	儿歌		我是大袋鼠，
LAZLJBB-334	067.嘴含一根草.txt	45	59	儿歌		我是场拨鼠，
LAZLJBB-335	067.嘴含一根草.txt	63	77	儿歌		我是美人儿，
LAZLJBB-336	067.嘴含一根草.txt	81	81	成语		守望相助
LAZLJBB-337	067.嘴含一根草.txt	81	81	成语		养生送死
LAZLJBB-338	068.我的本领就是臭.txt	5	5	俗语		各人自扫门前雪
LAZLJBB-339	068.我的本领就是臭.txt	5	5	俗语		休管他人瓦上霜
LAZLJBB-340	068.我的本领就是臭.txt	7	7	成语		臭气冲天
LAZLJBB-341	068.我的本领就是臭.txt	7	7	成语		臭味相投
LAZLJBB-342	068.我的本领就是臭.txt	11	11	成语		所向无敌
LAZLJBB-343	068.我的本领就是臭.txt	35	35	成语		无独有偶
LAZLJBB-344	070.古国神游.txt	27	27	谜语		What is four-footed in the morning, two-footed at noon, three-footed in the evening?
LAZLJBB-345	070.古国神游.txt	27	27	谜语答案		Man, who in childhood creeps on hands and knees, in manhood walks erect, and in old age uses a staff
LAZLJBB-346	070.古国神游.txt	29	29	成语		琳琅满目
LAZLJBB-347	071.“古希腊的辉煌”.txt	11	13	诗句译句		古希腊的辉煌
LAZLJBB-348	071.“古希腊的辉煌”.txt	27	27	成语		天仙化人
LAZLJBB-349	071.“古希腊的辉煌”.txt	29	29	典故译句		即使他们带礼物来
LAZLJBB-350	071.“古希腊的辉煌”.txt	31	31	英文谚语		A cat has nine lives
LAZLJBB-351	071.“古希腊的辉煌”.txt	33	33	俗语		人非圣贤，孰能无过？
LAZLJBB-352	071.“古希腊的辉煌”.txt	33	33	英文格言		Even Homer nods
LAZLJBB-353	071.“古希腊的辉煌”.txt	53	53	哲学妙语		The most un-Greek thing we can do is copy the Greeks
LAZLJBB-354	071.“古希腊的辉煌”.txt	59	59	成语		快刀斩乱麻
LAZLJBB-355	071.“古希腊的辉煌”.txt	63	63	哲人轶语		如果我不是亚历山大，我就想做Diogenes
LAZLJBB-356	072.“古罗马的壮丽”.txt	7	7	英文谚语译句		条条大路通罗马
LAZLJBB-357	072.“古罗马的壮丽”.txt	9	9	英文谚语		In Rome do as the Romans do
LAZLJBB-358	072.“古罗马的壮丽”.txt	9	9	俗语		过路问禁，入乡问俗
LAZLJBB-359	072.“古罗马的壮丽”.txt	11	11	英文谚语		Rome was not built in a day
LAZLJBB-360	072.“古罗马的壮丽”.txt	37	37	哲学妙语译句		如果Cleopatra的鼻子短一点，整个世界的脸蛋都变了
LAZLJBB-361	072.“古罗马的壮丽”.txt	47	47	英文成语		It is Greek to me
LAZLJBB-362	073.波澜N多的波兰.txt	7	7	成语		瓜剖豆分
LAZLJBB-363	073.波澜N多的波兰.txt	15	15	成语		失之东隅，收之桑榆
LAZLJBB-364	073.波澜N多的波兰.txt	17	17	成语		慷他人之慨
LAZLJBB-365	074.登天梯.txt	7	7	圣经典故		mess of pottage
LAZLJBB-366	074.登天梯.txt	19	19	成语		因小失大
LAZLJBB-367	074.登天梯.txt	19	19	成语		得不偿失
LAZLJBB-368	074.登天梯.txt	23	23	圣经引文		And he dreamed, and behold a ladder set up on the earth
